osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,junction
1106913707,2,M-1,primary,30,False,False,47.653999999999996,"LINESTRING (18.944694 42.2108425, 18.9446102 42.2110002, 18.9445601 42.2111087, 18.9444688 42.2112363)",,,
1112065113,2,M-1,primary,30,False,True,13.718,"LINESTRING (18.944694 42.2108425, 18.9447227 42.2107962, 18.9447754 42.2107352)",,,
1112065109,2,,tertiary,,False,False,32.493,"LINESTRING (18.9369459 42.2101999, 18.9370442 42.210126, 18.9371059 42.2100778, 18.9372294 42.209997)",XVI,,
1112065110,2,M-1,primary,50,False,True,25.113,"LINESTRING (18.9369459 42.2101999, 18.937026 42.2102029, 18.9371017 42.2102062, 18.9371797 42.2102148, 18.9372483 42.2102252)",,,
426608439,2,,tertiary,40,False,False,9.281,"LINESTRING (18.9478853 42.2061361, 18.9479859 42.2060985)",,,
426608440,2,,tertiary,,False,True,186.727,"LINESTRING (18.9478853 42.2061361, 18.9478049 42.2061707, 18.9477282 42.2062037, 18.9470407 42.2065986, 18.9466069 42.2068509, 18.9463264 42.2070245, 18.9462791 42.2070559, 18.946168 42.2071065, 18.9460838 42.2071522)",XV,,
26973334,,,tertiary,,False,True,79.839,"LINESTRING (18.9432295 42.2075484, 18.9433042 42.2075574, 18.943442 42.2076016, 18.9435655 42.2076471, 18.943705 42.2076873, 18.9438283 42.2077067, 18.9440031 42.2077226, 18.9441568 42.2077207)",IV,,
36846218,,,tertiary,,False,False,46.35,"LINESTRING (18.9432295 42.2075484, 18.9431279 42.2075718, 18.9430536 42.2075962, 18.9427384 42.2077468)",XI,,
36846876,,,residential,,False,False,98.41099999999999,"LINESTRING (18.9432295 42.2075484, 18.9432228 42.2074991, 18.9431077 42.2070486, 18.9430801 42.2069413, 18.94303 42.2068231, 18.942946 42.2066934)",,,
424417544,,,residential,,False,False,53.875,"LINESTRING (18.942946 42.2066934, 18.9435092 42.206447)",I,,
36846876,,,residential,,False,True,98.411,"LINESTRING (18.942946 42.2066934, 18.94303 42.2068231, 18.9430801 42.2069413, 18.9431077 42.2070486, 18.9432228 42.2074991, 18.9432295 42.2075484)",,,
1106913709,2,M-2,primary,50,False,False,10.282,"LINESTRING (18.9449196 42.2109377, 18.9450146 42.2108777)",,,
26973384,1,,primary_link,30,True,False,22.864,"LINESTRING (18.9449196 42.2109377, 18.9448662 42.2109376, 18.9448153 42.2109282, 18.9447727 42.2109118, 18.9447375 42.2108902, 18.9447133 42.2108683, 18.944694 42.2108425)",,,
1106913710,2,M-2,primary,50,False,True,49.808,"LINESTRING (18.9449196 42.2109377, 18.9446332 42.2111278, 18.9444688 42.2112363)",,,
26973334,,,tertiary,,False,False,79.839,"LINESTRING (18.9441568 42.2077207, 18.9440031 42.2077226, 18.9438283 42.2077067, 18.943705 42.2076873, 18.9435655 42.2076471, 18.943442 42.2076016, 18.9433042 42.2075574, 18.9432295 42.2075484)",IV,,
