osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,access,bridge,junction
970307369,False,Rifata Burdzovića,tertiary,False,99.114,"LINESTRING (20.1700691 42.8403275, 20.1707482 42.8410668)",,,,,,
1076878214,False,,residential,False,191.083,"LINESTRING (20.1700691 42.8403275, 20.1720557 42.8412392)",,,,,,
970307369,False,Rifata Burdzovića,tertiary,True,207.09,"LINESTRING (20.1700691 42.8403275, 20.169495 42.8396319, 20.1690535 42.8390218, 20.1688694 42.8386895)",,,,,,
167702577,False,,unclassified,True,7.655,"LINESTRING (20.1703767 42.8432439, 20.1704376 42.8431915)",,,,,,
"[49360793, 185257258]",False,,primary,False,150.172,"LINESTRING (20.1703767 42.8432439, 20.1700659 42.8429865, 20.1697579 42.842772, 20.1695362 42.8426282, 20.1692791 42.8425176, 20.1689541 42.8424144)",2,M-5,50,yes,yes,
25859813,True,,residential,False,208.04300000000003,"LINESTRING (20.1642014 42.8433443, 20.1638866 42.8431362, 20.1637781 42.8430815, 20.1633361 42.8429049, 20.1632601 42.8428702, 20.1632088 42.8428346, 20.162925 42.8425606, 20.1626634 42.8423566, 20.1625697 42.8422879, 20.1624931 42.8422036, 20.1623959 42.8420664)",,,,,,
742695884,False,,residential,True,561.4930000000002,"LINESTRING (20.1642014 42.8433443, 20.1639381 42.8432636, 20.1636082 42.8431702, 20.1630691 42.8430532, 20.1628773 42.8430335, 20.1626855 42.8430384, 20.1624334 42.843066, 20.1622726 42.8431164, 20.1621342 42.8431789, 20.1620469 42.8432366, 20.1619809 42.8432741, 20.1613891 42.843516, 20.1612955 42.8435519, 20.1609484 42.8436269, 20.1608207 42.8436659, 20.160248 42.8439083, 20.1601522 42.843952, 20.1600393 42.8439973, 20.1599946 42.8440441, 20.159984 42.84408, 20.160001 42.8441175, 20.1600564 42.8441378, 20.1603411 42.8441665, 20.16039 42.8441837, 20.1604092 42.8442055, 20.1604026 42.8442294, 20.1597619 42.8446383, 20.1597056 42.8447228, 20.1596841 42.8447917, 20.1596922 42.8448713, 20.1597472 42.8449274, 20.159833 42.8449588, 20.1601106 42.8450286)",,,,,,
185257269,False,,unclassified,False,169.186,"LINESTRING (20.1665563 42.8447503, 20.1665986 42.8447385, 20.1668808 42.8446643, 20.1683365 42.8442934, 20.1685251 42.8442841)",,,,,,
1012568180,False,,residential,True,129.19299999999998,"LINESTRING (20.1665563 42.8447503, 20.1663962 42.8447132, 20.1660966 42.8445742, 20.1656319 42.8443138, 20.165538 42.8442538, 20.1654616 42.8441948, 20.1652926 42.844068)",,,,,,
1084713928,False,Oslobođenja,unclassified,False,88.452,"LINESTRING (20.1665563 42.8447503, 20.1665325 42.8448085, 20.1665201 42.8448544, 20.1665211 42.8449003, 20.1665761 42.8450237, 20.1666404 42.8452155, 20.1666367 42.8453117, 20.1666137 42.8453899, 20.1665824 42.8454553, 20.1665442 42.8455185)",,,,,,
172620148,False,,residential,True,53.870999999999995,"LINESTRING (20.1685251 42.8442841, 20.1684925 42.8444651, 20.1683927 42.844758)",,,,,,
