osmid,name,highway,oneway,reversed,length,lanes,geometry,bridge,maxspeed,junction
188479383,Soto,residential,False,False,43.855,,"LINESTRING (-78.6313559 -1.2423637, -78.6316324 -1.2420824)",,,
"[188479533, 188479519]","['Vicente Rocafuerte', 'Guayaquil']",residential,True,False,140.964,1,"LINESTRING (-78.6313559 -1.2423637, -78.6316135 -1.2426044, -78.631617 -1.2426404, -78.6315979 -1.2426706, -78.6312254 -1.243161, -78.6310808 -1.2433367)",,,
398406891,Lizardo Ruiz,secondary,False,False,81.949,2,"LINESTRING (-78.6306392 -1.2386154, -78.6301432 -1.2380702)",,,
398406891,Lizardo Ruiz,secondary,False,True,81.884,2,"LINESTRING (-78.6306392 -1.2386154, -78.6308642 -1.2388782, -78.6309233 -1.23897, -78.6309696 -1.2391054, -78.6309555 -1.2392429)",,,
549816943,Juan León Mera,residential,True,False,168.24200000000002,,"LINESTRING (-78.6306392 -1.2386154, -78.6300847 -1.239285, -78.6296835 -1.2397885)",,,
371987104,Mariano Castillo,residential,False,False,48.038,,"LINESTRING (-78.6308566 -1.240904, -78.6311383 -1.2405764)",,,
549816940,Mariano Castillo,residential,True,False,81.994,1,"LINESTRING (-78.6308566 -1.240904, -78.6304234 -1.2415008)",,,
"[322459673, 322459674]","['Quito', 'Cuenca']",residential,True,False,176.99399999999997,,"LINESTRING (-78.6308566 -1.240904, -78.6314819 -1.2414337, -78.6314884 -1.2414505, -78.6314832 -1.2414719, -78.6312913 -1.2416952, -78.6310325 -1.2420485)",,,
894819306,Juan Montalvo,secondary,False,False,16.771,3,"LINESTRING (-78.6328438 -1.2380142, -78.632971 -1.2379331)",,,
"[549816937, 245371498, 245371499]",Juan Montalvo,secondary,False,True,230.90099999999998,3,"LINESTRING (-78.6328438 -1.2380142, -78.6327066 -1.2381031, -78.6324697 -1.2382762, -78.6311972 -1.2392787)",yes,,
365213430,Vicente Rocafuerte,residential,True,False,105.358,1,"LINESTRING (-78.628627 -1.2399, -78.6279287 -1.2392594)",,,
553829775,Luis A. Martínez,residential,True,False,90.619,1,"LINESTRING (-78.628627 -1.2399, -78.6291264 -1.2392559)",,,
365213431,Mariano Castillo,residential,True,False,83.162,1,"LINESTRING (-78.6283068 -1.2439816, -78.627843 -1.2445684)",,,
536514613,Juan Benigno Vela,residential,True,False,88.83,2,"LINESTRING (-78.6283068 -1.2439816, -78.6277124 -1.2434477)",,,
559512841,Juan León Mera,tertiary,True,False,5.064,1,"LINESTRING (-78.6276527 -1.2423342, -78.6276238 -1.2423694)",,,
318767583,Avenida Cevallos,secondary,True,False,85.821,2,"LINESTRING (-78.6276527 -1.2423342, -78.6276711 -1.24235, -78.6279324 -1.2425875, -78.6281594 -1.2428067, -78.6282149 -1.2428629)",,45,
318767583,Avenida Cevallos,secondary,True,False,89.429,2,"LINESTRING (-78.6288043 -1.243418, -78.6293843 -1.2439753)",,45,
365213431,Mariano Castillo,residential,True,False,6.386,1,"LINESTRING (-78.6288043 -1.243418, -78.6287899 -1.2434736)",,,
553829752,Simón Bolívar,tertiary,True,False,92.19100000000002,2,"LINESTRING (-78.6281216 -1.2405225, -78.628166 -1.2405664, -78.628229 -1.2406286, -78.628316 -1.2407145, -78.6283558 -1.2407557, -78.6284428 -1.2408398, -78.6286648 -1.2410591, -78.6287115 -1.2411052)",,,
553829771,Luis A. Martínez,residential,True,False,89.15199999999999,2,"LINESTRING (-78.6281216 -1.2405225, -78.6281336 -1.2405079, -78.6281691 -1.2404632, -78.628627 -1.2399)",,,
553829770,Cuenca,residential,True,False,85.691,1,"LINESTRING (-78.6291264 -1.2392559, -78.6296835 -1.2397885)",,,
553829775,Luis A. Martínez,residential,True,False,63.425,1,"LINESTRING (-78.6291264 -1.2392559, -78.6293109 -1.2390314, -78.6294886 -1.2388152)",,,
317609916,Cuenca,residential,True,False,82.618,,"LINESTRING (-78.630317 -1.2403931, -78.6308566 -1.240904)",,,
559183716,Juan Montalvo,tertiary,False,False,59.618,,"LINESTRING (-78.630317 -1.2403931, -78.630675 -1.2399939)",,,
188479515,Avenida 12 de Noviembre,residential,False,False,33.839,2,"LINESTRING (-78.6276674 -1.2447904, -78.6278895 -1.2449985)",,,
188479515,Avenida 12 de Noviembre,residential,False,True,94.31,2,"LINESTRING (-78.6276674 -1.2447904, -78.6270216 -1.2442404)",,,
555013256,Mariano Castillo,residential,True,False,108.694,1,"LINESTRING (-78.6276674 -1.2447904, -78.6270009 -1.2455056)",,,
188487796,Antonio José de Sucre,residential,True,False,82.215,1,"LINESTRING (-78.6276067 -1.2411356, -78.6271361 -1.2406767, -78.6270758 -1.2406209)",,,
"[553829772, 553829773]",Luis A. Martínez,residential,True,False,89.10499999999999,2,"LINESTRING (-78.6276067 -1.2411356, -78.6276617 -1.2410836, -78.6278898 -1.2407948, -78.6279704 -1.2407065, -78.6280959 -1.2405532, -78.6281216 -1.2405225)",,,
536514613,Juan Benigno Vela,residential,True,False,85.752,2,"LINESTRING (-78.6277124 -1.2434477, -78.6271338 -1.2429377)",,,
550523061,Juan Montalvo,residential,True,False,80.372,1,"LINESTRING (-78.6277124 -1.2434477, -78.6280343 -1.2430706, -78.628183 -1.242899)",,,
245357696,Juan León Mera,tertiary,True,False,24.106,2,"LINESTRING (-78.6263952 -1.2437791, -78.6262462 -1.2439366)",,,
405138926,12 de Noviembre,tertiary,True,False,10.066,2,"LINESTRING (-78.6263952 -1.2437791, -78.6263326 -1.2437137)",,,
365213430,Vicente Rocafuerte,residential,True,False,94.536,1,"LINESTRING (-78.6298566 -1.2409926, -78.6292226 -1.240426)",,,
549816941,Juan Montalvo,tertiary,True,False,84.043,2,"LINESTRING (-78.6298566 -1.2409926, -78.6299925 -1.2408156, -78.630317 -1.2403931)",,,
365213430,Vicente Rocafuerte,residential,True,False,84.638,1,"LINESTRING (-78.6304234 -1.2415008, -78.6298566 -1.2409926)",,,
549816940,Mariano Castillo,residential,True,False,101.371,1,"LINESTRING (-78.6304234 -1.2415008, -78.630251 -1.2417041, -78.630166 -1.2418043, -78.6298559 -1.2421734, -78.6298317 -1.2421939)",,,
553829770,Cuenca,residential,True,False,97.362,1,"LINESTRING (-78.6296835 -1.2397885, -78.630317 -1.2403931)",,,
549816943,Juan León Mera,residential,True,False,87.572,,"LINESTRING (-78.6296835 -1.2397885, -78.6292817 -1.2403648, -78.6292226 -1.240426)",,,
188479515,Avenida 12 de Noviembre,residential,False,False,94.31,2,"LINESTRING (-78.6270216 -1.2442404, -78.6276674 -1.2447904)",,,
188479515,Avenida 12 de Noviembre,residential,False,True,71.599,2,"LINESTRING (-78.6270216 -1.2442404, -78.6265406 -1.2438122)",,,
550523061,Juan Montalvo,residential,True,False,116.906,1,"LINESTRING (-78.6270216 -1.2442404, -78.6277124 -1.2434477)",,,
365213431,Mariano Castillo,residential,True,False,85.755,1,"LINESTRING (-78.6298317 -1.2421939, -78.6296858 -1.2423851, -78.6293457 -1.2427926)",,,
"[550506138, 550717356]",Simón Bolívar,tertiary,True,False,91.968,1,"LINESTRING (-78.6298317 -1.2421939, -78.6299287 -1.2422846, -78.6304454 -1.2427485)",,,
322993904,Francisco Flor,secondary,False,False,41.906,,"LINESTRING (-78.6327251 -1.2433197, -78.6324708 -1.2435979)",,,
405138928,Perez De Anda,secondary,False,True,452.32499999999993,,"LINESTRING (-78.6327251 -1.2433197, -78.6323282 -1.2427608, -78.6322872 -1.2426894, -78.6320385 -1.2418506, -78.631804 -1.241272, -78.6315966 -1.2408532, -78.6312133 -1.2404778, -78.6311046 -1.2403182, -78.6310135 -1.240117, -78.6309152 -1.2398657, -78.6308678 -1.2397627)",,,
550506139,Antonio José de Sucre,residential,True,False,91.195,2,"LINESTRING (-78.6281935 -1.2417087, -78.6276067 -1.2411356)",,,
553829776,Juan León Mera,residential,True,False,91.942,1,"LINESTRING (-78.6281935 -1.2417087, -78.6279675 -1.2419727, -78.6277222 -1.2422593, -78.6276527 -1.2423342)",,,
188479392,Cuenca,residential,True,False,55.229,1,"LINESTRING (-78.6287745 -1.2389053, -78.6291264 -1.2392559)",,,
553829776,Juan León Mera,residential,True,False,88.427,1,"LINESTRING (-78.6287115 -1.2411052, -78.6281935 -1.2417087)",,,
553829752,Simón Bolívar,tertiary,True,False,86.841,2,"LINESTRING (-78.6287115 -1.2411052, -78.6287511 -1.2411443, -78.6289062 -1.2412974, -78.6290261 -1.2414158, -78.6291053 -1.2414941, -78.6292672 -1.2416541)",,,
398406891,Lizardo Ruiz,secondary,False,True,81.949,2,"LINESTRING (-78.6301432 -1.2380702, -78.6306392 -1.2386154)",,,
1235843060,Lizardo Ruiz,secondary,False,False,18.909,2,"LINESTRING (-78.6301432 -1.2380702, -78.6300242 -1.2379487)",,,
559183716,Juan Montalvo,tertiary,False,True,59.618,,"LINESTRING (-78.630675 -1.2399939, -78.630317 -1.2403931)",,,
"[559183715, 559183708]","['Perez De Anda', 'Juan Montalvo']",tertiary,True,False,45.246,,"LINESTRING (-78.630675 -1.2399939, -78.6307028 -1.2399003, -78.630799 -1.2397413, -78.6308466 -1.2396274)",,,
559231170,Urdaneta,tertiary,True,False,9.972,,"LINESTRING (-78.6260216 -1.244189, -78.6259371 -1.2442191)",,,
559231189,13 de Abril,tertiary,True,False,24.869,1,"LINESTRING (-78.6260216 -1.244189, -78.6260209 -1.2443063, -78.6260282 -1.2444124)",,,
188479392,Cuenca,residential,True,False,56.557,1,"LINESTRING (-78.628403 -1.2385578, -78.6287745 -1.2389053)",,,
188479868,Joaquín Lalama,residential,True,False,94.162,2,"LINESTRING (-78.628403 -1.2385578, -78.6279287 -1.2392594)",,,
365213431,Mariano Castillo,residential,True,False,92.106,1,"LINESTRING (-78.6293457 -1.2427926, -78.6290737 -1.2431411, -78.6288043 -1.243418)",,,
550506154,Antonio José de Sucre,residential,True,False,94.15299999999999,1,"LINESTRING (-78.6293457 -1.2427926, -78.6293392 -1.2427685, -78.6293321 -1.2427151, -78.6288432 -1.2422402, -78.6287986 -1.2422413, -78.6287568 -1.2422423)",,,
188479383,Soto,residential,False,True,43.855,,"LINESTRING (-78.6316324 -1.2420824, -78.6313559 -1.2423637)",,,
365213430,Vicente Rocafuerte,residential,True,False,88.346,1,"LINESTRING (-78.6292226 -1.240426, -78.628627 -1.2399)",,,
"[549816942, 549816943]",Juan León Mera,residential,True,False,94.577,2,"LINESTRING (-78.6292226 -1.240426, -78.6289951 -1.2407367, -78.6288424 -1.2409452, -78.6287562 -1.2410489, -78.6287254 -1.2410821, -78.6287115 -1.2411052)",,,
