osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,access
757112579,True,2,Avenida Alhajuela,residential,False,9.225,"LINESTRING (-80.4564592 -1.0547135, -80.4565039 -1.0547834)",,,
757112580,True,2,Avenida Manabí,secondary,False,133.644,"LINESTRING (-80.4564592 -1.0547135, -80.4572441 -1.0543523, -80.457506 -1.0542253, -80.4575483 -1.0542049)",,,
757112573,True,2,Avenida Manabí,secondary,False,9.346,"LINESTRING (-80.4563811 -1.0547446, -80.4564592 -1.0547135)",,,
757112574,True,2,Avenida Alhajuela,residential,False,199.582,"LINESTRING (-80.4563811 -1.0547446, -80.4562278 -1.0545463, -80.4560502 -1.0543413, -80.455913 -1.0542089, -80.4558005 -1.0541146, -80.4556438 -1.0539974, -80.4554898 -1.0538905, -80.4552128 -1.0536999, -80.4550332 -1.0535793)",,,
757112577,True,2,Avenida Alhajuela,residential,False,9.645,"LINESTRING (-80.456427 -1.0548182, -80.4563811 -1.0547446)",,,
"[757112578, 264895548]",True,"['1', '2']",Avenida Manabí,secondary,False,99.394,"LINESTRING (-80.456427 -1.0548182, -80.4559262 -1.0550451, -80.4557488 -1.0551341, -80.4556972 -1.055161, -80.4556548 -1.0551856, -80.4556372 -1.055194, -80.4556208 -1.0552036)",,,
757112572,True,2,Avenida Manabí,secondary,False,9.384,"LINESTRING (-80.4565039 -1.0547834, -80.456427 -1.0548182)",,,
757112571,True,2,Avenida Alhajuela,residential,False,171.019,"LINESTRING (-80.4565039 -1.0547834, -80.4572763 -1.0560749, -80.4572927 -1.0561038)",,,
607837123,True,2,Avenida Universitaria,primary,False,8.671,"LINESTRING (-80.4536635 -1.0510478, -80.4536944 -1.0509762)",,,
753603981,True,2,Avenida Ramos Iduarte,residential,False,86.387,"LINESTRING (-80.4536635 -1.0510478, -80.4529518 -1.050736)",,,
39654547,True,2,Avenida Ramos Iduarte,residential,False,21.575,"LINESTRING (-80.4536944 -1.0509762, -80.4538735 -1.0510509)",,,
607837123,True,2,Avenida Universitaria,primary,False,65.783,"LINESTRING (-80.4536944 -1.0509762, -80.4539222 -1.0504302)",,,
39654547,True,2,Avenida Ramos Iduarte,residential,False,119.708,"LINESTRING (-80.4538735 -1.0510509, -80.4548691 -1.0514609)",,,
753612515,True,2,Avenida Universitaria,primary,False,9.107,"LINESTRING (-80.4538735 -1.0510509, -80.4538397 -1.0511255)",,,
753603981,True,2,Avenida Ramos Iduarte,residential,False,21.41,"LINESTRING (-80.4538397 -1.0511255, -80.4536635 -1.0510478)",,,
753612515,True,2,Avenida Universitaria,primary,False,238.99699999999999,"LINESTRING (-80.4538397 -1.0511255, -80.453694 -1.0514829, -80.4535394 -1.0518491, -80.453436 -1.0520697, -80.4533385 -1.0522756, -80.4532895 -1.0523688, -80.4531989 -1.0525283, -80.4529659 -1.0529227, -80.4528877 -1.053048)",,,
753612508,True,,Avenida Paulo Emilio Macías,secondary,False,24.522,"LINESTRING (-80.4546778 -1.0485457, -80.4548812 -1.048631)",,,
607837123,True,2,Avenida Universitaria,primary,False,10.485,"LINESTRING (-80.4546434 -1.0486335, -80.4546778 -1.0485457)",,,
412022350,False,2,Avenida Reales Tamarindos,residential,True,9.939,"LINESTRING (-80.4574297 -1.0526819, -80.4574675 -1.0526009)",,,
753603981,True,2,Avenida Ramos Iduarte,residential,False,6.855,"LINESTRING (-80.4574297 -1.0526819, -80.4573754 -1.0526527)",,,
412022350,False,2,Avenida Reales Tamarindos,residential,False,9.939,"LINESTRING (-80.4574675 -1.0526009, -80.4574297 -1.0526819)",,,
412022350,False,2,Avenida Reales Tamarindos,residential,True,61.663,"LINESTRING (-80.4574675 -1.0526009, -80.4576897 -1.0520928)",,,
39654350,False,,Avenida América,tertiary,True,83.383,"LINESTRING (-80.4576897 -1.0520928, -80.4570052 -1.0517863)",,,
412022350,False,2,Avenida Reales Tamarindos,residential,False,61.663,"LINESTRING (-80.4576897 -1.0520928, -80.4574675 -1.0526009)",,,
39654350,False,,Avenida América,tertiary,False,21.955,"LINESTRING (-80.4539222 -1.0504302, -80.4541037 -1.050508)",,,
40666104,False,,América,residential,True,86.406,"LINESTRING (-80.4539222 -1.0504302, -80.4531998 -1.0501436)",,,
607837123,True,2,Avenida Universitaria,primary,False,70.581,"LINESTRING (-80.4539222 -1.0504302, -80.4539891 -1.0502692, -80.4541657 -1.049844)",,,
39654350,False,,Avenida América,tertiary,False,119.175,"LINESTRING (-80.4541037 -1.050508, -80.4550905 -1.0509266)",,,
39654350,False,,Avenida América,tertiary,True,21.955,"LINESTRING (-80.4541037 -1.050508, -80.4539222 -1.0504302)",,,
753612515,True,2,Avenida Universitaria,primary,False,65.569,"LINESTRING (-80.4541037 -1.050508, -80.4538735 -1.0510509)",,,
412481616,False,2,Avenida Pedro Gual,trunk,True,99.489,"LINESTRING (-80.45466 -1.0567238, -80.4553798 -1.0572554)",E30,,
412481619,False,,Avenida Pedro Gual,trunk,False,65.977,"LINESTRING (-80.45466 -1.0567238, -80.4541816 -1.0563727)",E30,,
757112571,True,2,Avenida Alhajuela,residential,False,88.256,"LINESTRING (-80.4572927 -1.0561038, -80.4573313 -1.0561716, -80.4577024 -1.0567836)",,,
747188225,True,2,García Moreno,residential,False,9.884,"LINESTRING (-80.4572098 -1.0561359, -80.4572927 -1.0561038)",,,
39654557,True,2,Avenida Alhajuela,residential,False,170.42,"LINESTRING (-80.4572098 -1.0561359, -80.4571912 -1.0561037, -80.456427 -1.0548182)",,,
753603974,False,4,Quito,residential,False,48.674,"LINESTRING (-80.4570309 -1.053799, -80.4566687 -1.0535531)",,,
753603974,False,4,Quito,residential,True,29.786,"LINESTRING (-80.4570309 -1.053799, -80.4572524 -1.0539497)",,,
411575816,False,,Callejón No.2,residential,True,63.4,"LINESTRING (-80.4570309 -1.053799, -80.4572848 -1.0535602, -80.4574309 -1.0533935)",,,
753603974,False,4,Quito,residential,True,81.52,"LINESTRING (-80.4544635 -1.0520558, -80.4550614 -1.0524802)",,,
754362371,True,,Olmedo,residential,False,70.64699999999999,"LINESTRING (-80.4544635 -1.0520558, -80.4546744 -1.0517596, -80.454832 -1.0515382)",,20,
40522858,False,2,César Chávez Cañarte,residential,True,119.722,"LINESTRING (-80.4543432 -1.0499217, -80.4553298 -1.0503532)",,,
59657595,False,2,César Chávez Cañarte,residential,False,21.542,"LINESTRING (-80.4543432 -1.0499217, -80.4541657 -1.049844)",,,
753612515,True,2,Avenida Universitaria,primary,False,70.42099999999999,"LINESTRING (-80.4543432 -1.0499217, -80.4541684 -1.0503496, -80.4541037 -1.050508)",,,
59657595,False,2,César Chávez Cañarte,residential,True,21.542,"LINESTRING (-80.4541657 -1.049844, -80.4543432 -1.0499217)",,,
607837123,True,2,Avenida Universitaria,primary,False,144.7,"LINESTRING (-80.4541657 -1.049844, -80.4546434 -1.0486335)",,,
59657595,False,2,César Chávez Cañarte,residential,False,86.663,"LINESTRING (-80.4541657 -1.049844, -80.4535007 -1.0495764, -80.4534429 -1.0495522)",,,
40523272,True,,Primero de Enero,residential,False,17.904,"LINESTRING (-80.4577024 -1.0567836, -80.4577183 -1.0568497, -80.4577113 -1.0568926, -80.4576883 -1.0569365)",,,
39654557,True,2,Avenida Alhajuela,residential,False,103.711,"LINESTRING (-80.4576883 -1.0569365, -80.4572163 -1.0561489, -80.4572098 -1.0561359)",,,
40523272,True,,Primero de Enero,residential,False,44.303,"LINESTRING (-80.4576883 -1.0569365, -80.4575974 -1.0569981, -80.4573455 -1.0571391)",,,
747188225,True,2,García Moreno,residential,False,62.227,"LINESTRING (-80.4559547 -1.0567612, -80.4564542 -1.0565087)",,,
40523273,False,,9 de Octubre,residential,False,140.957,"LINESTRING (-80.4559547 -1.0567612, -80.4554448 -1.056212, -80.4553923 -1.0561558, -80.4550506 -1.0558763)",,,
292128020,True,2,Francisco Pacheco,secondary,False,103.762,"LINESTRING (-80.4550506 -1.0558763, -80.45466 -1.0567238)",,,
40523273,False,,9 de Octubre,residential,True,140.957,"LINESTRING (-80.4550506 -1.0558763, -80.4553923 -1.0561558, -80.4554448 -1.056212, -80.4559547 -1.0567612)",,,
747188225,True,2,García Moreno,residential,False,49.195,"LINESTRING (-80.4564542 -1.0565087, -80.4568488 -1.0563085)",,,
412478695,False,,Francisco de Paula Moreira,residential,False,172.264,"LINESTRING (-80.4564542 -1.0565087, -80.4559313 -1.0557021, -80.4556432 -1.055254, -80.4556345 -1.0552295, -80.4556208 -1.0552036)",,,
40523275,False,,24 de Mayo,residential,True,107.608,"LINESTRING (-80.4573455 -1.0571391, -80.4568488 -1.0563085)",,,
40523275,False,,24 de Mayo,residential,False,107.608,"LINESTRING (-80.4568488 -1.0563085, -80.4573455 -1.0571391)",,,
747188225,True,2,García Moreno,residential,False,44.497,"LINESTRING (-80.4568488 -1.0563085, -80.45718 -1.0561476, -80.4572098 -1.0561359)",,,
240015482,True,2,Avenida Manabí,secondary,False,113.639,"LINESTRING (-80.4574401 -1.0543732, -80.4565039 -1.0547834)",,,
40525583,False,1,,residential,True,98.788,"LINESTRING (-80.4574401 -1.0543732, -80.4576573 -1.0549288, -80.4576793 -1.0549833, -80.4576895 -1.0550211, -80.45768 -1.0550483, -80.4575744 -1.0550963, -80.4575296 -1.0551166)",,,
292128019,True,,10 de Agosto,tertiary,False,76.255,"LINESTRING (-80.4528207 -1.0567706, -80.4522661 -1.0563671)",,,
412481620,True,2,Chile,residential,False,126.258,"LINESTRING (-80.4528207 -1.0567706, -80.4534617 -1.0558333)",,,
412478698,True,,Chile,residential,False,7.853,"LINESTRING (-80.4550332 -1.0535793, -80.4550749 -1.0535223)",,,
757112574,True,2,Avenida Alhajuela,residential,False,69.543,"LINESTRING (-80.4550332 -1.0535793, -80.4545148 -1.0532293)",,,
412478698,True,,Chile,residential,False,95.651,"LINESTRING (-80.4550749 -1.0535223, -80.455567 -1.0528167)",,,
39654559,True,2,Avenida Alhajuela,residential,False,204.538,"LINESTRING (-80.4550749 -1.0535223, -80.4553156 -1.053684, -80.4556344 -1.0539009, -80.4558185 -1.0540351, -80.4559665 -1.0541556, -80.4560846 -1.054267, -80.4561939 -1.054387, -80.4563344 -1.0545565, -80.4564592 -1.0547135)",,,
753603974,False,4,Quito,residential,False,67.525,"LINESTRING (-80.455567 -1.0528167, -80.4550614 -1.0524802)",,,
412478698,True,,Chile,residential,False,99.975,"LINESTRING (-80.455567 -1.0528167, -80.4557887 -1.0525142, -80.4559491 -1.052278, -80.456071 -1.0520729)",,,
753603974,False,4,Quito,residential,True,147.333,"LINESTRING (-80.455567 -1.0528167, -80.4565069 -1.0534449, -80.4566687 -1.0535531)",,,
412478698,True,,Chile,residential,False,10.188,"LINESTRING (-80.456071 -1.0520729, -80.4561142 -1.0519921)",,,
753603981,True,2,Avenida Ramos Iduarte,residential,False,67.452,"LINESTRING (-80.456071 -1.0520729, -80.4555158 -1.0518283)",,,
