osmid,oneway,lanes,ref,highway,reversed,length,geometry
"[533754377, 533746615]",False,2,E40,primary,False,508.26099999999997,"LINESTRING (-78.5646017 -2.6140145, -78.5648618 -2.6140184, -78.5651519 -2.6139729, -78.5653115 -2.6139164, -78.5654865 -2.6138157, -78.5656328 -2.6136809, -78.565693 -2.6135901, -78.5657121 -2.6134973, -78.5657105 -2.6133969, -78.5656826 -2.6133085, -78.5656507 -2.6132683, -78.5655804 -2.6132019, -78.5654529 -2.6131101, -78.565352 -2.6130238, -78.5651606 -2.6127881, -78.564975 -2.6125546, -78.5647154 -2.6122642, -78.5645463 -2.6121151, -78.5642867 -2.6119193, -78.5639408 -2.611687, -78.5638347 -2.6116056, -78.5637678 -2.6115081, -78.5637077 -2.6112687, -78.5637171 -2.6111117)"
533754377,False,2,E40,primary,True,171.822,"LINESTRING (-78.5646017 -2.6140145, -78.5644022 -2.6139727, -78.5642014 -2.6139013, -78.5640125 -2.6138272, -78.5638702 -2.6137817, -78.5637662 -2.613768, -78.5636725 -2.6137661, -78.563569 -2.6137733, -78.5634699 -2.6137952, -78.5633595 -2.6138327, -78.5632478 -2.6138731, -78.5631171 -2.613918)"
"[912896816, 127936527]",False,,,residential,"[False, True]",212.41699999999997,"LINESTRING (-78.5646017 -2.6140145, -78.5645749 -2.6140801, -78.56454 -2.6141417, -78.5644797 -2.6142235, -78.5644354 -2.614261, -78.5643603 -2.6143119, -78.5642543 -2.6143494, -78.5641497 -2.6143157, -78.5639727 -2.6142353, -78.5639083 -2.6142568, -78.5638547 -2.6143104, -78.563764 -2.6145674, -78.5635597 -2.6149032, -78.563456 -2.6149723, -78.5632874 -2.6149675)"
"[533754377, 533746615]",False,2,E40,primary,True,508.2610000000001,"LINESTRING (-78.5637171 -2.6111117, -78.5637077 -2.6112687, -78.5637678 -2.6115081, -78.5638347 -2.6116056, -78.5639408 -2.611687, -78.5642867 -2.6119193, -78.5645463 -2.6121151, -78.5647154 -2.6122642, -78.564975 -2.6125546, -78.5651606 -2.6127881, -78.565352 -2.6130238, -78.5654529 -2.6131101, -78.5655804 -2.6132019, -78.5656507 -2.6132683, -78.5656826 -2.6133085, -78.5657105 -2.6133969, -78.5657121 -2.6134973, -78.565693 -2.6135901, -78.5656328 -2.6136809, -78.5654865 -2.6138157, -78.5653115 -2.6139164, -78.5651519 -2.6139729, -78.5648618 -2.6140184, -78.5646017 -2.6140145)"
127936522,False,,,residential,False,261.33,"LINESTRING (-78.5602235 -2.6143025, -78.5601397 -2.6142327, -78.560107 -2.6141517, -78.5601004 -2.6140055, -78.5600878 -2.6139051, -78.5599684 -2.6137827, -78.5598301 -2.613723, -78.5597516 -2.6137105, -78.5596448 -2.6137701, -78.5595159 -2.6138925, -78.5594343 -2.6139114, -78.5592206 -2.6138611, -78.5590509 -2.6137858, -78.5590132 -2.6137356, -78.5590164 -2.6136477, -78.5590981 -2.6135849, -78.5595379 -2.6134374)"
533754377,False,2,E40,primary,False,157.856,"LINESTRING (-78.5602235 -2.6143025, -78.5602545 -2.6142668, -78.560307 -2.614227, -78.5604358 -2.6141571, -78.5605807 -2.6140412, -78.5607491 -2.6139229, -78.5611959 -2.6136563, -78.5612929 -2.6136011, -78.5614277 -2.6135728)"
127936533,False,,,residential,True,65.964,"LINESTRING (-78.5618065 -2.613246, -78.5615677 -2.6132805, -78.5614577 -2.6133652, -78.5614298 -2.6134288, -78.5614277 -2.6135728)"
127936522,False,,,residential,True,261.33,"LINESTRING (-78.5595379 -2.6134374, -78.5590981 -2.6135849, -78.5590164 -2.6136477, -78.5590132 -2.6137356, -78.5590509 -2.6137858, -78.5592206 -2.6138611, -78.5594343 -2.6139114, -78.5595159 -2.6138925, -78.5596448 -2.6137701, -78.5597516 -2.6137105, -78.5598301 -2.613723, -78.5599684 -2.6137827, -78.5600878 -2.6139051, -78.5601004 -2.6140055, -78.560107 -2.6141517, -78.5601397 -2.6142327, -78.5602235 -2.6143025)"
127936533,False,,,residential,False,65.964,"LINESTRING (-78.5614277 -2.6135728, -78.5614298 -2.6134288, -78.5614577 -2.6133652, -78.5615677 -2.6132805, -78.5618065 -2.613246)"
533754377,False,2,E40,primary,False,94.88300000000001,"LINESTRING (-78.5614277 -2.6135728, -78.5616501 -2.6135876, -78.5618471 -2.6136306, -78.5622434 -2.6137964)"
