osmid,name,highway,oneway,reversed,length,ref,lanes,geometry,maxspeed
148499923,Սայաթ Նովայի փողոց,tertiary,False,False,102.69,,,"LINESTRING (44.0382429 40.1522836, 44.0392909 40.151824)",
148499923,Սայաթ Նովայի փողոց,tertiary,False,True,36.558,,,"LINESTRING (44.0382429 40.1522836, 44.0378654 40.1524412)",
982282893,Ջիվանու փողոց,tertiary,False,True,220.318,,,"LINESTRING (44.0382429 40.1522836, 44.0394993 40.1540167)",
215196540,Աբովյան փողոց,secondary,False,True,71.978,Տ-3-47,,"LINESTRING (44.0400782 40.1548136, 44.0408186 40.1544993)",
982282893,Ջիվանու փողոց,tertiary,False,False,101.354,,,"LINESTRING (44.0400782 40.1548136, 44.0394993 40.1540167)",
1153235722,Աբովյան փողոց,secondary,False,True,31.589,Տ-3-47,,"LINESTRING (44.0400782 40.1548136, 44.0397565 40.1549559)",
148499924,Ջիվանու փողոց,tertiary,False,False,61.818,,2,"LINESTRING (44.0400782 40.1548136, 44.0402064 40.155005, 44.0402949 40.1551609, 44.0403485 40.1553269)",
148499936,Հանրապետության փողոց,residential,False,False,210.55,,2,"LINESTRING (44.0395696 40.1566144, 44.0407478 40.1582801)",
764153884,Ջիվանու փողոց,tertiary,False,True,44.701,,2,"LINESTRING (44.0395696 40.1566144, 44.0397056 40.1565464, 44.0398504 40.1564618, 44.0399783 40.1563637)",
856103058,Չարենցի փողոց,tertiary,False,False,47.58,,2,"LINESTRING (44.0395696 40.1566144, 44.0393927 40.15667, 44.0392074 40.1567123, 44.0390372 40.1567441)",
148499923,Սայաթ Նովայի փողոց,tertiary,False,True,105.412,,,"LINESTRING (44.0403709 40.1513579, 44.0392909 40.151824)",
148499953,Թումանյանի փողոց,residential,False,False,99.276,,,"LINESTRING (44.0403709 40.1513579, 44.0409601 40.1521288)",
148499941,Չարենցի փողոց,residential,False,False,231.201,,,"LINESTRING (44.0340078 40.1517352, 44.0353932 40.1535246)",
148499962,Մյասնիկյան փողոց,residential,False,False,33.548,,,"LINESTRING (44.0340078 40.1517352, 44.0343517 40.1515871)",
148499962,Մյասնիկյան փողոց,residential,False,True,101.56,,,"LINESTRING (44.0340078 40.1517352, 44.032959 40.1521729)",
148499923,Սայաթ Նովայի փողոց,tertiary,False,False,37.184,,,"LINESTRING (44.0368576 40.1529006, 44.0369548 40.1528533, 44.0369878 40.1528372, 44.0372265 40.1527208)",
