osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed
115223530,residential,False,False,262.46299999999997,"LINESTRING (46.3445819 39.5015512, 46.3447228 39.5015251, 46.3448113 39.501522, 46.3448953 39.5015473, 46.3453481 39.5017973, 46.3469523 39.5029347)",,,
427523104,secondary,False,True,161.276,"LINESTRING (46.3445819 39.5015512, 46.3445491 39.5016563, 46.3442642 39.5020469, 46.3437484 39.5028475)",Մ-2,Սյունիք փողոց,
115223518,residential,False,False,120.755,"LINESTRING (46.3392474 39.5021228, 46.3404688 39.5026624)",,Գրիգոր Տաթևացի փողոց,
121020180,residential,False,False,122.753,"LINESTRING (46.3392474 39.5021228, 46.3385403 39.5030825)",,Յոլյան փողոց,
121020180,residential,False,True,121.86,"LINESTRING (46.3392474 39.5021228, 46.3399002 39.5011495)",,Յոլյան փողոց,
215116786,residential,False,False,125.605,"LINESTRING (46.3471381 39.5068469, 46.3464545 39.5078458)",,Մակիչի փողոց,
364734302,residential,False,True,100.283,"LINESTRING (46.3471381 39.5068469, 46.3461382 39.5063798)",,Կոմիտասի փողոց,
151259348,residential,False,True,118.77600000000001,"LINESTRING (46.3471381 39.5068469, 46.3473152 39.5069504, 46.347468 39.5070249, 46.3474694 39.5070611, 46.3474211 39.5071459, 46.3473963 39.5072225, 46.3474023 39.5073146, 46.3474104 39.5074036, 46.3474131 39.5074802, 46.3474573 39.5075123, 46.347523 39.5075226, 46.3476236 39.5075216, 46.3476719 39.5074999, 46.3476974 39.5074305)",,,
"[215116786, 115223518]",residential,False,True,225.001,"LINESTRING (46.3471381 39.5068469, 46.3475123 39.5063327, 46.3477564 39.5060078, 46.3477993 39.5059405, 46.3478189 39.505863, 46.3477671 39.5057936, 46.3476786 39.5057429, 46.3475338 39.5056798, 46.347283 39.505569, 46.346835 39.5053931)",,"['Մակիչի փողոց', 'Գրիգոր Տաթևացի փողոց']",
115223524,residential,False,True,125.947,"LINESTRING (46.347531 39.5044561, 46.3462373 39.5039208)",,Նարեկացի փողոց,
121020189,residential,False,False,120.088,"LINESTRING (46.347531 39.5044561, 46.346835 39.5053931)",,Օրբելյանների փողոց,
115223530,residential,False,True,192.30399999999997,"LINESTRING (46.347531 39.5044561, 46.3477106 39.5041386, 46.3477135 39.5039931, 46.3476652 39.5038048, 46.3475111 39.5034531, 46.3469523 39.5029347)",,,
771404613,secondary,False,False,122.969,"LINESTRING (46.3416482 39.5057156, 46.342333 39.5047441)",Մ-2,Սյունիքի փողոց,
771404613,secondary,False,True,229.374,"LINESTRING (46.3416482 39.5057156, 46.3403235 39.5075074)",Մ-2,Սյունիքի փողոց,
