osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,ref,junction
437499840,True,,residential,,False,12.96,"LINESTRING (-52.4748916 5.0126864, -52.4748443 5.012793)",Rue Raphaël Galant,,
34766604,True,1,residential,30,False,90.52799999999999,"LINESTRING (-52.4748916 5.0126864, -52.4748731 5.0126727, -52.474236 5.0122003)",Avenue Léopold Héder,,
34766601,False,,residential,30,False,114.367,"LINESTRING (-52.475946 5.0157072, -52.4766029 5.0149137)",Rue Lionel Bacé,,
914722921,False,2,primary,50,True,234.895,"LINESTRING (-52.475946 5.0157072, -52.475802 5.0155897, -52.4746391 5.0146595, -52.4745314 5.0145816, -52.4744327 5.0145198, -52.4742646 5.0144246)",Route Nationale 1,N 1,
34766601,False,,residential,30,True,114.367,"LINESTRING (-52.4766029 5.0149137, -52.475946 5.0157072)",Rue Lionel Bacé,,
437500720,True,,residential,,False,82.332,"LINESTRING (-52.4766029 5.0149137, -52.4770658 5.0143344)",Rue Lionel Bacé,,
437500716,False,,residential,30,True,64.071,"LINESTRING (-52.4766029 5.0149137, -52.4770418 5.0152378, -52.4770676 5.0152568)",Avenue Justin Catayée,,
656053435,False,,residential,,False,36.36,"LINESTRING (-52.4770658 5.0143344, -52.4772751 5.0140825)",,,
975459220,True,1,residential,30,False,56.789,"LINESTRING (-52.4770658 5.0143344, -52.476657 5.0140262)",Avenue Léopold Héder,,
437500716,False,,residential,30,True,52.866,"LINESTRING (-52.4780727 5.0159781, -52.4784532 5.0162651)",Avenue Justin Catayée,,
"[437499844, 96052212, 96052214]",False,,residential,,False,259.252,"LINESTRING (-52.4780727 5.0159781, -52.4786366 5.0152353, -52.4790132 5.0155281, -52.4789928 5.0155549, -52.4786763 5.0159715, -52.4784532 5.0162651)",Rue des Orangers,,
437500716,False,,residential,30,False,137.222,"LINESTRING (-52.4780727 5.0159781, -52.4777719 5.0157605, -52.4773691 5.015469, -52.4772286 5.015373, -52.4770676 5.0152568)",Avenue Justin Catayée,,
96052226,True,1,residential,30,False,88.032,"LINESTRING (-52.4722799 5.0117953, -52.4717908 5.0124193)",Rue Georges Guéril,,
34766603,True,,residential,30,False,145.928,"LINESTRING (-52.4722799 5.0117953, -52.4728854 5.0122305, -52.4729133 5.0122479, -52.4731803 5.012441, -52.4733498 5.0125609)",Avenue Justin Catayée,,
34766603,True,,residential,30,False,192.36,"LINESTRING (-52.4708762 5.0107768, -52.4722799 5.0117953)",Avenue Justin Catayée,,
34766608,False,2,residential,30,False,89.939,"LINESTRING (-52.4708762 5.0107768, -52.4713315 5.0101071)",Rue Uldaric Paille,,
34766608,False,2,residential,30,True,78.145,"LINESTRING (-52.4708762 5.0107768, -52.4704726 5.0113532)",Rue Uldaric Paille,,
437500714,False,,residential,30,False,57.613,"LINESTRING (-52.4708762 5.0107768, -52.4704543 5.0104738)",Rue Sapotille,,
34766608,False,2,residential,30,True,89.939,"LINESTRING (-52.4713315 5.0101071, -52.4708762 5.0107768)",Rue Uldaric Paille,,
58535942,False,,residential,30,False,194.746,"LINESTRING (-52.4713315 5.0101071, -52.4717408 5.0096125, -52.4718293 5.009517, -52.4719387 5.0094432, -52.4720515 5.0094367, -52.4727888 5.0093858)",Avenue Georges Théolade,,
437500718,False,,residential,30,True,57.753,"LINESTRING (-52.4713315 5.0101071, -52.471023 5.0098783, -52.470911 5.0098001)",Rue Louse,,
34766604,True,1,residential,30,False,86.156,"LINESTRING (-52.4727977 5.011174, -52.4721742 5.0107108)",Avenue Léopold Héder,,
58535958,True,,residential,,False,89.792,"LINESTRING (-52.4727977 5.011174, -52.4722799 5.0117953)",Rue Georges Guéril,,
58535944,True,,residential,,False,157.44899999999998,"LINESTRING (-52.4727977 5.011174, -52.472862 5.0111608, -52.473656 5.0101678, -52.4736856 5.0100923)",Rue Élie Azor,,
34766604,True,1,residential,30,False,195.975,"LINESTRING (-52.474236 5.0122003, -52.4727977 5.011174)",Avenue Léopold Héder,,
96052234,False,,residential,,True,144.405,"LINESTRING (-52.474236 5.0122003, -52.47454 5.0117877, -52.4745992 5.0116951, -52.4746161 5.0115603, -52.4745742 5.0110207)",Rue Martial Goinet,,
34766608,False,2,residential,30,False,78.145,"LINESTRING (-52.4704726 5.0113532, -52.4708762 5.0107768)",Rue Uldaric Paille,,
914722920,False,2,primary,50,False,188.079,"LINESTRING (-52.4704726 5.0113532, -52.4717908 5.0124193)",Route Nationale 1,N 1,
58535942,False,,residential,30,True,88.338,"LINESTRING (-52.4735846 5.0093341, -52.4727888 5.0093858)",Avenue Georges Théolade,,
58535949,False,,residential,,False,86.785,"LINESTRING (-52.4735846 5.0093341, -52.4736254 5.0100175, -52.4736856 5.0100923)",Rue Léon-Gontrand Damas,,
"[58535955, 58535949]",False,,residential,,True,248.06099999999998,"LINESTRING (-52.4735846 5.0093341, -52.4735743 5.0088185, -52.4736799 5.0086191, -52.4740241 5.0081602, -52.4747682 5.0086998)","['Rue Léon-Gontrand Damas', 'Rue René Jadfard']",,
34766609,False,,residential,,False,67.245,"LINESTRING (-52.4736856 5.0100923, -52.4740208 5.0100788, -52.474292 5.0100644)",Rue Solimène Tresorca,,
58535949,False,,residential,,True,86.785,"LINESTRING (-52.4736856 5.0100923, -52.4736254 5.0100175, -52.4735846 5.0093341)",Rue Léon-Gontrand Damas,,
443865022,True,1,residential,30,False,159.167,"LINESTRING (-52.4736856 5.0100923, -52.4735848 5.0101257, -52.472792 5.0111129, -52.4727977 5.011174)",Rue Élie Azor,,
34766611,True,1,residential,,False,10.695,"LINESTRING (-52.4743986 5.0100973, -52.4744148 5.010125, -52.4744386 5.0101465, -52.4744678 5.0101601)",,,roundabout
34766611,True,1,residential,,False,10.514,"LINESTRING (-52.4745395 5.0101557, -52.4745779 5.0101278, -52.4746003 5.0100862)",,,roundabout
96052242,True,,residential,,False,12.999,"LINESTRING (-52.4745231 5.0099552, -52.4744709 5.0098505)",Rue Henri Langlet,,
34766611,True,1,residential,,False,8.73,"LINESTRING (-52.4745231 5.0099552, -52.4744837 5.009953, -52.4744463 5.0099652)",,,roundabout
34766611,True,1,residential,,False,8.253,"LINESTRING (-52.4744463 5.0099652, -52.4744173 5.0099885, -52.4743981 5.0100203)",,,roundabout
34766610,True,,residential,,False,11.601,"LINESTRING (-52.4744678 5.0101601, -52.4745124 5.0102545)",Rue Martial Goinet,,
34766611,True,1,residential,,False,8.076,"LINESTRING (-52.4744678 5.0101601, -52.474504 5.0101641, -52.4745395 5.0101557)",,,roundabout
58535951,True,,residential,,False,11.343,"LINESTRING (-52.4746003 5.0100862, -52.4746891 5.0100354)",Rue Solimène Tresorca,,
34766611,True,1,residential,,False,9.514,"LINESTRING (-52.4746003 5.0100862, -52.474603 5.0100435, -52.4745886 5.0100032)",,,roundabout
34766611,True,1,residential,,False,9.183,"LINESTRING (-52.4745886 5.0100032, -52.4745606 5.0099727, -52.4745231 5.0099552)",,,roundabout
58535943,False,,residential,,True,62.992000000000004,"LINESTRING (-52.4740209 5.011004, -52.474129 5.0110598, -52.4745742 5.0110207)",Impasse Jean-Yves Nepos,,
58535942,False,,residential,30,False,88.338,"LINESTRING (-52.4727888 5.0093858, -52.4735846 5.0093341)",Avenue Georges Théolade,,
58535942,False,,residential,30,True,194.746,"LINESTRING (-52.4727888 5.0093858, -52.4720515 5.0094367, -52.4719387 5.0094432, -52.4718293 5.009517, -52.4717408 5.0096125, -52.4713315 5.0101071)",Avenue Georges Théolade,,
58535954,False,,residential,30,True,169.394,"LINESTRING (-52.4727888 5.0093858, -52.4728052 5.0098078, -52.4727569 5.0098987, -52.472542 5.010195, -52.4721742 5.0107108)",Rue Victor Ibris,,
96052201,True,,residential,,False,13.042,"LINESTRING (-52.4744709 5.0098505, -52.4744463 5.0099652)",Rue Henri Langlet,,
58535961,False,,residential,,True,140.77300000000002,"LINESTRING (-52.4744709 5.0098505, -52.4744386 5.009412, -52.4744187 5.0092174, -52.4744701 5.0090695, -52.4747682 5.0086998)",Rue Henri Langlet,,
58535950,False,,residential,30,True,90.394,"LINESTRING (-52.470911 5.0098001, -52.4704543 5.0104738)",Rue Maritambou,,
437500718,False,,residential,30,False,57.753,"LINESTRING (-52.470911 5.0098001, -52.471023 5.0098783, -52.4713315 5.0101071)",Rue Louse,,
437499838,False,,residential,,False,78.417,"LINESTRING (-52.4754339 5.009992, -52.4761368 5.0099081)",Rue Sidonie Poitevin,,
437499838,False,,residential,,True,10.828,"LINESTRING (-52.4754339 5.009992, -52.4753362 5.0099953)",Rue Sidonie Poitevin,,
34766600,True,,residential,,False,99.51499999999999,"LINESTRING (-52.4754339 5.009992, -52.4753662 5.009187, -52.4753484 5.0091571, -52.4753415 5.0091449, -52.4753256 5.0091386, -52.4753042 5.0091394)",Rue Raphaël Galant,,
58535953,False,,residential,,True,82.824,"LINESTRING (-52.4768095 5.0101982, -52.476372 5.0099435, -52.4762504 5.0099058, -52.4761368 5.0099081)",Rue Sidonie Poitevin,,
438034052,True,,residential,,False,201.829,"LINESTRING (-52.4768095 5.0101982, -52.4772549 5.010468, -52.4773765 5.010597, -52.4773825 5.010746, -52.47747 5.0117118)",Rue Sidonie Poitevin,,
58535955,False,,residential,,True,76.906,"LINESTRING (-52.4747682 5.0086998, -52.4753042 5.0091394)",Rue René Jadfard,,
"[58535955, 58535949]",False,,residential,,False,248.06099999999998,"LINESTRING (-52.4747682 5.0086998, -52.4740241 5.0081602, -52.4736799 5.0086191, -52.4735743 5.0088185, -52.4735846 5.0093341)","['Rue Léon-Gontrand Damas', 'Rue René Jadfard']",,
58535961,False,,residential,,False,140.77300000000002,"LINESTRING (-52.4747682 5.0086998, -52.4744701 5.0090695, -52.4744187 5.0092174, -52.4744386 5.009412, -52.4744709 5.0098505)",Rue Henri Langlet,,
58535945,False,,residential,,True,362.283,"LINESTRING (-52.4787113 5.011492, -52.4783438 5.0119647, -52.4782326 5.0120897, -52.4780541 5.0122904, -52.4775109 5.0129638, -52.4772117 5.0133193, -52.476657 5.0140262)",Rue de la Lagune,,
58535947,False,,residential,,False,141.435,"LINESTRING (-52.4787113 5.011492, -52.4785512 5.0114529, -52.47747 5.0117118)",Rue Wapa,,
975459220,True,1,residential,30,False,195.931,"LINESTRING (-52.476657 5.0140262, -52.4752476 5.0129615)",Avenue Léopold Héder,,
58535945,False,,residential,,False,362.283,"LINESTRING (-52.476657 5.0140262, -52.4772117 5.0133193, -52.4775109 5.0129638, -52.4780541 5.0122904, -52.4782326 5.0120897, -52.4783438 5.0119647, -52.4787113 5.011492)",Rue de la Lagune,,
96052234,False,,residential,,True,85.472,"LINESTRING (-52.4745742 5.0110207, -52.4745124 5.0102545)",Rue Martial Goinet,,
58535943,False,,residential,,False,62.992000000000004,"LINESTRING (-52.4745742 5.0110207, -52.474129 5.0110598, -52.4740209 5.011004)",Impasse Jean-Yves Nepos,,
96052234,False,,residential,,False,144.405,"LINESTRING (-52.4745742 5.0110207, -52.4746161 5.0115603, -52.4745992 5.0116951, -52.47454 5.0117877, -52.474236 5.0122003)",Rue Martial Goinet,,
58535950,False,,residential,30,False,90.394,"LINESTRING (-52.4704543 5.0104738, -52.470911 5.0098001)",Rue Maritambou,,
437500714,False,,residential,30,True,57.613,"LINESTRING (-52.4704543 5.0104738, -52.4708762 5.0107768)",Rue Sapotille,,
96052240,False,,residential,,True,71.818,"LINESTRING (-52.4753362 5.0099953, -52.4746891 5.0100354)",Rue Solimène Tresorca,,
437499838,False,,residential,,False,10.828,"LINESTRING (-52.4753362 5.0099953, -52.4754339 5.009992)",Rue Sidonie Poitevin,,
437499840,True,,residential,,False,324.11,"LINESTRING (-52.4753362 5.0099953, -52.4754906 5.0119191, -52.4754798 5.012, -52.4754419 5.0120593, -52.4748916 5.0126864)",Rue Raphaël Galant,,
58535947,False,,residential,,True,71.691,"LINESTRING (-52.4762634 5.011842, -52.4769064 5.0117686)",Rue Wapa,,
58535948,False,,residential,,False,49.251000000000005,"LINESTRING (-52.4762634 5.011842, -52.4762754 5.0119798, -52.4762121 5.0120383, -52.4761103 5.0120631, -52.4760579 5.0120719, -52.4759965 5.0120684)",Rue Carmen Nemouthe,,
437499836,False,2,residential,20,False,215.49699999999999,"LINESTRING (-52.4762634 5.011842, -52.4761786 5.0105224, -52.4761368 5.0099081)",Rue Carmen Nemouthe,,
437499836,False,2,residential,20,False,30.172,"LINESTRING (-52.4761368 5.0099081, -52.4761279 5.0096369)",Rue Carmen Nemouthe,,
437499838,False,,residential,,True,78.417,"LINESTRING (-52.4761368 5.0099081, -52.4754339 5.009992)",Rue Sidonie Poitevin,,
58535953,False,,residential,,False,82.824,"LINESTRING (-52.4761368 5.0099081, -52.4762504 5.0099058, -52.476372 5.0099435, -52.4768095 5.0101982)",Rue Sidonie Poitevin,,
437499836,False,2,residential,20,True,215.49699999999999,"LINESTRING (-52.4761368 5.0099081, -52.4761786 5.0105224, -52.4762634 5.011842)",Rue Carmen Nemouthe,,
58535947,False,,residential,,False,71.691,"LINESTRING (-52.4769064 5.0117686, -52.4762634 5.011842)",Rue Wapa,,
58535937,True,,residential,30,False,174.95499999999998,"LINESTRING (-52.4769064 5.0117686, -52.4768264 5.0105108, -52.4768234 5.0104798, -52.4768095 5.0101982)",Rue Sidonie Poitevin,,
58535947,False,,residential,,True,65.579,"LINESTRING (-52.4769064 5.0117686, -52.4770297 5.0118274, -52.47747 5.0117118)",Rue Wapa,,
58535947,False,,residential,,False,65.579,"LINESTRING (-52.47747 5.0117118, -52.4770297 5.0118274, -52.4769064 5.0117686)",Rue Wapa,,
58535947,False,,residential,,True,141.435,"LINESTRING (-52.47747 5.0117118, -52.4785512 5.0114529, -52.4787113 5.011492)",Rue Wapa,,
96052208,True,,residential,,False,12.362,"LINESTRING (-52.474292 5.0100644, -52.4743986 5.0100973)",Rue Solimène Tresorca,,
34766609,False,,residential,,True,67.245,"LINESTRING (-52.474292 5.0100644, -52.4740208 5.0100788, -52.4736856 5.0100923)",Rue Solimène Tresorca,,
437500716,False,,residential,30,False,54.439,"LINESTRING (-52.4788548 5.0165473, -52.4784532 5.0162651)",Avenue Justin Catayée,,
34766603,True,,residential,30,False,142.447,"LINESTRING (-52.4733498 5.0125609, -52.4735243 5.0126841, -52.4741401 5.0131279, -52.4742271 5.0131894, -52.4743479 5.0132761, -52.4743937 5.013309)",Avenue Justin Catayée,,
96052202,True,1,residential,20,False,96.291,"LINESTRING (-52.4733498 5.0125609, -52.473252 5.0126776, -52.4731905 5.0127544, -52.4728053 5.0132359)",Rue Renotte Robo,,
914722920,False,2,primary,50,False,144.476,"LINESTRING (-52.4717908 5.0124193, -52.4728053 5.0132359)",Route Nationale 1,N 1,
914722920,False,2,primary,50,True,188.079,"LINESTRING (-52.4717908 5.0124193, -52.4704726 5.0113532)",Route Nationale 1,N 1,
96052223,True,,residential,,False,11.694,"LINESTRING (-52.4746891 5.0100354, -52.4745886 5.0100032)",Rue Solimène Tresorca,,
96052240,False,,residential,,False,71.818,"LINESTRING (-52.4746891 5.0100354, -52.4753362 5.0099953)",Rue Solimène Tresorca,,
914722920,False,2,primary,50,True,144.476,"LINESTRING (-52.4728053 5.0132359, -52.4717908 5.0124193)",Route Nationale 1,N 1,
914722920,False,2,primary,50,False,86.64099999999999,"LINESTRING (-52.4728053 5.0132359, -52.4730211 5.0133974, -52.473237 5.0135857, -52.4733893 5.0137511)",Route Nationale 1,N 1,
96052234,False,,residential,,False,85.472,"LINESTRING (-52.4745124 5.0102545, -52.4745742 5.0110207)",Rue Martial Goinet,,
1036326768,True,,residential,,False,11.389,"LINESTRING (-52.4745124 5.0102545, -52.4745395 5.0101557)",Rue Martial Goinet,,
"[438034056, 96052243, 437499846]",True,,residential,,False,143.588,"LINESTRING (-52.4770676 5.0152568, -52.477177 5.0151165, -52.4775122 5.0146752, -52.4770658 5.0143344)",,,
437500716,False,,residential,30,False,64.071,"LINESTRING (-52.4770676 5.0152568, -52.4770418 5.0152378, -52.4766029 5.0149137)",Avenue Justin Catayée,,
437500716,False,,residential,30,True,137.22199999999998,"LINESTRING (-52.4770676 5.0152568, -52.4772286 5.015373, -52.4773691 5.015469, -52.4777719 5.0157605, -52.4780727 5.0159781)",Avenue Justin Catayée,,
437500716,False,,residential,30,False,52.866,"LINESTRING (-52.4784532 5.0162651, -52.4780727 5.0159781)",Avenue Justin Catayée,,
"[437499844, 96052212, 96052214]",False,,residential,,True,259.252,"LINESTRING (-52.4784532 5.0162651, -52.4786763 5.0159715, -52.4789928 5.0155549, -52.4790132 5.0155281, -52.4786366 5.0152353, -52.4780727 5.0159781)",Rue des Orangers,,
437500716,False,,residential,30,True,54.439,"LINESTRING (-52.4784532 5.0162651, -52.4788548 5.0165473)",Avenue Justin Catayée,,
96052225,False,,residential,,False,58.882,"LINESTRING (-52.4759497 5.0144361, -52.475636 5.0148636)",,,
975279625,True,,residential,30,False,89.753,"LINESTRING (-52.4759497 5.0144361, -52.4766029 5.0149137)",Avenue Justin Catayée,,
96052217,True,,residential,,False,12.735,"LINESTRING (-52.4743981 5.0100203, -52.474292 5.0100644)",Rue Solimène Tresorca,,
34766611,True,1,residential,,False,8.712,"LINESTRING (-52.4743981 5.0100203, -52.4743911 5.0100588, -52.4743986 5.0100973)",,,roundabout
96052225,False,,residential,,True,58.882,"LINESTRING (-52.475636 5.0148636, -52.4759497 5.0144361)",,,
437499836,False,2,residential,20,True,30.172,"LINESTRING (-52.4761279 5.0096369, -52.4761368 5.0099081)",Rue Carmen Nemouthe,,
58535948,False,,residential,,False,49.302,"LINESTRING (-52.4759965 5.0120684, -52.4755731 5.0119317)",Rue Carmen Nemouthe,,
58535948,False,,residential,,True,49.251000000000005,"LINESTRING (-52.4759965 5.0120684, -52.4760579 5.0120719, -52.4761103 5.0120631, -52.4762121 5.0120383, -52.4762754 5.0119798, -52.4762634 5.011842)",Rue Carmen Nemouthe,,
479109670,False,,unclassified,30,False,165.863,"LINESTRING (-52.4759965 5.0120684, -52.4759927 5.0121553, -52.4760049 5.0122049, -52.4760315 5.0122631, -52.476151 5.0123301, -52.4761722 5.0123539, -52.476166 5.0123971, -52.4761297 5.0124386, -52.4752818 5.0129406, -52.4752476 5.0129615)",,,
975459220,True,1,residential,30,False,42.693,"LINESTRING (-52.4752476 5.0129615, -52.4749405 5.0127295)",Avenue Léopold Héder,,
479109670,False,,unclassified,30,True,165.863,"LINESTRING (-52.4752476 5.0129615, -52.4752818 5.0129406, -52.4761297 5.0124386, -52.476166 5.0123971, -52.4761722 5.0123539, -52.476151 5.0123301, -52.4760315 5.0122631, -52.4760049 5.0122049, -52.4759927 5.0121553, -52.4759965 5.0120684)",,,
34766604,True,1,residential,30,False,114.977,"LINESTRING (-52.4721742 5.0107108, -52.4713315 5.0101071)",Avenue Léopold Héder,,
58535954,False,,residential,30,False,169.394,"LINESTRING (-52.4721742 5.0107108, -52.472542 5.010195, -52.4727569 5.0098987, -52.4728052 5.0098078, -52.4727888 5.0093858)",Rue Victor Ibris,,
34766597,False,2,residential,30,False,57.986000000000004,"LINESTRING (-52.4733893 5.0137511, -52.4735345 5.0137765, -52.4736829 5.0138223, -52.4738848 5.0139111)",,,
914722920,False,2,primary,50,True,86.641,"LINESTRING (-52.4733893 5.0137511, -52.473237 5.0135857, -52.4730211 5.0133974, -52.4728053 5.0132359)",Route Nationale 1,N 1,
975459222,False,,primary,50,False,123.77000000000001,"LINESTRING (-52.4733893 5.0137511, -52.4736316 5.0140078, -52.4738426 5.0141928, -52.4740493 5.0143208, -52.4742646 5.0144246)",Route Nationale 1,N 1,
656053435,False,,residential,,True,36.36,"LINESTRING (-52.4772751 5.0140825, -52.4770658 5.0143344)",,,
