osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,bridge,junction
169282373,False,,,residential,,False,116.204,"LINESTRING (5.3963326 43.8725357, 5.3964511 43.8725754, 5.3965218 43.8725991, 5.3967053 43.8726536, 5.3969916 43.8727238, 5.3970552 43.8727362, 5.3971194 43.8727423, 5.3971846 43.872742, 5.397258 43.8727339, 5.3974167 43.8727155, 5.3975019 43.8727119, 5.3975526 43.8727166, 5.3976001 43.8727258, 5.3976566 43.8727615, 5.3976938 43.872784)",Rue des Bassins,,
169282373,False,,,residential,,True,94.60600000000001,"LINESTRING (5.3963326 43.8725357, 5.3958789 43.8723451, 5.3956169 43.8722645, 5.3952848 43.8721465)",Rue des Bassins,,
115711024,False,,,residential,,True,9.663,"LINESTRING (5.3967908 43.8755763, 5.3967908 43.8754894)",Rue René Cassin,,
115711036,False,,,residential,,False,81.166,"LINESTRING (5.3950911 43.8754748, 5.3955053 43.87527, 5.3959185 43.8750541)",Rue Cely,,
1134051125,False,,,unclassified,,True,51.098000000000006,"LINESTRING (5.3950911 43.8754748, 5.3950429 43.8753637, 5.3949045 43.8750354)",Boulevard du Maréchal Foch,,
115711039,False,,,residential,,True,50.909,"LINESTRING (5.396644 43.8749594, 5.3964941 43.8745145)",Rue René Cassin,,
115711024,False,,,residential,,False,60.101,"LINESTRING (5.396644 43.8749594, 5.3967141 43.8752292, 5.3967908 43.8754894)",Rue René Cassin,,
115711037,False,,,residential,,True,59.51899999999999,"LINESTRING (5.396644 43.8749594, 5.3965407 43.8749811, 5.3964296 43.8750045, 5.3962604 43.875031, 5.396087 43.8750582, 5.3959185 43.8750541)",Rue Scudery,,
168655236,False,,,residential,,True,17.113000000000003,"LINESTRING (5.396644 43.8749594, 5.396846 43.8749384, 5.3968553 43.8749374)",Rue Paul Valéry,,
115711023,False,,,residential,,True,51.196,"LINESTRING (5.3959542 43.8745944, 5.3959185 43.8750541)",Rue Gambetta,,
115711042,False,,,residential,,False,44.179,"LINESTRING (5.3959542 43.8745944, 5.3964941 43.8745145)",Rue du Moulin à Huile,,
115711023,False,,,residential,,False,57.074,"LINESTRING (5.3959542 43.8745944, 5.3959487 43.8742155, 5.3959027 43.8740853)",Rue Gambetta,,
26954468,True,,,tertiary,,False,16.761,"LINESTRING (5.3976923 43.8739863, 5.3977789 43.8741235)",,,
"[115711040, 115711038]",False,,,residential,,False,113.176,"LINESTRING (5.3976923 43.8739863, 5.3978398 43.8739757, 5.398423 43.8739336, 5.3983708 43.8734466)","['Rue Marcelin Aymard', 'Rue Georges Clemenceau']",,
26954469,False,,,tertiary,,False,34.398,"LINESTRING (5.3963075 43.8739826, 5.3959027 43.8740853)",Boulevard National,,
115711039,False,,,residential,,False,61.007,"LINESTRING (5.3963075 43.8739826, 5.3964941 43.8745145)",Rue René Cassin,,
26954469,False,,,tertiary,,True,51.637,"LINESTRING (5.3963075 43.8739826, 5.3965494 43.8739213, 5.3969152 43.8738285)",Boulevard National,,
27944315,False,,,residential,,True,79.185,"LINESTRING (5.3983708 43.8734466, 5.3974438 43.8736927)",Boulevard Camille Pelletan,,
27944315,False,,,residential,,False,40.556,"LINESTRING (5.3983708 43.8734466, 5.3985197 43.8734069, 5.3988465 43.8733224)",Boulevard Camille Pelletan,,
"[115711040, 115711038]",False,,,residential,,True,113.17600000000002,"LINESTRING (5.3983708 43.8734466, 5.398423 43.8739336, 5.3978398 43.8739757, 5.3976923 43.8739863)","['Rue Marcelin Aymard', 'Rue Georges Clemenceau']",,
115711024,False,,,residential,,False,9.663,"LINESTRING (5.3967908 43.8754894, 5.3967908 43.8755763)",Rue René Cassin,,
115711024,False,,,residential,,True,60.101,"LINESTRING (5.3967908 43.8754894, 5.3967141 43.8752292, 5.396644 43.8749594)",Rue René Cassin,,
115711028,False,,,residential,,False,49.686,"LINESTRING (5.3967908 43.8754894, 5.3971287 43.875478, 5.3971674 43.8754757, 5.3971686 43.8753007)",,,
115711039,False,,,residential,,False,50.909,"LINESTRING (5.3964941 43.8745145, 5.396644 43.8749594)",Rue René Cassin,,
115711039,False,,,residential,,True,61.007,"LINESTRING (5.3964941 43.8745145, 5.3963075 43.8739826)",Rue René Cassin,,
115711042,False,,,residential,,True,44.179,"LINESTRING (5.3964941 43.8745145, 5.3959542 43.8745944)",Rue du Moulin à Huile,,
115711023,False,,,residential,,False,51.196,"LINESTRING (5.3959185 43.8750541, 5.3959542 43.8745944)",Rue Gambetta,,
115711036,False,,,residential,,True,81.166,"LINESTRING (5.3959185 43.8750541, 5.3955053 43.87527, 5.3950911 43.8754748)",Rue Cely,,
115711037,False,,,residential,,False,59.519,"LINESTRING (5.3959185 43.8750541, 5.396087 43.8750582, 5.3962604 43.875031, 5.3964296 43.8750045, 5.3965407 43.8749811, 5.396644 43.8749594)",Rue Scudery,,
26954469,False,,,tertiary,,True,34.398,"LINESTRING (5.3959027 43.8740853, 5.3963075 43.8739826)",Boulevard National,,
"[26954469, 1134051126]",False,,,tertiary,,False,155.19400000000002,"LINESTRING (5.3959027 43.8740853, 5.3953998 43.8742198, 5.3953355 43.8742407, 5.3952735 43.8742687, 5.3952192 43.8743055, 5.395024 43.8744652, 5.3948375 43.874635, 5.3947987 43.8746786, 5.3947847 43.8747256, 5.3947967 43.8747908, 5.3949045 43.8750354)","['Boulevard National', 'Boulevard du Maréchal Foch']",,
115711023,False,,,residential,,True,57.074,"LINESTRING (5.3959027 43.8740853, 5.3959487 43.8742155, 5.3959542 43.8745944)",Rue Gambetta,,
168678475,False,,,unclassified,,False,213.158,"LINESTRING (5.3997423 43.8790976, 5.3995864 43.8791167, 5.3994459 43.8791685, 5.3991987 43.879279, 5.3990767 43.8792995, 5.3989342 43.8793056, 5.3984089 43.8793117, 5.3982091 43.8793574, 5.3973439 43.8797858)",Impasse Georges Guynemer,,
169241088,False,,,unclassified,,False,173.88700000000003,"LINESTRING (5.3997423 43.8790976, 5.3999433 43.8790947, 5.4001299 43.8791019, 5.4002953 43.8791494, 5.4008022 43.8794058, 5.401082 43.8795202, 5.4015192 43.8796743, 5.4015921 43.8796934, 5.4016263 43.8796972, 5.4016625 43.8796929, 5.4016859 43.879683)",Avenue de la Garde,,
1134038381,False,,,unclassified,,True,55.481,"LINESTRING (5.3997423 43.8790976, 5.3997645 43.8793221, 5.3997805 43.879468, 5.3997882 43.8795954)",Avenue Saint-Michel,,
168678484,True,,,residential,,False,91.938,"LINESTRING (5.3997882 43.8795954, 5.3998741 43.8796359, 5.4001753 43.8798045, 5.4001877 43.8798366, 5.4001866 43.8798785, 5.4001613 43.879912, 5.4001276 43.8799423, 5.4000771 43.8799721, 5.3998252 43.8800814, 5.3997458 43.8801158)",,,
484585533,False,,,unclassified,,True,66.053,"LINESTRING (5.3997882 43.8795954, 5.3997574 43.8796859, 5.3996715 43.8797894, 5.399596 43.8798488, 5.3994935 43.8799039, 5.3992248 43.8799784)",Avenue Saint-Michel,,
1134038381,False,,,unclassified,,False,55.481,"LINESTRING (5.3997882 43.8795954, 5.3997805 43.879468, 5.3997645 43.8793221, 5.3997423 43.8790976)",Avenue Saint-Michel,,
120480320,False,,C 13,residential,,False,100.12299999999999,"LINESTRING (5.4016859 43.879683, 5.4018318 43.8797309, 5.401968 43.87978, 5.402144 43.879856, 5.40253 43.880096, 5.402702 43.8801968)",Chemin des Puits,,
"[169241088, 484585559]",False,,,unclassified,,False,341.634,"LINESTRING (5.4016859 43.879683, 5.401698 43.8796575, 5.4016949 43.8796254, 5.4016779 43.8795992, 5.4015807 43.8795368, 5.4015078 43.8794987, 5.4014601 43.8794753, 5.4012984 43.8793894, 5.4010707 43.8792479, 5.4008966 43.87912, 5.4006697 43.8788743, 5.4005477 43.8787807, 5.4004012 43.8786943, 5.4003107 43.8786401, 5.4002479 43.8785739, 5.4002009 43.8785095, 5.4001966 43.8784883, 5.4001994 43.8784698, 5.4002201 43.8784538, 5.4002438 43.8784452, 5.4002819 43.8784444, 5.4003257 43.8784481, 5.4003569 43.8784575, 5.4004669 43.8785242, 5.4006287 43.8785681, 5.4007223 43.8785856, 5.4008265 43.8785948, 5.4012112 43.878588, 5.4014402 43.8786031, 5.4015709 43.8786338, 5.4016895 43.8786852, 5.4019553 43.8788129, 5.4019959 43.8788322)","['Avenue Saint-Michel', 'Avenue de la Garde']",,
169241088,False,,,unclassified,,True,173.887,"LINESTRING (5.4016859 43.879683, 5.4016625 43.8796929, 5.4016263 43.8796972, 5.4015921 43.8796934, 5.4015192 43.8796743, 5.401082 43.8795202, 5.4008022 43.8794058, 5.4002953 43.8791494, 5.4001299 43.8791019, 5.3999433 43.8790947, 5.3997423 43.8790976)",Avenue de la Garde,,
484585585,False,,D 113,tertiary,,True,32.386,"LINESTRING (5.3949045 43.8750354, 5.3945186 43.8751217)",Avenue Eugène Baudoin,,
1134051125,False,,,unclassified,,False,51.098000000000006,"LINESTRING (5.3949045 43.8750354, 5.3950429 43.8753637, 5.3950911 43.8754748)",Boulevard du Maréchal Foch,,
"[26954469, 1134051126]",False,,,tertiary,,True,155.194,"LINESTRING (5.3949045 43.8750354, 5.3947967 43.8747908, 5.3947847 43.8747256, 5.3947987 43.8746786, 5.3948375 43.874635, 5.395024 43.8744652, 5.3952192 43.8743055, 5.3952735 43.8742687, 5.3953355 43.8742407, 5.3953998 43.8742198, 5.3959027 43.8740853)","['Boulevard du Maréchal Foch', 'Boulevard National']",,
26981044,True,,,unclassified,,False,38.393,"LINESTRING (5.3923826 43.8754067, 5.3923633 43.8757517)",Montée des Capucins,,
484585585,False,,D 113,tertiary,,False,175.22,"LINESTRING (5.3923826 43.8754067, 5.3926304 43.8753901, 5.3931216 43.8753491, 5.3932849 43.8753343, 5.3934297 43.8753212, 5.3937642 43.8752729, 5.3939877 43.8751932, 5.3943044 43.8751654, 5.3945186 43.8751217)",Avenue Eugène Baudoin,,
484585587,False,,D 113,tertiary,,True,105.609,"LINESTRING (5.3923826 43.8754067, 5.3923103 43.8754088, 5.3919182 43.8754203, 5.3916716 43.8754227, 5.3915057 43.8754172, 5.3913906 43.8754023, 5.3910932 43.8753112)",Avenue Eugène Baudoin,,
178633890,False,3,D 900,primary,50,False,6.741,"LINESTRING (5.3998666 43.8763006, 5.3999064 43.8762472)",,,
"[28799383, 1116322204, 28799382, 155016103]",False,,D 22,secondary,,False,46.79599999999999,"LINESTRING (5.3998666 43.8763006, 5.3999163 43.8763206, 5.4000158 43.8763613, 5.4000646 43.8763825, 5.4001786 43.8764303, 5.4002331 43.876456, 5.400363 43.8765215)","['Pont des Cordeliers', 'Avenue de Viton']",yes,
"[169241090, 169241094]",False,"['2', '3']",D 900,primary,30,True,77.55099999999999,"LINESTRING (5.3998666 43.8763006, 5.3997761 43.876403, 5.3997246 43.8764467, 5.3995973 43.8765571, 5.3994989 43.8766196, 5.3994327 43.8766525, 5.3993813 43.876678, 5.3992537 43.8767206, 5.3991533 43.8767447)",Quai Général Leclerc,,
168655267,False,,,residential,,True,52.275999999999996,"LINESTRING (5.400363 43.8765215, 5.4003472 43.8765577, 5.4002681 43.8768032, 5.4002331 43.8768637, 5.400159 43.8769434, 5.400138 43.8769543)",Rue Jacques Heiries,,
"[409752050, 484585551]",False,,D 22,secondary,,False,274.19,"LINESTRING (5.400363 43.8765215, 5.4005118 43.8765971, 5.4006452 43.8766648, 5.4008297 43.8767701, 5.4010798 43.8769116, 5.4013188 43.8770468, 5.4019361 43.8773842, 5.4021644 43.8775317, 5.4022151 43.8775608, 5.4023038 43.8776099, 5.4030145 43.8780758)",Avenue de Viton,,
"[155016103, 1116322204, 28799382, 28799383]",False,,D 22,secondary,,True,46.796,"LINESTRING (5.400363 43.8765215, 5.4002331 43.876456, 5.4001786 43.8764303, 5.4000646 43.8763825, 5.4000158 43.8763613, 5.3999163 43.8763206, 5.3998666 43.8763006)","['Pont des Cordeliers', 'Avenue de Viton']",yes,
1182866557,False,4,D 900,primary,50,False,9.775,"LINESTRING (5.3922354 43.8770083, 5.3923515 43.8769814)",,,
155016119,False,,,tertiary,,False,56.00600000000001,"LINESTRING (5.3922354 43.8770083, 5.3922588 43.877091, 5.3922681 43.8771244, 5.3923412 43.8774344, 5.3923573 43.8775042)",Rue Georges Santoni,,
"[554275961, 438274350]",False,"['2', '3']",D 900,primary,"['50', '30']",True,70.807,"LINESTRING (5.3922354 43.8770083, 5.3921439 43.8770324, 5.3919943 43.8770758, 5.3918599 43.8771147, 5.3917623 43.877143, 5.3914118 43.8772385)",Avenue Victor Hugo,,
"[554275961, 438274350]",False,"['2', '3']",D 900,primary,"['30', '50']",False,70.80700000000002,"LINESTRING (5.3914118 43.8772385, 5.3917623 43.877143, 5.3918599 43.8771147, 5.3919943 43.8770758, 5.3921439 43.8770324, 5.3922354 43.8770083)",Avenue Victor Hugo,,
155016122,False,,,residential,,True,246.763,"LINESTRING (5.3981965 43.8773212, 5.3978169 43.8773129, 5.3975826 43.8773197, 5.3968596 43.8774591, 5.39647 43.8775214, 5.3960874 43.8775732, 5.3959051 43.87758, 5.3956832 43.877572, 5.3954968 43.8775537, 5.3952951 43.8775301, 5.395238 43.8775401, 5.3952098 43.8775517, 5.3951835 43.8775727)",,,
28103458,False,,,residential,,False,34.393,"LINESTRING (5.3951835 43.8775727, 5.3952532 43.8776008, 5.3955903 43.8776666)",Quai du Midi,,
"[28103458, 1239665411]",False,,,residential,,"[False, True]",110.395,"LINESTRING (5.3951835 43.8775727, 5.3951272 43.8775552, 5.3949388 43.8775205, 5.3946442 43.8774612, 5.3943305 43.87738, 5.3942424 43.8773507, 5.3941322 43.8773129, 5.393891 43.8772368)","['Quai du Midi', 'Quai Léon Sagy']",,
155016122,False,,,residential,,False,246.76299999999998,"LINESTRING (5.3951835 43.8775727, 5.3952098 43.8775517, 5.395238 43.8775401, 5.3952951 43.8775301, 5.3954968 43.8775537, 5.3956832 43.877572, 5.3959051 43.87758, 5.3960874 43.8775732, 5.39647 43.8775214, 5.3968596 43.8774591, 5.3975826 43.8773197, 5.3978169 43.8773129, 5.3981965 43.8773212)",,,
"[484585554, 166443694]",False,,,residential,,True,340.403,"LINESTRING (5.4000892 43.8780964, 5.3999068 43.8780442, 5.3997459 43.8780404, 5.3995018 43.8780597, 5.3993408 43.8780404, 5.3992845 43.8779882, 5.399314 43.8779263, 5.3994186 43.8778664, 5.3995769 43.8777658, 5.3997927 43.8776458, 5.3998853 43.8776189, 5.39997 43.8776006, 5.400065 43.8776053, 5.4003038 43.8776846, 5.4004727 43.8777658, 5.4006444 43.8778509, 5.4009314 43.8779978, 5.4012466 43.8780752, 5.4013113 43.8780676, 5.4013671 43.8780386, 5.4014303 43.8779321, 5.4015356 43.8777073, 5.401572 43.8776801, 5.4016234 43.877673, 5.4017012 43.8777039, 5.4017713 43.8777382, 5.4018257 43.8777872, 5.4018514 43.8778172)",Impasse Sainte-Thérèse,,
166450457,False,,,residential,,False,34.685,"LINESTRING (5.3925577 43.874217, 5.3924865 43.8742054, 5.3921272 43.8742179)",Chemin de la Blancherie,,
166450457,False,,,residential,,True,103.24599999999998,"LINESTRING (5.3925577 43.874217, 5.3926354 43.874188, 5.3926784 43.8741406, 5.3927226 43.8739743, 5.3927924 43.8739095, 5.3928722 43.8738607, 5.3929184 43.87381, 5.3929305 43.8737519, 5.3928916 43.8733904)",Chemin de la Blancherie,,
166450519,False,,,residential,,True,121.152,"LINESTRING (5.3925577 43.874217, 5.3925848 43.8742731, 5.3926475 43.874537, 5.3926931 43.8747081, 5.3927052 43.8748029, 5.3926946 43.8748519, 5.3926529 43.8748715, 5.3922667 43.874942, 5.3921043 43.8749698)",Chemin de la Blancherie,,
166450457,False,,,residential,,False,131.962,"LINESTRING (5.3921272 43.8742179, 5.3920199 43.8741947, 5.3919247 43.87407, 5.3918678 43.8739758, 5.3918643 43.8739095, 5.3919408 43.8737094, 5.3919341 43.8736466, 5.3917074 43.8731487)",Chemin de la Blancherie,,
166450457,False,,,residential,,True,34.685,"LINESTRING (5.3921272 43.8742179, 5.3924865 43.8742054, 5.3925577 43.874217)",Chemin de la Blancherie,,
168655266,False,,,residential,,False,22.171,"LINESTRING (5.3921272 43.8742179, 5.3920346 43.8742863, 5.3919765 43.8743214, 5.3919376 43.8743618)",,,
166450457,False,,,residential,,False,103.24600000000001,"LINESTRING (5.3928916 43.8733904, 5.3929305 43.8737519, 5.3929184 43.87381, 5.3928722 43.8738607, 5.3927924 43.8739095, 5.3927226 43.8739743, 5.3926784 43.8741406, 5.3926354 43.874188, 5.3925577 43.874217)",Chemin de la Blancherie,,
42941321,False,,,residential,,False,239.055,"LINESTRING (5.4007655 43.8728741, 5.400916 43.873004, 5.401101 43.8731981, 5.4014218 43.8735208, 5.4015022 43.8736056, 5.4015417 43.8737123, 5.4021104 43.8735731, 5.4021633 43.8736385, 5.4022572 43.8738183, 5.4023564 43.8740194, 5.402431 43.8742059, 5.4024379 43.8742321)",Rue Profeseur Henry,,
653529464,False,,,residential,,True,107.37699999999998,"LINESTRING (5.4007655 43.8728741, 5.4005078 43.8731297, 5.4004868 43.8731475, 5.4004639 43.8731594, 5.4004335 43.8731682, 5.4004012 43.873171, 5.4002308 43.8731721, 5.4002026 43.8731726, 5.4001794 43.8731801, 5.4001642 43.8731905, 5.4001533 43.8732051, 5.4000455 43.8733638, 5.4000191 43.8734022, 5.3999838 43.8734332, 5.399956 43.8734502, 5.3999053 43.8734711, 5.3998554 43.8734822)",Rue de la Marguerite,,
166450500,False,,,residential,,True,84.604,"LINESTRING (5.3925966 43.8727388, 5.3917074 43.8731487)",Impasse Rocade Sud,,
166450457,False,,,residential,,False,24.425,"LINESTRING (5.3917074 43.8731487, 5.3914338 43.8732454)",Chemin de la Blancherie,,
166450500,False,,,residential,,False,84.604,"LINESTRING (5.3917074 43.8731487, 5.3925966 43.8727388)",Impasse Rocade Sud,,
166450457,False,,,residential,,True,131.962,"LINESTRING (5.3917074 43.8731487, 5.3919341 43.8736466, 5.3919408 43.8737094, 5.3918643 43.8739095, 5.3918678 43.8739758, 5.3919247 43.87407, 5.3920199 43.8741947, 5.3921272 43.8742179)",Chemin de la Blancherie,,
166450457,False,,,residential,,True,24.425,"LINESTRING (5.3914338 43.8732454, 5.3917074 43.8731487)",Chemin de la Blancherie,,
166450519,False,,,residential,,False,107.854,"LINESTRING (5.3910932 43.8753112, 5.3910618 43.8752519, 5.391065 43.8751857, 5.3910825 43.8751253, 5.391132 43.87507, 5.3912367 43.8750348, 5.3914566 43.8750232, 5.3917302 43.8750078, 5.3919233 43.8749952, 5.3921043 43.8749698)",Chemin de la Blancherie,,
484585587,False,,D 113,tertiary,,False,105.609,"LINESTRING (5.3910932 43.8753112, 5.3913906 43.8754023, 5.3915057 43.8754172, 5.3916716 43.8754227, 5.3919182 43.8754203, 5.3923103 43.8754088, 5.3923826 43.8754067)",Avenue Eugène Baudoin,,
155016119,False,,,tertiary,,False,31.953999999999997,"LINESTRING (5.3925478 43.8783987, 5.3925115 43.8784425, 5.3924645 43.8784763, 5.3923977 43.8784968, 5.3922973 43.878506, 5.3922096 43.8785064)",Rue Georges Santoni,,
155016119,False,,,tertiary,,True,100.881,"LINESTRING (5.3925478 43.8783987, 5.3925557 43.878356, 5.3925513 43.8783095, 5.3924907 43.8781032, 5.3924776 43.8780418, 5.3924298 43.8778186, 5.3923573 43.8775042)",Rue Georges Santoni,,
166680850,False,,,residential,,True,118.397,"LINESTRING (5.3925478 43.8783987, 5.3925725 43.8784038, 5.392608 43.878396, 5.3927529 43.8782931, 5.392887 43.878181, 5.3930396 43.8780513, 5.3932113 43.877914, 5.3933722 43.8778154, 5.3935331 43.8777265, 5.3936109 43.877682)",Rue Faubourg du Ballet,,
166680850,False,,,residential,,False,118.39699999999999,"LINESTRING (5.3936109 43.877682, 5.3935331 43.8777265, 5.3933722 43.8778154, 5.3932113 43.877914, 5.3930396 43.8780513, 5.392887 43.878181, 5.3927529 43.8782931, 5.392608 43.878396, 5.3925725 43.8784038, 5.3925478 43.8783987)",Rue Faubourg du Ballet,,
166680851,False,,,residential,,True,7.004,"LINESTRING (5.3936109 43.877682, 5.3936588 43.8776764, 5.3936927 43.8776627)",Place Faubourg du Ballet,,
169241092,False,,,residential,,False,77.11500000000001,"LINESTRING (5.3936109 43.877682, 5.3936659 43.8777777, 5.393689 43.8778797, 5.3936808 43.877993, 5.3936302 43.8781547, 5.3935558 43.878355)",Impasse du Ballet,,
169241097,False,,,residential,,False,105.33,"LINESTRING (5.3936109 43.877682, 5.3935305 43.8776607, 5.3934044 43.8776066, 5.3932301 43.8775505, 5.3930825 43.8774983, 5.3929913 43.8774944, 5.3926936 43.8774906, 5.3924898 43.8774925, 5.3923573 43.8775042)",Rue du Docteur Andarelli,,
166680851,False,,,residential,,True,15.496,"LINESTRING (5.3936927 43.8776627, 5.3938015 43.8775475)",Place Faubourg du Ballet,,
693686029,False,,,residential,,False,18.524,"LINESTRING (5.3936927 43.8776627, 5.3939035 43.877731)",,,
166680851,False,,,residential,,False,7.004,"LINESTRING (5.3936927 43.8776627, 5.3936588 43.8776764, 5.3936109 43.877682)",Place Faubourg du Ballet,,
155016119,False,,,tertiary,,False,100.88099999999999,"LINESTRING (5.3923573 43.8775042, 5.3924298 43.8778186, 5.3924776 43.8780418, 5.3924907 43.8781032, 5.3925513 43.8783095, 5.3925557 43.878356, 5.3925478 43.8783987)",Rue Georges Santoni,,
155016119,False,,,tertiary,,True,56.006,"LINESTRING (5.3923573 43.8775042, 5.3923412 43.8774344, 5.3922681 43.8771244, 5.3922588 43.877091, 5.3922354 43.8770083)",Rue Georges Santoni,,
169241097,False,,,residential,,True,105.33,"LINESTRING (5.3923573 43.8775042, 5.3924898 43.8774925, 5.3926936 43.8774906, 5.3929913 43.8774944, 5.3930825 43.8774983, 5.3932301 43.8775505, 5.3934044 43.8776066, 5.3935305 43.8776607, 5.3936109 43.877682)",Rue du Docteur Andarelli,,
484585585,False,,D 113,tertiary,,False,32.386,"LINESTRING (5.3945186 43.8751217, 5.3949045 43.8750354)",Avenue Eugène Baudoin,,
"[166450402, 167433831]",False,,,residential,,True,198.58499999999998,"LINESTRING (5.3945186 43.8751217, 5.3944717 43.87492, 5.3944435 43.8747081, 5.3944203 43.8745686, 5.3943928 43.8744416, 5.3943413 43.8742905, 5.394305 43.8741703, 5.3942883 43.8741239, 5.3942597 43.8740718, 5.3941368 43.8738576, 5.3940568 43.8736801, 5.39406 43.8736335, 5.3940729 43.8735884, 5.3940704 43.8735367, 5.3940156 43.8733878)","['Rue du Docteur Vallon', 'Chemin de Saint-Massian']",,
484585585,False,,D 113,tertiary,,True,175.22,"LINESTRING (5.3945186 43.8751217, 5.3943044 43.8751654, 5.3939877 43.8751932, 5.3937642 43.8752729, 5.3934297 43.8753212, 5.3932849 43.8753343, 5.3931216 43.8753491, 5.3926304 43.8753901, 5.3923826 43.8754067)",Avenue Eugène Baudoin,,
316719727,False,,D 48,tertiary,,True,30.175,"LINESTRING (5.4024379 43.8742321, 5.4028066 43.8741773)",Route de Saignon,,
42941321,False,,,residential,,True,239.055,"LINESTRING (5.4024379 43.8742321, 5.402431 43.8742059, 5.4023564 43.8740194, 5.4022572 43.8738183, 5.4021633 43.8736385, 5.4021104 43.8735731, 5.4015417 43.8737123, 5.4015022 43.8736056, 5.4014218 43.8735208, 5.401101 43.8731981, 5.400916 43.873004, 5.4007655 43.8728741)",Rue Profeseur Henry,,
316719727,False,,D 48,tertiary,,False,146.24300000000002,"LINESTRING (5.4024379 43.8742321, 5.4023626 43.8742445, 5.4015734 43.8743561, 5.4014466 43.8743794, 5.401377 43.874401, 5.4013327 43.8744147, 5.4012481 43.8744562, 5.401179 43.8745058, 5.4008726 43.8747799)",Route de Saignon,,
687955233,False,,,living_street,,True,24.507,"LINESTRING (5.3961631 43.8762255, 5.3962181 43.8764423)",Rue Eugène Brunel,,
687955233,False,,,living_street,,False,24.507,"LINESTRING (5.3962181 43.8764423, 5.3961631 43.8762255)",Rue Eugène Brunel,,
"[168645586, 168645596]",False,,,residential,,"[False, True]",78.891,"LINESTRING (5.397836 43.8765743, 5.397765 43.8766088, 5.3976875 43.8766144, 5.3976465 43.8766147, 5.3975573 43.8766073, 5.397485 43.8765956, 5.3974204 43.87657, 5.3973723 43.8765594, 5.397093 43.8765323, 5.396885 43.8765114)","['Rue de la Cathédrale', ""Rue de l'Amphitéâtre""]",,
168645582,False,,,residential,,False,31.055999999999997,"LINESTRING (5.3973608 43.8768348, 5.3973837 43.8768518, 5.3973945 43.8768767, 5.3974698 43.8770997)",Rue de la Liberté,,
168645582,False,,,residential,,True,31.055999999999997,"LINESTRING (5.3974698 43.8770997, 5.3973945 43.8768767, 5.3973837 43.8768518, 5.3973608 43.8768348)",Rue de la Liberté,,
169241094,False,2,D 900,primary,30,False,140.59799999999998,"LINESTRING (5.3974698 43.8770997, 5.397496 43.8770941, 5.398102 43.876965, 5.3982957 43.8769279, 5.3984754 43.8768895, 5.3985421 43.8768761, 5.3991533 43.8767447)",Quai Général Leclerc,,
169241094,False,2,D 900,primary,30,True,74.743,"LINESTRING (5.3974698 43.8770997, 5.3972351 43.8771515, 5.3968087 43.8772392, 5.3966516 43.8772715, 5.3965743 43.8772871)",Quai Général Leclerc,,
168655263,False,,,residential,,False,24.398,"LINESTRING (5.3916383 43.8744017, 5.3919376 43.8743618)",,,
168650901,False,,,residential,,False,28.423000000000002,"LINESTRING (5.3916383 43.8744017, 5.3916675 43.874517, 5.3916854 43.8746548)",,,
168650901,False,,,residential,,True,28.423000000000002,"LINESTRING (5.3916854 43.8746548, 5.3916675 43.874517, 5.3916383 43.8744017)",,,
168655243,False,,,residential,,False,16.619999999999997,"LINESTRING (5.3930646 43.8755709, 5.392996 43.8755699, 5.3929948 43.8756699)",Rue des Capucins,,
168655221,False,,,residential,,False,107.376,"LINESTRING (5.3999266 43.872633, 5.3986398 43.8729013)",Boulevard Neuf,,
1046920019,False,,,residential,,False,49.623,"LINESTRING (5.3999266 43.872633, 5.3998953 43.8730787)",Boulevard Elzéar Pin,,
1046920019,False,,,residential,,True,37.948,"LINESTRING (5.3999266 43.872633, 5.399969 43.8722931)",Boulevard Elzéar Pin,,
28103516,False,,,residential,,False,36.855,"LINESTRING (5.3986398 43.8729013, 5.398519 43.8725815)",Rue Antonin Gay,,
168655221,False,,,residential,,True,107.376,"LINESTRING (5.3986398 43.8729013, 5.3999266 43.872633)",Boulevard Neuf,,
28103516,False,,,residential,,True,49.669,"LINESTRING (5.3986398 43.8729013, 5.3986993 43.8730225, 5.3988089 43.8732456, 5.3988465 43.8733224)",Rue Antonin Gay,,
168655221,False,,,residential,,False,115.49699999999999,"LINESTRING (5.3986398 43.8729013, 5.3973931 43.8731679, 5.3973482 43.8731671, 5.3973107 43.873156, 5.3972733 43.8731269)",Boulevard Neuf,,
26954469,False,,,tertiary,,True,7.368,"LINESTRING (5.3969152 43.8738285, 5.3970019 43.8738065)",Boulevard National,,
26954469,False,,,tertiary,,False,51.637,"LINESTRING (5.3969152 43.8738285, 5.3965494 43.8739213, 5.3963075 43.8739826)",Boulevard National,,
168655231,False,,,residential,,True,37.822,"LINESTRING (5.3969152 43.8738285, 5.3969545 43.8739293, 5.3969802 43.874047, 5.3970031 43.8741621)",Rue Charivari,,
168655239,False,,,residential,,False,8.691,"LINESTRING (5.3973036 43.874042, 5.3972568 43.8741125)",Rue Saint-Martin,,
827584971,True,,,residential,,False,28.813000000000002,"LINESTRING (5.3973036 43.874042, 5.3972469 43.873961, 5.3972271 43.8739439, 5.3971879 43.8739347, 5.3971427 43.8739286, 5.3971182 43.8739236, 5.3970957 43.8739122, 5.3970625 43.873874)",,,
