osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,junction,bridge,maxspeed
254616109,False,,tertiary,True,35.057,"LINESTRING (1.0478157 44.869202, 1.0476935 44.869146, 1.0474456 44.8690271)",D 703e,,,,
614004833,False,Rue Abbaye des Augustins,tertiary,False,125.34,"LINESTRING (1.0478157 44.869202, 1.0477191 44.8692911, 1.04769 44.8693088, 1.0476466 44.8693352, 1.0476264 44.8693428, 1.0474777 44.8693989, 1.0470726 44.8695096, 1.046941 44.8695456, 1.046376 44.8695982)",D 48,,,,
206847061,False,Rue Bertrand de Got,residential,True,74.05900000000001,"LINESTRING (1.0438363 44.8700435, 1.0437564 44.8700063, 1.0437032 44.8699815, 1.0435516 44.8699278, 1.0434303 44.8698944, 1.0433235 44.8698825, 1.043148 44.8698917, 1.0429515 44.8698993)",,,,,
"[786245169, 786245170, 1084678659, 1085019839]",False,Route des Entrepôts,tertiary,False,279.31699999999995,"LINESTRING (1.0438363 44.8700435, 1.0437161 44.8701116, 1.0434457 44.8703508, 1.0433019 44.8704413, 1.0428311 44.8705621, 1.0427042 44.8706126, 1.0424767 44.8707203, 1.0422236 44.8708744, 1.0421586 44.8709139, 1.0418509 44.8711635, 1.0417465 44.8712938, 1.0416796 44.8714127, 1.0416318 44.8715631, 1.041575 44.8718074)",D 48,,,,
"[614004833, 1085019839]",False,Rue Abbaye des Augustins,tertiary,True,51.252,"LINESTRING (1.0438363 44.8700435, 1.0439886 44.8700029, 1.0441624 44.8699738, 1.0444695 44.8699491)",D 48,,,,
206847055,False,Avenue de la Gare,secondary,False,274.791,"LINESTRING (1.0416152 44.8692451, 1.0415896 44.8691004, 1.0415335 44.8686798, 1.041394 44.8676011, 1.0413821 44.8674194, 1.0413794 44.8673783, 1.0413657 44.8671699, 1.0413305 44.8668957, 1.0413338 44.866783)",D 49,,,,
254616110,False,Route de Bergerac,tertiary,False,114.71100000000001,"LINESTRING (1.0416152 44.8692451, 1.0415249 44.8692511, 1.0413345 44.8692636, 1.0401642 44.8693269)",D 703e1,,,,
943690177,False,Route du Bugue,secondary,True,33.618,"LINESTRING (1.0416152 44.8692451, 1.0416285 44.8693423, 1.0416509 44.869487, 1.0416389 44.8695455)",D 49,,,,
1084678683,True,,secondary,False,15.152999999999999,"LINESTRING (1.0415136 44.8657217, 1.0415784 44.8657049, 1.0416368 44.865709, 1.0416847 44.8657397)",,,roundabout,,
206847055,False,Avenue de la Gare,secondary,True,21.724000000000004,"LINESTRING (1.0415904 44.8659616, 1.0415645 44.8660165, 1.0415173 44.8661008, 1.041493 44.8661443)",D 49,,,,
786245164,True,,secondary,False,28.079,"LINESTRING (1.0415904 44.8659616, 1.0415019 44.8657905, 1.0414994 44.8657561, 1.0415136 44.8657217)",,,roundabout,,
786245165,False,Rue du Priolat,secondary,False,105.38499999999999,"LINESTRING (1.0417528 44.8659538, 1.0418981 44.8660857, 1.0423848 44.8664885, 1.0426396 44.8666615)",,,,,
1084678684,True,Avenue de la Gare,secondary,False,14.746,"LINESTRING (1.0417528 44.8659538, 1.0417032 44.8659823, 1.041641 44.8659856, 1.0415904 44.8659616)",,,roundabout,,
"[283066964, 283066965, 27375830]",False,Avenue de la Gare,tertiary,False,75.635,"LINESTRING (1.0416847 44.8657397, 1.041747 44.8656845, 1.041783 44.865653, 1.0418199 44.8656235, 1.0419031 44.8655043, 1.0421533 44.8651496)",D 49,,,,
27376018,True,Avenue de la Gare,secondary,False,25.020999999999997,"LINESTRING (1.0416847 44.8657397, 1.0417273 44.8658218, 1.0417673 44.8659174, 1.0417528 44.8659538)",,,roundabout,,
127755758,False,Route de la Salle des Fêtes,unclassified,False,59.836999999999996,"LINESTRING (1.0501405 44.8676377, 1.0504182 44.8675812, 1.0506542 44.8675622, 1.0508748 44.867615)",,,,,
283066393,False,Rue de Luziers,secondary,False,105.113,"LINESTRING (1.0501405 44.8676377, 1.0501854 44.8675582, 1.050176 44.8674584, 1.0501251 44.8673063, 1.0500433 44.8671295, 1.0499896 44.8669993, 1.0499628 44.8668805, 1.0499842 44.8667199)",D 703e1,,,,
283066393,False,Rue de Luziers,secondary,True,70.527,"LINESTRING (1.0501405 44.8676377, 1.0498041 44.8678545, 1.0495635 44.8679544, 1.0494176 44.8680033)",D 703e1,,,,
124621619,False,Rue Sainte-Sabine,residential,True,65.82,"LINESTRING (1.0477934 44.8657583, 1.0480776 44.866023, 1.0482715 44.8662429)",D 49,,,,
1084678675,False,,secondary,False,7.04,"LINESTRING (1.0493394 44.8680339, 1.0494176 44.8680033)",D 703e1,,,,
124621619,False,Rue Sainte-Sabine,residential,False,129.125,"LINESTRING (1.0493394 44.8680339, 1.0493075 44.867927, 1.0492606 44.8676837, 1.048845 44.866933)",D 49,,,,
"[614075977, 283066394, 72613539, 925739149]",False,"['Route de Beynac', 'Rue Sainte-Sabine']",secondary,True,87.96,"LINESTRING (1.0493394 44.8680339, 1.0492643 44.8680993, 1.0492228 44.8681346, 1.0487814 44.8685104, 1.0487499 44.8685308, 1.0487217 44.8685452, 1.0487156 44.8685483, 1.0486987 44.8685569, 1.0486605 44.8685763, 1.0485877 44.8686134)","['D 703e1', 'D 703e']",,,yes,
"[614075977, 283066394, 72613539, 925739149]",False,"['Route de Beynac', 'Rue Sainte-Sabine']",secondary,False,87.96,"LINESTRING (1.0485877 44.8686134, 1.0486605 44.8685763, 1.0486987 44.8685569, 1.0487156 44.8685483, 1.0487217 44.8685452, 1.0487499 44.8685308, 1.0487814 44.8685104, 1.0492228 44.8681346, 1.0492643 44.8680993, 1.0493394 44.8680339)","['D 703e1', 'D 703e']",,,yes,
72613539,False,Route de Beynac,secondary,True,102.656,"LINESTRING (1.0485877 44.8686134, 1.0481123 44.868755, 1.0479944 44.8687867, 1.0476033 44.8689009, 1.0474456 44.8690271)",D 703e1,,,,
207165107,False,Rue de l'Ancien Moulin,unclassified,True,62.453,"LINESTRING (1.0485877 44.8686134, 1.0486188 44.8687059, 1.0484793 44.8690138, 1.0484173 44.8690669, 1.0483505 44.8691241)",,,,,
"[613997497, 141606937]",False,Rue de la Grange des Pères,residential,False,193.03900000000004,"LINESTRING (1.0485877 44.8686134, 1.0483766 44.8684641, 1.0482418 44.8683789, 1.0479619 44.8682773, 1.0477368 44.8682056, 1.0474486 44.8681488, 1.0473 44.8681175, 1.047181 44.8680924, 1.0471598 44.8680879, 1.046633 44.8679977, 1.0464692 44.8679879, 1.0463677 44.8679985)",,,,,30
206849960,False,Passage Talabot,residential,True,18.615,"LINESTRING (1.0429642 44.8691731, 1.0429979 44.8693388)",,,,,
891210510,True,Rue Gambetta,secondary,False,47.501,"LINESTRING (1.0429642 44.8691731, 1.0423629 44.8692028)",D 703e1,,,,
891210509,True,Rue Gambetta,secondary,False,54.652,"LINESTRING (1.0423065 44.8692059, 1.0416693 44.869242, 1.0416152 44.8692451)",D 703e1,,,,
254616110,False,Route de Bergerac,tertiary,True,114.71100000000001,"LINESTRING (1.0401642 44.8693269, 1.0413345 44.8692636, 1.0415249 44.8692511, 1.0416152 44.8692451)",D 703e1,,,,
"[1084678702, 206847063]",False,Rue Verdanson,residential,False,121.12100000000001,"LINESTRING (1.0401642 44.8693269, 1.0402906 44.8694054, 1.0413428 44.8695249, 1.0416284 44.8695972)",,,,,
206847057,False,Rue des Commerces,residential,False,16.835,"LINESTRING (1.0422242 44.8693771, 1.042322 44.8695117)",,,,,
206847075,False,Rue du Docteur Boissel,residential,True,22.868,"LINESTRING (1.0422242 44.8693771, 1.0419514 44.8694472)",,,,,
443160376,True,Rue du Docteur Boissel,residential,False,22.102,"LINESTRING (1.0422242 44.8693771, 1.0422605 44.8693678, 1.0423054 44.8693193, 1.0423065 44.8692059)",,,,,
614004851,False,Place de la Liberté,residential,True,34.707,"LINESTRING (1.0427349 44.8694031, 1.042322 44.8695117)",,,,,
786245167,False,Rue des Remparts,residential,False,21.925,"LINESTRING (1.0427349 44.8694031, 1.0429979 44.8693388)",,,,,
"[206847059, 206847068]",False,Rue du Terme,residential,"[False, True]",37.085,"LINESTRING (1.0427349 44.8694031, 1.0428087 44.8694335, 1.042863 44.8695153, 1.0429913 44.8695333, 1.0431009 44.8695786)",,,,,
206847057,False,Rue des Commerces,residential,True,16.835,"LINESTRING (1.042322 44.8695117, 1.0422242 44.8693771)",,,,,
614004851,False,Place de la Liberté,residential,False,34.707,"LINESTRING (1.042322 44.8695117, 1.0427349 44.8694031)",,,,,
943690177,False,Route du Bugue,secondary,True,5.808,"LINESTRING (1.0416389 44.8695455, 1.0416284 44.8695972)",D 49,,,,
206847075,False,Rue du Docteur Boissel,residential,False,26.983,"LINESTRING (1.0416389 44.8695455, 1.0418348 44.869477, 1.0419514 44.8694472)",,,,,
943690177,False,Route du Bugue,secondary,False,33.618,"LINESTRING (1.0416389 44.8695455, 1.0416509 44.869487, 1.0416285 44.8693423, 1.0416152 44.8692451)",D 49,,,,
206847059,False,Rue du Terme,residential,False,12.007,"LINESTRING (1.0432412 44.8696207, 1.0431009 44.8695786)",,,,,
206847064,False,Rue de la Justice de Paix,residential,False,38.746,"LINESTRING (1.0432412 44.8696207, 1.0433156 44.8696013, 1.0434454 44.8695907, 1.0435637 44.8696003, 1.0436562 44.869624, 1.0436679 44.869627, 1.0437151 44.8696422)",,,,,
206847064,False,Rue de la Justice de Paix,residential,True,42.522999999999996,"LINESTRING (1.0432412 44.8696207, 1.043154 44.8696535, 1.0430365 44.8697189, 1.0429532 44.8697853, 1.0429317 44.8698476, 1.0429515 44.8698993)",,,,,
943690177,False,Route du Bugue,secondary,False,5.808,"LINESTRING (1.0416284 44.8695972, 1.0416389 44.8695455)",D 49,,,,
943690177,False,Route du Bugue,secondary,True,5.327,"LINESTRING (1.0416284 44.8695972, 1.0415858 44.8696344)",D 49,,,,
"[1084678702, 206847063]",False,Rue Verdanson,residential,True,121.12100000000001,"LINESTRING (1.0416284 44.8695972, 1.0413428 44.8695249, 1.0402906 44.8694054, 1.0401642 44.8693269)",,,,,
943690177,False,Route du Bugue,secondary,False,5.327,"LINESTRING (1.0415858 44.8696344, 1.0416284 44.8695972)",D 49,,,,
27375827,False,Route du Bugue,secondary,True,141.141,"LINESTRING (1.0415858 44.8696344, 1.0415529 44.8696631, 1.0410437 44.8700955, 1.0406162 44.8704556, 1.0404444 44.8706124)",D 49,,,,
206847062,False,Rue Joseph Prunis,residential,False,17.872,"LINESTRING (1.0415858 44.8696344, 1.0417258 44.8696877, 1.0417882 44.8697066)",,,,,
206847061,False,Rue Bertrand de Got,residential,False,74.05900000000001,"LINESTRING (1.0429515 44.8698993, 1.043148 44.8698917, 1.0433235 44.8698825, 1.0434303 44.8698944, 1.0435516 44.8699278, 1.0437032 44.8699815, 1.0437564 44.8700063, 1.0438363 44.8700435)",,,,,
206847064,False,Rue de la Justice de Paix,residential,False,42.523,"LINESTRING (1.0429515 44.8698993, 1.0429317 44.8698476, 1.0429532 44.8697853, 1.0430365 44.8697189, 1.043154 44.8696535, 1.0432412 44.8696207)",,,,,
"[786245168, 206847058]",False,"['Rue Bertrand de Got', 'Rue des Commerces']",residential,"[False, True]",100.72,"LINESTRING (1.0429515 44.8698993, 1.0428462 44.8699673, 1.042717 44.8700547, 1.0425964 44.8700829, 1.0423332 44.8701424, 1.0422391 44.8700454, 1.0422218 44.8700051, 1.0421599 44.8698605, 1.0421627 44.869779)",,,,,
206847058,False,Rue des Commerces,residential,True,4.761,"LINESTRING (1.0421642 44.8697362, 1.0421627 44.869779)",,,,,
206847062,False,Rue Joseph Prunis,residential,True,12.196,"LINESTRING (1.0421642 44.8697362, 1.0420936 44.8697119, 1.042018 44.8697191)",,,,,
443160377,True,Rue des Commerces,residential,False,28.051,"LINESTRING (1.0421642 44.8697362, 1.0422391 44.8696589, 1.042322 44.8695117)",,,,,
206847060,False,Place du Ley,residential,False,21.429,"LINESTRING (1.0442183 44.8698753, 1.0444695 44.8699491)",,,,,
"[206847067, 1084678691, 206847069]",False,"['Rue du Lion', 'Rue des Remparts']",residential,True,92.452,"LINESTRING (1.0442183 44.8698753, 1.0442464 44.8697759, 1.0442421 44.8696062, 1.044209 44.8695209, 1.0440165 44.8693466, 1.0439715 44.8693337, 1.043886 44.8693087, 1.0436767 44.8692828)",,,,,
"[206847064, 1084678694]",False,Rue de la Justice de Paix,residential,True,47.391999999999996,"LINESTRING (1.0442183 44.8698753, 1.0440726 44.8698019, 1.0439031 44.869724, 1.0437151 44.8696422)",,,,,
27375827,False,Route du Bugue,secondary,False,141.141,"LINESTRING (1.0404444 44.8706124, 1.0406162 44.8704556, 1.0410437 44.8700955, 1.0415529 44.8696631, 1.0415858 44.8696344)",D 49,,,,
206849963,False,,residential,True,27.227,"LINESTRING (1.0403578 44.8657686, 1.0403257 44.8660124)",,,,,
206849949,False,Impasse des Arénies,residential,False,93.157,"LINESTRING (1.0403257 44.8660124, 1.041493 44.8661443)",,,,,
206849963,False,,residential,False,27.227,"LINESTRING (1.0403257 44.8660124, 1.0403578 44.8657686)",,,,,
206849963,False,,residential,True,31.426,"LINESTRING (1.0403257 44.8660124, 1.0402887 44.8662938)",,,,,
206849949,False,Impasse des Arénies,residential,True,93.157,"LINESTRING (1.041493 44.8661443, 1.0403257 44.8660124)",,,,,
206847055,False,Avenue de la Gare,secondary,False,21.724,"LINESTRING (1.041493 44.8661443, 1.0415173 44.8661008, 1.0415645 44.8660165, 1.0415904 44.8659616)",D 49,,,,
206847055,False,Avenue de la Gare,secondary,True,72.688,"LINESTRING (1.041493 44.8661443, 1.0414757 44.8661752, 1.0413566 44.86646, 1.0413338 44.866783)",D 49,,,,
206849963,False,,residential,False,31.426,"LINESTRING (1.0402887 44.8662938, 1.0403257 44.8660124)",,,,,
206847055,False,Avenue de la Gare,secondary,False,72.688,"LINESTRING (1.0413338 44.866783, 1.0413566 44.86646, 1.0414757 44.8661752, 1.041493 44.8661443)",D 49,,,,
206847055,False,Avenue de la Gare,secondary,True,274.791,"LINESTRING (1.0413338 44.866783, 1.0413305 44.8668957, 1.0413657 44.8671699, 1.0413794 44.8673783, 1.0413821 44.8674194, 1.041394 44.8676011, 1.0415335 44.8686798, 1.0415896 44.8691004, 1.0416152 44.8692451)",D 49,,,,
206849952,False,Rue Étienne de La Boétie,residential,False,48.899,"LINESTRING (1.0427999 44.8689099, 1.0425408 44.8690093, 1.0423629 44.8692028)",,,,,
324471857,False,Rue Eugène Le Roy,residential,False,255.335,"LINESTRING (1.0427999 44.8689099, 1.0426782 44.8685396, 1.0425053 44.8678601, 1.0424687 44.8676542, 1.0424851 44.8675788, 1.0425627 44.8673861, 1.0426394 44.8672374, 1.042693 44.867074, 1.0426836 44.8669533, 1.0426528 44.8667955, 1.0426341 44.8666995, 1.0426396 44.8666615)",,,,,
206849961,False,Passage Bleu Charrette,residential,False,15.12,"LINESTRING (1.043667 44.869147, 1.0436767 44.8692828)",,,,,
129994289,True,Rue Gambetta,secondary,False,55.462,"LINESTRING (1.043667 44.869147, 1.0436334 44.8691481, 1.0434128 44.8691555, 1.0432442 44.8691611, 1.043128 44.8691661, 1.0429642 44.8691731)",D 703e1,,,,
891210508,True,Rue Gambetta,secondary,False,4.458,"LINESTRING (1.0423629 44.8692028, 1.0423065 44.8692059)",D 703e1,,,,
206849952,False,Rue Étienne de La Boétie,residential,True,48.899,"LINESTRING (1.0423629 44.8692028, 1.0425408 44.8690093, 1.0427999 44.8689099)",,,,,
206849961,False,Passage Bleu Charrette,residential,True,15.12,"LINESTRING (1.0436767 44.8692828, 1.043667 44.869147)",,,,,
"[1084678691, 206847067, 206847069]",False,"['Rue du Lion', 'Rue des Remparts']",residential,False,92.45200000000001,"LINESTRING (1.0436767 44.8692828, 1.043886 44.8693087, 1.0439715 44.8693337, 1.0440165 44.8693466, 1.044209 44.8695209, 1.0442421 44.8696062, 1.0442464 44.8697759, 1.0442183 44.8698753)",,,,,
206847067,False,Rue des Remparts,residential,True,54.263000000000005,"LINESTRING (1.0436767 44.8692828, 1.0435339 44.8692789, 1.0432582 44.8692891, 1.0429979 44.8693388)",,,,,
206849960,False,Passage Talabot,residential,False,18.615,"LINESTRING (1.0429979 44.8693388, 1.0429642 44.8691731)",,,,,
786245167,False,Rue des Remparts,residential,True,21.925,"LINESTRING (1.0429979 44.8693388, 1.0427349 44.8694031)",,,,,
206847067,False,Rue des Remparts,residential,False,54.263000000000005,"LINESTRING (1.0429979 44.8693388, 1.0432582 44.8692891, 1.0435339 44.8692789, 1.0436767 44.8692828)",,,,,
206849955,False,Rue de la Gravette,residential,False,37.947,"LINESTRING (1.046376 44.8695982, 1.0467694 44.869795)",,,,,
614004833,False,Rue Abbaye des Augustins,tertiary,False,155.843,"LINESTRING (1.046376 44.8695982, 1.0463425 44.8696036, 1.0459825 44.8696618, 1.0457972 44.8696918, 1.045501 44.8697535, 1.045278 44.8697997, 1.0448547 44.8699098, 1.0447646 44.8699332, 1.0446136 44.8699413, 1.0445597 44.8699442, 1.0444695 44.8699491)",D 48,,,,
614004833,False,Rue Abbaye des Augustins,tertiary,True,125.34000000000003,"LINESTRING (1.046376 44.8695982, 1.046941 44.8695456, 1.0470726 44.8695096, 1.0474777 44.8693989, 1.0476264 44.8693428, 1.0476466 44.8693352, 1.04769 44.8693088, 1.0477191 44.8692911, 1.0478157 44.869202)",D 48,,,,
206849955,False,Rue de la Gravette,residential,True,37.947,"LINESTRING (1.0467694 44.869795, 1.046376 44.8695982)",,,,,
"[206849947, 206853598, 1084678647]",False,"[""Route du Château d'Eau"", 'Chemin de Fages']","['residential', 'unclassified']",True,372.15200000000004,"LINESTRING (1.0467694 44.869795, 1.0466897 44.8698191, 1.0465174 44.8698461, 1.0464133 44.8698887, 1.0463378 44.8699196, 1.0461666 44.8700353, 1.0460417 44.8701761, 1.0458585 44.8702673, 1.0456234 44.8703113, 1.0450693 44.8705139, 1.0448019 44.8706027, 1.0446162 44.8706643, 1.0445783 44.8707158, 1.0446267 44.8707554, 1.045003 44.8708285, 1.0456678 44.8709652, 1.0458481 44.8710529, 1.0463158 44.8714528)",,,,,
206849955,False,Rue de la Gravette,residential,False,243.174,"LINESTRING (1.0467694 44.869795, 1.0470121 44.8698332, 1.0476653 44.8698138, 1.0479081 44.8698454, 1.0487686 44.8701947, 1.0494547 44.8705199, 1.049564 44.8705541)",,,,,
1084678640,False,,unclassified,True,25.276,"LINESTRING (1.0509667 44.8710653, 1.0511366 44.8708725)",,,,,
206849955,False,Rue de la Gravette,residential,True,47.053999999999995,"LINESTRING (1.0509667 44.8710653, 1.0506839 44.8708601, 1.0505573 44.8707965, 1.0505215 44.8707894)",,,,,
206852594,False,Route des Fours à Chaux,unclassified,False,111.829,"LINESTRING (1.0509667 44.8710653, 1.0509501 44.8711823, 1.0510152 44.8714613, 1.0511265 44.8715921, 1.0515799 44.8717383, 1.0517033 44.8717859)",,,,,
206849954,False,Chemin de la Garde,residential,True,86.221,"LINESTRING (1.0424704 44.8714184, 1.0421258 44.8714701, 1.0419745 44.8715306, 1.0416787 44.871776, 1.041575 44.8718074)",,,,,
206849954,False,Chemin de la Garde,residential,False,86.221,"LINESTRING (1.041575 44.8718074, 1.0416787 44.871776, 1.0419745 44.8715306, 1.0421258 44.8714701, 1.0424704 44.8714184)",,,,,
"[786245169, 786245170, 1084678659, 1085019839]",False,Route des Entrepôts,tertiary,True,279.317,"LINESTRING (1.041575 44.8718074, 1.0416318 44.8715631, 1.0416796 44.8714127, 1.0417465 44.8712938, 1.0418509 44.8711635, 1.0421586 44.8709139, 1.0422236 44.8708744, 1.0424767 44.8707203, 1.0427042 44.8706126, 1.0428311 44.8705621, 1.0433019 44.8704413, 1.0434457 44.8703508, 1.0437161 44.8701116, 1.0438363 44.8700435)",D 48,,,,
1084678640,False,,unclassified,False,25.276,"LINESTRING (1.0511366 44.8708725, 1.0509667 44.8710653)",,,,,
207066252,False,Route du Château de la Roque,tertiary,False,308.85699999999997,"LINESTRING (1.0511366 44.8708725, 1.050047 44.8703048, 1.0479429 44.8692628)",D 25,2,,,
206852594,False,Route des Fours à Chaux,unclassified,True,111.829,"LINESTRING (1.0517033 44.8717859, 1.0515799 44.8717383, 1.0511265 44.8715921, 1.0510152 44.8714613, 1.0509501 44.8711823, 1.0509667 44.8710653)",,,,,
206849955,False,Rue de la Gravette,residential,False,80.017,"LINESTRING (1.049564 44.8705541, 1.0499045 44.8706604, 1.0502743 44.87074, 1.0505215 44.8707894)",,,,,
206849955,False,Rue de la Gravette,residential,True,243.17400000000004,"LINESTRING (1.049564 44.8705541, 1.0494547 44.8705199, 1.0487686 44.8701947, 1.0479081 44.8698454, 1.0476653 44.8698138, 1.0470121 44.8698332, 1.0467694 44.869795)",,,,,
1084678646,False,,unclassified,True,116.183,"LINESTRING (1.049564 44.8705541, 1.049589 44.870617, 1.0497242 44.8707122, 1.0497589 44.8707903, 1.0497534 44.8709119, 1.0496665 44.8710424, 1.0494782 44.8711938, 1.0493284 44.8713755, 1.0492293 44.8714222)",,,,,
206853594,False,Chemin des Moulins,unclassified,True,233.628,"LINESTRING (1.0492293 44.8714222, 1.0490973 44.8714327, 1.0487055 44.8714064, 1.0484582 44.8714376, 1.0477687 44.8714378, 1.0475843 44.8714079, 1.0473158 44.871383, 1.0471025 44.8713945, 1.0469548 44.871359, 1.0468235 44.8713376, 1.0463158 44.8714528)",,,,,
1084678645,False,Chemin des Moulins,unclassified,False,147.91,"LINESTRING (1.0492293 44.8714222, 1.0496894 44.8714637, 1.0499551 44.8714902, 1.050116 44.8712171, 1.0503668 44.8709439, 1.0505215 44.8707894)",,,,,
1084678646,False,,unclassified,False,116.183,"LINESTRING (1.0492293 44.8714222, 1.0493284 44.8713755, 1.0494782 44.8711938, 1.0496665 44.8710424, 1.0497534 44.8709119, 1.0497589 44.8707903, 1.0497242 44.8707122, 1.049589 44.870617, 1.049564 44.8705541)",,,,,
206853594,False,Chemin des Moulins,unclassified,False,233.62800000000001,"LINESTRING (1.0463158 44.8714528, 1.0468235 44.8713376, 1.0469548 44.871359, 1.0471025 44.8713945, 1.0473158 44.871383, 1.0475843 44.8714079, 1.0477687 44.8714378, 1.0484582 44.8714376, 1.0487055 44.8714064, 1.0490973 44.8714327, 1.0492293 44.8714222)",,,,,
"[206849947, 206853598, 1084678647]",False,"['Chemin de Fages', ""Route du Château d'Eau""]","['unclassified', 'residential']",False,372.152,"LINESTRING (1.0463158 44.8714528, 1.0458481 44.8710529, 1.0456678 44.8709652, 1.045003 44.8708285, 1.0446267 44.8707554, 1.0445783 44.8707158, 1.0446162 44.8706643, 1.0448019 44.8706027, 1.0450693 44.8705139, 1.0456234 44.8703113, 1.0458585 44.8702673, 1.0460417 44.8701761, 1.0461666 44.8700353, 1.0463378 44.8699196, 1.0464133 44.8698887, 1.0465174 44.8698461, 1.0466897 44.8698191, 1.0467694 44.869795)",,,,,
1084678672,False,Rue du Pigeonnier,residential,True,34.674,"LINESTRING (1.0445531 44.8649241, 1.0446112 44.8652332)",,,,,
207066266,False,Rue du Pigeonnier,residential,True,170.441,"LINESTRING (1.0445531 44.8649241, 1.0439606 44.8648111, 1.0436176 44.8648951, 1.0436719 44.864965, 1.0442641 44.8652606, 1.0446112 44.8652332)",,,,,
207066267,False,Rue du Pigeonnier,residential,False,109.66900000000001,"LINESTRING (1.0445531 44.8649241, 1.0445417 44.8648633, 1.0446256 44.8648073, 1.0447885 44.8648038, 1.0448823 44.8648353, 1.0451142 44.8654685)",,,,,
1084678671,False,Rue du Pigeonnier,residential,True,40.966,"LINESTRING (1.0446112 44.8652332, 1.0446797 44.8655984)",,,,,
1084678672,False,Rue du Pigeonnier,residential,False,34.674,"LINESTRING (1.0446112 44.8652332, 1.0445531 44.8649241)",,,,,
207066266,False,Rue du Pigeonnier,residential,False,170.441,"LINESTRING (1.0446112 44.8652332, 1.0442641 44.8652606, 1.0436719 44.864965, 1.0436176 44.8648951, 1.0439606 44.8648111, 1.0445531 44.8649241)",,,,,
1084678673,False,,residential,True,37.165,"LINESTRING (1.0451142 44.8654685, 1.0446797 44.8655984)",,,,,
207066267,False,Rue du Pigeonnier,residential,True,109.66899999999998,"LINESTRING (1.0451142 44.8654685, 1.0448823 44.8648353, 1.0447885 44.8648038, 1.0446256 44.8648073, 1.0445417 44.8648633, 1.0445531 44.8649241)",,,,,
1084678671,False,Rue du Pigeonnier,residential,False,40.966,"LINESTRING (1.0446797 44.8655984, 1.0446112 44.8652332)",,,,,
1084678673,False,,residential,False,37.165,"LINESTRING (1.0446797 44.8655984, 1.0451142 44.8654685)",,,,,
1084678670,False,Rue du Pigeonnier,residential,True,110.92699999999999,"LINESTRING (1.0446797 44.8655984, 1.0448379 44.8664409, 1.044884 44.8665849)",,,,,
207066250,False,Résidence Sainte-Sabine,residential,True,21.831000000000003,"LINESTRING (1.0461819 44.8662539, 1.045999 44.8663307, 1.0459401 44.8663492)",,,,,
1084678668,False,,residential,True,25.748,"LINESTRING (1.0461819 44.8662539, 1.0462747 44.8662837, 1.0464247 44.8664024)",,,,,
"[1084678666, 1084678669]",False,Résidence Sainte-Sabine,residential,False,56.093,"LINESTRING (1.0461819 44.8662539, 1.0463096 44.8661921, 1.0463864 44.8661699, 1.0464841 44.8662194, 1.0465539 44.8663331, 1.0465365 44.8663578, 1.0465155 44.8663876, 1.0464247 44.8664024)",,,,,
