osmid,name,highway,oneway,reversed,length,geometry,maxspeed,width,lanes,junction,access,tunnel
677004828,Rue Père Louis de Jabrun,living_street,False,True,74.036,"LINESTRING (-0.5764207 44.8386972, -0.5764306 44.8387739, -0.5765055 44.8393603)",,,,,,
23227783,Rue Monbazon,residential,True,False,95.372,"LINESTRING (-0.5794881 44.8384178, -0.5797174 44.8384016, -0.5806863 44.8383015)",30,4.7,,,,
23227783,Rue Monbazon,residential,True,False,67.04899999999999,"LINESTRING (-0.5806863 44.8383015, -0.5813928 44.8382286, -0.5814395 44.8382238, -0.5815269 44.8382111)",30,4.7,,,,
23162707,Rue Castillon,living_street,True,False,103.698,"LINESTRING (-0.5761336 44.8409782, -0.5759663 44.8400532)",,,,,,
"[1165599968, 193878336]",Place Puy Paulin,living_street,True,False,36.122,"LINESTRING (-0.5761336 44.8409782, -0.5761683 44.841176, -0.5761261 44.8412207, -0.5760317 44.8412465)",,"['6.3', '5.7']",,,,
23510383,Rue du Loup,residential,True,False,53.799,"LINESTRING (-0.5755956 44.8378059, -0.5761161 44.8377138, -0.5762581 44.8376902)",30,,,,,
193882608,Rue de Cheverus,residential,True,False,43.231,"LINESTRING (-0.5755956 44.8378059, -0.5755483 44.8375154, -0.5755465 44.8374767, -0.5755451 44.8374475, -0.575544 44.8374191)",30,,,,,
8509119,Rue Père Louis de Jabrun,living_street,True,False,66.856,"LINESTRING (-0.576582 44.8399591, -0.5765055 44.8393603)",,,,,,
46350407,Rue Poquelin Molière,living_street,True,False,50.151999999999994,"LINESTRING (-0.576582 44.8399591, -0.576055 44.8400161, -0.5759663 44.8400532)",,,,,,
8509035,Rue Poquelin Molière,living_street,True,False,105.16399999999999,"LINESTRING (-0.5776472 44.8398588, -0.5781713 44.8397974, -0.5781812 44.8397964, -0.5782109 44.8397933, -0.5782421 44.8397901, -0.5789259 44.8397191, -0.5789649 44.839713)",,2.8,,,,
46350407,Rue Poquelin Molière,living_street,True,False,60.459,"LINESTRING (-0.5776472 44.8398588, -0.5771789 44.8398988, -0.5768867 44.8399281)",,,,,,
46350407,Rue Poquelin Molière,living_street,True,False,24.271,"LINESTRING (-0.5768867 44.8399281, -0.5766369 44.8399532, -0.576582 44.8399591)",,,,,,
"[699654893, 181601006, 699654894]",Rue de Grassi,living_street,True,False,222.53199999999998,"LINESTRING (-0.5768867 44.8399281, -0.5768989 44.8399885, -0.5771098 44.8406116, -0.5771901 44.840849, -0.5772038 44.8408874, -0.5772201 44.8409335, -0.5772327 44.8410169, -0.5773582 44.8418171, -0.5773691 44.841886, -0.5773706 44.8418958)",,2.7,,,,
23510317,Rue Margaux,living_street,False,False,84.062,"LINESTRING (-0.5750531 44.8404424, -0.5751037 44.8404268, -0.5751475 44.8404078, -0.5754859 44.8402531, -0.5759663 44.8400532)",,,,,,
23510317,Rue Margaux,living_street,False,True,84.062,"LINESTRING (-0.5759663 44.8400532, -0.5754859 44.8402531, -0.5751475 44.8404078, -0.5751037 44.8404268, -0.5750531 44.8404424)",,,,,,
"[895004184, 895004185, 8508967]",Rue de Cheverus,living_street,True,False,196.68499999999997,"LINESTRING (-0.5759663 44.8400532, -0.5758608 44.8394218, -0.5758458 44.8393323, -0.5758417 44.8393101, -0.5757493 44.8387573, -0.5757432 44.8387202, -0.5756748 44.8382965)",,2.2,,,,
"[625986824, 23126423]",Cours d'Albret,secondary,True,False,49.754999999999995,"LINESTRING (-0.5818295 44.8389015, -0.5818261 44.8388648, -0.581814 44.8388145, -0.5817825 44.8387128, -0.5817335 44.8385694, -0.5817223 44.8385389, -0.5816602 44.8384764)",50,,1,,,
288796832,Rue Bouffard,living_street,True,False,36.902,"LINESTRING (-0.5795645 44.8387448, -0.57949 44.838454, -0.5794872 44.8384316, -0.5794881 44.8384178)",20,,,,,
5117867,Rue Castelmoron,living_street,True,False,47.817,"LINESTRING (-0.5796657 44.8391015, -0.5802629 44.8390267)",20,,,,,
288796832,Rue Bouffard,living_street,True,False,40.458,"LINESTRING (-0.5796657 44.8391015, -0.5795645 44.8387448)",20,,,,,
5117864,Rue de La Boétie,living_street,True,False,47.574,"LINESTRING (-0.5797969 44.839553, -0.5803758 44.8394324)",20,,,,,
288796832,Rue Bouffard,living_street,True,False,51.259,"LINESTRING (-0.5797969 44.839553, -0.5796657 44.8391015)",20,,,,,
288796832,Rue Bouffard,living_street,True,False,40.214,"LINESTRING (-0.5798943 44.839908, -0.5797969 44.839553)",20,,,,,
288796832,Rue Bouffard,living_street,True,False,39.701,"LINESTRING (-0.5799902 44.8402585, -0.5798943 44.839908)",20,,,,,
79989582,Rue Boulan,living_street,True,False,96.308,"LINESTRING (-0.5807665 44.8385909, -0.5795645 44.8387448)",20,,,,,
8509101,Rue Verteuil,living_street,True,False,32.795,"LINESTRING (-0.5807665 44.8385909, -0.5806996 44.8383496, -0.5806939 44.8383288, -0.5806863 44.8383015)",20,,,,,
"[5117867, 8509101]","['Rue Castelmoron', 'Rue Verteuil']",living_street,True,False,89.06,"LINESTRING (-0.5802629 44.8390267, -0.5808661 44.8389505, -0.5807665 44.8385909)",20,,,,,
605920201,Rue Gensonné,living_street,True,False,45.982,"LINESTRING (-0.5802629 44.8390267, -0.5802722 44.8390613, -0.5803758 44.8394324)",20,,,,,
5117864,Rue de La Boétie,living_street,True,False,96.979,"LINESTRING (-0.5803758 44.8394324, -0.5814856 44.8392128, -0.5815172 44.8392264, -0.5815519 44.8392416)",20,,,,,
8509106,Rue Villeneuve,living_street,True,False,47.559,"LINESTRING (-0.5804817 44.8398108, -0.5798943 44.839908)",20,,,,,
8509108,Rue Gensonné,living_street,True,False,42.897,"LINESTRING (-0.5804817 44.8398108, -0.5803758 44.8394324)",20,,,,,
180549978,Rue Toulouse Lautrec,living_street,True,False,47.73,"LINESTRING (-0.5805872 44.8401874, -0.5799902 44.8402585)",20,,,,,
8509108,Rue Gensonné,living_street,True,False,42.693999999999996,"LINESTRING (-0.5805872 44.8401874, -0.5805766 44.8401514, -0.5804817 44.8398108)",20,,,,,
193882608,Rue de Cheverus,residential,True,False,54.909,"LINESTRING (-0.5756748 44.8382965, -0.5755956 44.8378059)",30,,,,,
8509116,Rue Tustal,residential,True,False,79.345,"LINESTRING (-0.5746705 44.8383409, -0.5747495 44.8383382, -0.5756243 44.8383004, -0.5756748 44.8382965)",,,,,,
26546052,Rue Tustal,living_street,True,False,30.352,"LINESTRING (-0.5746705 44.8383409, -0.5746155 44.8383552, -0.5744959 44.8384251, -0.5744318 44.8384637, -0.5743747 44.8385105)",,,,,,
8509115,Rue Guérin,residential,True,False,45.117,"LINESTRING (-0.574669 44.8379354, -0.5746717 44.8379703, -0.5746784 44.8381343, -0.5746706 44.8382882, -0.5746696 44.8383209, -0.5746705 44.8383409)",,,1,,,
23510383,Rue du Loup,residential,True,False,74.712,"LINESTRING (-0.574669 44.8379354, -0.5748402 44.8379312, -0.5749841 44.8379148, -0.5755956 44.8378059)",30,,,,,
44978157,Rue Louis Combes,living_street,True,False,29.119999999999997,"LINESTRING (-0.5753154 44.8410475, -0.5753348 44.8412326, -0.575342 44.8413087)",,3.8,,,,
"[44978157, 8509183]","['Rue Louis Combes', 'Rue Paul Painlevé']",living_street,True,False,94.638,"LINESTRING (-0.575342 44.8413087, -0.575395 44.8413976, -0.5754391 44.8416702, -0.5761125 44.8416192)",,"['3', '3.8']",,,,
25834976,Rue Guillaume Brochon,living_street,True,False,41.943,"LINESTRING (-0.5761125 44.8416192, -0.576059 44.8413436, -0.5760455 44.8412953, -0.5760317 44.8412465)",,6,,,,
1020532576,Rue du Docteur Albert Barraud,tertiary,True,False,62.376999999999995,"LINESTRING (-0.5862139 44.8446928, -0.5858545 44.844959, -0.5856773 44.8451048)",,,,,,
21372529,Cours Tournon,residential,True,False,83.35,"LINESTRING (-0.5770101 44.845156, -0.5761116 44.8452415, -0.5760742 44.8452451, -0.5759623 44.8452558)",,,1,,,
38977262,Rue Jean-Jacques Rousseau,residential,True,False,81.892,"LINESTRING (-0.5776523 44.8434027, -0.577781 44.8441335)",30,,,,,
181081272,Place des Grands Hommes,residential,True,False,30.594,"LINESTRING (-0.577885 44.842853, -0.5778299 44.8428229, -0.5777577 44.8427941, -0.5776817 44.842777, -0.5775971 44.8427672, -0.5775269 44.8427665)",30,,,,,
"[1021797840, 22793068]",Rue Huguerie,residential,True,False,146.635,"LINESTRING (-0.5798703 44.8446016, -0.5799322 44.8445917, -0.5816129 44.8443224, -0.5816857 44.844316)",30,,1,,,
47459532,Rue Lafaurie de Monbadon,tertiary,True,False,87.56,"LINESTRING (-0.5798703 44.8446016, -0.5798588 44.8445591, -0.5796817 44.8438256)",30,,1,,,
