osmid,oneway,name,highway,maxspeed,reversed,length,lanes,tunnel,geometry,junction,access,ref
123505201,True,Avenue Marcel Houël,secondary,50,False,18.137,,,"LINESTRING (4.8875414 45.6968496, 4.8877636 45.6968998)",,,
"[42764136, 80290719, 80293580, 661436687]",False,Rue Pasteur,tertiary,50,False,188.26099999999997,2,yes,"LINESTRING (4.8896263 45.6947558, 4.8894994 45.6947401, 4.8892056 45.6947037, 4.8884901 45.6946358, 4.8882587 45.6946305, 4.887973 45.694624, 4.8874396 45.6946031, 4.8872211 45.6946342)",,,
46418960,False,Rue Président Salvador Allende,unclassified,30,False,111.549,3,,"LINESTRING (4.8896263 45.6947558, 4.8897446 45.6947665, 4.8905186 45.6948367, 4.8910526 45.6948725)",,,
305449072,False,Route de Corbas,tertiary,30,True,145.76700000000002,2,,"LINESTRING (4.8896263 45.6947558, 4.8896545 45.6946667, 4.8897951 45.6942233, 4.889865 45.6940671, 4.8899108 45.6939119, 4.8899624 45.6937377, 4.8900193 45.6935486, 4.8900274 45.693513, 4.8900355 45.6934772)",,,
23386635,True,Rue Parmentier,unclassified,30,False,267.48199999999997,,,"LINESTRING (4.8889569 45.6971149, 4.8889681 45.6970268, 4.889429 45.695451, 4.889598 45.6948556, 4.8896263 45.6947558)",,,
175387621,False,Avenue Jacques Duclos,unclassified,,False,44.958,,,"LINESTRING (4.8889569 45.6971149, 4.8888451 45.6971014, 4.8883879 45.6970406)",,,
175387621,False,Avenue Jacques Duclos,unclassified,,True,100.386,,,"LINESTRING (4.8889569 45.6971149, 4.8891637 45.6971444, 4.8894163 45.6971804, 4.8902236 45.6972946)",,,
46418960,False,Rue Président Salvador Allende,unclassified,30,True,111.54899999999999,3,,"LINESTRING (4.8910526 45.6948725, 4.8905186 45.6948367, 4.8897446 45.6947665, 4.8896263 45.6947558)",,,
121760202,False,Rue Ethel et Julius Rosenberg,unclassified,,True,250.838,,,"LINESTRING (4.8910526 45.6948725, 4.891048 45.6950222, 4.891 45.6965687, 4.8909827 45.6971278)",,,
121760202,False,Rue Ethel et Julius Rosenberg,unclassified,,False,250.838,,,"LINESTRING (4.8909827 45.6971278, 4.891 45.6965687, 4.891048 45.6950222, 4.8910526 45.6948725)",,,
