osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,access
70979706,Rue de la Draille,residential,False,True,305.083,"LINESTRING (3.3240169 43.7337877, 3.3240576 43.7337895, 3.3252756 43.7338425, 3.3253797 43.7338176, 3.3254269 43.733761, 3.325469 43.7335624, 3.3254727 43.7333965, 3.3253362 43.7329015, 3.3252954 43.7327949, 3.3252032 43.7326492, 3.3250728 43.7325212, 3.3249026 43.7324447, 3.3248157 43.7324292, 3.3247252 43.7324264, 3.3245718 43.7324217)",,,,,
173026730,Avenue Henry de Fumel,primary,False,False,158.811,"LINESTRING (3.3240169 43.7337877, 3.3238502 43.7332863, 3.3237335 43.732926, 3.3237067 43.7328421, 3.3236888 43.7327862, 3.3236566 43.7326156, 3.3236638 43.7323888)",2,D 609,30,,
173026730,Avenue Henry de Fumel,primary,False,True,33.524,"LINESTRING (3.3240169 43.7337877, 3.3240829 43.7340057, 3.3241168 43.7340801)",2,D 609,30,,
70979713,Rue Fangouze,residential,False,False,23.494,"LINESTRING (3.3236638 43.7323888, 3.3239548 43.7324095)",,,,,
173026730,Avenue Henry de Fumel,primary,False,False,49.72,"LINESTRING (3.3236638 43.7323888, 3.3236854 43.7323073, 3.3237164 43.73219, 3.3237799 43.7319496)",2,D 609,30,,
173026730,Avenue Henry de Fumel,primary,False,True,158.81099999999998,"LINESTRING (3.3236638 43.7323888, 3.3236566 43.7326156, 3.3236888 43.7327862, 3.3237067 43.7328421, 3.3237335 43.732926, 3.3238502 43.7332863, 3.3240169 43.7337877)",2,D 609,30,,
173026730,Avenue Henry de Fumel,primary,False,False,49.699,"LINESTRING (3.3237799 43.7319496, 3.3239031 43.7315116)",2,D 609,30,,
179863261,Rue de la Broutarède,residential,False,False,22.82,"LINESTRING (3.3237799 43.7319496, 3.3240561 43.7319974)",,,,,
173026730,Avenue Henry de Fumel,primary,False,True,49.72,"LINESTRING (3.3237799 43.7319496, 3.3237164 43.73219, 3.3236854 43.7323073, 3.3236638 43.7323888)",2,D 609,30,,
70979692,Avenue Denfert Rochereau,primary,False,False,209.05099999999996,"LINESTRING (3.3240104 43.7310972, 3.3240243 43.7310309, 3.3240321 43.7309842, 3.3240753 43.7306379, 3.3241209 43.7302591, 3.3241488 43.7301465, 3.3242244 43.7299804, 3.3243117 43.7298541, 3.3243562 43.7298012, 3.3243888 43.7297625, 3.324435 43.7297078, 3.3244553 43.7296837, 3.3247629 43.729362, 3.3247736 43.7293468)",2,D 609,,,
173026730,Avenue Henry de Fumel,primary,False,True,46.879999999999995,"LINESTRING (3.3240104 43.7310972, 3.3239939 43.7311553, 3.3239854 43.7311881, 3.3239031 43.7315116)",2,D 609,30,,
"[179087664, 173028346, 179087655]",Pont de Lergue,secondary,False,False,58.894999999999996,"LINESTRING (3.3240104 43.7310972, 3.3239431 43.7310945, 3.323777 43.731088, 3.3234359 43.7310745, 3.3232785 43.7310683)",2,D 902,30,yes,
173028350,Pont de Vinas,tertiary,False,False,5.412,"LINESTRING (3.3244187 43.7282299, 3.3244773 43.7282059)",,,,,
"[173027864, 173028350, 173028351]",Pont de Vinas,tertiary,False,True,58.75,"LINESTRING (3.3244187 43.7282299, 3.3243922 43.7282405, 3.3243377 43.7282622, 3.323921 43.7284297, 3.3237853 43.7284934)",,,,yes,
179138309,Avenue du Général de Gaulle,primary,True,False,29.939,"LINESTRING (3.3244187 43.7282299, 3.3243365 43.7281172, 3.3242622 43.7279859)",,D 609,,,
179110476,Rue de l'Ancienne Poste,residential,True,False,51.243,"LINESTRING (3.3191679 43.7329101, 3.3187945 43.7325365)",,,,,
179138299,Avenue de la République,tertiary,False,True,56.800000000000004,"LINESTRING (3.3191679 43.7329101, 3.3193011 43.7330357, 3.3194481 43.7331744, 3.3194816 43.733206, 3.3196222 43.7332995)",2,,30,,
179857384,Boulevard du Général Leclerc,tertiary,False,False,44.567,"LINESTRING (3.3191679 43.7329101, 3.3190971 43.7329477, 3.3188091 43.7331007, 3.318721 43.7331475)",,,,,
"[1229880818, 1268941818, 950122510, 950122511]",Boulevard de la Liberté,tertiary,False,True,68.098,"LINESTRING (3.3191679 43.7329101, 3.3193048 43.7328359, 3.3194521 43.7327561, 3.3197135 43.7326146, 3.3198461 43.7325428)",,,,,
179110479,Rue du 4 Septembre,residential,False,True,77.543,"LINESTRING (3.318721 43.7331475, 3.3186665 43.7330963, 3.3181341 43.7325939)",,,,,
"[179857384, 493008747]",Boulevard du Général Leclerc,tertiary,False,False,100.72099999999999,"LINESTRING (3.318721 43.7331475, 3.3183493 43.7333369, 3.3179689 43.7334224, 3.3175818 43.7334963)",,,,,
179857384,Boulevard du Général Leclerc,tertiary,False,True,44.567,"LINESTRING (3.318721 43.7331475, 3.3188091 43.7331007, 3.3190971 43.7329477, 3.3191679 43.7329101)",,,,,
70979698,Boulevard Pasteur,secondary,True,False,83.03,"LINESTRING (3.3165928 43.7309413, 3.3168391 43.7308301, 3.3169389 43.7307859, 3.3169958 43.7307648, 3.3170494 43.73075, 3.3172736 43.7307067, 3.317546 43.7307017)",,D 902,,,
70979710,Rue Gambetta,residential,False,True,26.503,"LINESTRING (3.3165928 43.7309413, 3.316624 43.7309632, 3.3168237 43.7311115)",,,,,
"[173028347, 173028348, 173028349]",Pont de Fer,tertiary,True,False,40.589,"LINESTRING (3.3222267 43.7301275, 3.3222864 43.7300596, 3.3224525 43.7298551, 3.3224887 43.7298155)",,,,yes,
179857379,Boulevard Prosper Gély,secondary,True,False,146.229,"LINESTRING (3.3222267 43.7301275, 3.3222805 43.7301381, 3.3223978 43.7301611, 3.3225821 43.7302098, 3.3228504 43.7303153, 3.3230154 43.730463, 3.3231272 43.7307192, 3.3232057 43.7308832, 3.3232618 43.7310259, 3.3232678 43.7310411, 3.3232785 43.7310683)",1,D 902,30,,
"[173027864, 173028350, 173028351]",Pont de Vinas,tertiary,False,False,58.75,"LINESTRING (3.3237853 43.7284934, 3.323921 43.7284297, 3.3243377 43.7282622, 3.3243922 43.7282405, 3.3244187 43.7282299)",,,,yes,
305481736,Quai Vinas,tertiary,False,True,213.637,"LINESTRING (3.3237853 43.7284934, 3.3238197 43.7285927, 3.3238258 43.7287689, 3.3237587 43.7289819, 3.3237291 43.7290759, 3.3236342 43.7291941, 3.3234472 43.7294027, 3.3230765 43.7298308, 3.3229761 43.7298608, 3.3227546 43.7298624, 3.3225971 43.729846, 3.3224887 43.7298155)",,D 148E1,30,,
70979733,Boulevard Montalangue,tertiary,True,False,122.58900000000001,"LINESTRING (3.3232785 43.7310683, 3.3232561 43.7311078, 3.323118 43.731317, 3.3229835 43.7315278, 3.3229048 43.731639, 3.3228715 43.731704, 3.3228295 43.7317456, 3.322695 43.7317613, 3.3225605 43.731759, 3.3224542 43.7317429, 3.3223524 43.7317237)",1,,30,,
"[179087664, 173028346, 179087655]",Pont de Lergue,secondary,False,True,58.89500000000001,"LINESTRING (3.3232785 43.7310683, 3.3234359 43.7310745, 3.323777 43.731088, 3.3239431 43.7310945, 3.3240104 43.7310972)",2,D 902,30,yes,
"[768593558, 25491295]","[""Place de l'Hôtel de Ville"", 'Rue du 4 Septembre']",residential,False,False,62.56400000000001,"LINESTRING (3.3181341 43.7325939, 3.3180882 43.7325582, 3.3177673 43.7323094, 3.3177512 43.7322149, 3.3177985 43.7321441)",,,,,
179110479,Rue du 4 Septembre,residential,False,False,77.543,"LINESTRING (3.3181341 43.7325939, 3.3186665 43.7330963, 3.318721 43.7331475)",,,,,
493008749,Rue Eugène Taly,residential,True,False,50.617999999999995,"LINESTRING (3.3181341 43.7325939, 3.3178517 43.7327563, 3.3176412 43.7328774)",,,,,
"[179857387, 179110502]","[""Rue de l'Abbaye"", ""Place de l'Abbaye""]",residential,False,False,79.737,"LINESTRING (3.317549 43.7315671, 3.3177947 43.7314464, 3.3178684 43.7314286, 3.3179759 43.7314056, 3.318086 43.7314198, 3.3182578 43.7314837, 3.31844 43.731544)",,,,,
187672416,Rue Gambetta,residential,False,False,37.346000000000004,"LINESTRING (3.317549 43.7315671, 3.3174862 43.7315291, 3.3171926 43.7313515)",,,,,
"[187672416, 437427746]","['Rue Gambetta', ""Place de l'Hôtel de Ville""]",residential,False,True,70.706,"LINESTRING (3.317549 43.7315671, 3.3176515 43.7316431, 3.3177387 43.7317411, 3.3178054 43.7318643, 3.3178187 43.7320195, 3.3177985 43.7321441)",,,,,
"[792903572, 173028821]",Boulevard du Général Leclerc,tertiary,False,True,193.479,"LINESTRING (3.3161401 43.7339782, 3.3158618 43.7338106, 3.3157641 43.7337517, 3.3150215 43.7333044, 3.3147478 43.7331508, 3.3146138 43.7330724, 3.3144078 43.7329424, 3.3143605 43.7328963, 3.314308 43.7328528)",,D 35,,,
493008746,Avenue de Prémerlet,tertiary,False,False,163.734,"LINESTRING (3.3161401 43.7339782, 3.316242 43.7340372, 3.317263 43.7346285, 3.3177293 43.7349)",,D 35,,,
493008747,Boulevard du Général Leclerc,tertiary,False,True,128.461,"LINESTRING (3.3161401 43.7339782, 3.3161746 43.73396, 3.3162215 43.7339352, 3.316411 43.7338349, 3.3169543 43.7336499, 3.3175818 43.7334963)",,,,,
571723480,Avenue du Docteur Joseph Maury,tertiary,False,True,67.752,"LINESTRING (3.314308 43.7328528, 3.3146185 43.7327361, 3.3150078 43.7326089, 3.3150339 43.7325651)",2,D 35,,,
"[792903572, 173028821]",Boulevard du Général Leclerc,tertiary,False,False,193.47900000000004,"LINESTRING (3.314308 43.7328528, 3.3143605 43.7328963, 3.3144078 43.7329424, 3.3146138 43.7330724, 3.3147478 43.7331508, 3.3150215 43.7333044, 3.3157641 43.7337517, 3.3158618 43.7338106, 3.3161401 43.7339782)",,D 35,,,
173028819,Rue Boris Vian,tertiary,False,True,66.021,"LINESTRING (3.3150339 43.7325651, 3.3150239 43.7325052, 3.3147735 43.7322755, 3.3146461 43.7321634, 3.3145827 43.7321022, 3.3145708 43.7320847)",2,D 35,,,
179857394,Avenue du Docteur Joseph Maury,residential,False,True,90.44,"LINESTRING (3.3150339 43.7325651, 3.3150737 43.7325543, 3.315183 43.732524, 3.3156486 43.7323486, 3.3160399 43.7322017)",,,,,
571723480,Avenue du Docteur Joseph Maury,tertiary,False,False,67.752,"LINESTRING (3.3150339 43.7325651, 3.3150078 43.7326089, 3.3146185 43.7327361, 3.314308 43.7328528)",2,D 35,,,
70979698,Boulevard Pasteur,secondary,True,False,36.771,"LINESTRING (3.3155399 43.7315042, 3.3155855 43.7314786, 3.3158483 43.7313299, 3.3159003 43.7313004)",,D 902,,,
179110480,Rue Jean Cocteau,residential,False,True,87.46000000000001,"LINESTRING (3.3155399 43.7315042, 3.3155524 43.73152, 3.3160089 43.7321369, 3.3160297 43.7321718, 3.3160399 43.7322017)",,,,,
768686334,Place Joseph Galtier,residential,False,False,27.656999999999996,"LINESTRING (3.3163748 43.7321468, 3.3160921 43.7321994, 3.3160399 43.7322017)",,,,,
"[475266328, 475266329, 493008748, 792903573]",Allée de la Résistance,residential,False,True,130.22099999999998,"LINESTRING (3.3163748 43.7321468, 3.3163866 43.7321531, 3.3165594 43.7322543, 3.3168013 43.7323893, 3.3168625 43.7324235, 3.3171247 43.7325693, 3.3172922 43.7326698, 3.3176412 43.7328774)",,,,,
173028820,Allée de la Résistance,residential,False,True,59.177,"LINESTRING (3.3176412 43.7328774, 3.3180943 43.733152, 3.3181462 43.7331832, 3.3182016 43.7332225)",,,,,
"[475266328, 475266329, 493008748, 792903573]",Allée de la Résistance,residential,False,False,130.22099999999998,"LINESTRING (3.3176412 43.7328774, 3.3172922 43.7326698, 3.3171247 43.7325693, 3.3168625 43.7324235, 3.3168013 43.7323893, 3.3165594 43.7322543, 3.3163866 43.7321531, 3.3163748 43.7321468)",,,,,
398941774,Avenue Joseph Railhac,tertiary,False,True,140.095,"LINESTRING (3.3130857 43.732743, 3.3131527 43.7327125, 3.3144521 43.7321222, 3.314521 43.7320994, 3.3145708 43.7320847)",2,D 902,,,
492950875,Quai des Ormeaux,secondary,True,False,81.727,"LINESTRING (3.3188039 43.7305565, 3.3193643 43.7303977, 3.3197508 43.7302881)",1,D 902,,,
492950876,Rue de la République,residential,True,False,21.973999999999997,"LINESTRING (3.3188039 43.7305565, 3.3188303 43.7305995, 3.3189146 43.7307372)",,,,,
