osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,lanes,access
49861424,secondary,roundabout,True,False,9.068,"LINESTRING (4.9530483 45.6630667, 4.9530335 45.6630564, 4.9530153 45.6630371, 4.9530053 45.6630176, 4.9530018 45.6629946)",,,,
94523529,secondary,,False,False,28.491,"LINESTRING (4.9530483 45.6630667, 4.9529256 45.6631688, 4.95281 45.6632614)",Rue du 23 Août 1944,,,
"[1157941719, 281398818, 188492127]",unclassified,,True,False,100.06599999999999,"LINESTRING (4.9569684 45.6639973, 4.9570629 45.6640808, 4.9571655 45.6641792, 4.9573141 45.664265, 4.9573301 45.6642742, 4.9574728 45.6643658, 4.957782 45.6645549, 4.9578952 45.664616)","['Place de la République', 'Rue de la République']",30,,
281398811,residential,,False,True,36.46,"LINESTRING (4.9569684 45.6639973, 4.9568397 45.6638589, 4.9566955 45.663731)",Place de la République,30,,
1157941717,unclassified,,False,True,13.138,"LINESTRING (4.9569684 45.6639973, 4.9569008 45.6640253, 4.9568142 45.6640436)",Avenue Charles de Gaulle,30,,
188492130,unclassified,,False,True,87.589,"LINESTRING (4.9589292 45.6649051, 4.9588818 45.6648981, 4.9588451 45.6648927, 4.9585762 45.6648572, 4.9584177 45.6648251, 4.9582396 45.6647614, 4.9580541 45.664686, 4.9579747 45.664651, 4.9578952 45.664616)",Rue de la République,30,2,
562246422,residential,,False,False,126.802,"LINESTRING (4.9589292 45.6649051, 4.9589464 45.6647727, 4.9589552 45.6645783, 4.9589613 45.6642779, 4.9589647 45.6640849, 4.9589659 45.6640139, 4.9589681 45.6638849, 4.9589814 45.6637658)",Allée du Château,30,,
966155347,unclassified,,False,False,114.791,"LINESTRING (4.9589292 45.6649051, 4.9589841 45.6649133, 4.9590431 45.664922, 4.9594694 45.6650328, 4.9603067 45.6652745)",Rue Pasteur,30,,
1157941722,unclassified,,False,True,47.397000000000006,"LINESTRING (4.9589292 45.6649051, 4.9589181 45.6649997, 4.958874 45.6653296)",Route de Saint-Priest,30,,
25305969,secondary,,False,False,47.614,"LINESTRING (4.9538074 45.6598362, 4.9536364 45.6600514, 4.9535439 45.6601795, 4.9535294 45.6602167)",Rue de la Libération,50,,
25305969,secondary,,False,True,29.014,"LINESTRING (4.9538074 45.6598362, 4.953836 45.6597496, 4.9538362 45.6596357, 4.9538326 45.6595776)",Rue de la Libération,50,,
28647931,unclassified,,True,False,215.59999999999997,"LINESTRING (4.9560233 45.6629337, 4.955925 45.6629153, 4.9557865 45.6629023, 4.9555275 45.6629037, 4.9551427 45.6629261, 4.9545006 45.6629614, 4.9537417 45.6629537, 4.9534766 45.662951, 4.9533934 45.6629545, 4.9533179 45.6629662, 4.9532639 45.6629825)",Rue Jean-Jacques Rousseau,30,,
28647942,unclassified,,True,False,239.191,"LINESTRING (4.9560233 45.6629337, 4.9561463 45.662949, 4.956866 45.6630227, 4.9571074 45.6630426, 4.9573383 45.6630276, 4.9588814 45.6628938, 4.9590769 45.6628874)",Rue du 8 Mai 1945,30,,
300804705,residential,,False,False,105.559,"LINESTRING (4.9560233 45.6629337, 4.9560551 45.6630128, 4.9561147 45.6631819, 4.9562005 45.6633078, 4.9563124 45.6634576, 4.9564156 45.6635566, 4.9565404 45.6636362, 4.9566955 45.663731)",Rue du 11 Novembre 1918,30,,
300804705,residential,,False,True,22.0,"LINESTRING (4.9560233 45.6629337, 4.9560135 45.6628909, 4.9560141 45.6628648, 4.9560143 45.6627364)",Rue du 11 Novembre 1918,30,,
28653082,unclassified,,True,False,87.38,"LINESTRING (4.9518014 45.6594059, 4.951723 45.6593889, 4.9511611 45.6593905, 4.951053 45.6594119, 4.950717 45.6595168)",Rue Louis Blériot,,,
25305969,secondary,,False,False,29.014,"LINESTRING (4.9538326 45.6595776, 4.9538362 45.6596357, 4.953836 45.6597496, 4.9538074 45.6598362)",Rue de la Libération,50,,
28653082,unclassified,,True,False,168.39000000000001,"LINESTRING (4.9538326 45.6595776, 4.9537531 45.6595805, 4.9536467 45.6595769, 4.953458 45.6595668, 4.953196 45.6595672, 4.9527412 45.6595852, 4.9525646 45.6595953, 4.9522181 45.6596151, 4.9520924 45.6596049, 4.9519903 45.6595784, 4.9518937 45.659513, 4.9518262 45.6594386, 4.9518014 45.6594059)",Rue Louis Blériot,,,
28652933,unclassified,,False,True,115.82200000000002,"LINESTRING (4.9565333 45.6668466, 4.956536 45.6669681, 4.956531 45.6670165, 4.9565185 45.6671637, 4.9565005 45.6673773, 4.9564509 45.6675938, 4.9564357 45.6678133, 4.9564276 45.6678842)",Rue de l'Égalité,,2,
188337112,unclassified,,False,True,21.092,"LINESTRING (4.9565333 45.6668466, 4.9565336 45.6667413, 4.9565391 45.666657)",Rue de l'Égalité,,,
188337114,unclassified,,False,False,79.526,"LINESTRING (4.9565333 45.6668466, 4.9567504 45.6668512, 4.957038 45.6668456, 4.9572024 45.6667994, 4.9573542 45.6667049, 4.9574344 45.6666264)",Rue Fabian Martin,,2,
888089440,unclassified,,False,True,107.315,"LINESTRING (4.9565333 45.6668466, 4.9564245 45.6668428, 4.955636 45.6668172, 4.9553449 45.6668122, 4.9551574 45.6667848)",Rue Joanny Sage,,,
188337114,unclassified,,False,True,79.526,"LINESTRING (4.9574344 45.6666264, 4.9573542 45.6667049, 4.9572024 45.6667994, 4.957038 45.6668456, 4.9567504 45.6668512, 4.9565333 45.6668466)",Rue Fabian Martin,,2,
188451691,residential,,False,False,90.729,"LINESTRING (4.9574344 45.6666264, 4.9575926 45.6666272, 4.9580358 45.6666289, 4.9580969 45.6666151, 4.9581541 45.6666021, 4.9585959 45.6666009)",Rue Fabian Martin,,,
188451693,unclassified,,False,False,186.626,"LINESTRING (4.9574344 45.6666264, 4.957482 45.666548, 4.9575068 45.666246, 4.9575939 45.6656196, 4.9576195 45.6654392, 4.9576502 45.6652001, 4.9577392 45.6649683)",Rue du 19 Mars 1962,,2,
188492130,unclassified,,False,False,87.589,"LINESTRING (4.9578952 45.664616, 4.9579747 45.664651, 4.9580541 45.664686, 4.9582396 45.6647614, 4.9584177 45.6648251, 4.9585762 45.6648572, 4.9588451 45.6648927, 4.9588818 45.6648981, 4.9589292 45.6649051)",Rue de la République,30,2,
1157941721,unclassified,,False,True,41.093,"LINESTRING (4.9578952 45.664616, 4.9578411 45.6647029, 4.9577392 45.6649683)",Rue du 19 Mars 1962,,2,
28672940,residential,,False,True,109.499,"LINESTRING (4.961953 45.6671541, 4.9620059 45.6672554, 4.9620112 45.6673638, 4.9619962 45.6674494, 4.961938 45.6675549, 4.9618865 45.6676503, 4.9618723 45.6677237, 4.9619063 45.6678227, 4.9619737 45.6678981, 4.9620748 45.6679637, 4.9621424 45.6679894, 4.9622096 45.6680122)",Rue Einstein,,,
