osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,width
4942305,Avenue de Gadagne,primary,False,False,158.02299999999997,"LINESTRING (4.7866482 45.696966, 4.7866947 45.6970776, 4.7867232 45.6971462, 4.7867795 45.6972812, 4.7869087 45.6975913, 4.7870102 45.697842, 4.7870678 45.6979554, 4.7871191 45.698042, 4.7871657 45.6981111, 4.7873166 45.698303)",,,,,
"[1152412062, 42507454, 1152412063]",Rue des Martyrs,tertiary,False,False,188.85200000000003,"LINESTRING (4.7866482 45.696966, 4.7867594 45.6969397, 4.7868004 45.69693, 4.7868158 45.6969263, 4.7868625 45.6969024, 4.7869359 45.6968649, 4.7870251 45.6967207, 4.7871385 45.6966239, 4.7873641 45.6965918, 4.7877446 45.6965465, 4.7881188 45.6964569, 4.7881603 45.6964475, 4.7883281 45.6964097, 4.788554 45.6963587, 4.7886085 45.6963445, 4.788663 45.6963302, 4.7887719 45.6963017)",2,,,,
4942305,Avenue de Gadagne,primary,False,True,158.02300000000002,"LINESTRING (4.7873166 45.698303, 4.7871657 45.6981111, 4.7871191 45.698042, 4.7870678 45.6979554, 4.7870102 45.697842, 4.7869087 45.6975913, 4.7867795 45.6972812, 4.7867232 45.6971462, 4.7866947 45.6970776, 4.7866482 45.696966)",,,,,
1233237438,Avenue de Gadagne,primary,True,False,82.63,"LINESTRING (4.7873166 45.698303, 4.7874957 45.6984317, 4.7875989 45.6985117, 4.7877136 45.69859, 4.7878535 45.6986654, 4.7881002 45.698803)",,,,,
84529708,Avenue Georges Clemenceau,primary,False,True,9.84,"LINESTRING (4.7946086 45.6980242, 4.7946418 45.6981096)",2,D 486,50,,
5323328,Rue de la Fraternité,tertiary,False,False,64.163,"LINESTRING (4.7946086 45.6980242, 4.7946855 45.6980075, 4.7947695 45.6979893, 4.7952469 45.6978872, 4.7953991 45.6978565)",2,,30,,
1155805381,Avenue Georges Clemenceau,primary,False,False,187.68499999999997,"LINESTRING (4.7946086 45.6980242, 4.7945651 45.697912, 4.7945438 45.6978574, 4.7944745 45.6976825, 4.7943846 45.697458, 4.7943451 45.6973581, 4.7942596 45.6971449, 4.7939873 45.6964657, 4.7939602 45.6963982)",,D 486,30,,
65968028,Impasse Marius Chardon,residential,False,False,133.712,"LINESTRING (4.7986513 45.6980694, 4.7985473 45.6992697)",,,,,
150713891,Rue Francisque Darcieux,tertiary,False,True,177.062,"LINESTRING (4.7986513 45.6980694, 4.7984806 45.6979982, 4.7983773 45.6979225, 4.7980849 45.697507, 4.7978926 45.6972247, 4.7978289 45.6971521, 4.7977531 45.6970875, 4.7974225 45.696843, 4.7973537 45.6967944)",,,30,,
244155651,Avenue Georges Clemenceau,primary,False,True,22.058,"LINESTRING (4.7938492 45.6961267, 4.7939269 45.6963175)",,D 486,30,,
244155651,Avenue Georges Clemenceau,primary,False,False,7.771,"LINESTRING (4.7938492 45.6961267, 4.7938357 45.6960931, 4.7938222 45.6960594)",,D 486,30,,
42507452,Avenue Maréchal Foch,primary,False,False,109.493,"LINESTRING (4.7927455 45.6946453, 4.7925904 45.6945821, 4.7915327 45.6941433)",,D 486,30,,
42507457,Place Mathieu Jaboulay,tertiary,False,False,84.783,"LINESTRING (4.7927455 45.6946453, 4.7927255 45.6947064, 4.7925998 45.6952322, 4.792537 45.6953258, 4.7924915 45.6953806)",2,,30,,
240590214,Place Maréchal Joffre,secondary,False,True,65.218,"LINESTRING (4.7927455 45.6946453, 4.7927834 45.6945564, 4.7928144 45.6944887, 4.7930083 45.6942593, 4.7931042 45.6941181)",,,30,,
244155651,Avenue Georges Clemenceau,primary,False,True,32.279,"LINESTRING (4.7927455 45.6946453, 4.7929733 45.694739, 4.7930997 45.694797)",,D 486,30,,
1260681080,Rue de l'Égalité,tertiary,False,True,6.664,"LINESTRING (4.788499 45.6990284, 4.7884519 45.6990785)",2,,,,
175423134,Rue de l'Égalité,unclassified,False,False,143.97199999999998,"LINESTRING (4.788499 45.6990284, 4.7885524 45.6989852, 4.7885836 45.6989665, 4.7886222 45.6989427, 4.7886644 45.698926, 4.7887164 45.6989119, 4.7887821 45.698903, 4.7888582 45.6989002, 4.7889474 45.6989017, 4.7890145 45.6988988, 4.7890703 45.6988923, 4.7891429 45.698878, 4.7892148 45.698858, 4.7892559 45.6988426, 4.7893108 45.6988176, 4.7893586 45.6987906, 4.7894136 45.6987525, 4.7895184 45.698659, 4.7895853 45.6986034, 4.7897646 45.6984787, 4.7899962 45.698359)",,,,,
79379120,Avenue de Verdun,secondary,False,False,61.62,"LINESTRING (4.7947691 45.6913643, 4.7948554 45.6914965, 4.7950983 45.6918685)",,,30,,
141813128,Route de Charly,secondary,False,True,66.24,"LINESTRING (4.7947691 45.6913643, 4.7945175 45.691219, 4.7942426 45.6910362, 4.7941807 45.6909846, 4.7941465 45.6909587)",,,,,
5317172,,secondary,True,False,15.9,"LINESTRING (4.795075 45.6930419, 4.7951151 45.6930476, 4.7951507 45.6930618, 4.795178 45.6930831, 4.7951943 45.6931093, 4.795198 45.6931378)",,,30,roundabout,
79379120,Avenue de Verdun,secondary,False,True,134.841,"LINESTRING (4.795075 45.6930419, 4.7951045 45.6929606, 4.7951929 45.6927785, 4.7952466 45.6926184, 4.7952747 45.692491, 4.7952814 45.6923607, 4.7952533 45.692165, 4.7952251 45.69209, 4.7951621 45.6919823, 4.7950983 45.6918685)",,,30,,
5317172,,secondary,True,False,22.515,"LINESTRING (4.7949677 45.6931862, 4.7949482 45.6931607, 4.7949412 45.6931322, 4.7949477 45.6931036, 4.7949667 45.6930779, 4.7949965 45.6930578, 4.7950339 45.6930454, 4.795075 45.6930419)",,,30,roundabout,
5317173,Avenue de la République,secondary,False,False,96.11500000000001,"LINESTRING (4.7949677 45.6931862, 4.7948511 45.6932315, 4.7947535 45.6932694, 4.7942922 45.6934398, 4.7938497 45.6935516)",,,30,,
