osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,tunnel,bridge,junction
23401510,D 999,Rue Torteron,secondary,30,False,False,21.457,,"LINESTRING (-1.0942645 49.1145564, -1.0945591 49.1145636)",,,
812573486,D 999,,secondary,30,True,False,42.983,,"LINESTRING (-1.0942645 49.1145564, -1.0936961 49.1144515)",,,
989678223,,Rue Maréchal Leclerc,secondary,30,False,False,32.45,3,"LINESTRING (-1.0904522 49.1148992, -1.090007 49.1149149)",,,
32571966,,Rue Octave Feuillet,secondary,50,False,False,60.132000000000005,,"LINESTRING (-1.0904522 49.1148992, -1.0904418 49.1148091, -1.0903891 49.11436)",,,
285025282,D 999,Rue Havin,secondary,30,False,True,98.2,2,"LINESTRING (-1.0904522 49.1148992, -1.0904669 49.1148987, -1.0905747 49.1148949, -1.0916175 49.1148581, -1.0917995 49.1148517)",,,
23401511,,Rue de la Barque,residential,50,False,False,68.148,2,"LINESTRING (-1.0872865 49.1150108, -1.0872888 49.115055, -1.0872907 49.1150911, -1.0873134 49.1155192, -1.0873189 49.1156233)",,,
25454408,,Rue Maréchal Leclerc,secondary,30,False,False,159.35299999999998,2,"LINESTRING (-1.0872865 49.1150108, -1.0871192 49.1150167, -1.0852106 49.1150839, -1.0851002 49.1150878)",,,
25454408,,Rue Maréchal Leclerc,secondary,30,False,True,92.53099999999999,2,"LINESTRING (-1.0872865 49.1150108, -1.087461 49.1150046, -1.088423 49.1149707, -1.088556 49.114966)",,,
35486222,,Rue du Neufbourg,residential,50,False,False,89.94,2,"LINESTRING (-1.085787 49.1155902, -1.0867346 49.1156031, -1.0870225 49.1156071)",,,
35486222,,Rue du Neufbourg,residential,50,False,True,52.126,2,"LINESTRING (-1.085787 49.1155902, -1.0854682 49.1155904, -1.0850708 49.1155905)",,,
309382869,,Place Sainte-Croix,residential,50,False,False,61.205,,"LINESTRING (-1.085787 49.1155902, -1.0857923 49.1156572, -1.0858246 49.1160651, -1.0858305 49.1161399)",,,
35486222,,Rue du Neufbourg,residential,50,False,True,21.647,2,"LINESTRING (-1.0873189 49.1156233, -1.0870225 49.1156071)",,,
23401511,,Rue de la Barque,residential,50,False,True,68.14800000000001,2,"LINESTRING (-1.0873189 49.1156233, -1.0873134 49.1155192, -1.0872907 49.1150911, -1.0872888 49.115055, -1.0872865 49.1150108)",,,
35486222,,Rue du Neufbourg,residential,50,False,False,94.40899999999999,2,"LINESTRING (-1.0873189 49.1156233, -1.0878251 49.1156502, -1.0886138 49.1156301)",,,
"[37517194, 37517195, 30839539]",,Rue du Mouton,residential,50,False,True,76.568,,"LINESTRING (-1.0870392 49.1162955, -1.0870382 49.1162066, -1.0870205 49.1158421, -1.0870214 49.115731, -1.0870225 49.1156071)",yes,,
"[309382874, 309382871]",,Place du Champ de Mars,residential,30,False,True,118.919,2,"LINESTRING (-1.0870392 49.1162955, -1.087158 49.1162914, -1.087275 49.1162875, -1.0882625 49.116254, -1.0884771 49.1162562, -1.0886698 49.1162729)",,,
309382872,,Place du Champ de Mars,residential,30,False,False,86.958,2,"LINESTRING (-1.0870392 49.1162955, -1.0861991 49.116324, -1.0860123 49.1163303, -1.085846 49.116336)",,,
25023506,,Place du Champ de Mars,residential,30,False,True,79.209,2,"LINESTRING (-1.0859155 49.1172152, -1.0860335 49.1172161, -1.0863074 49.1172182, -1.0864537 49.1172194, -1.0865364 49.11722, -1.0866342 49.1172207, -1.0868444 49.1172223, -1.0870038 49.1172235)",,,
37555471,,Rue Vieillard de Boismartin,residential,50,False,False,40.629,,"LINESTRING (-1.0859155 49.1172152, -1.0859394 49.1174611, -1.0859559 49.1175796)",,,
37907582,,Rue de Viellard de Boismartin,residential,50,False,False,73.26400000000001,,"LINESTRING (-1.0859155 49.1172152, -1.0858695 49.1166335, -1.0858635 49.1165572)",,,
285028853,,Rue de la Laitière Normande,tertiary,30,False,True,11.446,,"LINESTRING (-1.0901784 49.1165775, -1.0901678 49.1164748)",,,
23406651,,Rue Beaucoudray,residential,30,False,False,116.50899999999999,,"LINESTRING (-1.0901784 49.1165775, -1.0899781 49.1165773, -1.0898599 49.1165772, -1.0896378 49.1165477, -1.0889697 49.116347, -1.088899 49.1163288, -1.0888001 49.1163033, -1.0886698 49.1162729)",,,
37907512,D 974,Rue des Noyers,secondary,,False,False,45.931,,"LINESTRING (-1.0901784 49.1165775, -1.0903636 49.1165777, -1.0908095 49.1165782)",,,
"[736559776, 309382849, 309382848]",D 974,Avenue de Verdun,secondary,30,False,True,301.384,,"LINESTRING (-1.0901784 49.1165775, -1.0901845 49.1166378, -1.0902246 49.1170455, -1.0902242 49.1172208, -1.0902053 49.1173128, -1.0901316 49.1174195, -1.0900028 49.1175291, -1.0899836 49.1175454, -1.0898049 49.11766, -1.0895412 49.1177743, -1.0891978 49.1178499, -1.0890015 49.1178678, -1.0885608 49.1179046, -1.0882485 49.1178494, -1.0879746 49.1177951, -1.0878477 49.117763, -1.0875726 49.1177457)",,,
25023499,,Rue de la Marne,tertiary,30,False,False,156.699,2,"LINESTRING (-1.085548 49.1135034, -1.085669 49.1134939, -1.0876855 49.113335)",,,
25023499,,Rue de la Marne,tertiary,30,False,True,62.804,2,"LINESTRING (-1.085548 49.1135034, -1.0854008 49.113515, -1.0846913 49.1135709)",,,
188468727,,Rue Bouloir,residential,,False,False,37.174,,"LINESTRING (-1.085548 49.1135034, -1.0855281 49.1134259, -1.0854634 49.1131737)",,,
25454407,,Rue Saint-Thomas,tertiary,30,False,False,25.608,2,"LINESTRING (-1.0918645 49.1138475, -1.0921804 49.1139489)",,,
24774691,,Rue Croix au Capel,residential,30,False,False,53.433,,"LINESTRING (-1.0918645 49.1138475, -1.091864 49.1139267, -1.091785 49.1140836, -1.0917661 49.1142097, -1.0917582 49.114319)",,,
"[989678226, 25454407]",,Rue Saint-Thomas,tertiary,30,False,True,119.226,2,"LINESTRING (-1.0918645 49.1138475, -1.0915478 49.1137495, -1.0912673 49.1136902, -1.0908866 49.1136368, -1.0905262 49.1135901, -1.0902954 49.113557)",,,
"[37492606, 25023511]",,"['Rue Monseigneur de Chivré', 'Rampe Dame Jeanne']",residential,30,False,False,109.48000000000002,2,"LINESTRING (-1.0917995 49.1148517, -1.0918524 49.1149151, -1.0919032 49.1149609, -1.0919793 49.1149861, -1.092086 49.1149918, -1.0923207 49.1149516, -1.0925457 49.1149223, -1.0927707 49.1149214, -1.0928717 49.1149337, -1.0929446 49.114967, -1.0930209 49.1150367, -1.0930391 49.115098)",,,
25023519,D 999,Rue Havin,secondary,30,False,True,117.102,2,"LINESTRING (-1.0917995 49.1148517, -1.0919958 49.1148448, -1.0922209 49.114839, -1.0924456 49.1148186, -1.0928587 49.114756, -1.09299 49.1147289, -1.0933341 49.1146578, -1.0933706 49.1146517)",,,
285025282,D 999,Rue Havin,secondary,30,False,False,98.2,2,"LINESTRING (-1.0917995 49.1148517, -1.0916175 49.1148581, -1.0905747 49.1148949, -1.0904669 49.1148987, -1.0904522 49.1148992)",,,
226265171,,Rue des 80 et 136 Territorial,secondary,50,False,False,252.357,,"LINESTRING (-1.0902954 49.113557, -1.0902858 49.1134716, -1.0902338 49.1129505, -1.0901764 49.1123751, -1.0900702 49.1112923)",,,
"[309382886, 309382887]",,Rue Octave Feuillet,secondary,50,False,True,55.635000000000005,,"LINESTRING (-1.0902954 49.113557, -1.0903122 49.1136512, -1.090329 49.1138252, -1.0903407 49.1139277, -1.0903554 49.1140557)",,,
"[309382897, 25023499]",,Rue de la Marne,tertiary,30,False,True,191.903,2,"LINESTRING (-1.0902954 49.113557, -1.0901052 49.1135373, -1.0896028 49.1134854, -1.0894529 49.1134699, -1.0893129 49.1134555, -1.0887607 49.1133984, -1.0885517 49.1133768, -1.0882065 49.1133412, -1.088002 49.1133298, -1.0876855 49.113335)",,,
"[989678226, 25454407]",,Rue Saint-Thomas,tertiary,30,False,False,119.22600000000001,2,"LINESTRING (-1.0902954 49.113557, -1.0905262 49.1135901, -1.0908866 49.1136368, -1.0912673 49.1136902, -1.0915478 49.1137495, -1.0918645 49.1138475)",,,
1241565070,D 999,,secondary,30,True,False,7.979,,"LINESTRING (-1.0935575 49.1146205, -1.0936663 49.1146117)",,,
26607103,,Rue Docteur Leturc,residential,50,True,False,71.592,,"LINESTRING (-1.0886138 49.1156301, -1.0886698 49.1162729)",,,
26607111,,Rue Docteur Leturc,residential,50,False,False,43.214,,"LINESTRING (-1.0886138 49.1156301, -1.08858 49.1152421)",,,
35486222,,Rue du Neufbourg,residential,50,False,True,94.40899999999999,2,"LINESTRING (-1.0886138 49.1156301, -1.0878251 49.1156502, -1.0873189 49.1156233)",,,
25454408,,Rue Maréchal Leclerc,secondary,30,False,False,92.53099999999999,2,"LINESTRING (-1.088556 49.114966, -1.088423 49.1149707, -1.087461 49.1150046, -1.0872865 49.1150108)",,,
25454408,,Rue Maréchal Leclerc,secondary,30,False,True,105.75899999999999,2,"LINESTRING (-1.088556 49.114966, -1.0886992 49.114961, -1.089861 49.11492, -1.089908 49.1149184, -1.090007 49.1149149)",,,
26607111,,Rue Docteur Leturc,residential,50,False,True,30.751,,"LINESTRING (-1.088556 49.114966, -1.0885633 49.1150496, -1.08858 49.1152421)",,,
153950645,,Rue Docteur Leturc,residential,50,True,False,29.215,1,"LINESTRING (-1.088556 49.114966, -1.0885486 49.114891, -1.0885303 49.1147038)",,,
989678223,,Rue Maréchal Leclerc,secondary,30,False,True,32.45,3,"LINESTRING (-1.090007 49.1149149, -1.0904522 49.1148992)",,,
"[25023507, 285028853]",,"['Rue de la Laitière Normande', 'Place du Général de Gaulle']",tertiary,30,False,False,173.847,,"LINESTRING (-1.090007 49.1149149, -1.0900189 49.1150307, -1.0900217 49.1150575, -1.0900532 49.1153634, -1.0900596 49.115425, -1.0900671 49.1154976, -1.0900779 49.1156023, -1.0900859 49.1156803, -1.0900971 49.1157885, -1.0901216 49.1160262, -1.0901606 49.1164048, -1.0901636 49.1164342, -1.0901678 49.1164748)",,,
25454408,,Rue Maréchal Leclerc,secondary,30,False,False,105.759,2,"LINESTRING (-1.090007 49.1149149, -1.089908 49.1149184, -1.089861 49.11492, -1.0886992 49.114961, -1.088556 49.114966)",,,
37492606,,Rue Monseigneur de Chivré,residential,30,False,True,49.977,2,"LINESTRING (-1.0929877 49.1155462, -1.0930365 49.1151209, -1.0930391 49.115098)",,,
37907511,,Rue Alfred Dusseaux,residential,30,False,True,44.089,,"LINESTRING (-1.0922403 49.1154983, -1.0922386 49.1154464, -1.0922262 49.1151019)",,,
"[317385593, 1132269177, 37907510]",,"['Rue A. Dusseaux', 'Rue Alfred Dusseaux', 'Rue du Château']",residential,30,True,False,172.90300000000002,1,"LINESTRING (-1.0922403 49.1154983, -1.0922459 49.1155632, -1.0922608 49.1157374, -1.0922799 49.1160552, -1.0923029 49.1161101, -1.0923987 49.1161355, -1.0925028 49.1161227, -1.0927121 49.1160887, -1.0931238 49.1160788, -1.0934179 49.1161034, -1.0935618 49.1161274, -1.0936998 49.1161736)",,,
26607099,,Rue Carnot,residential,30,True,False,21.585,1,"LINESTRING (-1.0953585 49.1154197, -1.0952186 49.1154338, -1.0950751 49.1154722)",,,
37907505,,Rue des Prés,residential,30,False,True,123.81300000000002,,"LINESTRING (-1.0953585 49.1154197, -1.0958228 49.1153886, -1.0963328 49.1153544, -1.0970508 49.1153062)",,,
37907505,,Rue des Prés,residential,30,False,False,123.81299999999999,,"LINESTRING (-1.0970508 49.1153062, -1.0963328 49.1153544, -1.0958228 49.1153886, -1.0953585 49.1154197)",,,
37907514,,Rue des 29e et 35e Divisions,residential,50,False,True,70.806,,"LINESTRING (-1.0849674 49.1183382, -1.0849472 49.1182848, -1.0847994 49.1177722, -1.0847844 49.1177129)",,,
314145486,D 974,Avenue de Verdun,secondary,50,False,False,88.662,2,"LINESTRING (-1.0849674 49.1183382, -1.0859251 49.1180838, -1.0860962 49.1180383)",,,
37555471,,Rue Vieillard de Boismartin,residential,50,False,True,52.159000000000006,,"LINESTRING (-1.0860962 49.1180383, -1.0860774 49.1180037, -1.0860385 49.1179033, -1.0859957 49.1177931, -1.0859559 49.1175796)",,,
314145486,D 974,Avenue de Verdun,secondary,50,False,False,113.424,2,"LINESTRING (-1.0860962 49.1180383, -1.0867555 49.1178632, -1.0868106 49.1178486, -1.0870204 49.1177929, -1.0871108 49.1177696, -1.0873379 49.1177492, -1.0875726 49.1177457)",,,
314145486,D 974,Avenue de Verdun,secondary,50,False,True,88.662,2,"LINESTRING (-1.0860962 49.1180383, -1.0859251 49.1180838, -1.0849674 49.1183382)",,,
37555973,,Rue du Mont Russel,residential,,False,False,227.46800000000002,2,"LINESTRING (-1.0875726 49.1177457, -1.0875479 49.1177846, -1.087474 49.1178517, -1.0873905 49.117918, -1.0872441 49.1179916, -1.0866304 49.1181492, -1.0862318 49.1182415, -1.0859561 49.1183425, -1.0858241 49.1184176, -1.0857297 49.1184951, -1.0856972 49.1185596, -1.0856883 49.1186253, -1.0857308 49.1186964, -1.0858245 49.1187982, -1.0859969 49.1189461, -1.0860412 49.118977, -1.0860783 49.118991)",,,
"[309382848, 309382849, 736559776]",D 974,Avenue de Verdun,secondary,30,False,False,301.384,,"LINESTRING (-1.0875726 49.1177457, -1.0878477 49.117763, -1.0879746 49.1177951, -1.0882485 49.1178494, -1.0885608 49.1179046, -1.0890015 49.1178678, -1.0891978 49.1178499, -1.0895412 49.1177743, -1.0898049 49.11766, -1.0899836 49.1175454, -1.0900028 49.1175291, -1.0901316 49.1174195, -1.0902053 49.1173128, -1.0902242 49.1172208, -1.0902246 49.1170455, -1.0901845 49.1166378, -1.0901784 49.1165775)",,,
314145486,D 974,Avenue de Verdun,secondary,50,False,True,113.424,2,"LINESTRING (-1.0875726 49.1177457, -1.0873379 49.1177492, -1.0871108 49.1177696, -1.0870204 49.1177929, -1.0868106 49.1178486, -1.0867555 49.1178632, -1.0860962 49.1180383)",,,
37930285,,Rue du Belle,residential,50,True,False,44.71,1,"LINESTRING (-1.0948311 49.1159815, -1.0953772 49.1159685, -1.095445 49.1159669)",,,
37907504,,Rue de la Chancellerie,residential,,True,False,61.171,1,"LINESTRING (-1.095445 49.1159669, -1.0953585 49.1154197)",,,
23406651,,Rue Beaucoudray,residential,30,False,True,116.509,,"LINESTRING (-1.0886698 49.1162729, -1.0888001 49.1163033, -1.088899 49.1163288, -1.0889697 49.116347, -1.0896378 49.1165477, -1.0898599 49.1165772, -1.0899781 49.1165773, -1.0901784 49.1165775)",,,
"[309382874, 309382871]",,Place du Champ de Mars,residential,30,False,False,118.919,2,"LINESTRING (-1.0886698 49.1162729, -1.0884771 49.1162562, -1.0882625 49.116254, -1.087275 49.1162875, -1.087158 49.1162914, -1.0870392 49.1162955)",,,
309382876,,Place du Champ de Mars,residential,30,False,True,100.42099999999999,2,"LINESTRING (-1.0886698 49.1162729, -1.0886852 49.1164237, -1.0887387 49.1171066, -1.0887386 49.1171404, -1.0887351 49.1171747)",,,
26607107,,Rue Le Verrier,residential,,False,False,55.94299999999999,,"LINESTRING (-1.0850708 49.1155905, -1.0850712 49.115564, -1.0850715 49.1155375, -1.0850959 49.1151619, -1.0850978 49.1151328, -1.0851002 49.1150878)",,,
35486222,,Rue du Neufbourg,residential,50,False,False,52.126,2,"LINESTRING (-1.0850708 49.1155905, -1.0854682 49.1155904, -1.085787 49.1155902)",,,
35486222,,Rue du Neufbourg,residential,50,False,True,40.43,2,"LINESTRING (-1.0850708 49.1155905, -1.0849756 49.1155906, -1.0846286 49.1155907, -1.0845153 49.1155908)",,,
35486222,,Rue du Neufbourg,residential,50,False,False,21.647,2,"LINESTRING (-1.0870225 49.1156071, -1.0873189 49.1156233)",,,
"[37517194, 30839539, 37517195]",,Rue du Mouton,residential,50,False,False,76.568,,"LINESTRING (-1.0870225 49.1156071, -1.0870214 49.115731, -1.0870205 49.1158421, -1.0870382 49.1162066, -1.0870392 49.1162955)",yes,,
35486222,,Rue du Neufbourg,residential,50,False,True,89.94,2,"LINESTRING (-1.0870225 49.1156071, -1.0867346 49.1156031, -1.085787 49.1155902)",,,
32571966,,Rue Octave Feuillet,secondary,50,False,True,33.925,,"LINESTRING (-1.0903554 49.1140557, -1.0903633 49.114124, -1.0903678 49.1141631, -1.0903737 49.1142149, -1.0903891 49.11436)",,,
35485824,,Rue Jean Dubois,residential,,False,False,134.165,,"LINESTRING (-1.0903554 49.1140557, -1.0902554 49.1140642, -1.0897691 49.1140461, -1.0893617 49.114031, -1.0893107 49.1140223, -1.088794 49.113934, -1.0885418 49.1138909)",,,
"[309382886, 309382887]",,Rue Octave Feuillet,secondary,50,False,False,55.635,,"LINESTRING (-1.0903554 49.1140557, -1.0903407 49.1139277, -1.090329 49.1138252, -1.0903122 49.1136512, -1.0902954 49.113557)",,,
32571966,,Rue Octave Feuillet,secondary,50,False,False,33.925,,"LINESTRING (-1.0903891 49.11436, -1.0903737 49.1142149, -1.0903678 49.1141631, -1.0903633 49.114124, -1.0903554 49.1140557)",,,
32571966,,Rue Octave Feuillet,secondary,50,False,True,60.132000000000005,,"LINESTRING (-1.0903891 49.11436, -1.0904418 49.1148091, -1.0904522 49.1148992)",,,
35485823,,Rue des Maréchaux,residential,30,True,False,99.751,1,"LINESTRING (-1.0903891 49.11436, -1.0904944 49.114357, -1.0917582 49.114319)",,,
25454407,,Rue Saint-Thomas,tertiary,30,False,True,93.231,2,"LINESTRING (-1.093318 49.1143343, -1.0921804 49.1139489)",,,
1111790604,,Rue Saint-Thomas,tertiary,30,False,False,9.057,2,"LINESTRING (-1.093318 49.1143343, -1.0934234 49.1143776)",,,
35341423,,Rue Valvidemesle,residential,50,False,False,24.339,,"LINESTRING (-1.093318 49.1143343, -1.0933697 49.1142642, -1.0934206 49.1142113, -1.0934987 49.1141517)",,,
358827793,,Rue Valvidemesle,residential,50,True,False,78.206,,"LINESTRING (-1.0936987 49.1140526, -1.0940004 49.113968, -1.0941941 49.1139167, -1.094325 49.1138787, -1.0945181 49.1138, -1.0946098 49.1137089)",,,
1111790605,,Rue Valvidemesle,residential,50,False,True,18.325,,"LINESTRING (-1.0936987 49.1140526, -1.0935719 49.1141067, -1.0934987 49.1141517)",,,
358827793,,Rue Valvidemesle,residential,50,True,False,33.825,,"LINESTRING (-1.0946098 49.1137089, -1.0947567 49.1134203)",,,
157112087,,Promenade des Perelles,residential,,False,False,235.233,,"LINESTRING (-1.0946098 49.1137089, -1.0947814 49.1137634, -1.0951837 49.1138196, -1.0956612 49.1138723, -1.0959616 49.1138618, -1.0964847 49.1138229, -1.0967108 49.1137844, -1.0969099 49.1137212, -1.0971573 49.1136595, -1.0974582 49.1135879, -1.0974851 49.1135457, -1.0973863 49.1134254)",,,
37907853,,Rue Elisabeth de Surville,residential,30,True,False,59.955999999999996,1,"LINESTRING (-1.0947567 49.1134203, -1.0948409 49.1132317, -1.0948445 49.1131366, -1.094807 49.1130348, -1.0948009 49.112892)",,,
157112086,,Rue des Perelles,residential,,False,False,185.917,,"LINESTRING (-1.0947567 49.1134203, -1.0949949 49.1134632, -1.0954395 49.1135387, -1.095924 49.1135563, -1.0963577 49.1135132, -1.096559 49.1134745, -1.097013 49.1133528, -1.0971686 49.1133212, -1.0972292 49.1133242)",,,
35341424,,Rue de la Harpe,residential,,True,False,74.093,1,"LINESTRING (-1.0947445 49.1122352, -1.094674 49.1122315, -1.0943484 49.1122146, -1.0937278 49.1122155)",,,
