osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,lanes
87083315,Rue du Beaujolais,residential,30,,False,True,86.486,"LINESTRING (4.748423 46.1076392, 4.7473689 46.1079054)",,
"[923779247, 87083319]",Rue de la Dombes,"['residential', 'living_street']","['20', '30']",,False,False,112.928,"LINESTRING (4.748423 46.1076392, 4.7482591 46.1072848, 4.7480373 46.1068052, 4.7479758 46.1066721)",,
87083319,Rue de la Dombes,residential,30,,False,True,85.153,"LINESTRING (4.748423 46.1076392, 4.7485044 46.1078573, 4.7485526 46.1079865, 4.7486996 46.1083806)",,
86923300,Rue Victor Hugo,tertiary,30,,False,False,12.383,"LINESTRING (4.7492201 46.1075693, 4.7491766 46.1074621)",D 109,
87083304,Rue David Comby,residential,30,,True,False,70.353,"LINESTRING (4.7492201 46.1075693, 4.7501013 46.1074048)",,
86923300,Rue Victor Hugo,tertiary,30,,False,True,76.768,"LINESTRING (4.7492201 46.1075693, 4.7493048 46.107778, 4.7493496 46.1078884, 4.7494897 46.1082339)",D 109,
87083297,Rue Martinière,residential,30,,False,False,200.949,"LINESTRING (4.7483287 46.1096851, 4.7486817 46.11026, 4.7488418 46.1105208, 4.7488856 46.1105902, 4.7489574 46.1107015, 4.7491323 46.1109687, 4.7492996 46.1112243, 4.7493258 46.1112875, 4.7493379 46.1113483)",,
923779267,Rue du Moulin,residential,30,,True,False,108.172,"LINESTRING (4.7483287 46.1096851, 4.7475846 46.1098129, 4.7475734 46.1098151, 4.7473297 46.1098639, 4.7469891 46.1099664)",,
923779268,Rue du Moulin,residential,30,,False,True,64.19,"LINESTRING (4.7483287 46.1096851, 4.7484509 46.1096579, 4.7488126 46.1095872, 4.748932 46.1095639, 4.7489738 46.1095557, 4.7491288 46.1095254)",,
87083301,Rue de la Tannerie,residential,30,,False,True,144.067,"LINESTRING (4.7502065 46.1115138, 4.7505023 46.1115414, 4.7509308 46.11147, 4.7511358 46.1113526, 4.7512336 46.1112152, 4.7513931 46.1107835)",,
87083306,Rue Paulin Bussières,residential,30,,False,False,69.44,"LINESTRING (4.7502065 46.1115138, 4.7501277 46.1114987, 4.7493379 46.1113483)",,
"[128328093, 923779262]",Rue des Villards,tertiary,30,,False,False,32.579,"LINESTRING (4.7502065 46.1115138, 4.7500776 46.1117332, 4.7500671 46.1117582, 4.7500456 46.1117843)",D 109,
86923294,Rue du Presbytère,residential,30,,False,False,16.676,"LINESTRING (4.7501013 46.1074048, 4.7500531 46.1072586)",,
86923294,Rue du Presbytère,residential,30,,False,True,61.729,"LINESTRING (4.7501013 46.1074048, 4.7501786 46.1075981, 4.75023 46.1077268, 4.7503102 46.1079407)",,
86923297,,secondary,,roundabout,True,False,24.422,"LINESTRING (4.7533892 46.1079518, 4.7533622 46.1078925, 4.7533611 46.1078525, 4.753385 46.1077924, 4.7534296 46.1077468)",,
923779250,Rue de la République,secondary,50,,False,True,126.00599999999999,"LINESTRING (4.7533892 46.1079518, 4.7532156 46.108021, 4.7527783 46.1081902, 4.752555 46.1082614, 4.7523084 46.1083267, 4.7519026 46.1084112)",D 37,
656496293,Avenue de Verdun,primary,30,,False,False,112.363,"LINESTRING (4.743824 46.1046505, 4.7434232 46.1046476, 4.7428536 46.1046306, 4.7424078 46.1045969, 4.7423709 46.1045905)",D 109,2
"[656496293, 656496294, 656496295]",Avenue de Verdun,primary,30,,False,True,48.301,"LINESTRING (4.743824 46.1046505, 4.7440284 46.1046567, 4.7441395 46.10466, 4.7444499 46.1046694)",D 109,2
103514272,Boulevard Joseph Rosselli,residential,,,False,True,156.083,"LINESTRING (4.7423417 46.1076181, 4.7425516 46.1075501, 4.7432793 46.1072823, 4.7437709 46.1070859, 4.743905 46.1070395, 4.7439996 46.1070151, 4.744141 46.1069786)",,
121815088,Rue d'Aiguerande,residential,30,,False,True,165.45000000000002,"LINESTRING (4.7423417 46.1076181, 4.7423177 46.1075522, 4.7419253 46.1064767, 4.7419835 46.1063778, 4.7419981 46.106353, 4.7421666 46.1062661, 4.7421947 46.1062415)",,
126843634,Route de Belleville,tertiary,,,False,True,110.554,"LINESTRING (4.7498102 46.1120703, 4.7505122 46.1122758, 4.7506437 46.1123476, 4.7509538 46.1126237)",D 109,
128328093,Rue des Villards,tertiary,,,False,True,36.615,"LINESTRING (4.7498102 46.1120703, 4.7500206 46.1118145, 4.7500456 46.1117843)",D 109,
235608502,Rue des Villards,tertiary,50,,False,False,100.134,"LINESTRING (4.7498102 46.1120703, 4.7492905 46.1127024, 4.749172 46.1128546)",D 69,
103514279,Rue Balloffet-Dury,residential,30,,False,True,125.029,"LINESTRING (4.7444499 46.1046694, 4.7444093 46.1051639, 4.7443251 46.1057903)",,
"[656496293, 656496294, 656496295]",Avenue de Verdun,primary,30,,False,False,48.301,"LINESTRING (4.7444499 46.1046694, 4.7441395 46.10466, 4.7440284 46.1046567, 4.743824 46.1046505)",D 109,2
"[656496306, 656496299, 656496302, 656496295]",Avenue de Verdun,primary,30,,False,True,247.48799999999994,"LINESTRING (4.7444499 46.1046694, 4.7446988 46.104682, 4.746129 46.1047225, 4.746416 46.1047169, 4.7466708 46.1046928, 4.7468361 46.1046463, 4.7468693 46.104637, 4.746915 46.104624, 4.7469983 46.1046002, 4.7470651 46.1045812, 4.7472582 46.1045682, 4.7474019 46.1045914, 4.7474268 46.1045954, 4.7474378 46.1045989, 4.7476008 46.1046515)",D 109,2
41940244,Rocade Nord de Belleville,primary,80,,False,False,66.083,"LINESTRING (4.7548061 46.1103446, 4.7548466 46.1102558, 4.7550643 46.1097779)",D 337,2
147538309,Chemin Sainte-Catherine,residential,,,False,False,351.4199999999999,"LINESTRING (4.7524068 46.1095162, 4.7522839 46.1097404, 4.7521341 46.1101319, 4.7519436 46.11058, 4.7518149 46.1109334, 4.7517291 46.1111937, 4.7516405 46.111283, 4.751257 46.111638, 4.7511547 46.1116836, 4.7509615 46.1117282, 4.7506799 46.1117691, 4.7504412 46.1117728, 4.7500456 46.1117843)",,
362550256,Rue du Canon Braque,residential,30,,False,False,36.705,"LINESTRING (4.7524068 46.1095162, 4.7522239 46.1094634, 4.7520107 46.1093397)",,
923779261,Chemin Sainte-Catherine,unclassified,,,True,False,209.51,"LINESTRING (4.7524068 46.1095162, 4.7525445 46.1095052, 4.7526813 46.1095285, 4.7534376 46.1097665, 4.7544314 46.1101505, 4.7546285 46.1102723, 4.7548061 46.1103446)",,
147538315,Impasse Balmont,residential,30,,False,True,147.059,"LINESTRING (4.7461872 46.1111983, 4.7460316 46.1113228, 4.7458922 46.1113954, 4.7457339 46.111492, 4.7456079 46.1115106, 4.7447147 46.1114102, 4.7444764 46.1114652)",,
"[147588547, 357240196]","['Chemin de Balmont', 'Rue de Balmont']",residential,30,,False,False,139.803,"LINESTRING (4.7461872 46.1111983, 4.7462462 46.1110867, 4.7463106 46.1108952, 4.7463347 46.110739, 4.7463278 46.110663, 4.7460604 46.1103219, 4.7458389 46.1100408)",,
87083306,Rue Paulin Bussières,residential,30,,False,True,32.181,"LINESTRING (4.7462996 46.1099495, 4.7465126 46.1101984)",,
87083306,Rue Paulin Bussières,residential,30,,False,False,51.547,"LINESTRING (4.7462996 46.1099495, 4.7462593 46.1099025, 4.7461694 46.1095459, 4.7461578 46.1094997)",,
147538344,Place du Monument,residential,30,,False,True,36.937,"LINESTRING (4.7462996 46.1099495, 4.7461353 46.1099821, 4.7458389 46.1100408)",,
87083306,Rue Paulin Bussières,residential,30,,False,False,62.513000000000005,"LINESTRING (4.7470284 46.110631, 4.7469388 46.110574, 4.7465126 46.1101984)",,
87083306,Rue Paulin Bussières,residential,30,,False,True,199.13299999999998,"LINESTRING (4.7470284 46.110631, 4.7475255 46.110933, 4.7476906 46.111018, 4.7481333 46.1111319, 4.7491816 46.1113193, 4.7493379 46.1113483)",,
357240196,Rue de Balmont,residential,30,,False,True,8.792,"LINESTRING (4.7457251 46.1100355, 4.7458389 46.1100408)",,
147538311,Impasse des Jardins Ardières,residential,30,,False,False,52.717,"LINESTRING (4.7457251 46.1100355, 4.7455278 46.1101617, 4.7452381 46.1103681)",,
357240196,Rue de Balmont,residential,30,,False,False,53.175,"LINESTRING (4.7457251 46.1100355, 4.7458125 46.1096154, 4.7458137 46.1096098, 4.7458145 46.1095617)",,
147538315,Impasse Balmont,residential,30,,False,False,147.05900000000003,"LINESTRING (4.7444764 46.1114652, 4.7447147 46.1114102, 4.7456079 46.1115106, 4.7457339 46.111492, 4.7458922 46.1113954, 4.7460316 46.1113228, 4.7461872 46.1111983)",,
128328093,Rue des Villards,tertiary,,,False,False,36.615,"LINESTRING (4.7500456 46.1117843, 4.7500206 46.1118145, 4.7498102 46.1120703)",D 109,
"[128328093, 923779262]",Rue des Villards,tertiary,30,,False,True,32.579,"LINESTRING (4.7500456 46.1117843, 4.7500671 46.1117582, 4.7500776 46.1117332, 4.7502065 46.1115138)",D 109,
147538309,Chemin Sainte-Catherine,residential,,,False,True,351.42,"LINESTRING (4.7500456 46.1117843, 4.7504412 46.1117728, 4.7506799 46.1117691, 4.7509615 46.1117282, 4.7511547 46.1116836, 4.751257 46.111638, 4.7516405 46.111283, 4.7517291 46.1111937, 4.7518149 46.1109334, 4.7519436 46.11058, 4.7521341 46.1101319, 4.7522839 46.1097404, 4.7524068 46.1095162)",,
147538311,Impasse des Jardins Ardières,residential,30,,False,True,52.717,"LINESTRING (4.7452381 46.1103681, 4.7455278 46.1101617, 4.7457251 46.1100355)",,
357240196,Rue de Balmont,residential,30,,False,False,8.792,"LINESTRING (4.7458389 46.1100408, 4.7457251 46.1100355)",,
147538344,Place du Monument,residential,30,,False,False,36.937,"LINESTRING (4.7458389 46.1100408, 4.7461353 46.1099821, 4.7462996 46.1099495)",,
"[147588547, 357240196]","['Chemin de Balmont', 'Rue de Balmont']",residential,30,,False,True,139.803,"LINESTRING (4.7458389 46.1100408, 4.7460604 46.1103219, 4.7463278 46.110663, 4.7463347 46.110739, 4.7463106 46.1108952, 4.7462462 46.1110867, 4.7461872 46.1111983)",,
126843634,Route de Belleville,tertiary,,,False,False,110.554,"LINESTRING (4.7509538 46.1126237, 4.7506437 46.1123476, 4.7505122 46.1122758, 4.7498102 46.1120703)",D 109,
147538459,Impasse du Cèdre,residential,,,False,True,144.163,"LINESTRING (4.7509538 46.1126237, 4.7520724 46.1124488, 4.7521743 46.1124451, 4.7522843 46.1124823, 4.7523379 46.1124916, 4.7527698 46.1124209)",,
147538459,Impasse du Cèdre,residential,,,False,False,144.163,"LINESTRING (4.7527698 46.1124209, 4.7523379 46.1124916, 4.7522843 46.1124823, 4.7521743 46.1124451, 4.7520724 46.1124488, 4.7509538 46.1126237)",,
86923309,Rue Balloffet-Dury,residential,,,False,False,304.324,"LINESTRING (4.7443679 46.1070386, 4.7444082 46.1070898, 4.7444388 46.1071287, 4.7444928 46.107181, 4.7445528 46.1072545, 4.7448615 46.1076272, 4.745065 46.1078712, 4.7451506 46.107975, 4.7452075 46.1080796, 4.7453457 46.1084325, 4.7454061 46.1085869, 4.7456282 46.1090938, 4.7456639 46.1091628, 4.7457629 46.1093845, 4.745808 46.1094968, 4.7458145 46.1095617)",,
86923335,Rond-Point du Parc Popy,residential,,roundabout,True,False,22.595,"LINESTRING (4.7443679 46.1070386, 4.7443532 46.1070471, 4.7443267 46.1070552, 4.7442769 46.1070603, 4.7442209 46.1070512, 4.7441793 46.1070315, 4.7441502 46.107003, 4.744141 46.1069786)",,
86923312,Avenue de Salzkotten,unclassified,,,False,True,28.863,"LINESTRING (4.7531387 46.1075834, 4.753348 46.107701, 4.7534296 46.1077468)",,
147588504,Rue du Vivier,residential,,,False,True,187.58800000000002,"LINESTRING (4.7531387 46.1075834, 4.7532174 46.1075131, 4.7546312 46.106251)",,
378272962,Avenue de Salzkotten,unclassified,30,,False,False,70.947,"LINESTRING (4.7531387 46.1075834, 4.7530797 46.1075473, 4.7528493 46.1074065, 4.7524417 46.1071668)",,
86923297,,secondary,,roundabout,True,False,36.129,"LINESTRING (4.7537891 46.1080017, 4.7537384 46.1080283, 4.7536527 46.108047, 4.7535673 46.1080451, 4.7534837 46.1080222, 4.7534438 46.1080013, 4.7533892 46.1079518)",,
86923318,Boulevard Joseph Rosselli,residential,30,,False,True,200.29,"LINESTRING (4.7469221 46.1064528, 4.7467146 46.1064917, 4.7466241 46.1065089, 4.7465448 46.1065236, 4.7446373 46.1068777, 4.7446077 46.1068838, 4.7444146 46.1069239)",,
147588542,Rue de l'Étang de Laly,residential,30,,False,False,69.419,"LINESTRING (4.7469221 46.1064528, 4.7469562 46.106524, 4.7471398 46.1069065, 4.7471857 46.1069755, 4.7472384 46.1070354)",,
848046954,Boulevard Joseph Rosselli,living_street,,,False,False,137.395,"LINESTRING (4.7469221 46.1064528, 4.7474691 46.1063459, 4.7484696 46.1061505, 4.7486374 46.1061175)",,
86923325,Rond-Point des Remparts,unclassified,30,roundabout,True,False,8.619,"LINESTRING (4.7515087 46.10682, 4.7514771 46.1068463, 4.751447 46.1068561, 4.751418 46.1068583)",,
378272995,Rue des Remparts,unclassified,30,,False,True,58.484,"LINESTRING (4.7515087 46.10682, 4.7516321 46.1068615, 4.7520456 46.1070005, 4.7521913 46.1070495)",,
"[923779246, 87083311]",Rue des Écoles,"['residential', 'living_street']","['20', '30']",,False,False,70.592,"LINESTRING (4.7472384 46.1070354, 4.7473882 46.1069346, 4.7475317 46.106838, 4.7477393 46.1067409, 4.7479758 46.1066721)",,
87083311,Rue des Écoles,residential,30,,False,True,35.33,"LINESTRING (4.7472384 46.1070354, 4.7471453 46.1071153, 4.7469726 46.1072939)",,
147588542,Rue de l'Étang de Laly,residential,30,,False,True,69.419,"LINESTRING (4.7472384 46.1070354, 4.7471857 46.1069755, 4.7471398 46.1069065, 4.7469562 46.106524, 4.7469221 46.1064528)",,
86923335,Rond-Point du Parc Popy,residential,,roundabout,True,False,19.169,"LINESTRING (4.744141 46.1069786, 4.7441365 46.1069663, 4.744142 46.1069316, 4.7441643 46.1069004, 4.7441988 46.1068771, 4.7442445 46.1068626, 4.7442755 46.1068594)",,
103514272,Boulevard Joseph Rosselli,residential,,,False,False,156.083,"LINESTRING (4.744141 46.1069786, 4.7439996 46.1070151, 4.743905 46.1070395, 4.7437709 46.1070859, 4.7432793 46.1072823, 4.7425516 46.1075501, 4.7423417 46.1076181)",,
86923294,Rue du Presbytère,residential,30,,False,True,62.817,"LINESTRING (4.7498067 46.1065294, 4.7498086 46.1066063, 4.7499841 46.1070789)",,
"[86923304, 923779245]",Rue des Remparts,"['unclassified', 'living_street']","['20', '30']",,False,False,78.442,"LINESTRING (4.7498067 46.1065294, 4.7495758 46.1065246, 4.7490187 46.1064546, 4.7489335 46.1064599, 4.7488025 46.1064818)",,
86923304,Rue des Remparts,unclassified,30,,False,True,120.538,"LINESTRING (4.7498067 46.1065294, 4.749927 46.1065439, 4.7513295 46.1067746)",,
147588504,Rue du Vivier,residential,,,False,False,187.58800000000002,"LINESTRING (4.7546312 46.106251, 4.7532174 46.1075131, 4.7531387 46.1075834)",,
41864086,Rond-Point d’Outry,primary,,roundabout,True,False,14.636,"LINESTRING (4.7548502 46.1085564, 4.7548736 46.1084851, 4.7549248 46.1084386)",,1
147588519,,secondary,,,True,False,103.07499999999999,"LINESTRING (4.7548502 46.1085564, 4.7547304 46.1084676, 4.7545695 46.1083839, 4.7542047 46.1082296, 4.7540388 46.1081424, 4.753966 46.1080827, 4.7538967 46.108055, 4.7537891 46.1080017)",D 37E,
86923318,Boulevard Joseph Rosselli,residential,30,,False,False,200.29,"LINESTRING (4.7444146 46.1069239, 4.7446077 46.1068838, 4.7446373 46.1068777, 4.7465448 46.1065236, 4.7466241 46.1065089, 4.7467146 46.1064917, 4.7469221 46.1064528)",,
86923335,Rond-Point du Parc Popy,residential,,roundabout,True,False,14.338,"LINESTRING (4.7444146 46.1069239, 4.7444205 46.1069322, 4.7444257 46.106967, 4.7444172 46.1069945, 4.7443918 46.1070247, 4.7443679 46.1070386)",,
389662368,Avenue du Port,secondary,70,,True,False,74.072,"LINESTRING (4.7541831 46.107129, 4.7539739 46.1074277, 4.7538574 46.1075929, 4.7538299 46.107632, 4.7537824 46.1077335)",D 37,
34177973,Rond-Point du Lycée,primary,50,roundabout,True,False,17.003999999999998,"LINESTRING (4.7476008 46.1046515, 4.7476324 46.1046244, 4.7476813 46.1045856, 4.7477657 46.1045539)",,
"[656496306, 656496299, 656496302, 656496295]",Avenue de Verdun,primary,30,,False,False,247.48800000000003,"LINESTRING (4.7476008 46.1046515, 4.7474378 46.1045989, 4.7474268 46.1045954, 4.7474019 46.1045914, 4.7472582 46.1045682, 4.7470651 46.1045812, 4.7469983 46.1046002, 4.746915 46.104624, 4.7468693 46.104637, 4.7468361 46.1046463, 4.7466708 46.1046928, 4.746416 46.1047169, 4.746129 46.1047225, 4.7446988 46.104682, 4.7444499 46.1046694)",D 109,2
86923288,,secondary,,,True,False,102.33500000000001,"LINESTRING (4.7538697 46.1079009, 4.7540321 46.1080313, 4.7541994 46.1081422, 4.754304 46.1082036, 4.7546929 46.1083746, 4.7547975 46.1084081, 4.7549248 46.1084386)",D 37E,
86923297,,secondary,,roundabout,True,False,13.149999999999999,"LINESTRING (4.7538697 46.1079009, 4.7538564 46.1079402, 4.7538355 46.1079622, 4.753807 46.1079922, 4.7537891 46.1080017)",,
147591639,,residential,30,,False,True,35.075,"LINESTRING (4.7425961 46.1063741, 4.7424674 46.1063648, 4.7422852 46.1062824, 4.7421947 46.1062415)",,
103514279,Rue Balloffet-Dury,residential,30,,False,False,125.029,"LINESTRING (4.7443251 46.1057903, 4.7444093 46.1051639, 4.7444499 46.1046694)",,
"[923779240, 103514279]",Rue Balloffet-Dury,residential,30,,False,True,119.03999999999999,"LINESTRING (4.7443251 46.1057903, 4.7442622 46.1065065, 4.7442719 46.1067649, 4.7442755 46.1068594)",,
147591636,Rue Élise Portal,residential,30,,False,False,276.085,"LINESTRING (4.7443251 46.1057903, 4.7438782 46.1059018, 4.7435966 46.1059944, 4.7433659 46.1060167, 4.7431004 46.1060167, 4.7429984 46.106, 4.7429287 46.105946, 4.7427785 46.1056414, 4.7424486 46.1053063, 4.7424298 46.1052505, 4.7423654 46.1046889, 4.7423709 46.1045905)",,
121815088,Rue d'Aiguerande,residential,30,,False,False,165.45,"LINESTRING (4.7421947 46.1062415, 4.7421666 46.1062661, 4.7419981 46.106353, 4.7419835 46.1063778, 4.7419253 46.1064767, 4.7423177 46.1075522, 4.7423417 46.1076181)",,
147591639,,residential,30,,False,False,35.075,"LINESTRING (4.7421947 46.1062415, 4.7422852 46.1062824, 4.7424674 46.1063648, 4.7425961 46.1063741)",,
147591636,Rue Élise Portal,residential,30,,False,True,276.085,"LINESTRING (4.7423709 46.1045905, 4.7423654 46.1046889, 4.7424298 46.1052505, 4.7424486 46.1053063, 4.7427785 46.1056414, 4.7429287 46.105946, 4.7429984 46.106, 4.7431004 46.1060167, 4.7433659 46.1060167, 4.7435966 46.1059944, 4.7438782 46.1059018, 4.7443251 46.1057903)",,
656496293,Avenue de Verdun,primary,30,,False,True,112.363,"LINESTRING (4.7423709 46.1045905, 4.7424078 46.1045969, 4.7428536 46.1046306, 4.7434232 46.1046476, 4.743824 46.1046505)",D 109,2
86923305,Avenue Benoît Raclet,unclassified,50,,False,True,37.659,"LINESTRING (4.7512065 46.1059523, 4.7512716 46.1060106, 4.7514349 46.1062043, 4.7514511 46.1062433)",,
386611861,Avenue Benoît Raclet,unclassified,,,True,False,21.479999999999997,"LINESTRING (4.7512065 46.1059523, 4.7510967 46.1058795, 4.7510035 46.10582)",,
253696433,Rue de la Brasserie,residential,30,,False,False,63.132000000000005,"LINESTRING (4.7491288 46.1095254, 4.749041 46.109297, 4.7489422 46.1090403, 4.7489178 46.1089768)",,
923779268,Rue du Moulin,residential,30,,False,False,64.19,"LINESTRING (4.7491288 46.1095254, 4.7489738 46.1095557, 4.748932 46.1095639, 4.7488126 46.1095872, 4.7484509 46.1096579, 4.7483287 46.1096851)",,
260350526,Boulevard Joseph Rosselli,residential,30,,True,False,130.937,"LINESTRING (4.7490666 46.1060414, 4.7494788 46.105938, 4.7496901 46.1058864, 4.7498701 46.1058614, 4.7500862 46.1058497, 4.750295 46.1058381, 4.7503694 46.1058264, 4.7504199 46.1058115, 4.7504991 46.1057765, 4.7505447 46.1057399, 4.7506103 46.105661)",,
848039696,Boulevard Joseph Rosselli,living_street,20,,False,True,34.153999999999996,"LINESTRING (4.7490666 46.1060414, 4.7487681 46.1060943, 4.7486374 46.1061175)",,
86923305,Avenue Benoît Raclet,unclassified,50,,False,False,13.74,"LINESTRING (4.7514996 46.1063622, 4.7514606 46.1062661, 4.7514511 46.1062433)",,
86923305,Avenue Benoît Raclet,unclassified,50,,False,True,41.16,"LINESTRING (4.7514996 46.1063622, 4.7515087 46.1064386, 4.7515116 46.1064635, 4.7514509 46.1067287)",,
378272962,Avenue de Salzkotten,unclassified,30,,False,True,70.947,"LINESTRING (4.7524417 46.1071668, 4.7528493 46.1074065, 4.7530797 46.1075473, 4.7531387 46.1075834)",,
923779259,Avenue de Salzkotten,unclassified,30,,False,False,23.409,"LINESTRING (4.7524417 46.1071668, 4.7523398 46.1071068, 4.7522991 46.1070911, 4.7521913 46.1070495)",,
923779260,Rue de la Blanchisserie,residential,50,,False,True,12.062999999999999,"LINESTRING (4.7524417 46.1071668, 4.7525172 46.1071042, 4.7525421 46.1070836)",,
25376658,Carrefour des Crus,primary,50,roundabout,True,False,21.021,"LINESTRING (4.7507904 46.1057976, 4.7507143 46.1057632, 4.750653 46.1057166, 4.7506103 46.105661)",,
260350525,Boulevard Joseph Rosselli,residential,30,,True,False,136.24699999999999,"LINESTRING (4.7507904 46.1057976, 4.7506503 46.1058464, 4.7504722 46.1058781, 4.7502878 46.1059063, 4.7499733 46.105928, 4.7495796 46.1059679, 4.7490666 46.1060414)",,
25376658,Carrefour des Crus,primary,50,roundabout,True,False,15.817,"LINESTRING (4.7506103 46.105661, 4.750588 46.1055915, 4.7505946 46.1055206)",,
86923320,Rue Pasteur,residential,30,,True,False,48.443,"LINESTRING (4.7472045 46.1086614, 4.7468189 46.1087335, 4.7465978 46.1087749)",,
294554311,Rue Burdiat,residential,30,,True,False,68.777,"LINESTRING (4.7472045 46.1086614, 4.747244 46.1087675, 4.7474275 46.1092603)",,
308849637,Impasse des Saules,residential,,,False,False,80.416,"LINESTRING (4.7482425 46.1126374, 4.7482393 46.1126939, 4.7487799 46.1127752, 4.749172 46.1128546)",,
235608502,Rue des Villards,tertiary,50,,False,True,100.134,"LINESTRING (4.749172 46.1128546, 4.7492905 46.1127024, 4.7498102 46.1120703)",D 69,
308849637,Impasse des Saules,residential,,,False,True,80.416,"LINESTRING (4.749172 46.1128546, 4.7487799 46.1127752, 4.7482393 46.1126939, 4.7482425 46.1126374)",,
87083306,Rue Paulin Bussières,residential,30,,False,False,32.181,"LINESTRING (4.7465126 46.1101984, 4.7462996 46.1099495)",,
87083306,Rue Paulin Bussières,residential,30,,False,True,62.513000000000005,"LINESTRING (4.7465126 46.1101984, 4.7469388 46.110574, 4.7470284 46.110631)",,
87083311,Rue des Écoles,residential,30,,False,False,35.33,"LINESTRING (4.7469726 46.1072939, 4.7471453 46.1071153, 4.7472384 46.1070354)",,
87083311,Rue des Écoles,residential,30,,False,True,95.913,"LINESTRING (4.7469726 46.1072939, 4.7468095 46.107474, 4.7466946 46.1076475, 4.7465859 46.107853, 4.7464884 46.1080834)",,
357240198,Rue du Mâconnais,residential,30,,False,False,74.746,"LINESTRING (4.7469726 46.1072939, 4.7470262 46.1073422, 4.7473689 46.1079054)",,
87083315,Rue du Beaujolais,residential,30,,False,False,86.486,"LINESTRING (4.7473689 46.1079054, 4.748423 46.1076392)",,
87083315,Rue du Beaujolais,residential,30,,False,True,57.159,"LINESTRING (4.7473689 46.1079054, 4.7466616 46.1080596)",,
357240198,Rue du Mâconnais,residential,30,,False,True,74.746,"LINESTRING (4.7473689 46.1079054, 4.7470262 46.1073422, 4.7469726 46.1072939)",,
378272482,Rue de la Blanchisserie,residential,50,,False,True,286.898,"LINESTRING (4.7525421 46.1070836, 4.7525828 46.1070498, 4.7529047 46.106601, 4.7529357 46.1065521, 4.7530774 46.1062841, 4.7532679 46.105966, 4.7532847 46.1058753, 4.7531667 46.1058248, 4.7529679 46.1058402, 4.7527213 46.1059026, 4.7523525 46.1059723, 4.7522333 46.1060278, 4.7521797 46.1060873, 4.7521515 46.1061096, 4.7520738 46.1061375, 4.751966 46.1061761, 4.7517556 46.1062475, 4.7516624 46.1062786)",,
923779260,Rue de la Blanchisserie,residential,50,,False,False,12.062999999999999,"LINESTRING (4.7525421 46.1070836, 4.7525172 46.1071042, 4.7524417 46.1071668)",,
86923294,Rue du Presbytère,residential,30,,False,False,13.225,"LINESTRING (4.7503591 46.1080547, 4.7503102 46.1079407)",,
923779256,Rue Pasteur,residential,30,,False,False,9.413,"LINESTRING (4.7503591 46.1080547, 4.750243 46.1080809)",,
87083315,Rue du Beaujolais,residential,30,,False,False,57.159,"LINESTRING (4.7466616 46.1080596, 4.7473689 46.1079054)",,
86923297,,secondary,,roundabout,True,False,12.196000000000002,"LINESTRING (4.7536396 46.1076931, 4.7536769 46.1076945, 4.7537348 46.107709, 4.7537824 46.1077335)",,
389662369,Avenue du Port,secondary,70,,True,False,75.686,"LINESTRING (4.7536396 46.1076931, 4.7537042 46.107601, 4.7537465 46.1075501, 4.7538377 46.1074407, 4.7539629 46.1073213, 4.7541831 46.107129)",D 37,
86923297,,secondary,,roundabout,True,False,20.913,"LINESTRING (4.7537824 46.1077335, 4.7538069 46.1077461, 4.7538563 46.1077982, 4.7538771 46.1078795, 4.7538697 46.1079009)",,
378272482,Rue de la Blanchisserie,residential,50,,False,False,286.898,"LINESTRING (4.7516624 46.1062786, 4.7517556 46.1062475, 4.751966 46.1061761, 4.7520738 46.1061375, 4.7521515 46.1061096, 4.7521797 46.1060873, 4.7522333 46.1060278, 4.7523525 46.1059723, 4.7527213 46.1059026, 4.7529679 46.1058402, 4.7531667 46.1058248, 4.7532847 46.1058753, 4.7532679 46.105966, 4.7530774 46.1062841, 4.7529357 46.1065521, 4.7529047 46.106601, 4.7525828 46.1070498, 4.7525421 46.1070836)",,
625136878,Rue de la Blanchisserie,residential,,,True,False,15.639,"LINESTRING (4.7516624 46.1062786, 4.7516017 46.1063142, 4.7514996 46.1063622)",,
86923305,Avenue Benoît Raclet,unclassified,50,,False,False,37.659,"LINESTRING (4.7514511 46.1062433, 4.7514349 46.1062043, 4.7512716 46.1060106, 4.7512065 46.1059523)",,
86923305,Avenue Benoît Raclet,unclassified,50,,False,True,13.74,"LINESTRING (4.7514511 46.1062433, 4.7514606 46.1062661, 4.7514996 46.1063622)",,
625136883,Rue de la Blanchisserie,residential,,,True,False,16.939,"LINESTRING (4.7514511 46.1062433, 4.7515561 46.1062714, 4.751607 46.1062779, 4.7516624 46.1062786)",,
87083299,Impasse de l'Hôpital,residential,30,,False,False,47.777,"LINESTRING (4.7468217 46.1095527, 4.7469891 46.1099664)",,
