osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,junction,access
155329450,True,D 317,Avenue Jean Jaurès,secondary,False,98.098,"LINESTRING (4.9589259 45.7708031, 4.9591534 45.7707786, 4.9601665 45.7709249)",,,,
"[219012401, 888690995]",False,D 317,Avenue Jean Jaurès,secondary,False,125.47200000000001,"LINESTRING (4.9589259 45.7708031, 4.9587126 45.770775, 4.9586226 45.7707631, 4.9584372 45.7707387, 4.957453 45.7706091, 4.9573363 45.7705937)","['2', '3']",50,,
"[838799196, 1066239150]",False,,Rue de la Fraternité,tertiary,True,142.254,"LINESTRING (4.9589259 45.7708031, 4.9587453 45.7709537, 4.958713 45.7709806, 4.9586203 45.7710579, 4.9584722 45.7711814, 4.9582143 45.7713963, 4.9581579 45.7714433, 4.9581176 45.7714769, 4.9576473 45.7717071)","['2', '3']",50,,
356209150,True,,,secondary,False,31.503,"LINESTRING (4.9601665 45.7709249, 4.9602258 45.7709103, 4.9604509 45.7709583, 4.9605378 45.7710029)",,50,roundabout,
8109687,False,D 317,Avenue Jean Jaurès,secondary,False,114.256,"LINESTRING (4.9605378 45.7710029, 4.960631 45.7710079, 4.9609662 45.7710258, 4.9612603 45.771032, 4.9616676 45.77103, 4.9617873 45.7710294, 4.9620089 45.7710181)",2,,,
356209150,True,,,secondary,False,16.971,"LINESTRING (4.9605378 45.7710029, 4.960527 45.7710765, 4.9604191 45.7710993)",,50,roundabout,
8109687,False,D 317,Avenue Jean Jaurès,secondary,False,58.007999999999996,"LINESTRING (4.9620089 45.7710181, 4.9621188 45.7710106, 4.9623286 45.7709963, 4.9625354 45.7709821, 4.9626243 45.7709777, 4.9626751 45.7709751, 4.9627537 45.7709712)",2,,,
8109687,False,D 317,Avenue Jean Jaurès,secondary,True,114.256,"LINESTRING (4.9620089 45.7710181, 4.9617873 45.7710294, 4.9616676 45.77103, 4.9612603 45.771032, 4.9609662 45.7710258, 4.960631 45.7710079, 4.9605378 45.7710029)",2,,,
155329444,False,,Avenue Alexandre Godard,residential,False,129.04299999999998,"LINESTRING (4.9620089 45.7710181, 4.9619948 45.7711183, 4.9618808 45.7719314, 4.9618469 45.7721731)",,30,,
8109687,False,D 317,Avenue Jean Jaurès,secondary,True,43.852,"LINESTRING (4.963319 45.7709646, 4.9627537 45.7709712)",2,,,
8109687,False,D 317,Avenue Jean Jaurès,secondary,False,97.16,"LINESTRING (4.963319 45.7709646, 4.9634032 45.7709783, 4.9635856 45.771008, 4.9639572 45.7710618, 4.9645418 45.7711541)",2,,,
93097825,False,,Rue Parmentier,residential,False,154.97,"LINESTRING (4.9664354 45.7713796, 4.9666834 45.7699967)",,,,
8109687,False,D 317,Avenue Jean Jaurès,secondary,False,92.959,"LINESTRING (4.9664354 45.7713796, 4.966774 45.7714265, 4.9674774 45.771559, 4.9675978 45.7715817)",2,,,
8109687,False,D 317,Avenue Jean Jaurès,secondary,True,70.562,"LINESTRING (4.9664354 45.7713796, 4.9662623 45.7713611, 4.9658073 45.7713126, 4.9655361 45.7712837)",2,,,
8109687,False,D 317,Avenue Jean Jaurès,secondary,True,92.959,"LINESTRING (4.9675978 45.7715817, 4.9674774 45.771559, 4.966774 45.7714265, 4.9664354 45.7713796)",2,,,
8109689,True,D 317,Avenue Jean Jaurès,secondary,False,27.36,"LINESTRING (4.9675978 45.7715817, 4.9677905 45.7715729, 4.9679498 45.7715656)",,,,
559220781,False,,Rue de l'Égalité,unclassified,True,10.629,"LINESTRING (4.9679498 45.7715656, 4.9679334 45.7716605)",,,,
22701141,False,,Rue de l'Égalité,unclassified,False,175.502,"LINESTRING (4.9679498 45.7715656, 4.9679564 45.7714587, 4.9679252 45.7713261, 4.9678805 45.7711358, 4.9677776 45.7708554, 4.9676653 45.7706066, 4.9675719 45.7703998, 4.9675015 45.770026)",,,,
559220781,False,,Rue de l'Égalité,unclassified,False,10.629,"LINESTRING (4.9679334 45.7716605, 4.9679498 45.7715656)",,,,
334337393,True,D 317,Avenue Jean Jaurès,secondary,False,27.465,"LINESTRING (4.9679334 45.7716605, 4.9677813 45.7716248, 4.9675978 45.7715817)",,,,
"[492141040, 492141043]",False,,Rue Georges Bizet,unclassified,True,50.45,"LINESTRING (4.9679334 45.7716605, 4.9679083 45.7717459, 4.9678316 45.7721085)",,,,
22690076,False,,Rue Marat,residential,False,162.763,"LINESTRING (4.9573363 45.7705937, 4.9573642 45.7704839, 4.9575607 45.7696057, 4.9576562 45.7691471)",,30,,
"[219012401, 888690995]",False,D 317,Avenue Jean Jaurès,secondary,True,125.47200000000001,"LINESTRING (4.9573363 45.7705937, 4.957453 45.7706091, 4.9584372 45.7707387, 4.9586226 45.7707631, 4.9587126 45.770775, 4.9589259 45.7708031)","['2', '3']",50,,
22690076,False,,Rue Marat,residential,True,162.763,"LINESTRING (4.9576562 45.7691471, 4.9575607 45.7696057, 4.9573642 45.7704839, 4.9573363 45.7705937)",,30,,
22701141,False,,Rue de l'Égalité,unclassified,True,76.52499999999999,"LINESTRING (4.9674061 45.7693418, 4.967419 45.7694387, 4.9674269 45.769498, 4.967446 45.7695948, 4.9674857 45.7698023, 4.9675023 45.7699171, 4.9675015 45.770026)",,,,
155329458,False,,Chemin de la Berthaudière,residential,False,163.762,"LINESTRING (4.9678316 45.7721085, 4.9679246 45.7721553, 4.9693896 45.7728925, 4.96945 45.7729389, 4.9695035 45.7729982)",,,,
"[492141040, 492141043]",False,,Rue Georges Bizet,unclassified,False,50.45,"LINESTRING (4.9678316 45.7721085, 4.9679083 45.7717459, 4.9679334 45.7716605)",,,,
492141043,False,,Rue Georges Bizet,unclassified,True,113.634,"LINESTRING (4.9678316 45.7721085, 4.9677811 45.7723318, 4.9676856 45.7727621, 4.9676065 45.7731183)",,,,
8109687,False,D 317,Avenue Jean Jaurès,secondary,False,43.852,"LINESTRING (4.9627537 45.7709712, 4.963319 45.7709646)",2,,,
8109687,False,D 317,Avenue Jean Jaurès,secondary,True,58.008,"LINESTRING (4.9627537 45.7709712, 4.9626751 45.7709751, 4.9626243 45.7709777, 4.9625354 45.7709821, 4.9623286 45.7709963, 4.9621188 45.7710106, 4.9620089 45.7710181)",2,,,
1245019561,False,,Avenue Silvin,residential,True,40.715,"LINESTRING (4.9627537 45.7709712, 4.9627565 45.7709366, 4.9627593 45.770901, 4.9627829 45.7706056)",,,,
"[92940837, 492141047]",False,,Rue Georges Bizet,unclassified,False,139.036,"LINESTRING (4.9670815 45.7755266, 4.9670991 45.7753999, 4.9671122 45.7753438, 4.9671598 45.7751408, 4.9671769 45.775055, 4.9672494 45.7747266, 4.9673478 45.7742903)",,,,
92940837,False,,Rue Georges Bizet,unclassified,True,183.563,"LINESTRING (4.9670815 45.7755266, 4.9670643 45.7755955, 4.9670574 45.7756485, 4.967021 45.775928, 4.9669792 45.7763594, 4.9669732 45.7763989, 4.9669076 45.7766855, 4.9668928 45.7767886, 4.9669009 45.7768795, 4.9668718 45.7770032, 4.9668548 45.7770282, 4.9668388 45.7770544, 4.9668145 45.7770876, 4.9667767 45.7771321, 4.96675 45.7771378)",,,,
147708628,False,,Avenue Édouard Herriot,unclassified,False,143.30000000000004,"LINESTRING (4.9670815 45.7755266, 4.9672122 45.7755396, 4.9672894 45.7755472, 4.9675171 45.77557, 4.9677228 45.7755878, 4.9679312 45.7756008, 4.9681164 45.7756094, 4.9682067 45.7756101, 4.9682779 45.7756106, 4.9683001 45.7756108, 4.9685555 45.7756011, 4.968662 45.775597, 4.9688669 45.7755818, 4.9689195 45.7755755)",,,,
155329456,False,,Avenue Édouard Herriot,unclassified,True,210.70100000000008,"LINESTRING (4.9670815 45.7755266, 4.9668957 45.7754908, 4.9668116 45.7754726, 4.966666 45.775441, 4.9664554 45.7753934, 4.9662376 45.7753403, 4.966092 45.7753, 4.9659022 45.7752633, 4.965853 45.7752506, 4.9657715 45.7752264, 4.9655217 45.7751405, 4.9652384 45.7750228, 4.9649927 45.7749134, 4.9649028 45.774874, 4.9647882 45.7748243, 4.9646944 45.7747828, 4.9646275 45.7747465)",2,50,,yes
348713813,True,,Rue du Sablon,residential,False,401.671,"LINESTRING (4.9572314 45.7727777, 4.9573259 45.7727925, 4.9580025 45.7731912, 4.9585684 45.7735305, 4.9595908 45.7741268, 4.9601337 45.7744187, 4.9605854 45.7746368, 4.9610614 45.7748658, 4.9611613 45.7749073, 4.9613252 45.7749716)",,30,,
92940837,False,,Rue Georges Bizet,unclassified,False,183.563,"LINESTRING (4.96675 45.7771378, 4.9667767 45.7771321, 4.9668145 45.7770876, 4.9668388 45.7770544, 4.9668548 45.7770282, 4.9668718 45.7770032, 4.9669009 45.7768795, 4.9668928 45.7767886, 4.9669076 45.7766855, 4.9669732 45.7763989, 4.9669792 45.7763594, 4.967021 45.775928, 4.9670574 45.7756485, 4.9670643 45.7755955, 4.9670815 45.7755266)",,,,
155329444,False,,Avenue Alexandre Godard,residential,False,61.992000000000004,"LINESTRING (4.9618469 45.7721731, 4.9617982 45.7723759, 4.9617475 45.772726)",,30,,
155329444,False,,Avenue Alexandre Godard,residential,True,129.043,"LINESTRING (4.9618469 45.7721731, 4.9618808 45.7719314, 4.9619948 45.7711183, 4.9620089 45.7710181)",,30,,
155329456,False,,Avenue Édouard Herriot,unclassified,False,137.776,"LINESTRING (4.9618469 45.7721731, 4.9619741 45.7723539, 4.962247 45.772664, 4.9624608 45.7729263, 4.9625503 45.7730319, 4.9627092 45.7732553)",2,50,,yes
155329456,False,,Avenue Édouard Herriot,unclassified,True,165.358,"LINESTRING (4.9618469 45.7721731, 4.9616979 45.7719653, 4.9615696 45.771825, 4.961372 45.771662, 4.9613057 45.7716081, 4.9612131 45.7715328, 4.9610629 45.7714326, 4.9610251 45.7714074, 4.9608546 45.7713164, 4.9605898 45.7711792, 4.9604191 45.7710993)",2,50,,yes
155329444,False,,Avenue Alexandre Godard,residential,False,252.17399999999995,"LINESTRING (4.9617475 45.772726, 4.9617436 45.7727592, 4.9617034 45.7730998, 4.9616476 45.7735231, 4.9616238 45.7736507, 4.9615845 45.7739428, 4.9615616 45.7741133, 4.9615581 45.7741243, 4.9614313 45.7745205, 4.9613607 45.7748396, 4.9613529 45.7748686, 4.9613332 45.7749416, 4.9613252 45.7749716)",,30,,
155329444,False,,Avenue Alexandre Godard,residential,True,61.992000000000004,"LINESTRING (4.9617475 45.772726, 4.9617982 45.7723759, 4.9618469 45.7721731)",,30,,
155329454,False,,Avenue Léon Tolstoï,residential,False,102.456,"LINESTRING (4.9617475 45.772726, 4.9616641 45.7726995, 4.9604968 45.7724305)",,,,
155329444,False,,Avenue Alexandre Godard,residential,False,65.201,"LINESTRING (4.9613252 45.7749716, 4.9613212 45.7749861, 4.9613153 45.7750081, 4.9613006 45.7750451, 4.9612231 45.7753748, 4.9611821 45.7755492)",,30,,
155329444,False,,Avenue Alexandre Godard,residential,True,252.174,"LINESTRING (4.9613252 45.7749716, 4.9613332 45.7749416, 4.9613529 45.7748686, 4.9613607 45.7748396, 4.9614313 45.7745205, 4.9615581 45.7741243, 4.9615616 45.7741133, 4.9615845 45.7739428, 4.9616238 45.7736507, 4.9616476 45.7735231, 4.9617034 45.7730998, 4.9617436 45.7727592, 4.9617475 45.772726)",,30,,
348713813,True,,Rue du Sablon,residential,False,175.416,"LINESTRING (4.9613252 45.7749716, 4.9615974 45.7750748, 4.9619431 45.775197, 4.9625992 45.7754605, 4.9629917 45.7756154, 4.9633012 45.7757386)",,30,,
155329454,False,,Avenue Léon Tolstoï,residential,True,18.57,"LINESTRING (4.9576473 45.7717071, 4.9578534 45.7717921)",,,,
838799196,False,,Rue de la Fraternité,tertiary,True,22.456,"LINESTRING (4.9576473 45.7717071, 4.9574536 45.7718572)",2,50,,
"[838799196, 1066239150]",False,,Rue de la Fraternité,tertiary,False,142.254,"LINESTRING (4.9576473 45.7717071, 4.9581176 45.7714769, 4.9581579 45.7714433, 4.9582143 45.7713963, 4.9584722 45.7711814, 4.9586203 45.7710579, 4.958713 45.7709806, 4.9587453 45.7709537, 4.9589259 45.7708031)","['2', '3']",50,,
