osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,junction,access,width,bridge
1022787644,Rue de l'Europe,residential,30,False,False,6.413,,,"LINESTRING (1.4935046 43.6095882, 1.4934969 43.6096456)",,,,
"[760532107, 760532108]",Avenue de Toulouse,secondary,50,True,False,32.165000000000006,"['1', '2']",M 50,"LINESTRING (1.4935046 43.6095882, 1.4936395 43.6096003, 1.493802 43.6096149, 1.4939011 43.6096237)",,,,
30775060,Avenue de Toulouse,secondary,50,True,False,14.449,1,M 50,"LINESTRING (1.4939011 43.6096237, 1.4940794 43.6096385)",,,,
760532110,Rue des Baléares,residential,30,False,False,6.009,,,"LINESTRING (1.4939011 43.6096237, 1.4938916 43.6096773)",,,,
30775060,Avenue de Toulouse,secondary,50,True,False,13.124,1,M 50,"LINESTRING (1.4940794 43.6096385, 1.4942331 43.6096778)",,,,
760532109,Rue des Lilas,residential,30,False,True,5.538,,,"LINESTRING (1.4940794 43.6096385, 1.4940696 43.6096878)",,,,
760532109,Rue des Lilas,residential,30,False,False,63.848000000000006,,,"LINESTRING (1.4940794 43.6096385, 1.4940816 43.6096183, 1.4940886 43.6095777, 1.494091 43.6095591, 1.494165 43.6091355, 1.4941731 43.6090684)",,,,
"[384009458, 30775058]",Avenue de Toulouse,secondary,30,False,False,115.095,2,M 50,"LINESTRING (1.4961023 43.6098196, 1.4964959 43.6098488, 1.4969175 43.6098803, 1.4971487 43.609893, 1.4972737 43.6098957, 1.4973547 43.6098955, 1.4973983 43.6098943, 1.4975264 43.6098869)",,,,
"[384009458, 384009459]",Avenue de Toulouse,secondary,30,False,True,41.781,2,M 50,"LINESTRING (1.4961023 43.6098196, 1.4959244 43.6098052, 1.4955862 43.6097803)",,,,
"[23553121, 384009466]",Rue Saint-Jean,tertiary,30,False,False,84.173,"['2', '3']",M 64d,"LINESTRING (1.4961023 43.6098196, 1.4960981 43.6098534, 1.496083 43.6098841, 1.4960648 43.6099225, 1.4960427 43.6099714, 1.4960049 43.610055, 1.4958293 43.6103738, 1.4958011 43.6104271, 1.4957819 43.6104619, 1.4957427 43.6105288)",,,,
524087700,Rond-Point Als Cambiots,secondary,30,True,False,3.5380000000000003,,,"LINESTRING (1.5028888 43.6097516, 1.5029 43.6097379, 1.5029144 43.6097259)",roundabout,,,
524087700,Rond-Point Als Cambiots,secondary,30,True,False,12.660999999999998,,,"LINESTRING (1.5029144 43.6097259, 1.5029467 43.6097096, 1.5029843 43.6097015, 1.5030236 43.6097023, 1.5030606 43.609712)",roundabout,,,
530845346,Boulevard Als Cambiots,tertiary,30,True,False,11.421,1,,"LINESTRING (1.5029144 43.6097259, 1.5029359 43.6096749, 1.5029718 43.6096329)",,,,
524087700,Rond-Point Als Cambiots,secondary,30,True,False,9.405999999999999,,,"LINESTRING (1.5030606 43.609712, 1.5030912 43.6097294, 1.5031128 43.6097528, 1.5031234 43.60978)",roundabout,,,
524087700,Rond-Point Als Cambiots,secondary,30,True,False,6.545999999999999,,,"LINESTRING (1.5029934 43.6098798, 1.5029667 43.6098766, 1.5029416 43.6098692, 1.5029193 43.609858)",roundabout,,,
524087700,Rond-Point Als Cambiots,secondary,30,True,False,12.924,,,"LINESTRING (1.5029193 43.609858, 1.5028937 43.6098357, 1.5028792 43.6098085, 1.5028776 43.6097795, 1.5028888 43.6097516)",roundabout,,,
639755563,Route de Mons,secondary,30,True,False,22.183,1,M 50,"LINESTRING (1.5029193 43.609858, 1.502865 43.6098437, 1.5028071 43.6098424, 1.5026474 43.6098381)",,,,
16861091,Avenue Antoine Parmentier,residential,30,False,True,55.480000000000004,,,"LINESTRING (1.4941731 43.6090684, 1.4941274 43.6090463, 1.4940414 43.6090172, 1.4938779 43.6089467, 1.493635 43.6088677, 1.4935908 43.6088541, 1.4935594 43.6088436)",,,,
16861432,Rue des Lilas,residential,30,True,False,262.414,,,"LINESTRING (1.4941731 43.6090684, 1.4941892 43.6089863, 1.4952571 43.6073368, 1.4953 43.6072985, 1.495359 43.6072762, 1.4954301 43.6072708, 1.4954859 43.6072868, 1.495823 43.6073835)",,,,
"[384009464, 384009465, 1102590507]",Avenue des Mimosas,residential,30,False,False,45.623999999999995,,,"LINESTRING (1.4941731 43.6090684, 1.4942224 43.6090959, 1.4942553 43.6090979, 1.4942949 43.6090995, 1.4943591 43.6091057, 1.4947239 43.6091347)",,,,
760532109,Rue des Lilas,residential,30,False,True,63.848,,,"LINESTRING (1.4941731 43.6090684, 1.494165 43.6091355, 1.494091 43.6095591, 1.4940886 43.6095777, 1.4940816 43.6096183, 1.4940794 43.6096385)",,,,
16861077,Rond-Point Antoine Parmentier,residential,30,True,False,17.689,,,"LINESTRING (1.493489 43.6087083, 1.4935334 43.6087318, 1.4935623 43.6087656, 1.4935714 43.6088048, 1.4935594 43.6088436)",roundabout,,,
"[16882490, 1265879014]",Rue Georges de Buffon,residential,30,False,False,184.154,,,"LINESTRING (1.493489 43.6087083, 1.4935041 43.6086821, 1.4935139 43.6086661, 1.4936882 43.6083802, 1.4937509 43.6082824, 1.49381 43.6081826, 1.4938299 43.6081415, 1.4938341 43.6081083, 1.4938276 43.6080735, 1.4938072 43.608036, 1.493601 43.6078349, 1.4935048 43.6077392, 1.493099 43.6073233, 1.49306 43.6072809)",,,,
