osmid,highway,junction,oneway,reversed,length,geometry,name,ref,maxspeed,bridge,lanes
35275948,primary,roundabout,True,False,11.693,"LINESTRING (1.8958225 43.90491, 1.8958109 43.9049021, 1.8957858 43.9048673, 1.8957839 43.9048401, 1.895795 43.9048141)",,,,,
35275948,primary,roundabout,True,False,12.52,"LINESTRING (1.8959729 43.9047979, 1.8959926 43.904821, 1.8960002 43.9048516, 1.8959928 43.9048783, 1.8959732 43.9049015)",,,,,
684885078,primary,,False,True,26.091,"LINESTRING (1.8959729 43.9047979, 1.8961058 43.9047404, 1.896211 43.9046436)",Avenue Georges Clemenceau,D 4,,,
35275949,primary,roundabout,True,False,17.442999999999998,"LINESTRING (1.8971663 43.9038009, 1.8971441 43.9037801, 1.8971323 43.9037425, 1.8971398 43.9037168, 1.8971592 43.9036945, 1.8971779 43.9036827, 1.8972048 43.9036732)",,,,,
652730669,primary,,False,False,71.691,"LINESTRING (1.8971663 43.9038009, 1.8970348 43.9038485, 1.8967044 43.9041656, 1.8965859 43.9042793)",Avenue Georges Clemenceau,D 4,,,
355437208,primary,,True,False,17.546,"LINESTRING (1.8972048 43.9036732, 1.8972328 43.9035167)",Rue de la Madeleine,D 4,30,,
35275949,primary,roundabout,True,False,6.941,"LINESTRING (1.8972048 43.9036732, 1.8972502 43.9036701, 1.8972891 43.9036795)",,,,,
35275949,primary,roundabout,True,False,15.338999999999999,"LINESTRING (1.8972891 43.9036795, 1.8973171 43.9036962, 1.897339 43.9037272, 1.8973414 43.9037534, 1.8973311 43.9037786, 1.8973114 43.9037985)",,,,,
35275949,primary,roundabout,True,False,12.748000000000001,"LINESTRING (1.8973114 43.9037985, 1.8972664 43.9038177, 1.8972229 43.90382, 1.8971882 43.903812, 1.8971663 43.9038009)",,,,,
184190320,primary,,False,False,95.257,"LINESTRING (1.8973114 43.9037985, 1.8973719 43.9038825, 1.8975398 43.9041884, 1.8976919 43.9044656, 1.897763 43.9045905)",Avenue du Maréchal Foch,D 922,50,,
969767368,residential,,True,False,27.372,"LINESTRING (1.8956325 43.9052238, 1.8957782 43.905082, 1.8958008 43.9050511, 1.8958233 43.9050203)",Avenue Georges Clemenceau,,,,
969767368,residential,,True,False,75.483,"LINESTRING (1.8950581 43.9057619, 1.8956325 43.9052238)",Avenue Georges Clemenceau,,,,
184190311,primary,,False,True,141.651,"LINESTRING (1.8930816 43.9049082, 1.8931864 43.9049134, 1.8939227 43.9049133, 1.8945789 43.9049053, 1.8948478 43.9048845)",Avenue du Maréchal Juin,D 4,,,
685096391,primary,,False,True,108.147,"LINESTRING (1.8930816 43.9049082, 1.893059 43.9048672, 1.8930255 43.9047448, 1.893098 43.9044286, 1.8931194 43.904362, 1.8931239 43.904348, 1.8931579 43.9042422, 1.8931845 43.9040758, 1.8931379 43.903956)",Rue de l'Égalité,D 922,,,
589087258,primary,,True,False,18.526,"LINESTRING (1.9011844 43.9011983, 1.9012971 43.9011886, 1.901348 43.9011848, 1.9014141 43.9011792)",Place Jean Moulin,D 4,,,
34917174,residential,,True,False,30.201999999999998,"LINESTRING (1.8984699 43.9006473, 1.8984083 43.9006184, 1.8983497 43.9005896, 1.8982496 43.9005341, 1.8981679 43.9004852)",Rue des Frères Delga,,,,
589085882,residential,,True,False,112.14999999999999,"LINESTRING (1.8984699 43.9006473, 1.898576 43.9006832, 1.8986859 43.90072, 1.8987932 43.9007509, 1.8988858 43.9007721, 1.8990744 43.9008134, 1.8995027 43.9009045, 1.8996207 43.9009287, 1.8997957 43.9009654)",Rue des Frères Delga,,,,
34917172,primary,roundabout,True,False,17.59,"LINESTRING (1.9014141 43.9011792, 1.9014481 43.9011592, 1.9014884 43.9011466, 1.9015319 43.9011423, 1.9015754 43.9011466, 1.9016156 43.9011593)",,,,,
35275957,residential,,True,False,167.504,"LINESTRING (1.8977116 43.9023169, 1.8979898 43.902366, 1.8993661 43.9026554, 1.8997179 43.9027393)",Rue Victor Hugo,,,,
184190302,residential,,True,False,97.148,"LINESTRING (1.8977116 43.9023169, 1.897782 43.9020728, 1.8978577 43.9018332, 1.8979428 43.9016778, 1.8979577 43.9016505, 1.8980422 43.9015152, 1.8980629 43.9014848)",Rue de la Madeleine,,30,,
35275957,residential,,True,False,247.91299999999998,"LINESTRING (1.8997179 43.9027393, 1.9001989 43.9029332, 1.9006264 43.9031136, 1.9015997 43.9035153, 1.9016544 43.9035383, 1.9023992 43.9038521)",Rue Victor Hugo,,,,
"[184190313, 589086995]",primary,,True,False,237.829,"LINESTRING (1.8997179 43.9027393, 1.8996397 43.902783, 1.899552 43.9028348, 1.8991863 43.9030199, 1.8988486 43.9031737, 1.8987346 43.9032096, 1.8986515 43.9032357, 1.8983755 43.9032749, 1.8977262 43.9033467, 1.8974316 43.9033798, 1.8973907 43.9033979, 1.8973346 43.9034658, 1.897312 43.903533, 1.8972891 43.9036795)",Rue Aristide Briand,D 4,50,,
60928727,residential,,False,True,39.959,"LINESTRING (1.8931379 43.903956, 1.8932703 43.9039058, 1.8935857 43.9037979)",Rue Jules Ferry,,,,
292355066,primary,,False,True,189.32,"LINESTRING (1.8931379 43.903956, 1.8930381 43.9038495, 1.8928567 43.9037456, 1.8927311 43.9037018, 1.8920002 43.9035303, 1.89189 43.9034981, 1.8917876 43.9034487, 1.8917577 43.9034289, 1.891679 43.9033769, 1.8916374 43.9033382, 1.8915911 43.9032827, 1.8915473 43.9032197, 1.8914995 43.9031135, 1.8914425 43.9029747, 1.8914286 43.9029448)",Rue de l'Égalité,D 922,,,
685096391,primary,,False,False,108.147,"LINESTRING (1.8931379 43.903956, 1.8931845 43.9040758, 1.8931579 43.9042422, 1.8931239 43.904348, 1.8931194 43.904362, 1.893098 43.9044286, 1.8930255 43.9047448, 1.893059 43.9048672, 1.8930816 43.9049082)",Rue de l'Égalité,D 922,,,
37803201,residential,,True,False,64.976,"LINESTRING (1.8958596 43.9015828, 1.8965718 43.9018623)",Rue Gaubil,,50,,
60928724,residential,,False,True,93.484,"LINESTRING (1.8958596 43.9015828, 1.8952959 43.9023189)",Rue Blouin,,,,
37803201,residential,,True,False,55.142,"LINESTRING (1.8965718 43.9018623, 1.8971753 43.9021007)",Rue Gaubil,,50,,
652730670,residential,,False,False,100.328,"LINESTRING (1.8965718 43.9018623, 1.8959631 43.9026508)",Rue du Père Gibrat,,,,
37803202,residential,,False,True,37.277,"LINESTRING (1.8989994 43.9017087, 1.899434 43.9018284)",Rue du Champ de Calvet,,50,,
685097948,tertiary,,False,False,154.889,"LINESTRING (1.9023992 43.9038521, 1.9024186 43.9036698, 1.9024531 43.9035538, 1.9025069 43.9033734, 1.9025584 43.9032217, 1.9028127 43.9025791, 1.9028389 43.9024987)",Avenue de l'Aspirant Buffet,,50,,
685097948,tertiary,,False,True,73.084,"LINESTRING (1.9023992 43.9038521, 1.9024023 43.9038932, 1.9024399 43.9040638, 1.9024717 43.9041568, 1.9025142 43.9042563, 1.9025779 43.9043723, 1.9026451 43.9044807)",Avenue de l'Aspirant Buffet,,50,,
319975494,primary,,True,False,111.466,"LINESTRING (1.9027168 43.901924, 1.9025646 43.9018621, 1.9021268 43.9016301, 1.9020077 43.9015679, 1.9018699 43.9014955, 1.9018255 43.9014684, 1.9017747 43.9014362, 1.9017312 43.9014136, 1.9016792 43.9013907, 1.9016481 43.9013845, 1.9015676 43.9013709)",Place Jean Moulin,D 988,,,
652730670,residential,,False,True,100.328,"LINESTRING (1.8959631 43.9026508, 1.8965718 43.9018623)",Rue du Père Gibrat,,,,
1039901060,tertiary,,True,False,64.957,"LINESTRING (1.8959631 43.9026508, 1.8952959 43.9023189)",Rue Denfert Rochereau,,50,,
1039901061,residential,,False,False,39.484,"LINESTRING (1.8959631 43.9026508, 1.8957314 43.9029642)",Rue du Père Gibrat,,,,
60928724,residential,,False,False,93.484,"LINESTRING (1.8952959 43.9023189, 1.8958596 43.9015828)",Rue Blouin,,,,
1039901060,tertiary,,True,False,89.93299999999999,"LINESTRING (1.8952959 43.9023189, 1.8944496 43.9018776, 1.8943872 43.9018441)",Rue Denfert Rochereau,,50,,
"[35580752, 35275945]",primary,,False,"[False, True]",89.147,"LINESTRING (1.8943872 43.9018441, 1.8944804 43.9017919, 1.894552 43.9017492, 1.8946048 43.9017165, 1.8949718 43.9014817, 1.895028 43.9014495, 1.8950943 43.9014128, 1.8951738 43.9013732, 1.8952445 43.901334)",Rue Joseph Rigal,D 988,30,,
302029242,primary,,False,False,38.871,"LINESTRING (1.8943872 43.9018441, 1.8943343 43.9018737, 1.8942655 43.9019023, 1.8941369 43.9019562, 1.8940567 43.9019873, 1.8939666 43.9020167)",Rue Saint-Jean,D 988,,,
60928732,tertiary,,True,False,67.513,"LINESTRING (1.8972649 43.9033753, 1.8971669 43.9032723, 1.8966299 43.9029844)",Rue Denfert Rochereau,,50,,
184190302,residential,,True,False,52.592999999999996,"LINESTRING (1.8972649 43.9033753, 1.8972986 43.9033065, 1.8973553 43.9031908, 1.8974834 43.9029293)",Rue de la Madeleine,,30,,
60928731,residential,,False,False,34.924,"LINESTRING (1.8970712 43.9007188, 1.8970672 43.9004989, 1.89702 43.9004111)",Place d'Hautpoul,,,,
"[589249960, 60928729, 589249958, 589249959]",residential,,True,False,328.27000000000004,"LINESTRING (1.8970712 43.9007188, 1.8971613 43.9007611, 1.8972944 43.900815, 1.8974209 43.9008631, 1.8975327 43.9009085, 1.8975539 43.9009167, 1.8976717 43.9009638, 1.8974649 43.9012243, 1.89742 43.9012878, 1.8970403 43.9018016, 1.8969308 43.901758, 1.896788 43.9017019, 1.8967087 43.9016687, 1.8966635 43.9016512, 1.8965379 43.9016028, 1.8963879 43.901544, 1.8970145 43.9007484, 1.8970712 43.9007188)",Place d'Hautpoul,,,,
35275950,primary,,False,False,50.429,"LINESTRING (1.8965859 43.9042793, 1.8962359 43.9046199, 1.896211 43.9046436)",Avenue Georges Clemenceau,D 4,,,
652730669,primary,,False,True,71.691,"LINESTRING (1.8965859 43.9042793, 1.8967044 43.9041656, 1.8970348 43.9038485, 1.8971663 43.9038009)",Avenue Georges Clemenceau,D 4,,,
60928722,residential,,False,False,56.393,"LINESTRING (1.896889 43.902564, 1.8971753 43.9021007)",Rue de la République,,,,
60928722,residential,,False,True,51.148,"LINESTRING (1.896889 43.902564, 1.8966299 43.9029844)",Rue de la République,,,,
60928725,residential,,True,False,62.592,"LINESTRING (1.896889 43.902564, 1.8974834 43.9029293)",Rue Roquecor,,,,
1039901061,residential,,False,True,39.484,"LINESTRING (1.8957314 43.9029642, 1.8959631 43.9026508)",Rue du Père Gibrat,,,,
60928730,residential,,False,False,62.359,"LINESTRING (1.8957314 43.9029642, 1.8961098 43.9031615, 1.8961741 43.9031975, 1.8962211 43.9032358, 1.8962716 43.9032956, 1.8963034 43.9033337)",Rue du 19 Mars 1962,,,,
"[60928728, 1039901062, 60928727]",residential,,False,False,126.582,"LINESTRING (1.8957314 43.9029642, 1.8955992 43.9031224, 1.8955032 43.9032473, 1.8954612 43.9033018, 1.8954346 43.9033421, 1.8954102 43.9033933, 1.8945536 43.9035967)","['Rue du Père Gibrat', 'Rue Jules Ferry']",,,,
60928730,residential,,False,True,62.358999999999995,"LINESTRING (1.8963034 43.9033337, 1.8962716 43.9032956, 1.8962211 43.9032358, 1.8961741 43.9031975, 1.8961098 43.9031615, 1.8957314 43.9029642)",Rue du 19 Mars 1962,,,,
684882306,residential,,True,False,113.43599999999999,"LINESTRING (1.8963034 43.9033337, 1.8963393 43.9035183, 1.8963385 43.9035241, 1.896354 43.9036209, 1.8963721 43.9037491, 1.8963857 43.9038477, 1.8963886 43.9038814, 1.8963937 43.9039393, 1.896382 43.9040242, 1.8963707 43.9041087, 1.8963895 43.9041508, 1.8964009 43.9041764, 1.8964623 43.904222, 1.8965859 43.9042793)",Rue du 19 Mars 1962,,,,
37803201,residential,,True,False,49.236,"LINESTRING (1.8971753 43.9021007, 1.8977116 43.9023169)",Rue Gaubil,,50,,
60928722,residential,,False,True,56.393,"LINESTRING (1.8971753 43.9021007, 1.896889 43.902564)",Rue de la République,,,,
184190302,residential,,True,False,70.605,"LINESTRING (1.8974834 43.9029293, 1.897566 43.9027552, 1.8976538 43.9025262, 1.8977116 43.9023169)",Rue de la Madeleine,,30,,
60928722,residential,,False,False,51.148,"LINESTRING (1.8966299 43.9029844, 1.896889 43.902564)",Rue de la République,,,,
60928732,tertiary,,True,False,65.038,"LINESTRING (1.8966299 43.9029844, 1.8959631 43.9026508)",Rue Denfert Rochereau,,50,,
60929017,residential,,False,False,33.16,"LINESTRING (1.9008033 43.9005858, 1.9009854 43.900318)",Rue des Lombards,,,,
60929020,residential,,False,True,57.979,"LINESTRING (1.9008033 43.9005858, 1.9005742 43.9010804)",Rue Saint-Jacques,,,,
685102952,residential,,True,False,156.695,"LINESTRING (1.9008033 43.9005858, 1.9000412 43.900411, 1.8997386 43.9003416, 1.8989343 43.9001711)",Rue de la Voulte,,,,
685097948,tertiary,,False,False,60.983999999999995,"LINESTRING (1.9029684 43.9049772, 1.9027991 43.9047217, 1.9026451 43.9044807)",Avenue de l'Aspirant Buffet,,50,,
589087353,primary,,False,False,184.67499999999998,"LINESTRING (1.9010235 43.9002619, 1.9001204 43.9000272, 1.899983 43.8999913, 1.8990739 43.8997552, 1.8989815 43.8997312, 1.8988553 43.8996984)",Avenue Jean Calvet,D 30,,,
589087353,primary,,False,True,86.12700000000001,"LINESTRING (1.9010235 43.9002619, 1.901131 43.9002909, 1.9012044 43.9003088, 1.9013935 43.9003615, 1.9015297 43.9004084, 1.9016029 43.9004421, 1.9016661 43.9004822, 1.9016884 43.9005037, 1.9017248 43.9005388, 1.9017655 43.900593, 1.901798 43.900653, 1.9018224 43.9007116)",Avenue Jean Calvet,D 30,,,
685101953,residential,,False,False,130.68599999999998,"LINESTRING (1.9010235 43.9002619, 1.9013926 43.8996057, 1.9016873 43.8991895)",Rue des Lombards,,,,
60929009,residential,,False,True,225.54399999999998,"LINESTRING (1.9028088 43.9060327, 1.9025028 43.9059321, 1.9018141 43.905719, 1.9006046 43.9053497, 1.9004875 43.9053232, 1.9003556 43.9052996, 1.9002014 43.9052778)",Rue de la Marguerite,,,,
60929020,residential,,False,False,57.979,"LINESTRING (1.9005742 43.9010804, 1.9008033 43.9005858)",Rue Saint-Jacques,,,,
589085882,residential,,True,False,51.760000000000005,"LINESTRING (1.9005742 43.9010804, 1.9008974 43.9011036, 1.9009953 43.90112, 1.9010664 43.9011403, 1.9011093 43.9011538, 1.9011402 43.9011693, 1.9011844 43.9011983)",Rue des Frères Delga,,,,
60929023,residential,,False,True,71.34400000000001,"LINESTRING (1.9006252 43.9058254, 1.9003462 43.9055402, 1.900219 43.9054014, 1.9002026 43.9053686, 1.9001944 43.9053308, 1.9002014 43.9052778)",Rue du Printemps,,,,
685102370,residential,,True,False,15.027,"LINESTRING (1.8987781 43.9000963, 1.8989343 43.9001711)",Rue de la Voulte,,,,
419828330,secondary,,False,True,4.237,"LINESTRING (1.8972342 43.8983932, 1.8971868 43.8983763)",Rue Cavaille-Coll,D 87,,,
"[60929012, 60929021]",residential,,True,False,64.804,"LINESTRING (1.8972342 43.8983932, 1.8969664 43.8985073, 1.8969568 43.8986247, 1.8966225 43.8986168)",Place du Griffoul,,,,
160694013,secondary,,False,False,84.199,"LINESTRING (1.8972342 43.8983932, 1.8973308 43.8984163, 1.8976807 43.8984997, 1.898162 43.8986152, 1.8982327 43.898629)",Rue Jean Jaurès,D 87,,,
184589966,residential,,False,False,14.006,"LINESTRING (1.8957957 43.8979646, 1.8956423 43.8979042)",Place Saint-Michel,,,,
184589966,residential,,False,True,15.94,"LINESTRING (1.8957957 43.8979646, 1.8958768 43.8978337)",Place Saint-Michel,,,,
60929013,residential,,False,False,46.7,"LINESTRING (1.8997957 43.9009654, 1.8999729 43.9005653)",Rue Saint-André,,,,
589085882,residential,,True,False,63.745,"LINESTRING (1.8997957 43.9009654, 1.9000498 43.9010147, 1.9002108 43.9010389, 1.9003771 43.9010601, 1.9005114 43.9010746, 1.9005742 43.9010804)",Rue des Frères Delga,,,,
292351425,residential,,True,False,22.192999999999998,"LINESTRING (1.8958225 43.9053584, 1.8957988 43.9053156, 1.8957866 43.9053012, 1.8957727 43.9052875, 1.8957462 43.9052719, 1.89572 43.9052604, 1.8956886 43.9052473, 1.8956325 43.9052238)",Avenue du Général Leclerc,,,,
60929009,residential,,False,False,225.544,"LINESTRING (1.9002014 43.9052778, 1.9003556 43.9052996, 1.9004875 43.9053232, 1.9006046 43.9053497, 1.9018141 43.905719, 1.9025028 43.9059321, 1.9028088 43.9060327)",Rue de la Marguerite,,,,
60929009,residential,,False,True,168.73999999999998,"LINESTRING (1.9002014 43.9052778, 1.8999168 43.9052372, 1.8997823 43.905218, 1.8989775 43.905113, 1.8982973 43.9049835, 1.8982625 43.9049791, 1.8981421 43.904964)",Rue de la Marguerite,,,,
60929023,residential,,False,False,71.344,"LINESTRING (1.9002014 43.9052778, 1.9001944 43.9053308, 1.9002026 43.9053686, 1.900219 43.9054014, 1.9003462 43.9055402, 1.9006252 43.9058254)",Rue du Printemps,,,,
60929011,residential,,True,False,24.472,"LINESTRING (1.8959222 43.8981637, 1.8958692 43.8980797, 1.8958613 43.8980706, 1.8958201 43.8980229, 1.8957957 43.8979646)",Rue Comte de Toulouse,,,,
160694019,residential,,False,True,78.839,"LINESTRING (1.8959222 43.8981637, 1.8958348 43.898202, 1.8957659 43.8982358, 1.8956836 43.8982974, 1.8955948 43.8983645, 1.8955515 43.8984081, 1.895495 43.898465, 1.8954334 43.8985231, 1.8954162 43.898548, 1.8954048 43.8985644, 1.8954173 43.8987183)",Rue de la Courtade,,,,
60929014,residential,,True,False,40.647,"LINESTRING (1.8963311 43.8984036, 1.8963965 43.8980411)",Rue des Pénitents Blancs,,,,
60929011,residential,,True,False,23.662,"LINESTRING (1.8963311 43.8984036, 1.896303 43.8983543, 1.8961156 43.8982694)",Rue Comte de Toulouse,,,,
589249973,residential,,False,False,22.152,"LINESTRING (1.8944789 43.89829, 1.8947379 43.8983597)",Place de la République,,,,
60929959,residential,,False,True,44.346,"LINESTRING (1.8944789 43.89829, 1.8944255 43.8983489, 1.8943666 43.8984139, 1.8942603 43.8985144, 1.8941456 43.8985862, 1.8941259 43.898591)",Grande Côte,,,,
60929964,residential,,False,False,21.789,"LINESTRING (1.8931554 43.9000335, 1.8933693 43.8999125)",Rue Tartage,,,,
61713816,residential,,False,False,17.582,"LINESTRING (1.8931554 43.9000335, 1.8932685 43.900169)",Grande Rue du Château de l'Hom,,,,
61713816,residential,,False,True,14.502,"LINESTRING (1.8931554 43.9000335, 1.8930007 43.8999658)",Grande Rue du Château de l'Hom,,,,
