osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,maxspeed,junction,tunnel,access,bridge
28033019,tertiary,False,False,84.325,,Avenue Aristide Briand,"LINESTRING (2.2586901 48.7800819, 2.2577328 48.7802982, 2.2576024 48.7803296)",2,50,,,,
27181557,tertiary,False,False,14.325,D 60,Avenue du Général Leclerc,"LINESTRING (2.2589606 48.7823463, 2.2591552 48.7823587)",2,,,,,
26437125,tertiary,False,True,104.715,,Avenue Édouard Herriot,"LINESTRING (2.2589606 48.7823463, 2.2586668 48.7823376, 2.2583534 48.7823285, 2.2579613 48.7823206, 2.2575324 48.7823119)",2,30,,,,
27181566,tertiary,False,False,177.409,,Rue Paul Rivet,"LINESTRING (2.2589606 48.7823463, 2.2589517 48.7824137, 2.2589407 48.7824965, 2.2589286 48.7825883, 2.25883 48.7839393)",2,,,,,
26437125,tertiary,False,False,97.091,,Avenue Édouard Herriot,"LINESTRING (2.2562118 48.782253, 2.256328 48.7822665, 2.2564192 48.7822771, 2.2567832 48.7822885, 2.2573235 48.7823055, 2.2574191 48.7823064, 2.2575324 48.7823119)",2,30,,,,
26585064,tertiary,False,True,14.049,,Place d’Arménie Hayastan,"LINESTRING (2.2562118 48.782253, 2.256208 48.7822215, 2.2561898 48.7821901, 2.2561341 48.7821603, 2.2561145 48.7821553)",,,circular,,,
351170148,tertiary,False,False,13.365,,Place d’Arménie Hayastan,"LINESTRING (2.2562118 48.782253, 2.2562095 48.7822633, 2.2561884 48.7822886, 2.2561615 48.7823101, 2.2560856 48.7823278)",,,circular,,,
351134618,tertiary,False,True,4.947,,Place d’Arménie Hayastan,"LINESTRING (2.2561145 48.7821553, 2.2560472 48.7821589)",,,circular,,,
26585064,tertiary,False,False,14.049,,Place d’Arménie Hayastan,"LINESTRING (2.2561145 48.7821553, 2.2561341 48.7821603, 2.2561898 48.7821901, 2.256208 48.7822215, 2.2562118 48.782253)",,,circular,,,
44954124,tertiary,False,False,47.554,,Rue du Carreau,"LINESTRING (2.2561145 48.7821553, 2.2561172 48.7820915, 2.2560032 48.7817355)",,30,,,,
351170148,tertiary,False,False,8.655999999999999,,Place d’Arménie Hayastan,"LINESTRING (2.2560856 48.7823278, 2.2560237 48.7823191, 2.2559803 48.782297)",,,circular,,,
351170148,tertiary,False,True,13.365,,Place d’Arménie Hayastan,"LINESTRING (2.2560856 48.7823278, 2.2561615 48.7823101, 2.2561884 48.7822886, 2.2562095 48.7822633, 2.2562118 48.782253)",,,circular,,,
351134618,tertiary,False,False,4.947,,Place d’Arménie Hayastan,"LINESTRING (2.2560472 48.7821589, 2.2561145 48.7821553)",,,circular,,,
351134618,tertiary,False,True,9.477,,Place d’Arménie Hayastan,"LINESTRING (2.2560472 48.7821589, 2.2560041 48.7821739, 2.2559669 48.7821965, 2.2559548 48.7822146)",,,circular,,,
"[27181568, 31353755]",tertiary,False,"[False, True]",159.835,,Avenue du Général Leclerc,"LINESTRING (2.2631622 48.7828564, 2.2626308 48.782795, 2.2626119 48.7827945, 2.2619392 48.7827756, 2.261711 48.7827719, 2.2614463 48.7827493, 2.2612521 48.7827099, 2.2611183 48.7826597, 2.2610399 48.7826216)",2,30,,,,
27181568,tertiary,False,True,177.88500000000002,,Avenue du Général Leclerc,"LINESTRING (2.2631622 48.7828564, 2.2635233 48.7829086, 2.2641023 48.7830629, 2.2643144 48.7831106, 2.2644534 48.783135, 2.2646698 48.783164, 2.2653527 48.7831957, 2.2655118 48.7832084)",2,30,,,,
27181568,tertiary,False,False,177.885,,Avenue du Général Leclerc,"LINESTRING (2.2655118 48.7832084, 2.2653527 48.7831957, 2.2646698 48.783164, 2.2644534 48.783135, 2.2643144 48.7831106, 2.2641023 48.7830629, 2.2635233 48.7829086, 2.2631622 48.7828564)",2,30,,,,
32136699,residential,False,True,66.758,,Rue de Fontenay,"LINESTRING (2.2655118 48.7832084, 2.265509 48.7832513, 2.2654783 48.7837149, 2.2654721 48.7838082)",2,,,,,
186011298,tertiary,False,False,239.186,,Avenue du Général Leclerc,"LINESTRING (2.2655118 48.7832084, 2.2683775 48.7834171, 2.2687586 48.7834069)",2,30,,,,
229749592,secondary,False,False,216.589,D 75,Avenue Charles de Gaulle,"LINESTRING (2.2638402 48.7816414, 2.264119 48.782002, 2.2644032 48.7822667, 2.2647923 48.7824796, 2.2653216 48.7826629, 2.2658502 48.7827796, 2.2660305 48.7828161)",2,,,,,
685379593,secondary,True,False,45.774,D 75,Avenue Charles de Gaulle,"LINESTRING (2.2638402 48.7816414, 2.2637562 48.7815767, 2.2636449 48.7814477, 2.2635175 48.7812906)",,,,,,
"[229710833, 27496756]",secondary,False,True,174.789,D 75,Avenue Charles de Gaulle,"LINESTRING (2.2664808 48.7829432, 2.2667109 48.7829812, 2.2672184 48.7831039, 2.2679374 48.7832523, 2.2682342 48.7833159, 2.2687586 48.7834069)",2,,,,,
236596318,residential,True,False,49.909000000000006,D 75,Avenue Charles de Gaulle,"LINESTRING (2.2664808 48.7829432, 2.266078 48.7828719, 2.2658262 48.7828194)",,30,,,,
"[229749592, 259269382]",secondary,False,True,36.031,D 75,Avenue Charles de Gaulle,"LINESTRING (2.2664808 48.7829432, 2.2662535 48.7828636, 2.2660305 48.7828161)",2,,,,,
"[1217387277, 27494511]",tertiary,False,False,110.097,D 60A,Rue Lucien Arrufat,"LINESTRING (2.2664808 48.7829432, 2.2668112 48.7829079, 2.2668497 48.7829038, 2.2672109 48.7828672, 2.2679655 48.7827906)",2,,,,,
"[229710833, 27496756]",secondary,False,False,174.789,D 75,Avenue Charles de Gaulle,"LINESTRING (2.2687586 48.7834069, 2.2682342 48.7833159, 2.2679374 48.7832523, 2.2672184 48.7831039, 2.2667109 48.7829812, 2.2664808 48.7829432)",2,,,,,
186011298,tertiary,False,True,239.186,,Avenue du Général Leclerc,"LINESTRING (2.2687586 48.7834069, 2.2683775 48.7834171, 2.2655118 48.7832084)",2,30,,,,
27515087,tertiary,False,False,92.326,,Avenue Aristide Briand,"LINESTRING (2.2598908 48.7798302, 2.2594131 48.7799288, 2.2589055 48.7800337, 2.2586901 48.7800819)",,50,,,,
27515087,tertiary,False,True,45.562,,Avenue Aristide Briand,"LINESTRING (2.2598908 48.7798302, 2.2599617 48.77981, 2.2601607 48.7797669, 2.2603491 48.7797185, 2.2604281 48.7796481)",,50,,,,
27949608,residential,False,False,221.712,,Rue de la Ferme,"LINESTRING (2.2598908 48.7798302, 2.259971 48.7800232, 2.2600163 48.7804472, 2.260033 48.7806032, 2.2602189 48.7809616, 2.2603235 48.7811632, 2.2604536 48.7813476, 2.260699 48.7816955, 2.2607105 48.7817137, 2.2607204 48.7817259)",2,,,,,
27949608,residential,False,True,221.712,,Rue de la Ferme,"LINESTRING (2.2607204 48.7817259, 2.2607105 48.7817137, 2.260699 48.7816955, 2.2604536 48.7813476, 2.2603235 48.7811632, 2.2602189 48.7809616, 2.260033 48.7806032, 2.2600163 48.7804472, 2.259971 48.7800232, 2.2598908 48.7798302)",2,,,,,
53795013,residential,True,False,103.584,,Rue de l'Orangerie,"LINESTRING (2.2607204 48.7817259, 2.2617172 48.781467, 2.2620574 48.7814421)",2,,,,,
"[380219665, 377789814]",residential,False,True,77.266,,Rue de la Ferme,"LINESTRING (2.2607204 48.7817259, 2.2608474 48.7819472, 2.2608803 48.7820046, 2.2609041 48.7820683, 2.2610025 48.7823932)",2,30,,,,
28328558,residential,True,False,26.97,,Rue de l'Étang de l'Écoute s'Il Pleut,"LINESTRING (2.2673751 48.777337, 2.267011 48.7773725)",,30,,,,
28033019,tertiary,False,False,93.958,,Avenue Aristide Briand,"LINESTRING (2.2570711 48.7804698, 2.2560695 48.7807978, 2.2559181 48.7808391)",2,50,,,,
28033019,tertiary,False,True,42.012,,Avenue Aristide Briand,"LINESTRING (2.2570711 48.7804698, 2.2574126 48.7803685, 2.2574978 48.7803489, 2.2576024 48.7803296)",2,50,,,,
28817595,residential,True,False,255.28199999999998,,Rue Raye Tortue,"LINESTRING (2.2570711 48.7804698, 2.2569414 48.7803026, 2.2567565 48.7798022, 2.2567553 48.7793703, 2.2567552 48.7793257, 2.2568457 48.7789495, 2.256962 48.7786948, 2.2570619 48.7786461, 2.2572017 48.7786369, 2.2572797 48.7786053, 2.2573093 48.7785653, 2.2574097 48.7784295, 2.2574358 48.7783942)",,30,,,,
28033019,tertiary,False,True,93.958,,Avenue Aristide Briand,"LINESTRING (2.2559181 48.7808391, 2.2560695 48.7807978, 2.2570711 48.7804698)",2,50,,,,
235711400,tertiary,True,False,13.341000000000001,,Place Robert Levol,"LINESTRING (2.2559181 48.7808391, 2.2559004 48.7808691, 2.2558713 48.78089, 2.2558436 48.7809005, 2.2557861 48.7809066)",1,,roundabout,,,
1245715204,tertiary,True,False,16.647,,Place Robert Levol,"LINESTRING (2.2557191 48.7808883, 2.2557016 48.7808754, 2.2556812 48.7808564, 2.2556723 48.7808176, 2.2556877 48.7807849, 2.2557239 48.7807584)",1,,roundabout,,,
482038403,unclassified,True,False,2.73,,Rue du Loup Pendu,"LINESTRING (2.2574358 48.7783942, 2.2574675 48.7784071)",,30,,,,
26294538,unclassified,True,False,105.738,,Rue du Loup Pendu,"LINESTRING (2.2574358 48.7783942, 2.2569634 48.7782379, 2.2561462 48.7779675)",,30,,,,
28817729,residential,False,False,25.824,,Rue du Carreau,"LINESTRING (2.2557239 48.7807584, 2.2556248 48.780653, 2.2555808 48.7805487)",,,,,,
351134605,tertiary,True,False,21.386,,Place Robert Levol,"LINESTRING (2.2557239 48.7807584, 2.2557628 48.7807462, 2.2557847 48.7807436, 2.2558277 48.780746, 2.2558544 48.780753, 2.2558883 48.7807705, 2.2559059 48.7807873, 2.2559189 48.7808144, 2.2559181 48.7808391)",1,,roundabout,,,
44954124,tertiary,False,True,93.853,,Rue du Carreau,"LINESTRING (2.2557861 48.7809066, 2.2557901 48.7810848, 2.2558074 48.7811554, 2.2558726 48.7813405, 2.2559119 48.7814506, 2.2560032 48.7817355)",,30,,,,
1245715204,tertiary,True,False,5.389,,Place Robert Levol,"LINESTRING (2.2557861 48.7809066, 2.2557444 48.7808995, 2.2557191 48.7808883)",1,,roundabout,,,
203325691,residential,True,False,21.596,,Rue François Mansart,"LINESTRING (2.2554436 48.7801879, 2.2552165 48.7800641)",1,,,,,
28817729,residential,False,False,24.804999999999996,,Rue du Carreau,"LINESTRING (2.2554436 48.7801879, 2.2554313 48.7801507, 2.2554132 48.7800963, 2.2554242 48.7800425, 2.2554084 48.7799682)",,,,,,
28817729,residential,False,True,26.54,,Rue du Carreau,"LINESTRING (2.2554436 48.7801879, 2.2554816 48.780238, 2.2555398 48.7804166)",,,,,,
28817729,residential,False,True,10.244,,Rue du Carreau,"LINESTRING (2.2553765 48.7798785, 2.2554084 48.7799682)",,,,,,
28817729,residential,False,False,55.125,,Rue du Carreau,"LINESTRING (2.2553765 48.7798785, 2.2553096 48.7797867, 2.2552326 48.7795299, 2.2552417 48.7794603, 2.255218 48.7794)",,,,,,
"[30711946, 216613942]",residential,False,True,80.467,,Rue Victor Vernadat,"LINESTRING (2.2607788 48.7790064, 2.2608279 48.7789432, 2.2609575 48.7788773, 2.2612911 48.7787915, 2.2617389 48.7787005)",,30,,,,
1245617016,secondary,False,False,21.483999999999998,,Place Charles Pasqua,"LINESTRING (2.2607788 48.7790064, 2.26083 48.7790242, 2.2608708 48.7790512, 2.2608975 48.7790849, 2.2609078 48.7791224, 2.2609 48.7791629)",,,circular,,,
351134621,tertiary,False,False,9.738,,Place d’Arménie Hayastan,"LINESTRING (2.2559803 48.782297, 2.2559487 48.782256, 2.2559548 48.7822146)",,,circular,,,
351170148,tertiary,False,True,8.655999999999999,,Place d’Arménie Hayastan,"LINESTRING (2.2559803 48.782297, 2.2560237 48.7823191, 2.2560856 48.7823278)",,,circular,,,
26437125,tertiary,False,False,104.715,,Avenue Édouard Herriot,"LINESTRING (2.2575324 48.7823119, 2.2579613 48.7823206, 2.2583534 48.7823285, 2.2586668 48.7823376, 2.2589606 48.7823463)",2,30,,,,
26437125,tertiary,False,True,97.091,,Avenue Édouard Herriot,"LINESTRING (2.2575324 48.7823119, 2.2574191 48.7823064, 2.2573235 48.7823055, 2.2567832 48.7822885, 2.2564192 48.7822771, 2.256328 48.7822665, 2.2562118 48.782253)",2,30,,,,
31349670,residential,False,False,152.253,,Allée du Château de la Solitude,"LINESTRING (2.2575324 48.7823119, 2.2575219 48.7824067, 2.2575186 48.7825091, 2.2575478 48.7826927, 2.2576699 48.7829035, 2.2579227 48.783278, 2.2579141 48.7833382, 2.2578628 48.7833721, 2.2577859 48.7833852, 2.2576407 48.7833587, 2.2575125 48.7833944)",2,,,,permissive,
31349670,residential,False,True,152.25300000000001,,Allée du Château de la Solitude,"LINESTRING (2.2575125 48.7833944, 2.2576407 48.7833587, 2.2577859 48.7833852, 2.2578628 48.7833721, 2.2579141 48.7833382, 2.2579227 48.783278, 2.2576699 48.7829035, 2.2575478 48.7826927, 2.2575186 48.7825091, 2.2575219 48.7824067, 2.2575324 48.7823119)",2,,,,permissive,
31350090,residential,False,False,68.255,,Rue du Bal du Comte d'Orgel,"LINESTRING (2.2570977 48.7836379, 2.2569317 48.7836425, 2.2563955 48.7835499, 2.2562867 48.7835431, 2.2561853 48.7835368)",2,,,,,
"[262602563, 262602564]",residential,True,False,165.13900000000004,,Rue du Bois des Vallées,"LINESTRING (2.2570977 48.7836379, 2.2567641 48.7831756, 2.2566033 48.7829406, 2.2563079 48.782509, 2.2562623 48.7824214, 2.2562129 48.7823953, 2.2560856 48.7823278)","['1', '2']",,,,,
27181566,tertiary,False,False,40.133,,Rue Paul Rivet,"LINESTRING (2.25883 48.7839393, 2.2588242 48.7843002)",2,,,,,
27181566,tertiary,False,True,177.409,,Rue Paul Rivet,"LINESTRING (2.25883 48.7839393, 2.2589286 48.7825883, 2.2589407 48.7824965, 2.2589517 48.7824137, 2.2589606 48.7823463)",2,,,,,
31349799,residential,True,False,131.657,,Rue du Bois des Vallées,"LINESTRING (2.25883 48.7839393, 2.2587104 48.7839362, 2.2586318 48.7839341, 2.2570977 48.7836379)",,30,,,,
31350090,residential,False,True,68.255,,Rue du Bal du Comte d'Orgel,"LINESTRING (2.2561853 48.7835368, 2.2562867 48.7835431, 2.2563955 48.7835499, 2.2569317 48.7836425, 2.2570977 48.7836379)",2,,,,,
31350091,residential,True,False,44.778000000000006,,Place de Woking,"LINESTRING (2.2561853 48.7835368, 2.2559563 48.7836054, 2.2558423 48.7836396, 2.2557412 48.7835003)",,,,,,
31350091,residential,True,False,16.746,,Place de Woking,"LINESTRING (2.2560894 48.7834001, 2.2561853 48.7835368)",,,,,,
31350123,residential,False,False,27.839,,Place de Woking,"LINESTRING (2.2560894 48.7834001, 2.2557412 48.7835003)",,,,,,
31350123,residential,False,True,27.839,,Place de Woking,"LINESTRING (2.2557412 48.7835003, 2.2560894 48.7834001)",,,,,,
31350091,residential,True,False,61.62499999999999,,Place de Woking,"LINESTRING (2.2557412 48.7835003, 2.2556514 48.7833613, 2.2559944 48.7832585, 2.256076 48.7833769, 2.2560894 48.7834001)",,,,,,
27181566,tertiary,False,True,40.133,,Rue Paul Rivet,"LINESTRING (2.2588242 48.7843002, 2.25883 48.7839393)",2,,,,,
31353511,residential,False,False,24.084,,,"LINESTRING (2.2588242 48.7843002, 2.2591382 48.7842361)",2,,,,destination,
31353511,residential,False,True,24.084,,,"LINESTRING (2.2591382 48.7842361, 2.2588242 48.7843002)",2,,,,destination,
31353512,residential,True,False,316.75299999999993,,,"LINESTRING (2.2591382 48.7842361, 2.2591402 48.7841744, 2.2591172 48.7841322, 2.2590315 48.7840862, 2.2590057 48.7840484, 2.259024 48.7836625, 2.2591929 48.7835825, 2.2603868 48.7836004, 2.2604303 48.7836212, 2.2604479 48.7836527, 2.2604492 48.7837039, 2.2604024 48.784017, 2.2603656 48.7840556, 2.2603071 48.784079, 2.2598415 48.7840922, 2.2591382 48.7842361)",,,,,destination,
31353754,tertiary,True,False,16.464000000000002,,Place Henri Barbusse,"LINESTRING (2.2609838 48.7824977, 2.2610252 48.7825155, 2.2610556 48.7825461, 2.2610625 48.7825661, 2.2610591 48.7825945, 2.2610399 48.7826216)",1,,roundabout,,,
377789814,residential,False,False,11.703,,Rue de la Ferme,"LINESTRING (2.2609838 48.7824977, 2.2609942 48.7824481, 2.2610025 48.7823932)",2,30,,,,
31353754,tertiary,True,False,13.157,,Place Henri Barbusse,"LINESTRING (2.260829 48.7825355, 2.2608556 48.7825131, 2.2609 48.7824966, 2.2609026 48.7824956, 2.2609455 48.7824922, 2.2609838 48.7824977)",1,,roundabout,,,
258904951,tertiary,False,True,125.70400000000001,,Place Henri Barbusse,"LINESTRING (2.260829 48.7825355, 2.2607479 48.7825177, 2.2603601 48.7824132, 2.2602229 48.782388, 2.2598843 48.7823778, 2.2595121 48.7823725, 2.2594672 48.7823711, 2.2592639 48.7823636, 2.2591552 48.7823587)",2,,,,,
"[27181568, 31353755]",tertiary,False,"[False, True]",159.83499999999998,,Avenue du Général Leclerc,"LINESTRING (2.2610399 48.7826216, 2.2611183 48.7826597, 2.2612521 48.7827099, 2.2614463 48.7827493, 2.261711 48.7827719, 2.2619392 48.7827756, 2.2626119 48.7827945, 2.2626308 48.782795, 2.2631622 48.7828564)",2,30,,,,
351170152,tertiary,True,False,27.169999999999998,,Place Henri Barbusse,"LINESTRING (2.2610399 48.7826216, 2.2610091 48.7826415, 2.2609898 48.7826487, 2.2609298 48.7826557, 2.2608729 48.7826435, 2.2608325 48.7826152, 2.2608296 48.7826132, 2.2608145 48.7825745, 2.260829 48.7825355)",1,,roundabout,,,
27181557,tertiary,False,True,14.325,D 60,Avenue du Général Leclerc,"LINESTRING (2.2591552 48.7823587, 2.2589606 48.7823463)",2,,,,,
27515088,tertiary,False,True,255.74200000000002,,Rue Pierre d'Artagnan,"LINESTRING (2.2591552 48.7823587, 2.2591622 48.7822906, 2.2591663 48.7822275, 2.259136 48.7820612, 2.2590888 48.7818289, 2.2590769 48.7817768, 2.259046 48.781642, 2.2589619 48.7812746, 2.2589516 48.7812295, 2.2589354 48.7811586, 2.2589269 48.7811216, 2.2589149 48.7810692, 2.2588343 48.780719, 2.258822 48.7806658, 2.2588049 48.7805914, 2.2586901 48.7800819)",2,50,,,yes,
258904951,tertiary,False,False,125.70400000000001,,Place Henri Barbusse,"LINESTRING (2.2591552 48.7823587, 2.2592639 48.7823636, 2.2594672 48.7823711, 2.2595121 48.7823725, 2.2598843 48.7823778, 2.2602229 48.782388, 2.2603601 48.7824132, 2.2607479 48.7825177, 2.260829 48.7825355)",2,,,,,
31421866,residential,False,False,29.146,,Rue du Noyer Brûlé,"LINESTRING (2.2576705 48.7771273, 2.2573907 48.7773136)",,,,,,
