osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,tunnel
210597750,Rond-Point du Préfet Marcel Wiltzer,primary,30,roundabout,True,False,13.645,"LINESTRING (0.5451704 46.8150826, 0.5452153 46.8151293, 0.545265 46.8151868)",,,
292173545,Faubourg Saint-Jacques,primary,,,True,False,21.885,"LINESTRING (0.5451704 46.8150826, 0.5453245 46.8150899, 0.545387 46.8150903, 0.5454569 46.8150834)",1,D 725,
"[983381109, 210756454, 210597751]",Boulevard Blossac,secondary,30,,True,False,32.287,"LINESTRING (0.5460506 46.8191239, 0.5460073 46.8191288, 0.5458878 46.8191391, 0.545701 46.819155, 0.5456298 46.8191611)",,,
35127625,Place Sainte-Catherine,secondary,,roundabout,True,False,6.5600000000000005,"LINESTRING (0.5444759 46.8209451, 0.5444937 46.8209605, 0.544506 46.8209783, 0.5445123 46.8209975)",,,
35127625,Place Sainte-Catherine,secondary,,roundabout,True,False,2.625,"LINESTRING (0.5443151 46.8210815, 0.5442887 46.8210663)",,,
35127625,Place Sainte-Catherine,secondary,,roundabout,True,False,9.593,"LINESTRING (0.5444364 46.8210877, 0.5443957 46.8210949, 0.5443538 46.8210927, 0.5443151 46.8210815)",,,
"[780046229, 206333111]",Avenue Jean Jaurès,secondary,,,True,False,73.908,"LINESTRING (0.5444364 46.8210877, 0.5444401 46.8211257, 0.5444452 46.8211613, 0.5444743 46.8214329, 0.5444807 46.8214955, 0.5445068 46.8217506)",2,D 910,
210597750,Rond-Point du Préfet Marcel Wiltzer,primary,30,roundabout,True,False,8.888,"LINESTRING (0.5449881 46.8147016, 0.5450431 46.8147285, 0.5450754 46.8147539)",,,
36557676,Place Dupleix,residential,,,True,False,54.551,"LINESTRING (0.5425322 46.8182462, 0.5425567 46.8177559)",,,
207707100,Rue Antoine Roffay des Pallus,residential,,,False,True,19.012,"LINESTRING (0.5425322 46.8182462, 0.5424582 46.8182726, 0.542374 46.8183026, 0.5423032 46.8183093)",,,
36557628,Quai du Château,secondary,,,False,False,70.846,"LINESTRING (0.5410623 46.8171616, 0.5411388 46.8173325, 0.5412073 46.8175034, 0.5412703 46.8177198, 0.5412857 46.8177794)",,,
36557628,Quai du Château,secondary,,,False,True,31.027,"LINESTRING (0.5410623 46.8171616, 0.5410007 46.8170359, 0.5409278 46.8168982)",,,
