osmid,oneway,highway,reversed,length,geometry,lanes,width,ref,name
754408662,False,residential,True,42.851,"LINESTRING (-149.3154363 -17.7268071, -149.3154263 -17.7268065, -149.3152662 -17.7267959, -149.3150705 -17.7267255, -149.3150472 -17.7267172)",,,,
"[754409017, 754408972]",False,residential,False,283.285,"LINESTRING (-149.3154363 -17.7268071, -149.315448 -17.7267661, -149.3155676 -17.7265343, -149.3156581 -17.7263699, -149.3157805 -17.7261283, -149.3159233 -17.725842, -149.3160707 -17.7255271, -149.3162257 -17.7252101, -149.3163632 -17.7249479, -149.3165091 -17.7246705, -149.3165966 -17.724513)",,,,
754408972,False,residential,True,59.096000000000004,"LINESTRING (-149.3154363 -17.7268071, -149.3153645 -17.7270585, -149.3152726 -17.7273149)",,,,
754408662,False,residential,False,42.851000000000006,"LINESTRING (-149.3150472 -17.7267172, -149.3150705 -17.7267255, -149.3152662 -17.7267959, -149.3154263 -17.7268065, -149.3154363 -17.7268071)",,,,
754409028,False,residential,False,26.148,"LINESTRING (-149.3150472 -17.7267172, -149.3150529 -17.7267084, -149.3151639 -17.72651)",,,,
754409028,False,residential,True,55.2,"LINESTRING (-149.3150472 -17.7267172, -149.3149255 -17.7269072, -149.3147981 -17.7271527)",,,,
378215384,False,residential,False,181.16000000000005,"LINESTRING (-149.3151719 -17.7255679, -149.3151345 -17.7256402, -149.3150327 -17.7258421, -149.3149063 -17.7260677, -149.3147356 -17.7263436, -149.3145518 -17.7266683, -149.3144749 -17.7267991, -149.3144261 -17.7268984, -149.3143983 -17.7269861, -149.3143878 -17.7270129)",,,,
"[378215384, 754409026, 754409358]",False,residential,"[False, True]",176.18699999999998,"LINESTRING (-149.3151719 -17.7255679, -149.315261 -17.7253956, -149.3153535 -17.7251995, -149.3154465 -17.7249977, -149.3155005 -17.7247697, -149.3155355 -17.7245487, -149.3155849 -17.724273, -149.315622 -17.7240893, -149.3156411 -17.7240617)",,,,
754408665,False,residential,True,22.284,"LINESTRING (-149.3151719 -17.7255679, -149.3151846 -17.7255749, -149.3153538 -17.7256686)",,,,
754408665,False,residential,False,22.284,"LINESTRING (-149.3153538 -17.7256686, -149.3151846 -17.7255749, -149.3151719 -17.7255679)",,,,
754408668,False,residential,False,38.346000000000004,"LINESTRING (-149.3147925 -17.7240417, -149.3144667 -17.7239257, -149.3144534 -17.7239209)",,,,
754408744,False,residential,False,94.446,"LINESTRING (-149.3117776 -17.7290484, -149.3118862 -17.7288477, -149.3119853 -17.7285366, -149.3121046 -17.7282606)",,,,
754408745,False,residential,True,49.549,"LINESTRING (-149.3128432 -17.7285177, -149.3126884 -17.7289382)",,,,
754409495,False,secondary,True,44.813,"LINESTRING (-149.3128432 -17.7285177, -149.3132405 -17.7286563)",,,,
754409495,False,secondary,False,36.665000000000006,"LINESTRING (-149.3128432 -17.7285177, -149.3126985 -17.7284673, -149.3125181 -17.7284044)",,,,
754408745,False,residential,False,49.549,"LINESTRING (-149.3126884 -17.7289382, -149.3128432 -17.7285177)",,,,
308692419,False,primary,True,3.945,"LINESTRING (-149.3100453 -17.7265794, -149.3100193 -17.7266048)",2,6,RT3,Route de Tautira
308692419,False,primary,False,44.707,"LINESTRING (-149.3100453 -17.7265794, -149.3100794 -17.7265461, -149.3102095 -17.7264198, -149.3103429 -17.7262943)",2,6,RT3,Route de Tautira
754408753,False,residential,True,70.852,"LINESTRING (-149.3100453 -17.7265794, -149.3101212 -17.726605, -149.3106758 -17.7267923)",,,,
754408753,False,residential,False,70.852,"LINESTRING (-149.3106758 -17.7267923, -149.3101212 -17.726605, -149.3100453 -17.7265794)",,,,
754408755,False,residential,False,51.823,"LINESTRING (-149.3109454 -17.7263347, -149.310637 -17.7262292, -149.3104849 -17.7261772)",,,,
308692419,False,primary,True,44.70700000000001,"LINESTRING (-149.3103429 -17.7262943, -149.3102095 -17.7264198, -149.3100794 -17.7265461, -149.3100453 -17.7265794)",2,6,RT3,Route de Tautira
754409271,True,primary,False,77.757,"LINESTRING (-149.3103429 -17.7262943, -149.310428 -17.726184, -149.3105268 -17.7260928, -149.3105785 -17.7260373, -149.3106417 -17.7259668, -149.3106648 -17.7259395, -149.3106702 -17.7258998, -149.3106707 -17.7258444, -149.3106565 -17.7257739, -149.3106386 -17.7257141)",,,RT3,
754408755,False,residential,True,51.823,"LINESTRING (-149.3104849 -17.7261772, -149.310637 -17.7262292, -149.3109454 -17.7263347)",,,,
754408788,True,primary,False,19.895,"LINESTRING (-149.3104849 -17.7261772, -149.3104688 -17.7261916, -149.3103429 -17.7262943)",,,RT3,
754410671,False,primary,True,26.019,"LINESTRING (-149.3110136 -17.7258503, -149.3112432 -17.7259335)",2,6,,
338651423,False,primary,False,16.573,"LINESTRING (-149.3110136 -17.7258503, -149.3109953 -17.7258437, -149.3108674 -17.7257972)",2,6,RT2,
754408788,True,primary,False,67.458,"LINESTRING (-149.3110136 -17.7258503, -149.3109441 -17.7258684, -149.3108756 -17.7258967, -149.3107868 -17.7259497, -149.3106764 -17.7260272, -149.3105557 -17.7261141, -149.3104849 -17.7261772)",,,RT3,
754408801,False,residential,False,99.09799999999998,"LINESTRING (-149.3163975 -17.7235811, -149.3164435 -17.7236725, -149.3164603 -17.7237712, -149.3164335 -17.7238247, -149.3163345 -17.7238602, -149.3162294 -17.7238681, -149.3161621 -17.7238906, -149.3161198 -17.7239171, -149.316071 -17.7240028, -149.3160054 -17.724118, -149.3159488 -17.7241833)",,,,
754409495,False,secondary,False,40.468999999999994,"LINESTRING (-149.3168009 -17.729856, -149.3165403 -17.729765, -149.3164411 -17.7297336)",,,,
754409495,False,secondary,True,91.20599999999999,"LINESTRING (-149.3168009 -17.729856, -149.317 -17.7299255, -149.317364 -17.7300507, -149.3175101 -17.7301036, -149.3176099 -17.730137)",,,,
754408883,False,residential,True,35.105,"LINESTRING (-149.3164411 -17.7297336, -149.3163344 -17.7300325)",,,,
754409495,False,secondary,False,22.769,"LINESTRING (-149.3164411 -17.7297336, -149.3162371 -17.729669)",,,,
754409495,False,secondary,True,40.468999999999994,"LINESTRING (-149.3164411 -17.7297336, -149.3165403 -17.729765, -149.3168009 -17.729856)",,,,
754408883,False,residential,False,35.105,"LINESTRING (-149.3163344 -17.7300325, -149.3164411 -17.7297336)",,,,
25122443,False,secondary,True,119.118,"LINESTRING (-149.3090555 -17.7295493, -149.3091261 -17.7295738, -149.3097443 -17.7297875, -149.310113 -17.729914)",2,,RT31,
375456395,False,residential,True,69.5,"LINESTRING (-149.3090555 -17.7295493, -149.3090193 -17.7296241, -149.3089049 -17.7298919, -149.3088444 -17.7301388)",,,,
754409061,False,residential,False,77.25,"LINESTRING (-149.3171652 -17.724946, -149.3171233 -17.7249226, -149.3170497 -17.7248673, -149.3169272 -17.7247602, -149.3168226 -17.7246927, -149.3167018 -17.7245984, -149.3165966 -17.724513)",,,,
754409061,False,residential,True,137.313,"LINESTRING (-149.3171652 -17.724946, -149.3171361 -17.7250094, -149.3170707 -17.7251929, -149.3169606 -17.7254291, -149.3168359 -17.7256294, -149.3165962 -17.7260523)",,,,
754410671,False,primary,False,13.842,"LINESTRING (-149.312467 -17.7263592, -149.3123442 -17.7263166)",2,6,,
"[754409008, 377552865]",False,residential,"[False, True]",330.48400000000004,"LINESTRING (-149.312467 -17.7263592, -149.3126235 -17.7259844, -149.3128007 -17.7255426, -149.3128795 -17.7253331, -149.312938 -17.7251941, -149.3130132 -17.7249823, -149.3130716 -17.7248354, -149.313158 -17.7246241, -149.3132586 -17.7243966, -149.3133393 -17.7241901, -149.3134505 -17.7239242, -149.3135415 -17.7236984, -149.3135829 -17.7235842)",,,,
754410671,False,primary,True,83.00200000000001,"LINESTRING (-149.312467 -17.7263592, -149.3125043 -17.726372, -149.3125106 -17.7263742, -149.3127647 -17.7264601, -149.3131006 -17.7265757, -149.3132048 -17.7266108)",2,6,,
754409009,False,residential,True,41.78,"LINESTRING (-149.3142847 -17.7232705, -149.3144569 -17.7233266, -149.3146353 -17.7233776, -149.3146604 -17.7233848)",,,,
198923396,False,residential,False,63.519,"LINESTRING (-149.3146604 -17.7233848, -149.3146287 -17.7234675, -149.3145129 -17.7237606, -149.3144534 -17.7239209)",,,,
198923396,False,residential,True,43.903999999999996,"LINESTRING (-149.3146604 -17.7233848, -149.3147197 -17.7232303, -149.3148034 -17.7230142)",,,,
754409009,False,residential,False,41.78,"LINESTRING (-149.3146604 -17.7233848, -149.3146353 -17.7233776, -149.3144569 -17.7233266, -149.3142847 -17.7232705)",,,,
754409015,False,residential,True,82.031,"LINESTRING (-149.3161556 -17.7268319, -149.3161243 -17.7269376, -149.3160217 -17.7272271, -149.3159071 -17.7275304)",,,,
754409015,False,residential,False,82.031,"LINESTRING (-149.3159071 -17.7275304, -149.3160217 -17.7272271, -149.3161243 -17.7269376, -149.3161556 -17.7268319)",,,,
754410671,False,primary,False,71.34700000000001,"LINESTRING (-149.3159071 -17.7275304, -149.3156728 -17.7274501, -149.3152788 -17.727317, -149.3152726 -17.7273149)",2,6,,
754410671,False,primary,True,86.965,"LINESTRING (-149.3159071 -17.7275304, -149.3159231 -17.7275359, -149.3160171 -17.7275681, -149.3164584 -17.7277231, -149.3166785 -17.7277983)",2,6,,
754408801,False,residential,False,35.739,"LINESTRING (-149.3159488 -17.7241833, -149.3158477 -17.7241371, -149.3157314 -17.724082, -149.3156827 -17.7240603, -149.3156411 -17.7240617)",,,,
754408801,False,residential,True,99.09799999999998,"LINESTRING (-149.3159488 -17.7241833, -149.3160054 -17.724118, -149.316071 -17.7240028, -149.3161198 -17.7239171, -149.3161621 -17.7238906, -149.3162294 -17.7238681, -149.3163345 -17.7238602, -149.3164335 -17.7238247, -149.3164603 -17.7237712, -149.3164435 -17.7236725, -149.3163975 -17.7235811)",,,,
754409017,False,residential,True,78.503,"LINESTRING (-149.3159488 -17.7241833, -149.3160535 -17.7242316, -149.3162085 -17.7242888, -149.3163146 -17.7243274, -149.316373 -17.7243495, -149.3164755 -17.7244166, -149.3165966 -17.724513)",,,,
754409017,False,residential,False,78.50300000000001,"LINESTRING (-149.3165966 -17.724513, -149.3164755 -17.7244166, -149.316373 -17.7243495, -149.3163146 -17.7243274, -149.3162085 -17.7242888, -149.3160535 -17.7242316, -149.3159488 -17.7241833)",,,,
"[754409017, 754408972]",False,residential,True,283.285,"LINESTRING (-149.3165966 -17.724513, -149.3165091 -17.7246705, -149.3163632 -17.7249479, -149.3162257 -17.7252101, -149.3160707 -17.7255271, -149.3159233 -17.725842, -149.3157805 -17.7261283, -149.3156581 -17.7263699, -149.3155676 -17.7265343, -149.315448 -17.7267661, -149.3154363 -17.7268071)",,,,
754409061,False,residential,True,77.25,"LINESTRING (-149.3165966 -17.724513, -149.3167018 -17.7245984, -149.3168226 -17.7246927, -149.3169272 -17.7247602, -149.3170497 -17.7248673, -149.3171233 -17.7249226, -149.3171652 -17.724946)",,,,
754409019,False,residential,True,8.103,"LINESTRING (-149.3098253 -17.7255167, -149.3098511 -17.7254481)",,,,
754409028,False,residential,True,26.148,"LINESTRING (-149.3151639 -17.72651, -149.3150529 -17.7267084, -149.3150472 -17.7267172)",,,,
754410671,False,primary,False,9.143,"LINESTRING (-149.3147981 -17.7271527, -149.3147169 -17.7271248)",2,6,,
754409028,False,residential,False,55.2,"LINESTRING (-149.3147981 -17.7271527, -149.3149255 -17.7269072, -149.3150472 -17.7267172)",,,,
754410671,False,primary,True,53.394999999999996,"LINESTRING (-149.3147981 -17.7271527, -149.3148081 -17.7271561, -149.3151972 -17.7272894, -149.3152477 -17.7273063, -149.3152726 -17.7273149)",2,6,,
754409048,False,residential,True,45.71,"LINESTRING (-149.3123034 -17.7258654, -149.3122581 -17.7259965, -149.3121811 -17.7262272, -149.3121691 -17.726256)",,,,
754409060,False,residential,True,10.601,"LINESTRING (-149.3099498 -17.7265362, -149.3100193 -17.7266048)",,,,
308692419,False,primary,False,3.945,"LINESTRING (-149.3100193 -17.7266048, -149.3100453 -17.7265794)",2,6,RT3,Route de Tautira
754409060,False,residential,False,10.601,"LINESTRING (-149.3100193 -17.7266048, -149.3099498 -17.7265362)",,,,
308692419,False,primary,True,43.106,"LINESTRING (-149.3100193 -17.7266048, -149.3098539 -17.7267663, -149.3097328 -17.7268801)",2,6,RT3,Route de Tautira
754409061,False,residential,False,137.313,"LINESTRING (-149.3165962 -17.7260523, -149.3168359 -17.7256294, -149.3169606 -17.7254291, -149.3170707 -17.7251929, -149.3171361 -17.7250094, -149.3171652 -17.724946)",,,,
754409097,False,residential,True,49.665,"LINESTRING (-149.3146403 -17.7291289, -149.3145634 -17.729329, -149.3144872 -17.729551)",,,,
754409495,False,secondary,False,68.03200000000001,"LINESTRING (-149.3146403 -17.7291289, -149.3144809 -17.729076, -149.3140338 -17.7289274)",,,,
754409495,False,secondary,True,64.49799999999999,"LINESTRING (-149.3146403 -17.7291289, -149.3149904 -17.7292449, -149.3152128 -17.7293264)",,,,
754409097,False,residential,False,49.665,"LINESTRING (-149.3144872 -17.729551, -149.3145634 -17.729329, -149.3146403 -17.7291289)",,,,
754408500,False,secondary,False,10.093,"LINESTRING (-149.3136608 -17.7299536, -149.3136305 -17.730037, -149.3136297 -17.7300394)",,,,
754408500,False,secondary,True,120.754,"LINESTRING (-149.3136608 -17.7299536, -149.313864 -17.729393, -149.3140338 -17.7289274)",,,,
754409143,False,residential,True,83.061,"LINESTRING (-149.3147054 -17.7221099, -149.3145787 -17.7221943, -149.3144163 -17.7222872, -149.3143291 -17.7223287, -149.3142063 -17.7224217, -149.3140747 -17.7225266, -149.3140635 -17.7225349)",,,,
377552865,False,residential,True,34.503,"LINESTRING (-149.3140635 -17.7225349, -149.3138849 -17.7222754)",,,,
377552865,False,residential,False,128.392,"LINESTRING (-149.3140635 -17.7225349, -149.3140285 -17.7225617, -149.3139815 -17.7226103, -149.3139578 -17.7226867, -149.3138967 -17.7228313, -149.3138346 -17.7229676, -149.3137622 -17.7231446, -149.3136977 -17.7233056, -149.3136106 -17.7235076, -149.3135829 -17.7235842)",,,,
754409143,False,residential,False,83.061,"LINESTRING (-149.3140635 -17.7225349, -149.3140747 -17.7225266, -149.3142063 -17.7224217, -149.3143291 -17.7223287, -149.3144163 -17.7222872, -149.3145787 -17.7221943, -149.3147054 -17.7221099)",,,,
754409144,False,residential,False,39.996,"LINESTRING (-149.3161211 -17.7300113, -149.3162371 -17.729669)",,,,
754409235,False,residential,True,22.911,"LINESTRING (-149.3134135 -17.7300265, -149.3135972 -17.7301353)",,,,
754408500,False,secondary,True,11.205,"LINESTRING (-149.3135972 -17.7301353, -149.3136297 -17.7300394)",,,,
754409235,False,residential,False,22.911,"LINESTRING (-149.3135972 -17.7301353, -149.3134135 -17.7300265)",,,,
754409019,False,residential,False,8.103,"LINESTRING (-149.3098511 -17.7254481, -149.3098253 -17.7255167)",,,,
338651423,False,primary,True,50.268,"LINESTRING (-149.3098511 -17.7254481, -149.3100169 -17.7254985, -149.3101431 -17.7255386, -149.3103009 -17.7255922)",2,6,RT2,
338651423,False,primary,False,18.089,"LINESTRING (-149.3106386 -17.7257141, -149.3105522 -17.7256833, -149.3104788 -17.7256567)",2,6,RT2,
338651423,False,primary,True,25.936,"LINESTRING (-149.3106386 -17.7257141, -149.3107447 -17.7257518, -149.3108187 -17.7257795, -149.3108674 -17.7257972)",2,6,RT2,
754410671,False,primary,False,26.019,"LINESTRING (-149.3112432 -17.7259335, -149.3110136 -17.7258503)",2,6,,
754409329,False,residential,True,109.273,"LINESTRING (-149.3112432 -17.7259335, -149.3112449 -17.7258985, -149.3114025 -17.7254955, -149.3115834 -17.7250074)",,,,
754410671,False,primary,True,38.639,"LINESTRING (-149.3112432 -17.7259335, -149.3115388 -17.7260395, -149.3115849 -17.7260552)",2,6,,
754410671,False,primary,True,3.027,"LINESTRING (-149.3115849 -17.7260552, -149.3116118 -17.7260644)",2,6,,
44116419,False,secondary,True,117.034,"LINESTRING (-149.3115849 -17.7260552, -149.3115202 -17.7261908, -149.3114106 -17.7265019, -149.3113057 -17.7267529, -149.311198 -17.7270404)",,,,
754410671,False,primary,False,38.639,"LINESTRING (-149.3115849 -17.7260552, -149.3115388 -17.7260395, -149.3112432 -17.7259335)",2,6,,
754410671,False,primary,False,3.027,"LINESTRING (-149.3116118 -17.7260644, -149.3115849 -17.7260552)",2,6,,
754410671,False,primary,True,20.042,"LINESTRING (-149.3116118 -17.7260644, -149.3117899 -17.7261253)",2,6,,
754409298,False,residential,False,38.588,"LINESTRING (-149.3116118 -17.7260644, -149.3116307 -17.7260166, -149.3117401 -17.7257396)",,,,
754410671,False,primary,False,20.042,"LINESTRING (-149.3117899 -17.7261253, -149.3116118 -17.7260644)",2,6,,
754409332,False,residential,False,60.994,"LINESTRING (-149.3117899 -17.7261253, -149.3117993 -17.7260958, -149.3118964 -17.7258432, -149.311991 -17.7256114)",,,,
754410671,False,primary,True,42.712,"LINESTRING (-149.3117899 -17.7261253, -149.3118179 -17.7261348, -149.3121443 -17.7262475, -149.3121691 -17.726256)",2,6,,
754410671,False,primary,True,19.732,"LINESTRING (-149.3121691 -17.726256, -149.3123442 -17.7263166)",2,6,,
754409048,False,residential,False,45.71,"LINESTRING (-149.3121691 -17.726256, -149.3121811 -17.7262272, -149.3122581 -17.7259965, -149.3123034 -17.7258654)",,,,
754410671,False,primary,False,42.712,"LINESTRING (-149.3121691 -17.726256, -149.3121443 -17.7262475, -149.3118179 -17.7261348, -149.3117899 -17.7261253)",2,6,,
754410671,False,primary,False,19.732,"LINESTRING (-149.3123442 -17.7263166, -149.3121691 -17.726256)",2,6,,
754410671,False,primary,True,13.842,"LINESTRING (-149.3123442 -17.7263166, -149.312467 -17.7263592)",2,6,,
378215417,False,residential,False,181.612,"LINESTRING (-149.3123442 -17.7263166, -149.3123379 -17.7263453, -149.3122789 -17.7264785, -149.3121538 -17.7268014, -149.3120128 -17.7271782, -149.3119012 -17.7274649, -149.3118244 -17.7276662, -149.3118023 -17.7277269, -149.3118047 -17.7277604, -149.311821 -17.727781, -149.3118366 -17.7277911, -149.3118889 -17.727811)",,,,
754410671,False,primary,False,40.796,"LINESTRING (-149.3139163 -17.7268527, -149.3135544 -17.7267271)",2,6,,
734502814,False,residential,False,212.97899999999998,"LINESTRING (-149.3139163 -17.7268527, -149.3139066 -17.7268798, -149.3138745 -17.7269661, -149.3137061 -17.7274135, -149.313499 -17.7279304, -149.3133464 -17.7283598, -149.3132514 -17.7286323, -149.3132405 -17.7286563)",,,,
754410671,False,primary,True,46.801,"LINESTRING (-149.3139163 -17.7268527, -149.3139297 -17.7268573, -149.3141999 -17.7269546, -149.3143198 -17.7269898, -149.3143323 -17.7269941)",2,6,,
754410671,False,primary,True,6.239,"LINESTRING (-149.3143323 -17.7269941, -149.3143878 -17.7270129)",2,6,,
198923398,False,residential,False,349.38800000000003,"LINESTRING (-149.3143323 -17.7269941, -149.3143642 -17.7268596, -149.3144294 -17.7266079, -149.3144753 -17.7263211, -149.3145319 -17.7259709, -149.3146458 -17.7257265, -149.3147653 -17.7254782, -149.3148797 -17.725237, -149.3149706 -17.7250192, -149.3150157 -17.7248756, -149.315082 -17.7246769, -149.3151514 -17.7244438, -149.3152091 -17.7242201, -149.3152703 -17.7239977)",,,,
754410671,False,primary,False,46.801,"LINESTRING (-149.3143323 -17.7269941, -149.3143198 -17.7269898, -149.3141999 -17.7269546, -149.3139297 -17.7268573, -149.3139163 -17.7268527)",2,6,,
754408972,False,residential,False,59.096000000000004,"LINESTRING (-149.3152726 -17.7273149, -149.3153645 -17.7270585, -149.3154363 -17.7268071)",,,,
754410671,False,primary,False,53.394999999999996,"LINESTRING (-149.3152726 -17.7273149, -149.3152477 -17.7273063, -149.3151972 -17.7272894, -149.3148081 -17.7271561, -149.3147981 -17.7271527)",2,6,,
754410671,False,primary,True,71.34700000000001,"LINESTRING (-149.3152726 -17.7273149, -149.3152788 -17.727317, -149.3156728 -17.7274501, -149.3159071 -17.7275304)",2,6,,
754408644,False,residential,True,29.999,"LINESTRING (-149.3166785 -17.7277983, -149.3166692 -17.7278276, -149.3165964 -17.7280565)",,,,
