osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,ref,bridge,access
33753733,False,Avenue des Cosmos,unclassified,True,214.03900000000002,"LINESTRING (4.7716617 45.7588414, 4.7716686 45.7589091, 4.7716496 45.7589691, 4.7713017 45.7593236, 4.7703558 45.7602231, 4.770131 45.7604182)",,,,,
"[815616962, 815616963]",False,Rue François Mermet,secondary,True,199.17499999999998,"LINESTRING (4.7716617 45.7588414, 4.7715253 45.758862, 4.7714433 45.7588744, 4.7712059 45.7588885, 4.7707848 45.7589099, 4.7701755 45.758932, 4.7698903 45.7589463, 4.7693856 45.7589383, 4.7691031 45.7589338)",50,,,,
"[815616962, 815616963]",False,Rue François Mermet,secondary,False,199.175,"LINESTRING (4.7691031 45.7589338, 4.7693856 45.7589383, 4.7698903 45.7589463, 4.7701755 45.758932, 4.7707848 45.7589099, 4.7712059 45.7588885, 4.7714433 45.7588744, 4.7715253 45.758862, 4.7716617 45.7588414)",50,,,,
815616963,False,Rue François Mermet,secondary,True,146.137,"LINESTRING (4.7691031 45.7589338, 4.7689148 45.7589238, 4.7680137 45.7588762, 4.7674309 45.7588406, 4.7672255 45.7588281)",50,,,,
4898487,False,Rue François Mermet,secondary,True,96.585,"LINESTRING (4.7672255 45.7588281, 4.7670639 45.7588209, 4.7659917 45.7587141)",50,,,,
815616963,False,Rue François Mermet,secondary,False,146.137,"LINESTRING (4.7672255 45.7588281, 4.7674309 45.7588406, 4.7680137 45.7588762, 4.7689148 45.7589238, 4.7691031 45.7589338)",50,,,,
4996638,False,Rue du Professeur Depéret,tertiary,False,48.099,"LINESTRING (4.7628324 45.7566507, 4.7624904 45.7570115)",50,2,,,
24960183,False,Impasse des Acacias,residential,False,232.57399999999998,"LINESTRING (4.7628324 45.7566507, 4.7627622 45.7566281, 4.7606719 45.7560348, 4.7610058 45.7556345)",,,,,
4898487,False,Rue François Mermet,secondary,False,143.91500000000002,"LINESTRING (4.7612626 45.7581135, 4.7615065 45.7581318, 4.761599 45.7581526, 4.762067 45.7582578, 4.7624911 45.7583375, 4.7630607 45.7584197)",50,,,,
4996638,False,Rue du Professeur Depéret,tertiary,True,155.20499999999998,"LINESTRING (4.7612626 45.7581135, 4.7613577 45.7580281, 4.7614273 45.7579656, 4.7624904 45.7570115)",50,2,,,
808808745,False,Rue du Professeur Depéret,tertiary,False,117.46000000000001,"LINESTRING (4.7612626 45.7581135, 4.7612151 45.7582004, 4.7612033 45.7582405, 4.7611539 45.758468, 4.7611057 45.7587266, 4.7610376 45.7591555)",50,2,,,
4898487,False,Rue François Mermet,secondary,False,20.069,"LINESTRING (4.7639112 45.7585067, 4.7641673 45.7585322)",50,,,,
4898487,False,Rue François Mermet,secondary,True,66.68599999999999,"LINESTRING (4.7639112 45.7585067, 4.7638184 45.7584972, 4.7630607 45.7584197)",50,,,,
4996801,False,Rue Étienne Delorme,unclassified,False,93.897,"LINESTRING (4.7639112 45.7585067, 4.7638979 45.7585839, 4.7637667 45.7593451)",,,,,
4988828,True,Avenue du 11 Novembre 1918,secondary_link,False,25.604999999999997,"LINESTRING (4.7693418 45.7643078, 4.7690883 45.7642243, 4.7690433 45.7642095)",,,,,
803450211,True,Route de Paris,primary,False,23.88,"LINESTRING (4.7690433 45.7642095, 4.7692892 45.7640803)",50,,D 307,,
4996630,True,Avenue du 11 Novembre 1918,secondary,False,52.092999999999996,"LINESTRING (4.7690433 45.7642095, 4.769024 45.764116, 4.7688917 45.7638756, 4.7688082 45.7637747)",50,,,,
803450211,True,Route de Paris,primary,False,14.153,"LINESTRING (4.7692892 45.7640803, 4.7694474 45.7640169)",50,,D 307,,
4988830,True,Avenue du 11 Novembre 1918,secondary_link,False,25.933,"LINESTRING (4.7692892 45.7640803, 4.7693297 45.7641502, 4.7693369 45.7642446, 4.7693418 45.7643078)",,,,,
808808745,False,Rue du Professeur Depéret,tertiary,False,179.966,"LINESTRING (4.7609864 45.759468, 4.7609606 45.7595903, 4.7609266 45.7597516, 4.7608365 45.7600793, 4.760782 45.7602325, 4.7607252 45.7603427, 4.7606853 45.7604159, 4.7605788 45.7606116, 4.7604149 45.7609129, 4.7603573 45.7610188)",50,2,,,
808808745,False,Rue du Professeur Depéret,tertiary,True,34.974999999999994,"LINESTRING (4.7609864 45.759468, 4.7610079 45.7593391, 4.7610209 45.7592609, 4.7610376 45.7591555)",50,2,,,
4996635,False,Avenue du 8 Mai 1945,tertiary,False,37.564,"LINESTRING (4.7603573 45.7610188, 4.7601692 45.7610777, 4.7599155 45.7611571)",,,,,
4996781,True,Avenue du 8 Mai 1945,tertiary,False,174.002,"LINESTRING (4.7603573 45.7610188, 4.760565 45.7609992, 4.7612564 45.7609777, 4.7620744 45.7610019, 4.7625961 45.7610231)",,,,,
808808745,False,Rue du Professeur Depéret,tertiary,True,179.966,"LINESTRING (4.7603573 45.7610188, 4.7604149 45.7609129, 4.7605788 45.7606116, 4.7606853 45.7604159, 4.7607252 45.7603427, 4.760782 45.7602325, 4.7608365 45.7600793, 4.7609266 45.7597516, 4.7609606 45.7595903, 4.7609864 45.759468)",50,2,,,
4996635,False,Avenue du 8 Mai 1945,tertiary,True,37.564,"LINESTRING (4.7599155 45.7611571, 4.7601692 45.7610777, 4.7603573 45.7610188)",,,,,
"[4996641, 33637747, 194213869]",False,Avenue Honoré Esplette,tertiary,False,96.20299999999999,"LINESTRING (4.7599155 45.7611571, 4.759893 45.7612398, 4.7599083 45.7614454, 4.7599156 45.7616198, 4.7599244 45.7619152, 4.7599334 45.7620202)",,2,,yes,
4996631,True,Avenue du 11 Novembre 1918,secondary,False,24.229,"LINESTRING (4.7688082 45.7637747, 4.7689556 45.7638399, 4.7690608 45.763902)",50,,,,
4996632,False,Avenue du 11 Novembre 1918,secondary,False,171.799,"LINESTRING (4.7688082 45.7637747, 4.7687612 45.7637509, 4.7685233 45.7636303, 4.7681152 45.7635148, 4.7679082 45.7634945, 4.7677331 45.7634829, 4.7670848 45.7634858, 4.7666964 45.7634998)",50,2,,,yes
34967204,False,Avenue du 11 Novembre 1918,residential,False,29.717,"LINESTRING (4.7688082 45.7637747, 4.7688755 45.7637173, 4.7690548 45.7635702)",,,,,
4996632,False,Avenue du 11 Novembre 1918,secondary,False,36.87,"LINESTRING (4.7659091 45.7634971, 4.7657977 45.7635033, 4.7657102 45.7635104, 4.7654366 45.7635327)",50,2,,,yes
4996632,False,Avenue du 11 Novembre 1918,secondary,True,61.101,"LINESTRING (4.7659091 45.7634971, 4.7660268 45.7634931, 4.7661621 45.763492, 4.7664251 45.7634997, 4.7666964 45.7634998)",50,2,,,yes
116881705,False,Rue de Belgique,unclassified,True,384.442,"LINESTRING (4.7659091 45.7634971, 4.765901 45.7634522, 4.7658921 45.7634016, 4.7658836 45.7633579, 4.7658541 45.7632051, 4.7657681 45.7627854, 4.7656381 45.7621512, 4.765597 45.7619939, 4.7654916 45.761916, 4.7628692 45.7619953)",,,,,
4996632,False,Avenue du 11 Novembre 1918,secondary,True,74.772,"LINESTRING (4.7602648 45.764045, 4.7604115 45.764018, 4.7605088 45.7640067, 4.7610243 45.7639502, 4.7611277 45.7639389, 4.7612137 45.7639295)",50,2,,,yes
4996641,False,Avenue Honoré Esplette,tertiary,True,115.258,"LINESTRING (4.7602648 45.764045, 4.7602447 45.7638876, 4.7602415 45.7638666, 4.7600928 45.7630155)",,,,,
4996641,False,Avenue Honoré Esplette,tertiary,False,111.361,"LINESTRING (4.7599334 45.7620202, 4.7599447 45.7620905, 4.7600928 45.7630155)",,,,,
