osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,lanes,junction,width,access,tunnel
169385323,False,living_street,True,466.708,"LINESTRING (2.11819 48.833351, 2.1186031 48.8330024, 2.1186102 48.8329596, 2.1181082 48.8327113, 2.1178399 48.8322028, 2.1178608 48.8321851, 2.1184783 48.8316626, 2.1189087 48.8318293, 2.120151 48.8323105, 2.1211964 48.8327154)",,Avenue de Villars,30,2,,,permissive,
"[331679922, 788293775]",False,tertiary,False,52.786,"LINESTRING (2.11819 48.833351, 2.1184949 48.8335257, 2.1187372 48.8336602)",,Rue Moxouris,,2,,,,
331679922,False,tertiary,True,193.40499999999994,"LINESTRING (2.11819 48.833351, 2.118014 48.833248, 2.1176143 48.8330266, 2.1171489 48.8327622, 2.1169676 48.8326585, 2.1167422 48.8324967, 2.1166954 48.8324525, 2.1166606 48.8324114, 2.1166236 48.8323605, 2.1165777 48.8322995, 2.1165448 48.8322291, 2.1165239 48.8321667, 2.1164978 48.8320731)",,Rue Moxouris,,2,,,,
33142866,False,residential,False,227.21200000000002,"LINESTRING (2.1285759 48.8331164, 2.1285356 48.8331238, 2.1255861 48.8336661)",,Avenue Jeanne Léger,,2,,,,
331679929,True,secondary,False,178.058,"LINESTRING (2.1285759 48.8331164, 2.128354 48.8327381, 2.1282809 48.8325768, 2.128251 48.8324977, 2.128222 48.8323912, 2.1281735 48.8321034, 2.1281357 48.8316325, 2.1281167 48.8315569)",D 321,Rue de Versailles,50,,,,,
"[20462325, 173695495]",False,unclassified,False,85.63,"LINESTRING (2.1257095 48.8274243, 2.1258589 48.8274282, 2.1259036 48.8274277, 2.1261654 48.827416, 2.1262894 48.8274087, 2.1263391 48.8274002, 2.1263738 48.8273913, 2.1264159 48.8273779, 2.1265008 48.8273689, 2.1268667 48.8273479)",,Rue Hippolyte Deslandes,50,2,,,,
331670084,True,tertiary,False,6.734,"LINESTRING (2.1257095 48.8274243, 2.1256845 48.8274439, 2.1256675 48.8274574, 2.1256504 48.8274707)",,Rue Pottier,50,1,roundabout,,,
172181024,True,tertiary,False,17.547,"LINESTRING (2.1256504 48.8274707, 2.1256063 48.8275757, 2.1255855 48.8276226)",,Rue Pottier,50,1,,,,
331670075,True,tertiary,False,12.677,"LINESTRING (2.1256504 48.8274707, 2.1255986 48.8274843, 2.1255652 48.8274895, 2.125525 48.8274934, 2.1254826 48.8274919)",,,50,,roundabout,,,
172181025,True,tertiary,False,16.369,"LINESTRING (2.1255855 48.8276226, 2.1255509 48.8275787, 2.1255026 48.8275174, 2.1254826 48.8274919)",,Rue Pottier,50,1,,,,
195002819,False,tertiary,True,63.003,"LINESTRING (2.1255855 48.8276226, 2.1254908 48.827864, 2.1253703 48.8281712)",,Rue Pottier,50,,,,,
172181028,False,tertiary,False,22.61,"LINESTRING (2.1252157 48.8285894, 2.1252365 48.828529, 2.125284 48.8283911)",,Rue Pottier,50,,,,,
331670049,True,secondary,False,13.017,"LINESTRING (2.1252157 48.8285894, 2.1252382 48.8286032, 2.1252723 48.8286264, 2.1252919 48.828656, 2.1252946 48.8286882)",,Avenue Charles de Gaulle,50,,roundabout,4,,
331670052,True,secondary,False,49.045,"LINESTRING (2.1197383 48.8266806, 2.1197928 48.8267616, 2.1198051 48.826777, 2.1199262 48.826872, 2.120009 48.8269475, 2.1201178 48.8270412)",,Avenue Dutartre,50,,,,,
331679916,True,secondary,False,24.776,"LINESTRING (2.119607 48.8279528, 2.119596 48.8278893, 2.1196078 48.8278259, 2.119631 48.8277809, 2.1196656 48.8277392)",,Rond-Point du 18 Juin,50,,roundabout,,,
19893118,True,secondary,False,5.178,"LINESTRING (2.1252266 48.8287555, 2.1251583 48.8287676)",,Avenue Charles de Gaulle,50,,roundabout,4,,
19893875,False,secondary,False,9.176,"LINESTRING (2.1174338 48.8287651, 2.1174657 48.8287829, 2.1174895 48.8288055, 2.1175035 48.8288314)",,Avenue Charles de Gaulle,,,circular,,,
"[701091649, 19893948]",True,secondary,False,186.083,"LINESTRING (2.1174338 48.8287651, 2.1175839 48.8286849, 2.1181549 48.8285424, 2.1184972 48.8284607, 2.1186856 48.8284181, 2.1189723 48.8283292, 2.1191309 48.8282609, 2.1192983 48.8281659, 2.1195216 48.8280093, 2.119607 48.8279528)",,Avenue Charles de Gaulle,50,,,,,
"[701091869, 331679951]",False,secondary,True,21.433,"LINESTRING (2.1174338 48.8287651, 2.117372 48.8287496, 2.117306 48.8287519, 2.1172573 48.8287666, 2.1172188 48.8287911, 2.1171947 48.8288225)",,Avenue Charles de Gaulle,,,circular,,,
"[701091869, 331679951]",False,secondary,False,21.433,"LINESTRING (2.1171947 48.8288225, 2.1172188 48.8287911, 2.1172573 48.8287666, 2.117306 48.8287519, 2.117372 48.8287496, 2.1174338 48.8287651)",,Avenue Charles de Gaulle,,,circular,,,
701090620,False,secondary,True,10.357000000000001,"LINESTRING (2.1171947 48.8288225, 2.1171876 48.8288532, 2.1171944 48.8288839, 2.1172145 48.828912)",,Avenue Charles de Gaulle,,,circular,,,
19893875,False,secondary,True,9.176,"LINESTRING (2.1175035 48.8288314, 2.1174895 48.8288055, 2.1174657 48.8287829, 2.1174338 48.8287651)",,Avenue Charles de Gaulle,,,circular,,,
331679943,False,secondary,False,10.053,"LINESTRING (2.1175035 48.8288314, 2.1175053 48.8288693, 2.1174763 48.8289182)",,Avenue Charles de Gaulle,,,circular,,,
701090620,False,secondary,False,10.357,"LINESTRING (2.1172145 48.828912, 2.1171944 48.8288839, 2.1171876 48.8288532, 2.1171947 48.8288225)",,Avenue Charles de Gaulle,,,circular,,,
701090621,False,secondary,True,11.488,"LINESTRING (2.1172145 48.828912, 2.1172626 48.8289427, 2.1173095 48.8289536, 2.1173495 48.8289563)",,Avenue Charles de Gaulle,,,circular,,,
331679912,True,secondary,False,11.475999999999999,"LINESTRING (2.1250677 48.8286094, 2.1251081 48.8285923, 2.1251506 48.8285863, 2.1252157 48.8285894)",,Avenue Charles de Gaulle,50,,roundabout,,,
33143031,True,residential,False,67.48,"LINESTRING (2.1196824 48.8335095, 2.1197356 48.8335597, 2.1197585 48.8335893, 2.1197457 48.8337785, 2.1197779 48.8338797, 2.1198595 48.8339852, 2.1198783 48.8340857)",,,,1,,,,
168958827,False,tertiary,False,18.408,"LINESTRING (2.1196824 48.8335095, 2.1195633 48.8335766, 2.1194914 48.8336172)",,Rue Jean-Louis Forain,,,,,,
168958827,False,tertiary,True,141.744,"LINESTRING (2.1196824 48.8335095, 2.1197961 48.8334381, 2.120706 48.8329685, 2.1211964 48.8327154)",,Rue Jean-Louis Forain,,,,,,
168958827,False,tertiary,True,18.408,"LINESTRING (2.1194914 48.8336172, 2.1195633 48.8335766, 2.1196824 48.8335095)",,Rue Jean-Louis Forain,,,,,,
172223845,True,tertiary,False,32.645,"LINESTRING (2.1194914 48.8336172, 2.1193065 48.8337704, 2.1192127 48.8338464)",,Rue Jean-Louis Forain,,1,,,,
33142866,False,residential,True,210.13299999999998,"LINESTRING (2.1198783 48.8340857, 2.1207191 48.8342349, 2.121533 48.8343645, 2.1217077 48.8343733, 2.1219577 48.8343333, 2.1226616 48.8342053)",,Avenue Jeanne Léger,,2,,,,
788293782,True,residential,False,43.902,"LINESTRING (2.1198783 48.8340857, 2.1194357 48.8340118, 2.1193716 48.8340098, 2.1192926 48.8340084)",,,,1,,,,
"[19893593, 652219463]",True,secondary,False,109.166,"LINESTRING (2.1234934 48.828112, 2.1235761 48.8281276, 2.1237396 48.8281647, 2.1241312 48.8282703, 2.1242867 48.8283201, 2.124853 48.828511)",,Avenue Charles de Gaulle,50,,,,,
"[172344665, 202998419]",False,residential,False,415.9060000000001,"LINESTRING (2.1234934 48.828112, 2.123533 48.8280508, 2.1236081 48.8279449, 2.1236801 48.827888, 2.1237691 48.827838, 2.1238768 48.8278038, 2.1239863 48.8277815, 2.1242506 48.8277378, 2.124361 48.8277194, 2.1243893 48.8277039, 2.1243999 48.8276773, 2.1243885 48.8276315, 2.1242653 48.827431, 2.1242222 48.8273799, 2.1238649 48.8270043, 2.12383 48.826989, 2.1237462 48.826987, 2.1234815 48.8270265, 2.1232983 48.8270523, 2.1230548 48.8270872, 2.1230167 48.8270845, 2.1229861 48.8270742, 2.1228356 48.8269836, 2.1227611 48.8269525, 2.1227116 48.8269485, 2.1226694 48.8269547, 2.1226062 48.8269772, 2.1222953 48.827108, 2.1222644 48.8271321, 2.1220577 48.8275201, 2.1220625 48.8275732, 2.1221127 48.8276655, 2.1222032 48.827821, 2.122326 48.8278124, 2.1224185 48.8278399, 2.1224521 48.8278963, 2.1224406 48.8279674)",,Rue Grillon,50,,,,destination,
172456503,True,residential,False,45.35,"LINESTRING (2.1270203 48.8277429, 2.1268858 48.827386, 2.1268667 48.8273479)",,Rue Séméraire,,1,,,,
172456505,False,residential,True,42.647999999999996,"LINESTRING (2.1270203 48.8277429, 2.1269743 48.8277717, 2.1267659 48.8280847)",,,,2,,,destination,
172456505,False,residential,False,42.647999999999996,"LINESTRING (2.1267659 48.8280847, 2.1269743 48.8277717, 2.1270203 48.8277429)",,,,2,,,destination,
195002819,False,tertiary,True,25.255,"LINESTRING (2.1253703 48.8281712, 2.125284 48.8283911)",,Rue Pottier,50,,,,,
172578393,False,residential,False,127.439,"LINESTRING (2.1253703 48.8281712, 2.125491 48.8281929, 2.1255218 48.8281984, 2.1257968 48.8282654, 2.1259845 48.8283591, 2.126419 48.8285931, 2.1267651 48.8288249)",,,,2,,,permissive,
195002819,False,tertiary,False,63.003,"LINESTRING (2.1253703 48.8281712, 2.1254908 48.827864, 2.1255855 48.8276226)",,Rue Pottier,50,,,,,
172578390,False,residential,False,39.337,"LINESTRING (2.1267651 48.8288249, 2.1266645 48.8289471, 2.126565 48.829069, 2.1265101 48.8291363)",,Rue José Maria de Hérédia,,2,,,permissive,
172578393,False,residential,True,127.43900000000002,"LINESTRING (2.1267651 48.8288249, 2.126419 48.8285931, 2.1259845 48.8283591, 2.1257968 48.8282654, 2.1255218 48.8281984, 2.125491 48.8281929, 2.1253703 48.8281712)",,,,2,,,permissive,
172578390,False,residential,True,39.336999999999996,"LINESTRING (2.1265101 48.8291363, 2.126565 48.829069, 2.1266645 48.8289471, 2.1267651 48.8288249)",,Rue José Maria de Hérédia,,2,,,permissive,
207875600,False,secondary,True,11.008,"LINESTRING (2.1224406 48.8279674, 2.1224154 48.828065)",,Avenue Charles de Gaulle,50,,,,,
19893593,True,secondary,False,78.827,"LINESTRING (2.1224406 48.8279674, 2.1226122 48.8279808, 2.1229236 48.8280168, 2.1234934 48.828112)",,Avenue Charles de Gaulle,50,,,,,
"[172344665, 202998419]",False,residential,True,415.90599999999995,"LINESTRING (2.1224406 48.8279674, 2.1224521 48.8278963, 2.1224185 48.8278399, 2.122326 48.8278124, 2.1222032 48.827821, 2.1221127 48.8276655, 2.1220625 48.8275732, 2.1220577 48.8275201, 2.1222644 48.8271321, 2.1222953 48.827108, 2.1226062 48.8269772, 2.1226694 48.8269547, 2.1227116 48.8269485, 2.1227611 48.8269525, 2.1228356 48.8269836, 2.1229861 48.8270742, 2.1230167 48.8270845, 2.1230548 48.8270872, 2.1232983 48.8270523, 2.1234815 48.8270265, 2.1237462 48.826987, 2.12383 48.826989, 2.1238649 48.8270043, 2.1242222 48.8273799, 2.1242653 48.827431, 2.1243885 48.8276315, 2.1243999 48.8276773, 2.1243893 48.8277039, 2.124361 48.8277194, 2.1242506 48.8277378, 2.1239863 48.8277815, 2.1238768 48.8278038, 2.1237691 48.827838, 2.1236801 48.827888, 2.1236081 48.8279449, 2.123533 48.8280508, 2.1234934 48.828112)",,Rue Grillon,50,,,,destination,
19893222,True,secondary,False,154.636,"LINESTRING (2.124418 48.8284774, 2.1240735 48.8283572, 2.1236769 48.8282552, 2.123508 48.8282185, 2.1232469 48.828172, 2.1227089 48.8280897, 2.1226743 48.8280845, 2.1224154 48.828065)",,Avenue Charles de Gaulle,50,,,,,
173692916,False,residential,False,199.50799999999998,"LINESTRING (2.124418 48.8284774, 2.1243768 48.8285281, 2.1242861 48.8286398, 2.1241902 48.8287324, 2.1240638 48.828815, 2.1238964 48.8288905, 2.1237208 48.8289593, 2.1235853 48.8290212, 2.1234887 48.8290882, 2.1234209 48.8291783, 2.1233869 48.8292497, 2.1233747 48.8293248, 2.1233657 48.8293952, 2.1234029 48.8294997, 2.1234578 48.8295861, 2.1235143 48.8296647, 2.1235544 48.8297643, 2.1235634 48.829912, 2.1235612 48.8299633)",,Rue de la Pérouse,,,,,permissive,
331670084,True,tertiary,False,10.263,"LINESTRING (2.1256015 48.8273032, 2.125634 48.8273066, 2.1256837 48.8273186, 2.1257149 48.8273479)",,Rue Pottier,50,1,roundabout,,,
181437678,False,residential,False,132.813,"LINESTRING (2.1149948 48.8309889, 2.1150776 48.8314018, 2.1151345 48.8314744, 2.1152045 48.8315211, 2.1154454 48.8316969, 2.1156809 48.8318645, 2.1157695 48.8319415, 2.1157745 48.8320104)",,Avenue Rodin,,,,,permissive,
181437676,False,residential,False,53.593,"LINESTRING (2.1157745 48.8320104, 2.1160375 48.8320416, 2.1163736 48.8320777, 2.1164978 48.8320731)",,,,,,,permissive,
181437678,False,residential,True,132.813,"LINESTRING (2.1157745 48.8320104, 2.1157695 48.8319415, 2.1156809 48.8318645, 2.1154454 48.8316969, 2.1152045 48.8315211, 2.1151345 48.8314744, 2.1150776 48.8314018, 2.1149948 48.8309889)",,Avenue Rodin,,,,,permissive,
454868860,False,living_street,True,8.184,"LINESTRING (2.1252641 48.8275203, 2.125157 48.8275414)",,Rue Pierre Chaulin,20,2,,,yes,
652219454,True,residential,False,18.151,"LINESTRING (2.1252641 48.8275203, 2.1253782 48.8274431, 2.125437 48.8274033)",,Rue Pierre Chaulin,50,2,,,yes,
"[455339472, 455472258, 174345619]",True,living_street,False,92.46800000000002,"LINESTRING (2.1243192 48.8272964, 2.1243677 48.8273781, 2.124404 48.8274413, 2.1245569 48.8276695, 2.1245711 48.82768, 2.1245979 48.827684, 2.1246822 48.8276628, 2.125157 48.8275414)",,"['Chemin des Epinettes', 'Rue Pierre Chaulin']",20,,,,yes,
"[455339473, 168571666, 642323766]",False,"['living_street', 'residential']",True,73.914,"LINESTRING (2.1243192 48.8272964, 2.1242786 48.827245, 2.1240608 48.8270042, 2.124059 48.8269222, 2.1239907 48.8268918, 2.1239481 48.8268731, 2.1238649 48.8268657, 2.1237127 48.826851)",,Chemin des Epinettes,20,2,,,yes,
23894555,True,tertiary,False,8.818,"LINESTRING (2.1217425 48.8298429, 2.1217556 48.8298251, 2.1217771 48.8298112, 2.1218045 48.8298029, 2.1218345 48.8298011)",,Place Dutartre,50,,roundabout,,,
23894558,False,tertiary,True,15.053999999999998,"LINESTRING (2.1217425 48.8298429, 2.1216335 48.8298254, 2.1215419 48.8298132)",,Avenue Dutartre,50,2,,,,
23894555,True,tertiary,False,10.722000000000001,"LINESTRING (2.1218111 48.829916, 2.121788 48.8299109, 2.1217678 48.8299018, 2.1217522 48.8298895, 2.1217424 48.8298748, 2.1217391 48.8298588, 2.1217425 48.8298429)",,Place Dutartre,50,,roundabout,,,
"[690699912, 33142993, 1085058196, 1085058197]",True,tertiary,False,366.98300000000006,"LINESTRING (2.1218111 48.829916, 2.1218278 48.8300207, 2.1218943 48.8301113, 2.1219181 48.8301437, 2.1220671 48.830318, 2.1223476 48.8306505, 2.1225256 48.8309239, 2.1225729 48.8309892, 2.1226296 48.8310676, 2.1227319 48.8312191, 2.1227263 48.8312714, 2.1226655 48.8313941, 2.1226276 48.8314706, 2.1225829 48.8315469, 2.1225474 48.8316149, 2.1224794 48.8317283, 2.1224468 48.8317826, 2.122165 48.8320791, 2.1219566 48.8322984, 2.1216601 48.8324611, 2.1212746 48.8326725, 2.1211964 48.8327154)",,Rue Jean-Louis Forain,"['50', '30']",,,,,
253726016,True,unclassified,False,15.988999999999999,"LINESTRING (2.1154155 48.8270057, 2.1154225 48.8269893, 2.1154381 48.826975, 2.1154658 48.8269636, 2.1155039 48.8269614, 2.1155318 48.8269683, 2.1155537 48.8269818, 2.1155669 48.8270032)",,Avenue Dutartre,30,,roundabout,,,yes
"[253726021, 624384535]",False,unclassified,True,31.002,"LINESTRING (2.1154155 48.8270057, 2.1150381 48.8269922, 2.1149955 48.8269816)",,Avenue Dutartre,30,,,,,yes
331679932,True,tertiary,False,8.743,"LINESTRING (2.1174297 48.8305512, 2.1174549 48.8305618, 2.1174753 48.8305761, 2.1174897 48.8305934, 2.117497 48.8306124)",,,,,roundabout,,,
331679923,True,tertiary,False,21.656999999999996,"LINESTRING (2.117497 48.8306124, 2.1175906 48.8306318, 2.1176579 48.830641, 2.1177869 48.8306401)",,Rue Moxouris,,,,,,
331679932,True,tertiary,False,9.183,"LINESTRING (2.117497 48.8306124, 2.1174966 48.8306331, 2.1174881 48.8306529, 2.1174719 48.8306706, 2.1174493 48.8306849)",,,,,roundabout,,,
331679925,True,tertiary,False,27.94,"LINESTRING (2.1187372 48.8336602, 2.1189502 48.833752, 2.1190563 48.8337981)",,Rue Moxouris,,1,,,,
"[331679922, 788293775]",False,tertiary,True,52.786,"LINESTRING (2.1187372 48.8336602, 2.1184949 48.8335257, 2.11819 48.833351)",,Rue Moxouris,,2,,,,
788293782,True,residential,False,6.747,"LINESTRING (2.1192926 48.8340084, 2.1192005 48.834011)",,,,1,,,,
652219456,True,residential,False,15.667,"LINESTRING (2.1254727 48.8274888, 2.1252641 48.8275203)",,Rue Pierre Chaulin,50,2,,,yes,
365354650,True,tertiary,False,10.001999999999999,"LINESTRING (2.1254727 48.8274888, 2.1254536 48.8274643, 2.1254413 48.8274397, 2.125437 48.8274033)",,Rue Pottier,50,1,roundabout,,,
19919006,True,unclassified,False,47.879,"LINESTRING (2.1202942 48.8264638, 2.1199099 48.826645, 2.119886 48.8266517, 2.1198058 48.8266742, 2.1197383 48.8266806)",,Avenue du Docteur Schweitzer,50,,,,no,
331670070,True,secondary,False,66.68199999999999,"LINESTRING (2.1202942 48.8264638, 2.1202127 48.8265703, 2.1201355 48.8267224, 2.1201218 48.8267801, 2.1201097 48.8268485, 2.1201111 48.8269429, 2.120114 48.8269903, 2.1201178 48.8270412)",,Avenue du Docteur Schweitzer,50,,,,,
168571664,False,living_street,True,33.192,"LINESTRING (2.124913 48.8272898, 2.125157 48.8275414)",,,20,,,,,
"[684348044, 225623983]",True,living_street,False,59.29599999999999,"LINESTRING (2.124913 48.8272898, 2.124762 48.8271231, 2.1246137 48.8271807, 2.1244265 48.8272562, 2.1243192 48.8272964)",,,20,,,,,
23904965,True,tertiary,False,8.798,"LINESTRING (2.1192005 48.834011, 2.1191654 48.8339669, 2.1191416 48.8339421)",,Rue Louis Pelin,,1,,,,
"[253726021, 624384535]",False,unclassified,False,31.002,"LINESTRING (2.1149955 48.8269816, 2.1150381 48.8269922, 2.1154155 48.8270057)",,Avenue Dutartre,30,,,,,yes
1241580025,False,tertiary,False,13.572,"LINESTRING (2.1179695 48.8306189, 2.1177869 48.8306401)",,Rue Moxouris,50,,,,,
