osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,tunnel,access
113755339,2,Boulevard Jeanne d'Arc,secondary,30,False,False,88.04400000000001,"LINESTRING (2.2450814 48.9442272, 2.2451848 48.9443016, 2.2459162 48.9447984)",,,,
622301750,,Rue de Calais,residential,30,False,False,52.029,"LINESTRING (2.2450814 48.9442272, 2.2449855 48.9442732, 2.2445776 48.9445565)",,,,
113755339,2,Boulevard Jeanne d'Arc,secondary,30,False,False,10.743,"LINESTRING (2.2459162 48.9447984, 2.246019 48.9448675)",,,,
113755339,2,Boulevard Jeanne d'Arc,secondary,30,False,True,88.04400000000001,"LINESTRING (2.2459162 48.9447984, 2.2451848 48.9443016, 2.2450814 48.9442272)",,,,
43544688,,Rue Maurice Rechsteiner,residential,,True,False,28.041,"LINESTRING (2.2466498 48.9452907, 2.246582 48.9453432, 2.2464014 48.945483)",,,,
113755339,2,Boulevard Jeanne d'Arc,secondary,30,False,False,87.35,"LINESTRING (2.2466498 48.9452907, 2.2471223 48.9456108, 2.2472389 48.9456952, 2.2474727 48.9458607)",,,,
113755339,2,Boulevard Jeanne d'Arc,secondary,30,False,True,65.855,"LINESTRING (2.2466498 48.9452907, 2.2461134 48.9449289, 2.246019 48.9448675)",,,,
"[24586688, 963250226]","['2', '3']",Rue Antonin Georges Belin,secondary,50,False,False,133.21800000000002,"LINESTRING (2.2478884 48.9461306, 2.2477862 48.9462212, 2.2477585 48.9462468, 2.2474122 48.9465664, 2.2472821 48.9466853, 2.247213 48.946749, 2.2469556 48.9469865, 2.2469268 48.947013, 2.2468271 48.947105)",D 122,,,
113755343,4,Boulevard Léon Feix,secondary,50,False,False,14.401,"LINESTRING (2.2478884 48.9461306, 2.2480212 48.9461916, 2.2480498 48.946205)",D 122,,,
963250227,,Boulevard Jeanne d'Arc,secondary,30,False,True,42.722,"LINESTRING (2.2478884 48.9461306, 2.247751 48.9460513, 2.2477077 48.9460217, 2.2474727 48.9458607)",,,,
43543679,,Rue Denis Roy,residential,30,True,False,93.392,"LINESTRING (2.2499351 48.9471708, 2.2498735 48.9472369, 2.2496017 48.9475253, 2.2492626 48.9478852)",,,,
176852586,,Boulevard Léon Feix,secondary,50,False,False,192.46500000000003,"LINESTRING (2.2499351 48.9471708, 2.2500142 48.9472088, 2.2519447 48.9481884, 2.2520221 48.9482278)",,,,
176852586,,Boulevard Léon Feix,secondary,50,False,True,25.111,"LINESTRING (2.2499351 48.9471708, 2.2498001 48.9471024, 2.249664 48.9470319)",,,,
10521056,,Rue Paul Vaillant Couturier,secondary,30,True,False,27.618,"LINESTRING (2.2542345 48.9463382, 2.2543378 48.9464057, 2.2545027 48.9465133)",,,,
24346654,2,Rue Alfred Labrierre,secondary,50,False,False,192.43,"LINESTRING (2.2542345 48.9463382, 2.2542668 48.9462407, 2.2542762 48.9462123, 2.254398 48.9458671, 2.2547238 48.9448621, 2.2547387 48.944817, 2.254795 48.9446473)",D 909,,,
509239989,,Rue Paul Vaillant Couturier,residential,30,True,False,68.775,"LINESTRING (2.2542345 48.9463382, 2.2541759 48.9462971, 2.2537894 48.9460261, 2.2535907 48.9458868)",,,,
10715090,2,Rue Alfred Labrierre,secondary,50,False,True,50.703,"LINESTRING (2.254795 48.9446473, 2.2548673 48.9444692, 2.2548867 48.9444235, 2.2549783 48.9442075)",D 909,,,
24346654,2,Rue Alfred Labrierre,secondary,50,False,True,192.43,"LINESTRING (2.254795 48.9446473, 2.2547387 48.944817, 2.2547238 48.9448621, 2.254398 48.9458671, 2.2542762 48.9462123, 2.2542668 48.9462407, 2.2542345 48.9463382)",D 909,,,
680673587,1,Boulevard Léon Feix,secondary,50,True,False,26.228,"LINESTRING (2.2487496 48.9464913, 2.2490279 48.9466404)",,,,
1229732082,,Avenue Gabriel Péri,secondary,50,False,False,9.562,"LINESTRING (2.2487496 48.9464913, 2.2486653 48.9465571)",D 122,,,
871953394,2,Avenue Gabriel Péri,secondary,50,True,False,22.921,"LINESTRING (2.2487496 48.9464913, 2.2487605 48.9464271, 2.2487874 48.9464026, 2.2489139 48.9463285)",D 122,,,
10715090,2,Rue Alfred Labrierre,secondary,50,False,False,50.703,"LINESTRING (2.2549783 48.9442075, 2.2548867 48.9444235, 2.2548673 48.9444692, 2.254795 48.9446473)",D 909,,,
188144970,,Rue de la Flache,residential,,False,False,33.813,"LINESTRING (2.2426765 48.9523585, 2.2427171 48.9523236, 2.2429714 48.9521241)",,,,
22634827,,,residential,,True,False,169.407,"LINESTRING (2.2472164 48.9509274, 2.2475942 48.9501889, 2.2478059 48.9498074, 2.2478968 48.9496418, 2.2479411 48.9495944, 2.2480271 48.9495038)",,,,
"[176852586, 509239983]",,Boulevard Léon Feix,secondary,50,False,False,121.37800000000001,"LINESTRING (2.2520221 48.9482278, 2.2520932 48.9482623, 2.2521235 48.948277, 2.2523823 48.9484116, 2.2527733 48.948605, 2.2531219 48.948779, 2.2531605 48.9487983, 2.2533432 48.9488901)",,,,
176852586,,Boulevard Léon Feix,secondary,50,False,True,192.46500000000003,"LINESTRING (2.2520221 48.9482278, 2.2519447 48.9481884, 2.2500142 48.9472088, 2.2499351 48.9471708)",,,,
354439393,,Rue Michelet,residential,,False,False,92.322,"LINESTRING (2.2520221 48.9482278, 2.2519497 48.9482916, 2.2519279 48.9483109, 2.2512668 48.9488936)",,,,
43543682,,Rue Carnot,residential,,True,False,124.304,"LINESTRING (2.2492626 48.9478852, 2.2500327 48.9481292, 2.250488 48.9482735, 2.2507305 48.9484315)",,,,
1229728461,,Boulevard Maurice Berteaux,secondary,,False,True,28.978,"LINESTRING (2.2533432 48.9488901, 2.2536721 48.9487443)",,,,
22720348,,Boulevard Jean Allemane,secondary,50,True,False,27.674,"LINESTRING (2.2533432 48.9488901, 2.2535025 48.9489808, 2.2535345 48.9490892)",D 909,,,
43543673,,Rue Defresne-Bast,residential,,True,False,146.077,"LINESTRING (2.2533432 48.9488901, 2.2533173 48.9486426, 2.2532198 48.9485012, 2.2530382 48.9481255, 2.2530234 48.9479124, 2.2530319 48.9477168, 2.2529958 48.9476422, 2.2529583 48.947627)",,,,
176852587,,Rue Louis Taillandier,residential,,True,False,146.443,"LINESTRING (2.2533432 48.9488901, 2.2532492 48.948948, 2.253145 48.9489487, 2.2514832 48.94896, 2.2513728 48.94896)",,,,
"[176852586, 509239983]",,Boulevard Léon Feix,secondary,50,False,True,121.37800000000001,"LINESTRING (2.2533432 48.9488901, 2.2531605 48.9487983, 2.2531219 48.948779, 2.2527733 48.948605, 2.2523823 48.9484116, 2.2521235 48.948277, 2.2520932 48.9482623, 2.2520221 48.9482278)",,,,
