osmid,oneway,name,highway,access,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge,width
25609071,True,Rue Racine,residential,,False,126.89099999999999,"LINESTRING (-1.4225734 46.6742637, -1.4226523 46.6742451, -1.4241058 46.6739022, -1.4241462 46.6738927)",,,30,,,
845138653,False,Rue Racine,residential,,True,18.718,"LINESTRING (-1.4225734 46.6742637, -1.4225269 46.6742801, -1.4225055 46.6742876, -1.4224461 46.6743432, -1.4224055 46.6743811)",,,30,,,
"[1117084675, 25439117, 1117101463, 25440061, 25440062]",False,"[""Rue d'Ecquebouille"", 'Pont Solférino']",residential,,False,140.09400000000002,"LINESTRING (-1.4218647 46.6678535, -1.4217874 46.6678155, -1.4217411 46.6677901, -1.4216767 46.6677395, -1.4216329 46.6676848, -1.4216004 46.6676661, -1.4215377 46.6676331, -1.4213627 46.6675167, -1.4213299 46.6674907, -1.4212301 46.6674422, -1.4210343 46.6673217, -1.4209525 46.6672481, -1.420856 46.6671974, -1.4207956 46.6671818, -1.4206607 46.6671096, -1.4205167 46.6670142)",,,30,,yes,
25439117,False,Rue d'Ecquebouille,residential,,True,124.904,"LINESTRING (-1.4218647 46.6678535, -1.4219932 46.6679337, -1.4220576 46.668011, -1.4225283 46.6683331, -1.4226986 46.6684205, -1.4227609 46.6684638, -1.4228143 46.6685222, -1.4228227 46.6685838, -1.4228762 46.6686994)",,,30,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,True,8.648,"LINESTRING (-1.4230012 46.6689186, -1.4230927 46.6688727)",,,30,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,False,23.947000000000003,"LINESTRING (-1.4230012 46.6689186, -1.4228182 46.6690295, -1.4227715 46.669065)",,,30,,,
1004706501,False,Rue d'Ecquebouille,residential,,False,9.819,"LINESTRING (-1.4230012 46.6689186, -1.4229839 46.668887, -1.4229561 46.6688359)",,,30,,,
"[1117084675, 25439117, 1117101463, 25440061, 25440062]",False,"[""Rue d'Ecquebouille"", 'Pont Solférino']",residential,,True,140.094,"LINESTRING (-1.4205167 46.6670142, -1.4206607 46.6671096, -1.4207956 46.6671818, -1.420856 46.6671974, -1.4209525 46.6672481, -1.4210343 46.6673217, -1.4212301 46.6674422, -1.4213299 46.6674907, -1.4213627 46.6675167, -1.4215377 46.6676331, -1.4216004 46.6676661, -1.4216329 46.6676848, -1.4216767 46.6677395, -1.4217411 46.6677901, -1.4217874 46.6678155, -1.4218647 46.6678535)",,,30,,yes,
336135379,False,,living_street,no,True,25.994,"LINESTRING (-1.4269633 46.6711407, -1.4268557 46.6709189)",,,,,,
353875743,True,Place Napoléon,tertiary,,False,95.064,"LINESTRING (-1.4269633 46.6711407, -1.4270157 46.6711285, -1.4276688 46.6709765, -1.428142 46.6708637)",,,20,,,
829313617,False,Rue du Maréchal Foch,tertiary,,True,109.287,"LINESTRING (-1.4269633 46.6711407, -1.4269761 46.6711655, -1.4269959 46.6712039, -1.427145 46.6714929, -1.4274098 46.6720062, -1.4274413 46.6720672)",,,30,,,
25439080,False,Rue du Maréchal Foch,tertiary,,True,107.43,"LINESTRING (-1.4274413 46.6720672, -1.4274665 46.6721169, -1.4276153 46.6724101, -1.427882 46.6729354, -1.4279001 46.6729805)",,,30,,,
25439879,True,Rue Boileau,residential,,False,94.521,"LINESTRING (-1.4274413 46.6720672, -1.427334 46.6720925, -1.4263923 46.6723145, -1.4263341 46.6723283, -1.4262696 46.6723432)",,,30,,,
829313617,False,Rue du Maréchal Foch,tertiary,,False,109.28699999999999,"LINESTRING (-1.4274413 46.6720672, -1.4274098 46.6720062, -1.427145 46.6714929, -1.4269959 46.6712039, -1.4269761 46.6711655, -1.4269633 46.6711407)",,,30,,,
25439080,False,Rue du Maréchal Foch,tertiary,,False,92.088,"LINESTRING (-1.428284 46.6737656, -1.4279228 46.6730341, -1.4279001 46.6729805)",,,30,,,
25439080,False,Rue du Maréchal Foch,tertiary,,True,93.386,"LINESTRING (-1.428284 46.6737656, -1.4283165 46.673823, -1.4286662 46.6744755, -1.4286879 46.6745181, -1.4287061 46.6745539)",,,30,,,
25439881,True,Rue Bossuet,residential,,False,92.141,"LINESTRING (-1.428284 46.6737656, -1.4282171 46.6737915, -1.4271484 46.6740452)",,,,,,
25439071,True,Rue du Général Castelnau,residential,,False,95.20400000000001,"LINESTRING (-1.4294682 46.6734959, -1.4283474 46.6737488, -1.428284 46.6737656)",,,,,,
"[25439130, 1002241005]",True,Rue Anatole France,residential,,False,90.804,"LINESTRING (-1.4294682 46.6734959, -1.4297961 46.6741417, -1.4298425 46.6742331, -1.4298604 46.6742669)",,,30,,,
25439071,True,Rue du Général Castelnau,residential,,False,102.144,"LINESTRING (-1.430729 46.673187, -1.4294682 46.6734959)",,,,,,
25439124,True,Rue Pasteur,residential,,False,90.884,"LINESTRING (-1.430729 46.673187, -1.4311025 46.6739206, -1.4311097 46.6739347, -1.4311219 46.6739586)",,,,,,
483231733,True,Rue Chanzy,residential,,False,92.42,"LINESTRING (-1.43199 46.672881, -1.4315928 46.6720958)",,,,,,
25439071,True,Rue du Général Castelnau,residential,,False,102.05,"LINESTRING (-1.43199 46.672881, -1.4307563 46.6731804, -1.430729 46.673187)",,,,,,
25439880,True,Rue Molière,residential,,False,104.367,"LINESTRING (-1.4315928 46.6720958, -1.4326386 46.6718387, -1.4326849 46.6718273, -1.4327335 46.6718153, -1.4328805 46.6717792)",,,,,,
483231735,True,Rue Chanzy,residential,,False,108.515,"LINESTRING (-1.4315928 46.6720958, -1.4311474 46.6712557, -1.4311294 46.6712217, -1.4311066 46.6711787)",,,,,,
25439124,True,Rue Pasteur,residential,,False,92.329,"LINESTRING (-1.4303129 46.6724073, -1.4303307 46.6724406, -1.4307087 46.6731489, -1.430729 46.673187)",,,,,,
483231737,True,Rue Molière,residential,,False,103.616,"LINESTRING (-1.4303129 46.6724073, -1.4303881 46.672389, -1.4315928 46.6720958)",,,,,,
25439130,True,Rue Anatole France,residential,,False,92.572,"LINESTRING (-1.4290704 46.6727094, -1.4291023 46.6727726, -1.4294682 46.6734959)",,,30,,,
483231740,True,Rue Molière,residential,,False,100.576,"LINESTRING (-1.4290704 46.6727094, -1.4291753 46.6726839, -1.430236 46.672426, -1.4303129 46.6724073)",,,30,,,
25439080,False,Rue du Maréchal Foch,tertiary,,False,107.43,"LINESTRING (-1.4279001 46.6729805, -1.427882 46.6729354, -1.4276153 46.6724101, -1.4274665 46.6721169, -1.4274413 46.6720672)",,,30,,,
25439080,False,Rue du Maréchal Foch,tertiary,,True,92.088,"LINESTRING (-1.4279001 46.6729805, -1.4279228 46.6730341, -1.428284 46.6737656)",,,30,,,
483231740,True,Rue Molière,residential,,False,94.3,"LINESTRING (-1.4279001 46.6729805, -1.4280062 46.6729647, -1.4289687 46.6727328, -1.428974 46.6727316, -1.4290704 46.6727094)",,,30,,,
25609071,True,Rue Racine,residential,,False,93.262,"LINESTRING (-1.4267494 46.6732612, -1.4278084 46.6729929, -1.4278521 46.672987, -1.4279001 46.6729805)",,,30,,,
336135372,True,Rue Victor Hugo,residential,,False,92.33900000000001,"LINESTRING (-1.4267494 46.6732612, -1.4267928 46.6733465, -1.427112 46.6739736, -1.4271321 46.6740131, -1.4271484 46.6740452)",,,,,,
25439094,True,Rue Gouvion,residential,,False,108.525,"LINESTRING (-1.4258596 46.6734752, -1.4258202 46.6733978, -1.4254328 46.6726358, -1.4254094 46.6725898, -1.425391 46.6725537)",,,,,,
25609071,True,Rue Racine,residential,,False,71.93900000000001,"LINESTRING (-1.4258596 46.6734752, -1.4259627 46.6734504, -1.4267494 46.6732612)",,,30,,,
25609071,True,Rue Racine,residential,,False,61.965,"LINESTRING (-1.4250958 46.6736646, -1.4257597 46.6734996, -1.4258097 46.6734874, -1.4258596 46.6734752)",,,30,,,
249454452,True,Rue La Fontaine,residential,,False,93.042,"LINESTRING (-1.4250958 46.6736646, -1.4254788 46.6744061, -1.4255039 46.6744531)",,,,,,
25609071,True,Rue Racine,residential,,False,76.763,"LINESTRING (-1.4241462 46.6738927, -1.4242156 46.6738758, -1.4250958 46.6736646)",,,30,,,
829313614,True,Rue de la Marne,residential,,False,108.61399999999999,"LINESTRING (-1.4241462 46.6738927, -1.4241234 46.673848, -1.4236947 46.6730089, -1.423687 46.6729938, -1.4236753 46.6729709)",,,30,,,
25439115,True,Rue Magenta,residential,,False,107.93400000000001,"LINESTRING (-1.4220975 46.6733496, -1.4221179 46.6733888, -1.4225194 46.67416, -1.4225734 46.6742637)",,,30,,,
25439879,True,Rue Boileau,residential,,False,101.66900000000001,"LINESTRING (-1.4220975 46.6733496, -1.4220505 46.6733607, -1.4211199 46.6735807, -1.4210882 46.6735882, -1.4210518 46.6735968, -1.4209314 46.6736252, -1.4208376 46.6736474)",,,30,,,
25439879,True,Rue Boileau,residential,,False,127.535,"LINESTRING (-1.4236753 46.6729709, -1.4236146 46.6729855, -1.4221636 46.6733337, -1.4220975 46.6733496)",,,30,,,
829313614,True,Rue de la Marne,residential,,False,109.221,"LINESTRING (-1.4236753 46.6729709, -1.4236551 46.6729305, -1.4234078 46.6724363, -1.4232104 46.6720419)",,,30,,,
25439879,True,Rue Boileau,residential,,False,78.28099999999999,"LINESTRING (-1.4246427 46.6727364, -1.4245956 46.6727478, -1.4237431 46.6729545, -1.4236753 46.6729709)",,,30,,,
249454452,True,Rue La Fontaine,residential,,False,108.84700000000001,"LINESTRING (-1.4246427 46.6727364, -1.4246621 46.6727773, -1.4250588 46.6735885, -1.4250773 46.6736265, -1.4250958 46.6736646)",,,,,,
25439879,True,Rue Boileau,residential,,False,60.602,"LINESTRING (-1.425391 46.6725537, -1.4250145 46.6726456, -1.4247043 46.6727214, -1.4246817 46.6727269, -1.4246427 46.6727364)",,,30,,,
249454450,True,Place Albert 1er,residential,,False,108.971,"LINESTRING (-1.425391 46.6725537, -1.4253728 46.6725202, -1.4253526 46.6724829, -1.4251645 46.6721355, -1.4249216 46.6716872, -1.4248934 46.6716351)",,,,,,
25439879,True,Rue Boileau,residential,,False,71.00399999999999,"LINESTRING (-1.4262696 46.6723432, -1.4261851 46.6723637, -1.4254998 46.6725277, -1.425391 46.6725537)",,,30,,,
336135372,True,Rue Victor Hugo,residential,,False,108.49,"LINESTRING (-1.4262696 46.6723432, -1.4263152 46.6724081, -1.4267125 46.6731887, -1.426731 46.673225, -1.4267494 46.6732612)",,,,,,
25439130,True,Rue Anatole France,residential,,False,108.67099999999999,"LINESTRING (-1.4285973 46.6717876, -1.4286381 46.671864, -1.4290331 46.6726365, -1.4290536 46.6726766, -1.4290704 46.6727094)",,,30,,,
336135373,True,Rue de Verdun,residential,,False,93.523,"LINESTRING (-1.4285973 46.6717876, -1.4284915 46.6718132, -1.428444 46.6718247, -1.4281588 46.6718937, -1.4279678 46.6719399, -1.4276405 46.6720175, -1.4275464 46.6720418, -1.4275072 46.6720513, -1.4274938 46.6720545, -1.4274413 46.6720672)",,,30,,,
483231744,True,Rue de Verdun,residential,,False,11.581,"LINESTRING (-1.429833 46.6714913, -1.4296901 46.6715264)",,,30,,,
483231742,True,Rue Pasteur,residential,,False,108.237,"LINESTRING (-1.429833 46.6714913, -1.4298423 46.671509, -1.4298614 46.6715456, -1.4302935 46.6723703, -1.4303023 46.672387, -1.4303129 46.6724073)",,,,,,
336135375,True,Rue de Verdun,residential,,False,85.072,"LINESTRING (-1.4311066 46.6711787, -1.4310239 46.671199, -1.4301943 46.6714008, -1.4300558 46.6714345)",,,30,,,
483231735,True,Rue Chanzy,residential,,False,107.77499999999999,"LINESTRING (-1.4311066 46.6711787, -1.4310927 46.6711513, -1.4310723 46.6711112, -1.4309631 46.6708965, -1.4306977 46.6703272, -1.4306655 46.670258)",,,,,,
336135368,True,Rue Chanzy,living_street,,False,63.851,"LINESTRING (-1.4306655 46.670258, -1.430639 46.6702064, -1.4303879 46.6697163)",,,,,,
829313618,True,Rue Salvador Allende,tertiary,,False,104.30600000000001,"LINESTRING (-1.4306655 46.670258, -1.4313989 46.6700811, -1.431739 46.669999, -1.4318086 46.6699822, -1.4318463 46.6699731, -1.4319551 46.6699468)",,,30,,,
1117084661,True,Rue Salvador Allende,tertiary,,False,15.774000000000001,"LINESTRING (-1.4294069 46.670572, -1.4294834 46.6705549, -1.4296029 46.6705269)",1,,30,,,
25439128,True,Rue Salvador Allende,tertiary,,False,86.49900000000001,"LINESTRING (-1.428142 46.6708637, -1.4290691 46.6706293, -1.4292056 46.6705945)",,,30,,,
"[1002238978, 483231747]",True,Rue Anatole France,residential,,False,108.447,"LINESTRING (-1.428142 46.6708637, -1.4282027 46.670987, -1.4282988 46.671182, -1.4285573 46.6717063, -1.4285973 46.6717876)",,,30,,,
483231749,True,Place Napoléon,tertiary,,False,63.992,"LINESTRING (-1.428142 46.6708637, -1.4278917 46.6703794, -1.4278617 46.6703213)",,,20,,,
25034784,True,Rue Marcellin Berthelot,residential,,False,73.759,"LINESTRING (-1.4258088 46.6714219, -1.4248934 46.6716351)",,,30,,,
25439093,True,Rue Victor Hugo,residential,,False,108.31700000000001,"LINESTRING (-1.4258088 46.6714219, -1.4262305 46.6722747, -1.4262696 46.6723432)",,,,,,
353875743,True,Place Napoléon,tertiary,,False,93.474,"LINESTRING (-1.4258088 46.6714219, -1.4269177 46.6711513, -1.4269633 46.6711407)",,,20,,,
25034784,True,Rue Marcellin Berthelot,residential,,False,28.141,"LINESTRING (-1.4248934 46.6716351, -1.4247974 46.6716585, -1.4245459 46.6717199)",,,30,,,
25439126,False,Rue du Président de Gaulle,tertiary,,False,55.601000000000006,"LINESTRING (-1.4211729 46.6713808, -1.4212505 46.6713908, -1.4216983 46.6714485, -1.4218891 46.6714731)",,,30,,,
95799835,True,Rue Saint-Hilaire,residential,,False,71.078,"LINESTRING (-1.421362 46.6707549, -1.4213453 46.6708101, -1.4211872 46.6713335, -1.4211812 46.6713533, -1.4211729 46.6713808)",,,30,,,
321975536,False,Rue Sadi Carnot,residential,,False,59.34700000000001,"LINESTRING (-1.421362 46.6707549, -1.421266 46.6707428, -1.4207122 46.6706733, -1.4205969 46.6706588)",,,30,,,
321975536,False,Rue Sadi Carnot,residential,,True,54.067,"LINESTRING (-1.421362 46.6707549, -1.421451 46.6707668, -1.4219643 46.6708352, -1.4220245 46.6708432, -1.4220576 46.6708476)",,,30,,,
25439136,False,Rue du Vieux Marché,residential,,False,65.072,"LINESTRING (-1.4231389 46.6698196, -1.422334 46.670013)",,,,,,
89616857,True,Rue de Malesherbes,living_street,,False,38.457,"LINESTRING (-1.4231389 46.6698196, -1.4229706 46.6694936)",,,20,,,
25439135,True,Rue du Passage,residential,,False,43.115,"LINESTRING (-1.4233665 46.6702676, -1.422839 46.6704066)",,,,,,
1004695524,True,Place du Marché,living_street,,False,52.756,"LINESTRING (-1.4233665 46.6702676, -1.4231389 46.6698196)",,,20,,,
1117084671,True,Rue Sadi Carnot,residential,,False,61.709999999999994,"LINESTRING (-1.4243695 46.6705552, -1.4241665 46.6705981, -1.4239701 46.6706468, -1.4236026 46.6707312)",,,20,,,
25439132,True,Rue Sadi Carnot,residential,,False,72.055,"LINESTRING (-1.4252584 46.6703378, -1.4251998 46.6703588, -1.4251986 46.6703591, -1.4243695 46.6705552)",,,20,,,
25439133,True,Rue Paul Baudry,living_street,,False,195.612,"LINESTRING (-1.4252584 46.6703378, -1.4252322 46.6702858, -1.4250369 46.6698987, -1.4249171 46.66966, -1.4248009 46.6694226, -1.4244313 46.6686727)",,,,,,
1117084670,True,Place Napoléon,tertiary,,False,64.246,"LINESTRING (-1.4252584 46.6703378, -1.4252953 46.6704085, -1.4255019 46.6708042, -1.4255395 46.6708824)",,,20,,,4
25439125,False,Rue du Maréchal Joffre,tertiary,,False,110.155,"LINESTRING (-1.4259484 46.6691389, -1.4259153 46.6690721, -1.4255391 46.6683138, -1.4254832 46.6682011)",,,30,,,
25439125,False,Rue du Maréchal Joffre,tertiary,,True,108.47,"LINESTRING (-1.4259484 46.6691389, -1.4259955 46.6692312, -1.4261632 46.6695601, -1.4263916 46.6700075, -1.4264072 46.6700381, -1.4264207 46.6700589)",,,30,,,
249400840,True,Rue Haxo,residential,,False,94.496,"LINESTRING (-1.4259484 46.6691389, -1.4260553 46.6691128, -1.4270241 46.6688761, -1.4270905 46.6688599, -1.4271151 46.6688539)",,,30,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,False,94.49,"LINESTRING (-1.4254832 46.6682011, -1.4253218 46.6682401, -1.425084 46.6683018, -1.4244435 46.6684642, -1.424324 46.6684996)",,,30,,,
25439125,False,Rue du Maréchal Joffre,tertiary,,False,89.21000000000001,"LINESTRING (-1.4254832 46.6682011, -1.425434 46.6681053, -1.4252496 46.6677167, -1.4251978 46.6676452, -1.425095 46.6674451)",,,30,,,
25439125,False,Rue du Maréchal Joffre,tertiary,,True,110.155,"LINESTRING (-1.4254832 46.6682011, -1.4255391 46.6683138, -1.4259153 46.6690721, -1.4259484 46.6691389)",,,30,,,
95841541,False,Rue Delille,residential,,True,93.402,"LINESTRING (-1.4254832 46.6682011, -1.4256407 46.6681641, -1.4265591 46.6679484, -1.4266019 46.6679383, -1.4266413 46.6679291)",,,30,,,
25455656,True,Rue Paul Doumer,residential,,False,202.72899999999998,"LINESTRING (-1.4266413 46.6679291, -1.4266101 46.6678673, -1.4262634 46.6671802, -1.4258157 46.6662931, -1.4257719 46.6662063)",,,,,,
95841541,False,Rue Delille,residential,,False,93.402,"LINESTRING (-1.4266413 46.6679291, -1.4266019 46.6679383, -1.4265591 46.6679484, -1.4256407 46.6681641, -1.4254832 46.6682011)",,,30,,,
95841541,False,Rue Delille,residential,,True,69.05199999999999,"LINESTRING (-1.4266413 46.6679291, -1.4267008 46.6679151, -1.4267602 46.667901, -1.4268492 46.66788, -1.4274994 46.6677319)",,,30,,,
483231754,True,Rue Paul Doumer,residential,,False,109.003,"LINESTRING (-1.4271151 46.6688539, -1.4270829 46.6687911, -1.4266914 46.6680269, -1.4266413 46.6679291)",,,,,,
483231756,True,Rue Haxo,residential,,False,67.8,"LINESTRING (-1.4271151 46.6688539, -1.4272079 46.6688318, -1.42791 46.6686647, -1.4279546 46.6686541)",,,,,,
336135380,False,,living_street,no,False,26.943,"LINESTRING (-1.4264207 46.6700589, -1.4265365 46.6702878)",,,,,,12.6
25439125,False,Rue du Maréchal Joffre,tertiary,,False,108.47,"LINESTRING (-1.4264207 46.6700589, -1.4264072 46.6700381, -1.4263916 46.6700075, -1.4261632 46.6695601, -1.4259955 46.6692312, -1.4259484 46.6691389)",,,30,,,
25439129,True,Place Napoléon,tertiary,,False,93.951,"LINESTRING (-1.4264207 46.6700589, -1.4253388 46.6703185, -1.4252584 46.6703378)",,,20,,,4
25439087,True,Rue Paul Doumer,residential,,False,109.063,"LINESTRING (-1.4275787 46.6697817, -1.4271484 46.6689206, -1.4271151 46.6688539)",,,,,,
25439129,True,Place Napoléon,tertiary,,False,93.58099999999999,"LINESTRING (-1.4275787 46.6697817, -1.4271993 46.6698701, -1.4271426 46.6698839, -1.4264207 46.6700589)",,,20,,,4
353875748,False,,living_street,no,True,18.278,"LINESTRING (-1.4278617 46.6703213, -1.4276355 46.6703754)",,,,,,
483231751,True,Place Napoléon,tertiary,no,False,63.768,"LINESTRING (-1.4278617 46.6703213, -1.4278303 46.6702614, -1.4275787 46.6697817)",,,20,,,
1117084662,False,Rue Georges Clemenceau,living_street,no,False,102.193,"LINESTRING (-1.4278617 46.6703213, -1.4279426 46.670302, -1.4282782 46.6702218, -1.4287511 46.6701085, -1.4291263 46.6700186)",,,,,,
1117084663,True,Rue Jean Jaurès,living_street,,False,64.343,"LINESTRING (-1.4288483 46.6694723, -1.4291263 46.6700186)",,,,,,
25439076,True,Rue La Fayette,tertiary,,False,102.80199999999999,"LINESTRING (-1.4288483 46.6694723, -1.4287495 46.6694964, -1.4283988 46.6695818, -1.4276209 46.6697714, -1.4275787 46.6697817)",,,,,,
166258572,False,Rue Georges Clemenceau,living_street,no,False,101.96300000000001,"LINESTRING (-1.4291263 46.6700186, -1.4294445 46.6699424, -1.4303879 46.6697163)",,,,,,
336135370,True,Rue Jean Jaurès,living_street,,False,65.155,"LINESTRING (-1.4291263 46.6700186, -1.4293852 46.6705276, -1.4293935 46.6705446, -1.4294069 46.670572)",,,,,,
1117084662,False,Rue Georges Clemenceau,living_street,no,True,102.193,"LINESTRING (-1.4291263 46.6700186, -1.4287511 46.6701085, -1.4282782 46.6702218, -1.4279426 46.670302, -1.4278617 46.6703213)",,,,,,
25455655,True,Rue Thiers,living_street,,False,64.771,"LINESTRING (-1.4303879 46.6697163, -1.4301181 46.6691872, -1.4301075 46.6691665)",,,,,,3.5
166258572,False,Rue Georges Clemenceau,living_street,no,False,104.16,"LINESTRING (-1.4303879 46.6697163, -1.4312911 46.6694999, -1.4315511 46.6694376, -1.4316767 46.6694075)",,,,,,
166258572,False,Rue Georges Clemenceau,living_street,no,True,101.96300000000001,"LINESTRING (-1.4303879 46.6697163, -1.4294445 46.6699424, -1.4291263 46.6700186)",,,,,,
25439076,True,Rue La Fayette,tertiary,,False,101.92,"LINESTRING (-1.4301075 46.6691665, -1.4289257 46.6694535, -1.4288483 46.6694723)",,,,,,
25453050,True,Rue Pierre Bérégovoy,residential,,False,107.098,"LINESTRING (-1.4296294 46.6682492, -1.4291942 46.6673753, -1.4291755 46.6673378)",,,,,,
829203233,False,Rue Haxo,residential,,False,91.239,"LINESTRING (-1.4296294 46.6682492, -1.4303035 46.6680861, -1.4307051 46.667989, -1.4307247 46.6679842, -1.4307571 46.6679764)",,,,,,
"[483231760, 483231758]",False,Rue Delille,residential,,False,66.276,"LINESTRING (-1.4291755 46.6673378, -1.4291206 46.6673508, -1.4287455 46.6674395, -1.4284151 46.6675177, -1.4283544 46.6675321)",,,,,,
483231760,False,Rue Delille,residential,,True,103.61999999999999,"LINESTRING (-1.4291755 46.6673378, -1.4292499 46.6673197, -1.4302704 46.6670721, -1.4303052 46.6670625, -1.4303727 46.6670473, -1.4304557 46.6670271)",,,,,,
829313614,True,Rue de la Marne,residential,,False,92.699,"LINESTRING (-1.4245532 46.6746782, -1.4241462 46.6738927)",,,30,,,
829313615,False,Rue Bossuet,residential,,False,79.77,"LINESTRING (-1.4245532 46.6746782, -1.4244969 46.6746931, -1.4238864 46.6748544, -1.4238016 46.6748754, -1.4237779 46.6748813, -1.423639 46.6749158, -1.4235751 46.6749316)",,,,,,
829313619,False,Rue Bossuet,residential,,True,76.732,"LINESTRING (-1.4245532 46.6746782, -1.4246275 46.6746603, -1.4248539 46.6746057, -1.4254761 46.6744596, -1.4255039 46.6744531)",,,,,,
219157559,False,Boulevard Aristide Briand,secondary,,False,37.085,"LINESTRING (-1.4327175 46.671465, -1.4328805 46.6717792)",2,D 760,50,,,
219157559,False,Boulevard Aristide Briand,secondary,,True,71.09100000000001,"LINESTRING (-1.4327175 46.671465, -1.4326934 46.6714179, -1.4325928 46.6712214, -1.4324087 46.6708618)",2,D 760,50,,,
845458766,False,Rue Littré,residential,,True,12.573,"LINESTRING (-1.4327175 46.671465, -1.4327631 46.6714621, -1.4328816 46.6714547)",,,,,,
354491824,False,Boulevard Aristide Briand,secondary,,False,39.094,"LINESTRING (-1.4307528 46.6676055, -1.4307939 46.6676863, -1.4308664 46.6678291, -1.4309214 46.6679375)",3,D 747,50,,,
354491824,False,Boulevard Aristide Briand,secondary,,True,68.194,"LINESTRING (-1.4307528 46.6676055, -1.4305035 46.6671202, -1.4304557 46.6670271)",3,D 747,50,,,
845458778,False,Rue de Beauséjour,residential,,False,11.965,"LINESTRING (-1.4307528 46.6676055, -1.4308051 46.6675925, -1.4309002 46.6675688)",,,,,,
25456248,False,Rue de Lorraine,residential,,False,97.614,"LINESTRING (-1.4325127 46.6672931, -1.4326282 46.6673327, -1.4334461 46.6678876)",,,,,,
354864995,False,Boulevard Pierre et Marie Curie,residential,,True,67.662,"LINESTRING (-1.4325127 46.6672931, -1.432423 46.6672517, -1.4323973 46.6672254, -1.432401 46.66713, -1.4324538 46.6667244)",,,,,,
25456248,False,Rue de Lorraine,residential,,True,97.614,"LINESTRING (-1.4334461 46.6678876, -1.4326282 46.6673327, -1.4325127 46.6672931)",,,,,,
353875749,False,Boulevard Aristide Briand,secondary,,False,16.171,"LINESTRING (-1.4332442 46.6722758, -1.4332192 46.6722297, -1.4331761 46.6721979, -1.4331056 46.6721767)",,D 760,50,,,
971339444,False,Boulevard Aristide Briand,secondary,,True,9.112,"LINESTRING (-1.4332442 46.6722758, -1.4332331 46.6723173, -1.4332105 46.6723539)",,D 760,50,,,
25456887,False,Rue Chanzy,residential,,False,13.647,"LINESTRING (-1.4324472 46.6737687, -1.4323757 46.6736562)",,,,,,
219157574,False,Boulevard d'Angleterre,secondary,,False,102.445,"LINESTRING (-1.4324472 46.6737687, -1.4311821 46.6740774)",2,D 760,50,,,
219157574,False,Boulevard d'Angleterre,secondary,,True,83.312,"LINESTRING (-1.4324472 46.6737687, -1.4326342 46.6737229, -1.4334778 46.6735211)",2,D 760,50,,,
219157574,False,Boulevard d'Angleterre,secondary,,True,102.445,"LINESTRING (-1.4311821 46.6740774, -1.4324472 46.6737687)",2,D 760,50,,,
25456886,False,Rue de la République,residential,,False,9.471,"LINESTRING (-1.4311821 46.6740774, -1.4311979 46.6741067, -1.4312251 46.6741573)",,,,,,
219157574,False,Boulevard d'Angleterre,secondary,,False,102.191,"LINESTRING (-1.4311821 46.6740774, -1.4310847 46.6740987, -1.4299155 46.6743762)",2,D 760,50,,,
845458759,False,Rue Pasteur,residential,,True,13.985999999999999,"LINESTRING (-1.4311821 46.6740774, -1.4311686 46.6740508, -1.4311219 46.6739586)",,,,,,
845458757,False,Rue Anatole France,residential,,True,12.86,"LINESTRING (-1.4299155 46.6743762, -1.4298604 46.6742669)",,,,,,
219157574,False,Boulevard d'Angleterre,secondary,,False,74.404,"LINESTRING (-1.4299155 46.6743762, -1.4297887 46.6744068, -1.4291364 46.674563, -1.4290549 46.6745823, -1.4289947 46.6745966)",2,D 760,50,,,
219157574,False,Boulevard d'Angleterre,secondary,,True,102.191,"LINESTRING (-1.4299155 46.6743762, -1.4310847 46.6740987, -1.4311821 46.6740774)",2,D 760,50,,,
86559361,False,Rue Leonce Gluard,residential,,False,138.622,"LINESTRING (-1.4324538 46.6667244, -1.4324044 46.6667232, -1.4322221 46.6667188, -1.4321761 46.6667176, -1.4308552 46.6666855, -1.4306383 46.6666802)",,,,,,
354864995,False,Boulevard Pierre et Marie Curie,residential,,False,67.662,"LINESTRING (-1.4324538 46.6667244, -1.432401 46.66713, -1.4323973 46.6672254, -1.432423 46.6672517, -1.4325127 46.6672931)",,,,,,
86559361,False,Rue Leonce Gluard,residential,,False,26.095,"LINESTRING (-1.4306383 46.6666802, -1.4305026 46.6667223, -1.4304677 46.6667331, -1.4303267 46.6667769)",,,,,,
86559361,False,Rue Leonce Gluard,residential,,True,138.622,"LINESTRING (-1.4306383 46.6666802, -1.4308552 46.6666855, -1.4321761 46.6667176, -1.4322221 46.6667188, -1.4324044 46.6667232, -1.4324538 46.6667244)",,,,,,
354491824,False,Boulevard Aristide Briand,secondary,,False,29.511,"LINESTRING (-1.4303267 46.6667769, -1.4304557 46.6670271)",3,D 747,50,,,
86559361,False,Rue Leonce Gluard,residential,,True,26.095,"LINESTRING (-1.4303267 46.6667769, -1.4304677 46.6667331, -1.4305026 46.6667223, -1.4306383 46.6666802)",,,,,,
377739280,False,Rue Paul Baudry,living_street,,False,20.924,"LINESTRING (-1.4244313 46.6686727, -1.4243694 46.6685666, -1.4243398 46.6685229, -1.424324 46.6684996)",,,,,,
