osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,tunnel
29192297,2,D 524,Rue d'Aigneaux,primary,50,False,False,22.058,"LINESTRING (-0.890558 48.8397877, -0.8908564 48.8398156)",,,
29192291,2,,Avenue du Général Leclerc,primary,50,False,False,152.30100000000002,"LINESTRING (-0.890558 48.8397877, -0.8903995 48.8395994, -0.8895464 48.8387139, -0.8894602 48.8386245)",,,
200755460,,D 524,Rue d'Aigneaux,tertiary,50,False,False,142.29,"LINESTRING (-0.890558 48.8397877, -0.8901717 48.8397505, -0.889789 48.8397136, -0.8895068 48.8396863, -0.8893955 48.8396756, -0.8888456 48.8396226, -0.8886343 48.8396022)",,,
734773954,2,D 577a,Avenue du Général de Gaulle,primary,50,False,True,33.001000000000005,"LINESTRING (-0.890558 48.8397877, -0.8906323 48.8398644, -0.8906615 48.8399116, -0.8907581 48.8400528)",,,
29192291,2,,Avenue du Général Leclerc,primary,50,False,True,152.30100000000002,"LINESTRING (-0.8894602 48.8386245, -0.8895464 48.8387139, -0.8903995 48.8395994, -0.890558 48.8397877)",,,
29192294,1,,Place du 6 Juin 1944,primary,50,True,False,8.242,"LINESTRING (-0.8894602 48.8386245, -0.8895003 48.8385985, -0.8895295 48.8385668)",roundabout,,
302029082,,,Rue Saulnerie,living_street,20,True,False,32.845,"LINESTRING (-0.8900187 48.8384467, -0.8901926 48.8383723, -0.8903119 48.8382342)",,,
928460795,,,Rue Chênedollé,living_street,20,True,False,81.56899999999999,"LINESTRING (-0.8900187 48.8384467, -0.8901094 48.8385361, -0.8902258 48.8386862, -0.8903556 48.8388118, -0.8904911 48.8388967, -0.8906358 48.8389294, -0.8907544 48.8389539)",,,
24240497,1,,Rue Chênedollé,residential,,True,False,128.576,"LINESTRING (-0.891023 48.8389584, -0.8912563 48.8389682, -0.89151 48.8389351, -0.8920069 48.8388589, -0.8926289 48.8387521, -0.8927367 48.8387336)",,,
928714324,,,Rue Victor Hunger,living_street,20,True,False,41.573,"LINESTRING (-0.891023 48.8389584, -0.8909257 48.8386986, -0.8908554 48.8386029)",,,
34588809,,,Rue Girard,residential,30,False,False,18.857,"LINESTRING (-0.8927367 48.8387336, -0.8927615 48.838779, -0.8927803 48.8388134, -0.8928238 48.8388932)",,,
808448373,,,Rue Notre-Dame,residential,30,False,True,18.875,"LINESTRING (-0.8927367 48.8387336, -0.8927151 48.838696, -0.8926456 48.8385748)",,,
"[200175529, 34994789]",,,"['Place du Champ de Foire', 'Rue du Vieux Collège']",residential,50,False,False,374.266,"LINESTRING (-0.8891002 48.8424098, -0.8890578 48.842389, -0.8889045 48.8423136, -0.8885219 48.842137, -0.8884673 48.8420561, -0.8884465 48.8419513, -0.8884695 48.8418296, -0.8884818 48.8417644, -0.8885712 48.8412679, -0.8886667 48.8411923, -0.8887943 48.8411569, -0.8896172 48.8411609, -0.8897092 48.8411525, -0.8897987 48.8410958, -0.8898496 48.8410006, -0.8899077 48.8407515, -0.8899726 48.8404318, -0.8900096 48.8402491, -0.8900614 48.8399699)",,,
734773954,2,D 577a,Avenue du Général de Gaulle,primary,50,False,False,298.37399999999997,"LINESTRING (-0.8891002 48.8424098, -0.8891897 48.8423403, -0.8895831 48.8420347, -0.8900186 48.8416556, -0.8902117 48.8414753, -0.8904046 48.8412387, -0.8904495 48.8411805, -0.8905806 48.8409641, -0.8906453 48.8408326, -0.8907223 48.8406285, -0.8907777 48.8403699, -0.8907951 48.8402042, -0.8907581 48.8400528)",,,
727247335,1,,,primary_link,,True,False,27.533,"LINESTRING (-0.8907581 48.8400528, -0.8907733 48.8399624, -0.8907983 48.8399171, -0.8908564 48.8398156)",,,
734773954,2,D 577a,Avenue du Général de Gaulle,primary,50,False,False,33.001000000000005,"LINESTRING (-0.8907581 48.8400528, -0.8906615 48.8399116, -0.8906323 48.8398644, -0.890558 48.8397877)",,,
734773954,2,D 577a,Avenue du Général de Gaulle,primary,50,False,True,298.374,"LINESTRING (-0.8907581 48.8400528, -0.8907951 48.8402042, -0.8907777 48.8403699, -0.8907223 48.8406285, -0.8906453 48.8408326, -0.8905806 48.8409641, -0.8904495 48.8411805, -0.8904046 48.8412387, -0.8902117 48.8414753, -0.8900186 48.8416556, -0.8895831 48.8420347, -0.8891897 48.8423403, -0.8891002 48.8424098)",,,
29192289,,,Rue Chaussée,living_street,20,True,False,44.348,"LINESTRING (-0.8891469 48.8378696, -0.889743 48.837798)",,,
29192295,2,D 577A,Rue Deslongrais,primary,30,False,False,34.693,"LINESTRING (-0.8891469 48.8378696, -0.8890396 48.8375657)",,,
29192295,2,D 577A,Rue Deslongrais,primary,30,False,True,55.404999999999994,"LINESTRING (-0.8891469 48.8378696, -0.8891552 48.8378999, -0.8891756 48.8379748, -0.8892792 48.8383208, -0.8892905 48.8383588)",,,
83895419,,,Rue Notre-Dame,living_street,20,False,False,57.866,"LINESTRING (-0.8919456 48.8372551, -0.8919647 48.8373268, -0.8921897 48.8377492)",,,
191640827,,,Rue de Geôle,living_street,20,False,False,32.723,"LINESTRING (-0.8919456 48.8372551, -0.8920393 48.8372523, -0.8923774 48.8371848)",,,
"[515897691, 515897692]",,,Place Nationale,living_street,20,False,"[False, True]",14.142999999999999,"LINESTRING (-0.8919456 48.8372551, -0.8919538 48.8371465, -0.8919559 48.8371281)",,,
29192297,2,D 524,Rue d'Aigneaux,primary,50,False,True,11.582,"LINESTRING (-0.8934064 48.8400423, -0.8932497 48.8400277)",,,
335400518,2,D 524,Rue des Acres,primary,50,False,True,9.301,"LINESTRING (-0.8934064 48.8400423, -0.8935323 48.8400537)",,,
"[808448376, 1259353043, 808448374, 808448375]","['2', '3']",,Rue Girard,residential,30,False,True,134.822,"LINESTRING (-0.8934064 48.8400423, -0.8933953 48.8400053, -0.8933829 48.8399609, -0.8933631 48.8399185, -0.8932542 48.8396851, -0.893128 48.8394399, -0.8930804 48.8393513, -0.8930529 48.8393016, -0.8930287 48.8392584, -0.8930044 48.8392152, -0.8929316 48.8390853, -0.8929105 48.8390476, -0.8928238 48.8388932)",,,
29192297,2,D 524,Rue d'Aigneaux,primary,50,False,False,2.535,"LINESTRING (-0.8909979 48.8398284, -0.8910321 48.839832)",,,
29192297,2,D 524,Rue d'Aigneaux,primary,50,False,True,10.453,"LINESTRING (-0.8909979 48.8398284, -0.8908564 48.8398156)",,,
"[1259353272, 30634062]",,,Rue des Halles,residential,,True,False,98.85900000000001,"LINESTRING (-0.8909979 48.8398284, -0.8909457 48.839641, -0.8908901 48.8394413, -0.8907969 48.8391065, -0.8907544 48.8389539)",,,
243426695,2,D 512,Rue Émile Desvaux,primary,,False,False,14.001,"LINESTRING (-0.8845895 48.8371023, -0.884765 48.8371524)",,,
243426695,2,D 512,Rue Émile Desvaux,primary,,False,True,56.472,"LINESTRING (-0.8845895 48.8371023, -0.8844821 48.8370782, -0.8842406 48.8370239, -0.88405 48.8369811, -0.8838593 48.8369382)",,,
243426695,2,D 512,Rue Émile Desvaux,primary,,False,False,47.949,"LINESTRING (-0.8857806 48.8374521, -0.8863941 48.8376034)",,,
29192293,2,,Rue Turpin,tertiary,,False,False,158.422,"LINESTRING (-0.8857806 48.8374521, -0.8858284 48.8374216, -0.885928 48.8373988, -0.8860662 48.8373934, -0.8864637 48.8374152, -0.8870469 48.8374572, -0.8873068 48.8374711, -0.8875563 48.8374783, -0.8879143 48.8374734)",,,
243426695,2,D 512,Rue Émile Desvaux,primary,,False,True,81.459,"LINESTRING (-0.8857806 48.8374521, -0.8854238 48.8373473, -0.884765 48.8371524)",,,
29192294,1,,Place du 6 Juin 1944,primary,50,True,False,23.183,"LINESTRING (-0.8891047 48.8384664, -0.8890968 48.8385135, -0.8891117 48.8385598, -0.8891392 48.8385932, -0.8891785 48.8386209, -0.8892272 48.8386411)",roundabout,,
317273073,2,,Rue aux Fèvres,primary,50,False,False,89.339,"LINESTRING (-0.8891047 48.8384664, -0.8890379 48.8384425, -0.8883464 48.8381818, -0.8880367 48.8380777)",,,
29192295,2,D 577A,Rue Deslongrais,primary,30,False,True,34.693,"LINESTRING (-0.8890396 48.8375657, -0.8891469 48.8378696)",,,
29192293,2,,Rue Turpin,tertiary,,False,True,84.293,"LINESTRING (-0.8890396 48.8375657, -0.8889577 48.8375722, -0.8888687 48.8375724, -0.8886012 48.8375027, -0.8884587 48.8374762, -0.8879792 48.8374725, -0.8879143 48.8374734)",,,
34993887,,D 577a,Rue Armand Gasté,primary,90,False,False,21.244,"LINESTRING (-0.8890396 48.8375657, -0.8890143 48.8374723, -0.8889717 48.8373803)",,,
29192294,1,,Place du 6 Juin 1944,primary,50,True,False,19.1,"LINESTRING (-0.8892905 48.8383588, -0.8892279 48.8383709, -0.8891733 48.8383944, -0.889131 48.8384271, -0.8891047 48.8384664)",roundabout,,
29192295,2,D 577A,Rue Deslongrais,primary,30,False,False,55.404999999999994,"LINESTRING (-0.8892905 48.8383588, -0.8892792 48.8383208, -0.8891756 48.8379748, -0.8891552 48.8378999, -0.8891469 48.8378696)",,,
29192294,1,,Place du 6 Juin 1944,primary,50,True,False,29.608999999999998,"LINESTRING (-0.8895295 48.8385668, -0.8895474 48.838524, -0.8895454 48.8384796, -0.8895237 48.8384376, -0.8894841 48.8384017, -0.8894302 48.8383751, -0.8893667 48.8383601)",roundabout,,
302029085,,,Place du 6 Juin,living_street,20,True,False,38.213,"LINESTRING (-0.8895295 48.8385668, -0.8896745 48.8385315, -0.8899658 48.8384597, -0.8900187 48.8384467)",,,
29192294,1,,Place du 6 Juin 1944,primary,50,True,False,17.974,"LINESTRING (-0.8892272 48.8386411, -0.8892858 48.8386531, -0.8893472 48.8386542, -0.8894068 48.8386444, -0.8894602 48.8386245)",roundabout,,
928460783,,,Rue André Halbout,tertiary,50,False,True,102.47200000000001,"LINESTRING (-0.8892272 48.8386411, -0.8891724 48.8387267, -0.8890142 48.8389738, -0.8887448 48.8394138, -0.8886959 48.8394937)",,,
"[200175529, 34994789]",,,"['Rue du Vieux Collège', 'Place du Champ de Foire']",residential,50,False,True,374.26599999999996,"LINESTRING (-0.8900614 48.8399699, -0.8900096 48.8402491, -0.8899726 48.8404318, -0.8899077 48.8407515, -0.8898496 48.8410006, -0.8897987 48.8410958, -0.8897092 48.8411525, -0.8896172 48.8411609, -0.8887943 48.8411569, -0.8886667 48.8411923, -0.8885712 48.8412679, -0.8884818 48.8417644, -0.8884695 48.8418296, -0.8884465 48.8419513, -0.8884673 48.8420561, -0.8885219 48.842137, -0.8889045 48.8423136, -0.8890578 48.842389, -0.8891002 48.8424098)",,,
928460783,,,Rue André Halbout,tertiary,50,False,False,12.879,"LINESTRING (-0.8886343 48.8396022, -0.8886959 48.8394937)",,,
200755460,,D 524,Rue d'Aigneaux,tertiary,50,False,True,142.29,"LINESTRING (-0.8886343 48.8396022, -0.8888456 48.8396226, -0.8893955 48.8396756, -0.8895068 48.8396863, -0.889789 48.8397136, -0.8901717 48.8397505, -0.890558 48.8397877)",,,
"[928460786, 335400516, 335400517, 34588374]",,,Rue André Halbout,tertiary,"['50', '30']",False,True,291.095,"LINESTRING (-0.8886343 48.8396022, -0.8883413 48.840079, -0.8881575 48.8403585, -0.8880103 48.8405825, -0.8876793 48.8410859, -0.8875458 48.8413057, -0.8874791 48.8414155, -0.8874279 48.8414998, -0.8872977 48.8417143, -0.8871067 48.8420191)",,,
808448372,2,,Rue Notre-Dame,residential,50,False,False,42.745,"LINESTRING (-0.892442 48.8382145, -0.8926456 48.8385748)",,,
30634063,1,,Rue du Neufbourg,residential,50,True,False,123.89,"LINESTRING (-0.892442 48.8382145, -0.8923717 48.8382317, -0.8908554 48.8386029)",,,
808448367,2,,Rue Notre-Dame,residential,50,False,True,54.94,"LINESTRING (-0.892442 48.8382145, -0.8923103 48.8379815, -0.8921897 48.8377492)",,,
