osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access
1120339254,Rue de la République,tertiary,50,False,True,17.266,"LINESTRING (2.3244917 49.0250269, 2.3247071 49.0249624)",,
31845271,Rue Pasteur,residential,50,False,False,27.601,"LINESTRING (2.3244917 49.0250269, 2.3244981 49.025046, 2.3245064 49.0250693, 2.3245351 49.0251567, 2.3245718 49.0252695)",,
680762803,Rue de la République,tertiary,50,False,False,103.67599999999999,"LINESTRING (2.3244917 49.0250269, 2.3243463 49.0250578, 2.3239514 49.0251418, 2.3232688 49.0252849, 2.3231659 49.0252932, 2.3231326 49.025296)",,
680762803,Rue de la République,tertiary,50,False,True,96.744,"LINESTRING (2.3211849 49.0251239, 2.3212368 49.0251363, 2.3213174 49.0251338, 2.3213829 49.0251432, 2.321425 49.0251607, 2.3214576 49.0251797, 2.3215056 49.0251879, 2.3216085 49.0251817, 2.32185 49.0252279, 2.3219709 49.025245, 2.3220918 49.0252622, 2.3223311 49.0252833, 2.3224669 49.0252954)",,
31845271,Rue Pasteur,residential,50,False,True,69.083,"LINESTRING (2.3249563 49.0258372, 2.3249016 49.0257461, 2.3245718 49.0252695)",,
105625675,Rue de l'Église,residential,50,True,False,86.455,"LINESTRING (2.3249563 49.0258372, 2.3250334 49.025905, 2.3253399 49.0261876, 2.325466 49.0264022, 2.3255336 49.0265096)",,
384861815,Rue d'Ombreval,residential,50,False,False,115.494,"LINESTRING (2.3249563 49.0258372, 2.3248895 49.0258407, 2.3248438 49.0258477, 2.3246581 49.0259018, 2.3242655 49.0260654, 2.3241613 49.0261094, 2.3240301 49.0261598, 2.3237393 49.0262424, 2.3236441 49.0262555, 2.3235326 49.0262562)",,
105625671,Rue David d'Angers,residential,,True,False,84.538,"LINESTRING (2.3266294 49.0262614, 2.3265639 49.0262761, 2.3255806 49.0264966, 2.3255336 49.0265096)",,
302536330,Rue de la Mairie,tertiary,30,False,True,58.59,"LINESTRING (2.3266294 49.0262614, 2.326527 49.0260222, 2.326387 49.0257593)",,
"[302536331, 1159120557]",Rue de la Mairie,tertiary,"['30', '50']",False,False,199.82,"LINESTRING (2.3266294 49.0262614, 2.3266476 49.0263083, 2.3267148 49.0264815, 2.3267665 49.0267641, 2.3268467 49.0269348, 2.3268612 49.026991, 2.3269827 49.0272793, 2.3272606 49.0278397, 2.3273076 49.0279171, 2.3273815 49.0279782)",,
"[807922338, 35323466]",Rue de la Mairie,tertiary,30,False,False,63.70099999999999,"LINESTRING (2.3260698 49.0250835, 2.3260999 49.0251117, 2.326118 49.0251382, 2.3261261 49.0251713, 2.3261303 49.025189, 2.3261658 49.0253379, 2.3262365 49.0254774, 2.326318 49.0256285)",,
35323466,Rue de la Mairie,tertiary,30,False,True,48.466,"LINESTRING (2.3260698 49.0250835, 2.3259631 49.0250192, 2.3258932 49.0249636, 2.3258212 49.0248914, 2.3257539 49.0248355, 2.3256465 49.0247493)",,
117288605,Rue Voltaire,residential,,True,False,133.633,"LINESTRING (2.3273815 49.0279782, 2.3274935 49.0279668, 2.3282412 49.0278907, 2.3290328 49.027765, 2.329177 49.0277421)",,
220020064,Avenue Glandaz,tertiary,50,False,True,90.55300000000001,"LINESTRING (2.3273815 49.0279782, 2.3275149 49.0280722, 2.3282959 49.0285286)",,
"[302536331, 1159120557]",Rue de la Mairie,tertiary,"['50', '30']",False,True,199.82000000000002,"LINESTRING (2.3273815 49.0279782, 2.3273076 49.0279171, 2.3272606 49.0278397, 2.3269827 49.0272793, 2.3268612 49.026991, 2.3268467 49.0269348, 2.3267665 49.0267641, 2.3267148 49.0264815, 2.3266476 49.0263083, 2.3266294 49.0262614)",,
105625655,Rue des Églantines,residential,,False,True,92.815,"LINESTRING (2.3279934 49.0328874, 2.327997 49.0320527)",,
342431709,Rue Lamartine,residential,30,False,False,61.795,"LINESTRING (2.3279934 49.0328874, 2.3281026 49.0329008, 2.3287105 49.0329756, 2.3288265 49.0329899)",,
50909895,Rue des Coquelicots,residential,,False,False,156.546,"LINESTRING (2.3288265 49.0329899, 2.3290876 49.0315925)",,
342431709,Rue Lamartine,residential,30,False,True,61.795,"LINESTRING (2.3288265 49.0329899, 2.3287105 49.0329756, 2.3281026 49.0329008, 2.3279934 49.0328874)",,
50909895,Rue des Coquelicots,residential,,False,True,156.546,"LINESTRING (2.3290876 49.0315925, 2.3288265 49.0329899)",,
83802925,Rue Bergonié,residential,,False,False,79.434,"LINESTRING (2.3290876 49.0315925, 2.3293563 49.0309002)",,
