osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,lanes,access,width
133872114,Rue Albert Schweitzer,residential,,,False,False,100.92399999999999,"LINESTRING (4.993931 45.7286394, 4.9940572 45.7286408, 4.9940657 45.7294603)",,,destination,
133872090,Rue Albert Schweitzer,residential,,,False,True,42.199,"LINESTRING (4.9931081 45.7286515, 4.9931117 45.729031)",,,destination,
133872114,Rue Albert Schweitzer,residential,,,False,False,63.888,"LINESTRING (4.9931081 45.7286515, 4.993931 45.7286394)",,,destination,
133872114,Rue Albert Schweitzer,residential,,,False,True,64.37,"LINESTRING (4.9931081 45.7286515, 4.9922789 45.7286602)",,,destination,
133872166,Rue Léon Jouhaux,residential,,,False,True,45.805,"LINESTRING (4.9963411 45.7286384, 4.995751 45.7286418)",,,destination,
133872166,Rue Léon Jouhaux,residential,,,False,False,29.332,"LINESTRING (4.9963411 45.7286384, 4.9965361 45.7286388, 4.9966759 45.7286527, 4.9967143 45.728664)",,,destination,
133872114,Rue Albert Schweitzer,residential,,,False,False,64.37,"LINESTRING (4.9922789 45.7286602, 4.9931081 45.7286515)",,,destination,
133872114,Rue Albert Schweitzer,residential,,,False,True,115.999,"LINESTRING (4.9922789 45.7286602, 4.992286 45.7288796, 4.9927266 45.7293391, 4.9927844 45.7293695, 4.9930749 45.7294556)",,,destination,
133872097,Rue Léon Jouhaux,residential,,,False,True,29.595,"LINESTRING (4.995751 45.7286418, 4.9957433 45.7289079)",,,destination,
133872166,Rue Léon Jouhaux,residential,,,False,False,45.805,"LINESTRING (4.995751 45.7286418, 4.9963411 45.7286384)",,,destination,
133872166,Rue Léon Jouhaux,residential,,,False,True,68.848,"LINESTRING (4.995751 45.7286418, 4.9955237 45.7286386, 4.9948641 45.7286435)",,,destination,
133872166,Rue Léon Jouhaux,residential,,,False,False,68.848,"LINESTRING (4.9948641 45.7286435, 4.9955237 45.7286386, 4.995751 45.7286418)",,,destination,
133872166,Rue Léon Jouhaux,residential,,,False,True,112.217,"LINESTRING (4.9948641 45.7286435, 4.9948629 45.7289608, 4.9949726 45.7291036, 4.9951873 45.7291368, 4.9953552 45.7293942, 4.9953296 45.729486)",,,destination,
49368029,Rue Jean Moulin,residential,30,,False,False,32.933,"LINESTRING (4.9967143 45.728664, 4.9967799 45.7286316, 4.9971238 45.7286289)",,2,,
49368029,Rue Jean Moulin,residential,30,,False,True,147.82299999999998,"LINESTRING (4.9967143 45.728664, 4.9965865 45.7288784, 4.9963808 45.729147, 4.9962262 45.7292755, 4.9960744 45.729365, 4.9959317 45.7294231, 4.9954528 45.7295835)",,2,,
133872166,Rue Léon Jouhaux,residential,,,False,True,29.332,"LINESTRING (4.9967143 45.728664, 4.9966759 45.7286527, 4.9965361 45.7286388, 4.9963411 45.7286384)",,,destination,
133872154,Rue René Cassin,residential,25,,False,False,41.891999999999996,"LINESTRING (4.9910395 45.7287718, 4.9907814 45.7287912, 4.9905511 45.7289025)",,1,,
133872154,Rue René Cassin,residential,25,,False,True,150.971,"LINESTRING (4.9910395 45.7287718, 4.9913557 45.7287495, 4.9914352 45.7287677, 4.991474 45.7288172, 4.991476 45.7291015, 4.9914672 45.7291522, 4.9914185 45.7291936, 4.9911348 45.729317, 4.9906509 45.7295289)",,1,,
133872154,Rue René Cassin,residential,25,,False,False,345.304,"LINESTRING (4.9905511 45.7289025, 4.9901872 45.7285368, 4.9901113 45.7285013, 4.9900324 45.7285141, 4.9890231 45.7290021, 4.9889871 45.7290548, 4.9890035 45.729099, 4.9898557 45.7298122, 4.989925 45.7298379, 4.9900011 45.7298208, 4.9906509 45.7295289)",,1,,
133872154,Rue René Cassin,residential,25,,False,True,41.891999999999996,"LINESTRING (4.9905511 45.7289025, 4.9907814 45.7287912, 4.9910395 45.7287718)",,1,,
133872097,Rue Léon Jouhaux,residential,,,False,False,29.595,"LINESTRING (4.9957433 45.7289079, 4.995751 45.7286418)",,,destination,
133872090,Rue Albert Schweitzer,residential,,,False,False,42.199,"LINESTRING (4.9931117 45.729031, 4.9931081 45.7286515)",,,destination,
133872165,Allée des Rameaux,residential,,,False,False,133.829,"LINESTRING (5.0023992 45.7291095, 5.0016207 45.7292863, 5.0014733 45.7292922, 5.0010783 45.7292324, 5.000747 45.7293188)",,,,
133872151,Impasse Léon Bourgeois,residential,30,,False,False,66.419,"LINESTRING (4.9970049 45.7291969, 4.9969447 45.7290989, 4.9969838 45.7289085, 4.997115 45.7286902, 4.9971238 45.7286289)",,1,,
133872156,Impasse de la Liberté,residential,,,False,False,204.949,"LINESTRING (4.9964833 45.7292902, 4.9976412 45.7304841, 4.9977696 45.7305723, 4.997898 45.7306124, 4.9980998 45.7306694, 4.9981334 45.7306794)",,,,
133872165,Allée des Rameaux,residential,,,False,True,133.829,"LINESTRING (5.000747 45.7293188, 5.0010783 45.7292324, 5.0014733 45.7292922, 5.0016207 45.7292863, 5.0023992 45.7291095)",,,,
802089928,Rue Victor Hugo,tertiary,,,False,False,70.236,"LINESTRING (5.000747 45.7293188, 5.0006901 45.7292109, 5.000447 45.728752, 5.0004334 45.7287263)",,,,
"[802089927, 803408407]",Rue Victor Hugo,tertiary,30,,False,False,77.875,"LINESTRING (5.000747 45.7293188, 5.0008372 45.7294799, 5.0009251 45.7296479, 5.001035 45.7298848, 5.0010801 45.7299792)",,,,
133872132,Allée des Lucioles,residential,,,False,False,124.022,"LINESTRING (4.9981468 45.729336, 4.9978676 45.7295158, 4.9986757 45.7301519)",,,,
133872114,Rue Albert Schweitzer,residential,,,False,False,115.999,"LINESTRING (4.9930749 45.7294556, 4.9927844 45.7293695, 4.9927266 45.7293391, 4.992286 45.7288796, 4.9922789 45.7286602)",,,destination,
133872114,Rue Albert Schweitzer,residential,,,False,True,84.166,"LINESTRING (4.9930749 45.7294556, 4.9935996 45.7296116, 4.9938981 45.7295146, 4.9940657 45.7294603)",,,destination,
"[803408401, 802175707]",Rue Albert Schweitzer,residential,30,,False,True,66.175,"LINESTRING (4.9930749 45.7294556, 4.9928509 45.7298665, 4.9927999 45.7299545, 4.9927669 45.7300105)",,1,destination,
140227549,Rue Albert Schweitzer,residential,,,False,False,39.697,"LINESTRING (4.9940657 45.7294603, 4.9945296 45.72931)",,,destination,
133872114,Rue Albert Schweitzer,residential,,,False,False,84.166,"LINESTRING (4.9940657 45.7294603, 4.9938981 45.7295146, 4.9935996 45.7296116, 4.9930749 45.7294556)",,,destination,
133872114,Rue Albert Schweitzer,residential,,,False,True,100.92399999999999,"LINESTRING (4.9940657 45.7294603, 4.9940572 45.7286408, 4.993931 45.7286394)",,,destination,
133872154,Rue René Cassin,residential,25,,False,False,150.971,"LINESTRING (4.9906509 45.7295289, 4.9911348 45.729317, 4.9914185 45.7291936, 4.9914672 45.7291522, 4.991476 45.7291015, 4.991474 45.7288172, 4.9914352 45.7287677, 4.9913557 45.7287495, 4.9910395 45.7287718)",,1,,
133872154,Rue René Cassin,residential,25,,False,True,345.3039999999999,"LINESTRING (4.9906509 45.7295289, 4.9900011 45.7298208, 4.989925 45.7298379, 4.9898557 45.7298122, 4.9890035 45.729099, 4.9889871 45.7290548, 4.9890231 45.7290021, 4.9900324 45.7285141, 4.9901113 45.7285013, 4.9901872 45.7285368, 4.9905511 45.7289025)",,1,,
1264096556,Rue René Cassin,residential,25,,False,False,60.660999999999994,"LINESTRING (4.9906509 45.7295289, 4.9906775 45.7295595, 4.9910213 45.7299557, 4.9910355 45.7299744, 4.9910531 45.7299966)",,2,,
"[802175705, 803408403, 803408404, 49219295]",Rue Jean Moulin,residential,30,,False,False,144.28699999999998,"LINESTRING (4.9927669 45.7300105, 4.9925895 45.7299608, 4.9920604 45.7298042, 4.9919512 45.7297817, 4.9918236 45.7297764, 4.9916315 45.7297817, 4.9915177 45.7298025, 4.9914457 45.7298307, 4.9911722 45.7299472, 4.9910531 45.7299966)",,2,,
"[802175705, 803408402]",Rue Jean Moulin,residential,30,,False,"[False, True]",67.379,"LINESTRING (4.9927669 45.7300105, 4.9928527 45.7300351, 4.9929951 45.7300766, 4.9933418 45.7301755, 4.9934866 45.7302171, 4.9935697 45.730241)",,2,,
"[803408401, 802175707]",Rue Albert Schweitzer,residential,30,,False,False,66.175,"LINESTRING (4.9927669 45.7300105, 4.9927999 45.7299545, 4.9928509 45.7298665, 4.9930749 45.7294556)",,1,destination,
133872134,Chemin de la Garenne,residential,,,False,True,96.43299999999999,"LINESTRING (4.9969345 45.7303885, 4.9975723 45.7310989, 4.9975957 45.7311227)",,,,
133872132,Allée des Lucioles,residential,,,False,True,124.022,"LINESTRING (4.9986757 45.7301519, 4.9978676 45.7295158, 4.9981468 45.729336)",,,,
"[760038233, 760038234]",Rue de la Liberté,tertiary,"['50', '30']",,True,False,109.275,"LINESTRING (4.9986757 45.7301519, 4.9990212 45.7298151, 4.9993144 45.7295585, 4.999526 45.729369)",,,,
133872159,Allée des Pivoines,residential,,,False,True,94.21600000000001,"LINESTRING (5.0011924 45.7302347, 5.0009101 45.7303071, 5.0007935 45.7303777, 5.0007485 45.7304562, 5.0007018 45.7306376, 5.0003502 45.7307257)",,,,
311102305,Rue Victor Hugo,tertiary,,,False,False,101.786,"LINESTRING (5.0011924 45.7302347, 5.0014505 45.7307929, 5.0015899 45.731107)",,,,
"[311102305, 802089927]",Rue Victor Hugo,tertiary,30,,False,True,25.102,"LINESTRING (5.0011924 45.7302347, 5.0011396 45.7301132, 5.0010984 45.7300187)",,,,
316963968,Rue Aristide Briand,residential,,,False,True,85.237,"LINESTRING (4.9935697 45.730241, 4.9936189 45.7302966, 4.9936549 45.7303382, 4.9940483 45.7307872, 4.9940587 45.7308414, 4.9940043 45.7309021)",,1,,
802175706,Rue Jean Moulin,residential,30,,False,True,128.865,"LINESTRING (4.9935697 45.730241, 4.9936502 45.7302138, 4.9937205 45.7301901, 4.9942383 45.7300167, 4.9944755 45.7299356, 4.9945982 45.7298811, 4.9950533 45.7297222)",,2,,
"[802175705, 803408402]",Rue Jean Moulin,residential,30,,False,"[False, True]",67.379,"LINESTRING (4.9935697 45.730241, 4.9934866 45.7302171, 4.9933418 45.7301755, 4.9929951 45.7300766, 4.9928527 45.7300351, 4.9927669 45.7300105)",,2,,
"[133872172, 1268344341]","['Rue Ferdinand Buisson', 'Place de la Paix']",residential,,,False,False,59.519999999999996,"LINESTRING (4.9956669 45.7302732, 4.9955305 45.7300769, 4.9953352 45.7297906)",,1,,
133872172,Rue Ferdinand Buisson,residential,,,False,True,105.82000000000001,"LINESTRING (4.9956669 45.7302732, 4.9959988 45.7301827, 4.9960926 45.7302008, 4.9963235 45.7304321, 4.9963103 45.7304972, 4.9959866 45.7306747)",,,,
140227107,Rue Ferdinand Buisson,residential,,,False,False,18.02,"LINESTRING (4.9956669 45.7302732, 4.9956113 45.7303148, 4.9955804 45.730365, 4.9956012 45.7304134)",,,,
133872172,Rue Ferdinand Buisson,residential,,,False,False,105.82,"LINESTRING (4.9959866 45.7306747, 4.9963103 45.7304972, 4.9963235 45.7304321, 4.9960926 45.7302008, 4.9959988 45.7301827, 4.9956669 45.7302732)",,,,
1268344344,Rue Ferdinand Buisson,residential,,,False,False,62.63900000000001,"LINESTRING (4.9959866 45.7306747, 4.9960117 45.7306521, 4.9960254 45.7306251, 4.9960262 45.7305966, 4.9960142 45.7305692, 4.9959905 45.7305459, 4.9959575 45.7305289, 4.9959186 45.73052, 4.9958777 45.7305201, 4.9958388 45.7305291, 4.9958059 45.7305462, 4.9957824 45.7305696, 4.9957701 45.7305995, 4.9957731 45.7306305, 4.9957911 45.730659, 4.9958218 45.7306815, 4.9958617 45.7306953, 4.995906 45.7306989, 4.9959494 45.7306917, 4.9959866 45.7306747)",,,,
1268344344,Rue Ferdinand Buisson,residential,,,False,True,62.638999999999996,"LINESTRING (4.9959866 45.7306747, 4.9959494 45.7306917, 4.995906 45.7306989, 4.9958617 45.7306953, 4.9958218 45.7306815, 4.9957911 45.730659, 4.9957731 45.7306305, 4.9957701 45.7305995, 4.9957824 45.7305696, 4.9958059 45.7305462, 4.9958388 45.7305291, 4.9958777 45.7305201, 4.9959186 45.73052, 4.9959575 45.7305289, 4.9959905 45.7305459, 4.9960142 45.7305692, 4.9960262 45.7305966, 4.9960254 45.7306251, 4.9960117 45.7306521, 4.9959866 45.7306747)",,,,
