osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,junction,tunnel,maxspeed
600741204,True,2,T 11,primary,False,32.149,"LINESTRING (9.4520503 42.699317, 9.4521604 42.6991706, 9.4522755 42.6990829)",,,,
8069734,False,,,residential,False,49.524,"LINESTRING (9.4489031 42.7033423, 9.4488209 42.7031126, 9.4487701 42.7029707, 9.4487236 42.70292)",Chemin de l'Annonciade,,,
1087978101,True,,D 81,secondary,False,24.839,"LINESTRING (9.4449631 42.6995277, 9.4451042 42.6995201, 9.4451614 42.6995118, 9.4452567 42.6995427)",Avenue Baron Jean-Baptiste Galeazzini,,,
"[1087978248, 1087978249, 1087978250, 1087978251, 30640049]",False,,D 31,secondary,False,527.1820000000001,"LINESTRING (9.4452567 42.6995427, 9.4453159 42.6996104, 9.4453716 42.6996533, 9.4454637 42.6997244, 9.4455698 42.699804, 9.4456829 42.6998839, 9.4457574 42.6999197, 9.4460012 42.6999786, 9.4460991 42.6999717, 9.4461755 42.699945, 9.4462734 42.6998869, 9.4463472 42.6997765, 9.4464679 42.6995341, 9.446484 42.6994739, 9.4464491 42.6994059, 9.4462667 42.6990984, 9.4462533 42.6990383, 9.4462574 42.6989791, 9.4463087 42.6989121, 9.4463887 42.6988077, 9.446834 42.698095, 9.4470405 42.6977866, 9.4470648 42.6977156, 9.4470634 42.6976387, 9.4470272 42.6975175, 9.4469937 42.6974376, 9.4469609 42.6973662, 9.4468059 42.6970291, 9.4467925 42.6969601, 9.4467923 42.6969412, 9.4467918 42.6968925, 9.4468587 42.6964516, 9.4468844 42.6963229)",Boulevard Hyacinthe de Montera,,,
1087978100,True,,D 81,secondary,False,18.512,"LINESTRING (9.4452567 42.6995427, 9.4451617 42.6995794, 9.4451012 42.6995737, 9.445043 42.6995744)",Avenue Baron Jean-Baptiste Galeazzini,,,
306362891,False,,D 31,tertiary,False,102.679,"LINESTRING (9.4500478 42.7003329, 9.4500309 42.7002857, 9.449748 42.6994956, 9.449728 42.6994399)",Boulevard Paoli,,,
306362893,False,,D 31,tertiary,True,61.279,"LINESTRING (9.4500478 42.7003329, 9.4500703 42.7003976, 9.4502331 42.7008669)",Boulevard Paoli,,,
574783363,True,,,residential,False,58.165,"LINESTRING (9.4500478 42.7003329, 9.4499541 42.7003487, 9.449354 42.7004497)",Rue Abbatucci,,,
1087978110,False,2,,residential,False,8.548,"LINESTRING (9.4519127 42.6990503, 9.4520172 42.6990469)",Quai des Martyrs de la Libération,,,
8069731,False,,,residential,True,61.551,"LINESTRING (9.4519127 42.6990503, 9.4518281 42.6990688, 9.4513087 42.6991451, 9.4511819 42.6991797)",Rue Miot,,,
"[97478250, 30727428]",True,,,residential,False,146.709,"LINESTRING (9.448434 42.7024046, 9.4485214 42.7023195, 9.4486566 42.7022237, 9.4497404 42.7015021)",Rue Gabriel Péri,,,
352878553,True,2,,secondary,False,20.58,"LINESTRING (9.448434 42.7024046, 9.4485506 42.7024533, 9.4486371 42.702512)",Rond-Point du Maréchal-Leclerc de Hautecloque,roundabout,,
677246748,False,,,residential,True,162.285,"LINESTRING (9.448434 42.7024046, 9.4483625 42.702288, 9.4483146 42.702228, 9.448274 42.702187, 9.4480914 42.702003, 9.4478345 42.7017303, 9.4478235 42.7017212, 9.4477714 42.7016785, 9.4477014 42.7016206, 9.4472112 42.7012668)",Rue Marcel Paul,,,
344833911,True,2,T 11,primary,False,83.02000000000001,"LINESTRING (9.452107 42.7006505, 9.4520195 42.7003398, 9.451927 42.7000558, 9.4518993 42.69992)",,,,
170718569,False,,,secondary,False,67.64800000000001,"LINESTRING (9.4469725 42.6950548, 9.4469297 42.6951218, 9.4468307 42.6952771, 9.4467167 42.6954456, 9.4466825 42.695487, 9.446653 42.6955353, 9.4466358 42.6956075)",Boulevard Auguste Gaudin,,,
306362891,False,,D 31,tertiary,False,117.64099999999999,"LINESTRING (9.449728 42.6994399, 9.4493828 42.698466, 9.4493651 42.6984161)",Boulevard Paoli,,,
306362891,False,,D 31,tertiary,True,102.679,"LINESTRING (9.449728 42.6994399, 9.449748 42.6994956, 9.4500309 42.7002857, 9.4500478 42.7003329)",Boulevard Paoli,,,
306362907,False,,,residential,False,46.009,"LINESTRING (9.449728 42.6994399, 9.4497722 42.6994302, 9.4498056 42.6994229, 9.4502195 42.6993503, 9.4502743 42.6993402)",Rue Miot,,,
170718569,False,,,secondary,True,67.648,"LINESTRING (9.4466358 42.6956075, 9.446653 42.6955353, 9.4466825 42.695487, 9.4467167 42.6954456, 9.4468307 42.6952771, 9.4469297 42.6951218, 9.4469725 42.6950548)",Boulevard Auguste Gaudin,,,
187678201,True,,,secondary,False,4.978,"LINESTRING (9.4466358 42.6956075, 9.4466457 42.6956205, 9.4466521 42.6956347, 9.4466546 42.6956495)",Rond-Point Moro de Giafferi,roundabout,,
30726608,False,,,residential,True,208.10399999999998,"LINESTRING (9.4468844 42.6963229, 9.4469259 42.6963662, 9.4471297 42.6969059, 9.4472229 42.6969724, 9.4474641 42.6972475, 9.4477848 42.6980493)",Rue Favalelli,,,
528405742,False,,D 81,secondary,False,86.12600000000002,"LINESTRING (9.4468844 42.6963229, 9.4468854 42.6961982, 9.4468887 42.696174, 9.44689 42.6961487, 9.4468863 42.6961272, 9.4468776 42.6961036, 9.4468649 42.6960885, 9.4468451 42.6960733, 9.4468072 42.6960528, 9.4467582 42.6960351, 9.4464658 42.6959416, 9.4463475 42.6958388, 9.446339 42.6957675)",Boulevard Général Giraud,,,
"[1087978248, 1087978249, 1087978250, 1087978251, 30640049]",False,,D 31,secondary,True,527.1819999999999,"LINESTRING (9.4468844 42.6963229, 9.4468587 42.6964516, 9.4467918 42.6968925, 9.4467923 42.6969412, 9.4467925 42.6969601, 9.4468059 42.6970291, 9.4469609 42.6973662, 9.4469937 42.6974376, 9.4470272 42.6975175, 9.4470634 42.6976387, 9.4470648 42.6977156, 9.4470405 42.6977866, 9.446834 42.698095, 9.4463887 42.6988077, 9.4463087 42.6989121, 9.4462574 42.6989791, 9.4462533 42.6990383, 9.4462667 42.6990984, 9.4464491 42.6994059, 9.446484 42.6994739, 9.4464679 42.6995341, 9.4463472 42.6997765, 9.4462734 42.6998869, 9.4461755 42.699945, 9.4460991 42.6999717, 9.4460012 42.6999786, 9.4457574 42.6999197, 9.4456829 42.6998839, 9.4455698 42.699804, 9.4454637 42.6997244, 9.4453716 42.6996533, 9.4453159 42.6996104, 9.4452567 42.6995427)",Boulevard Hyacinthe de Montera,,,
30727422,True,,,residential,False,20.53,"LINESTRING (9.4486325 42.702748, 9.4486587 42.7027917, 9.4487236 42.70292)",Chemin de l'Annonciade,,,
352878553,True,2,,secondary,False,16.409,"LINESTRING (9.4486325 42.702748, 9.4485949 42.7027953, 9.448493 42.7028501)",Rond-Point du Maréchal-Leclerc de Hautecloque,roundabout,,
