osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed
160343399,unclassified,False,True,128.39499999999998,"LINESTRING (2.2532135 50.3188678, 2.2531119 50.3189287, 2.2527647 50.319023, 2.2521785 50.3191822, 2.2515772 50.3193476)",,,
247758801,tertiary,False,False,19.665,"LINESTRING (2.2458854 50.3160859, 2.2461614 50.3161006)",D 102,Rue Principale,50
247758801,tertiary,False,True,19.665,"LINESTRING (2.2461614 50.3161006, 2.2458854 50.3160859)",D 102,Rue Principale,50
247758801,tertiary,False,False,41.0,"LINESTRING (2.2461614 50.3161006, 2.2464086 50.3161752, 2.2466654 50.3162791)",D 102,Rue Principale,50
170302766,tertiary,False,True,21.298,"LINESTRING (2.2466654 50.3162791, 2.2466539 50.3160877)",D 109,,
247758801,tertiary,False,False,492.56300000000005,"LINESTRING (2.2466654 50.3162791, 2.2468759 50.3164314, 2.2473298 50.3168984, 2.2476098 50.3171387, 2.2480955 50.3174977, 2.2485193 50.3177116, 2.2492835 50.3180728, 2.249314 50.3180871, 2.2507209 50.3187475, 2.251235 50.3191019, 2.2515772 50.3193476)",D 102,Rue Principale,50
247758801,tertiary,False,True,41.0,"LINESTRING (2.2466654 50.3162791, 2.2464086 50.3161752, 2.2461614 50.3161006)",D 102,Rue Principale,50
160343399,unclassified,False,False,128.39499999999998,"LINESTRING (2.2515772 50.3193476, 2.2521785 50.3191822, 2.2527647 50.319023, 2.2531119 50.3189287, 2.2532135 50.3188678)",,,
247758801,tertiary,False,False,629.056,"LINESTRING (2.2515772 50.3193476, 2.2516284 50.3193844, 2.2524502 50.3200069, 2.2527292 50.3202726, 2.2533647 50.3208893, 2.2539654 50.3214416, 2.2548921 50.3222369, 2.2552712 50.3225193, 2.2554879 50.3226446, 2.256012 50.3228246, 2.2565465 50.3230269, 2.2570029 50.3231797, 2.2573734 50.3232888, 2.2575818 50.323352)",D 102,Rue Principale,50
247758801,tertiary,False,True,492.56300000000005,"LINESTRING (2.2515772 50.3193476, 2.251235 50.3191019, 2.2507209 50.3187475, 2.249314 50.3180871, 2.2492835 50.3180728, 2.2485193 50.3177116, 2.2480955 50.3174977, 2.2476098 50.3171387, 2.2473298 50.3168984, 2.2468759 50.3164314, 2.2466654 50.3162791)",D 102,Rue Principale,50
170302762,unclassified,False,True,260.163,"LINESTRING (2.2575818 50.323352, 2.2574858 50.3233906, 2.2574189 50.3234066, 2.2572403 50.3234414, 2.2569238 50.3234722, 2.2565697 50.3234962, 2.2556524 50.3235647, 2.2553569 50.3236008, 2.2545903 50.3236571, 2.2539785 50.3237239)",,,
247758801,tertiary,False,True,629.0559999999999,"LINESTRING (2.2575818 50.323352, 2.2573734 50.3232888, 2.2570029 50.3231797, 2.2565465 50.3230269, 2.256012 50.3228246, 2.2554879 50.3226446, 2.2552712 50.3225193, 2.2548921 50.3222369, 2.2539654 50.3214416, 2.2533647 50.3208893, 2.2527292 50.3202726, 2.2524502 50.3200069, 2.2516284 50.3193844, 2.2515772 50.3193476)",D 102,Rue Principale,50
170302762,unclassified,False,False,260.163,"LINESTRING (2.2539785 50.3237239, 2.2545903 50.3236571, 2.2553569 50.3236008, 2.2556524 50.3235647, 2.2565697 50.3234962, 2.2569238 50.3234722, 2.2572403 50.3234414, 2.2574189 50.3234066, 2.2574858 50.3233906, 2.2575818 50.323352)",,,
170302766,tertiary,False,False,21.298,"LINESTRING (2.2466539 50.3160877, 2.2466654 50.3162791)",D 109,,
