osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel,junction,maxspeed,access
200576077,D 616,Avenue Gilbert Brutus,secondary,False,False,11.224,"LINESTRING (2.8482485 42.7091117, 2.8481151 42.7090876)",,,,,
200576077,D 616,Avenue Gilbert Brutus,secondary,False,True,8.308,"LINESTRING (2.8482485 42.7091117, 2.8483455 42.7091341)",,,,,
25338643,,Rue de la Grangerie,residential,False,False,50.002,"LINESTRING (2.8468957 42.7088891, 2.8469445 42.7086939, 2.8469973 42.7084457)",,,,,
200576077,D 616,Avenue Gilbert Brutus,secondary,False,False,34.358999999999995,"LINESTRING (2.8468957 42.7088891, 2.8466813 42.708856, 2.8464834 42.7088284)",,,,,
200576077,D 616,Avenue Gilbert Brutus,secondary,False,True,18.198999999999998,"LINESTRING (2.8468957 42.7088891, 2.8470518 42.7089125, 2.8471134 42.7089236)",,,,,
25338643,,Rue de la Grangerie,residential,False,False,41.782,"LINESTRING (2.8473128 42.7079136, 2.8475561 42.7075831)",,,,,
25338643,,Rue de la Grangerie,residential,False,True,48.456,"LINESTRING (2.8473128 42.7079136, 2.8470504 42.7083044)",,,,,
1012210455,,Rue Urbain Paret,residential,False,True,13.190999999999999,"LINESTRING (2.8473128 42.7079136, 2.8472695 42.707896, 2.8471719 42.7078557)",,,,,
25338641,,Rue des Floralies,residential,True,False,138.38,"LINESTRING (2.8475561 42.7075831, 2.8460627 42.7069962)",,,,,
25338643,,Rue de la Grangerie,residential,False,False,51.164,"LINESTRING (2.8475561 42.7075831, 2.8478543 42.7071785)",,,,,
25338643,,Rue de la Grangerie,residential,False,True,41.782,"LINESTRING (2.8475561 42.7075831, 2.8473128 42.7079136)",,,,,
25338640,,Rue de l'Aurore,residential,False,False,83.335,"LINESTRING (2.8480668 42.7068997, 2.8490586 42.7070744)",,,,,
25338643,,Rue de la Grangerie,residential,False,True,28.922,"LINESTRING (2.8480668 42.7068997, 2.847894 42.7071267)",,,,,
25338643,,Rue de la Grangerie,residential,False,False,78.08800000000001,"LINESTRING (2.8480668 42.7068997, 2.8481955 42.7067021, 2.8483226 42.7065096, 2.8485115 42.7062789)",,,,,
25338640,,Rue de l'Aurore,residential,False,True,83.335,"LINESTRING (2.8490586 42.7070744, 2.8480668 42.7068997)",,,,,
25341912,,Avenue des Jardins,residential,False,False,45.199,"LINESTRING (2.8460627 42.7069962, 2.8459826 42.7073984)",,,,,
25341912,,Avenue des Jardins,residential,False,True,67.443,"LINESTRING (2.8460627 42.7069962, 2.8460674 42.7069644, 2.846096 42.7068987, 2.8461787 42.7067036, 2.8462007 42.706631, 2.8462503 42.7064071)",,,,,
25341912,,Avenue des Jardins,residential,False,True,45.199,"LINESTRING (2.8459826 42.7073984, 2.8460627 42.7069962)",,,,,
25341937,,Rue Adrien Cantié,residential,False,False,28.75,"LINESTRING (2.8459826 42.7073984, 2.8456315 42.7073815)",,,,,
25338642,,Rue Urbain Paret,residential,True,False,109.74900000000001,"LINESTRING (2.8459826 42.7073984, 2.8463072 42.7075053, 2.8466944 42.7076625, 2.8468499 42.7077254, 2.8470072 42.7077891, 2.8471719 42.7078557)",,,,,
