osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,junction,bridge,tunnel,access,ref
575661822,Rue Paul Doumer,secondary,30,False,True,18.522,"LINESTRING (2.4453361 44.9256542, 2.4452444 44.9255008)",,,,,,,
"[575661822, 235708950]",Rue Paul Doumer,secondary,30,False,False,96.289,"LINESTRING (2.4453361 44.9256542, 2.4453586 44.9257147, 2.4453726 44.9257712, 2.4453831 44.9258779, 2.445379 44.9261802, 2.4453725 44.9263437, 2.4453612 44.9265167)",,,,,,,
"[53544723, 1036592583]",Rue du Pont d'Aliès,living_street,,False,False,89.037,"LINESTRING (2.4453361 44.9256542, 2.4455036 44.9255715, 2.4456732 44.9254898, 2.4457214 44.925443, 2.4458453 44.9250468, 2.4458494 44.9249997)",,,,,,,
35579733,Rue des Frères Delmas,living_street,,True,False,52.235,"LINESTRING (2.4491283 44.9326054, 2.4486818 44.9322579)",,,,,,,
"[1116332821, 746061355, 746061357]",Boulevard du Pavatou,secondary,"['30', '50']",False,False,50.882,"LINESTRING (2.4491283 44.9326054, 2.4490568 44.9326451, 2.4490209 44.932665, 2.4488821 44.9327421, 2.4488304 44.9327708, 2.4486197 44.9328878)",2,,,,,,
43930638,Rue des Frères Charmes,tertiary,,True,False,15.564,"LINESTRING (2.4438334 44.9276985, 2.4438483 44.9277088, 2.4439747 44.9277964)",,,,,,,
572719622,Rue des Carmes,tertiary,20,True,False,60.228,"LINESTRING (2.4438334 44.9276985, 2.4438102 44.9276714, 2.4437712 44.927626, 2.4434364 44.9272355)",1,,,,,,
303336662,Place Gerbert,living_street,,False,True,23.287,"LINESTRING (2.448009 44.9300228, 2.4479536 44.929887, 2.4479269 44.9298216)",,4.5,,,,,
"[401479796, 154705263]","['Rue du Buis', 'Place Gerbert']",living_street,,True,False,33.012,"LINESTRING (2.448009 44.9300228, 2.4480247 44.9301318, 2.4480374 44.9301925, 2.4480906 44.9303127)",,3.5,,,,,
288179399,,secondary,50,True,False,13.719000000000001,"LINESTRING (2.4477058 44.9261096, 2.4477412 44.9260987, 2.4477797 44.926097, 2.4478167 44.9261047, 2.4478478 44.9261209, 2.4478589 44.9261326)",,,roundabout,,,,
1160550453,Avenue Aristide Briand,secondary,50,True,False,34.7,"LINESTRING (2.4477058 44.9261096, 2.4477097 44.9260316, 2.4477247 44.9258929, 2.447731 44.9257981)",,,,,,,
4602896,Cours Monthyon,residential,,False,False,10.511,"LINESTRING (2.4484435 44.9297057, 2.4483877 44.9297001, 2.4483113 44.9296925)",,,,,,,
"[746061769, 55668565, 44072613, 55668566]",Cours d'Angoulême,residential,30,False,False,39.412000000000006,"LINESTRING (2.4484435 44.9297057, 2.4485735 44.929647, 2.4486268 44.9296229, 2.4487824 44.9295526, 2.4488213 44.929535, 2.4488656 44.9295151)",3,,,yes,,,
401479796,Place Gerbert,living_street,,True,False,49.217000000000006,"LINESTRING (2.4484435 44.9297057, 2.448411 44.9297362, 2.4483827 44.9297627, 2.448089 44.9299604, 2.448009 44.9300228)",,,,,,,
1160550452,Avenue Aristide Briand,secondary,,True,False,38.692,"LINESTRING (2.447731 44.9257981, 2.4477918 44.9259025, 2.4478296 44.9260255, 2.4478407 44.9260762, 2.4478589 44.9261326)",,,,,,,
4602905,Place d'Aurinques,secondary,50,False,False,15.583,"LINESTRING (2.442196 44.9308801, 2.4422233 44.9307413)",,,,,,,
"[4602899, 746061142, 746061143]",Boulevard d'Aurinques,secondary,"['50', '30']",False,False,178.363,"LINESTRING (2.442196 44.9308801, 2.4422403 44.9309165, 2.4425131 44.9310983, 2.4425959 44.9311491, 2.4426629 44.9311762, 2.4427675 44.9311985, 2.4432703 44.9312342, 2.4435141 44.9312841, 2.4436933 44.9313463, 2.4439591 44.9314725, 2.4440244 44.9315035, 2.4441576 44.9315782)",2,,,,,,
563398640,Place d'Aurinques,residential,,False,True,29.433999999999997,"LINESTRING (2.442196 44.9308801, 2.4421509 44.9309188, 2.4420412 44.9309644, 2.4419619 44.9310755)",,,,,,,
