osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,tunnel,junction
"[60110052, 393261588]",Avenue du Général de Gaulle,secondary,False,False,294.418,2,50,"LINESTRING (-0.6109297 44.8856221, -0.6108753 44.8857106, -0.6106585 44.8860859, -0.6105608 44.88628, -0.6105359 44.8863294, -0.61039 44.8866836, -0.6103575 44.8867625, -0.6103159 44.8868636, -0.6102039 44.8871436, -0.6101752 44.8872449, -0.6101623 44.8873469, -0.610165 44.8874287, -0.610175 44.8875018, -0.6103583 44.8879912, -0.6103902 44.8880581, -0.6104361 44.8881545)",,
515090537,Avenue du Général de Gaulle,secondary,False,True,51.323,3,,"LINESTRING (-0.6109297 44.8856221, -0.6109817 44.8855169, -0.6110501 44.8853468, -0.6110917 44.8851761)",,
769375212,Avenue Maryse Bastié,residential,False,True,121.529,2,50,"LINESTRING (-0.6109297 44.8856221, -0.6110067 44.8856366, -0.6110457 44.885644, -0.6110847 44.8856513, -0.6115456 44.8858371, -0.6116576 44.8858822, -0.611682 44.8858922, -0.6119571 44.8860043, -0.6120742 44.8860659, -0.6121454 44.8861233, -0.6122078 44.8861991)",,
"[769674472, 769674473, 769674471]",Rue Louis Fleuranceau,residential,False,False,118.437,3,,"LINESTRING (-0.6109297 44.8856221, -0.6107969 44.8855981, -0.6104399 44.8855335, -0.6103673 44.8855204, -0.610215 44.8854929, -0.6101322 44.8854779, -0.6098882 44.8854572, -0.609722 44.88545, -0.6096739 44.8854479, -0.6096198 44.8854456, -0.6094545 44.8854384)",,
"[60110052, 393261588]",Avenue du Général de Gaulle,secondary,False,True,294.41799999999995,2,50,"LINESTRING (-0.6104361 44.8881545, -0.6103902 44.8880581, -0.6103583 44.8879912, -0.610175 44.8875018, -0.610165 44.8874287, -0.6101623 44.8873469, -0.6101752 44.8872449, -0.6102039 44.8871436, -0.6103159 44.8868636, -0.6103575 44.8867625, -0.61039 44.8866836, -0.6105359 44.8863294, -0.6105608 44.88628, -0.6106585 44.8860859, -0.6108753 44.8857106, -0.6109297 44.8856221)",,
"[22779857, 769375214, 769375215]",Avenue de Terrefort,secondary,False,False,290.01599999999996,"['2', '3']",50,"LINESTRING (-0.6104361 44.8881545, -0.6111276 44.8881469, -0.6112123 44.8881459, -0.6113075 44.8881449, -0.6114486 44.8881433, -0.6115747 44.8881389, -0.6116672 44.8881357, -0.6118547 44.8881254, -0.6121366 44.8881056, -0.6127517 44.8880462, -0.6132067 44.8880022, -0.6135085 44.8879862, -0.6138655 44.8880295, -0.6140665 44.8881139)",,
22779857,Avenue de Terrefort,secondary,False,True,58.425,2,50,"LINESTRING (-0.6142624 44.8885932, -0.6142844 44.8883891, -0.6142167 44.888245, -0.6140665 44.8881139)",,
925585298,,residential,False,True,217.247,,,"LINESTRING (-0.6142624 44.8885932, -0.6143634 44.8886207, -0.6145105 44.8886142, -0.6145648 44.8885934, -0.614619 44.8885725, -0.6146815 44.8885673, -0.6152479 44.8886376, -0.6152865 44.8886363, -0.6153012 44.8886116, -0.6153307 44.8885112, -0.6153325 44.8884734, -0.6153068 44.8884591, -0.6144686 44.8883428, -0.6144332 44.8883379, -0.6143965 44.888321, -0.6143726 44.888291, -0.6144296 44.8880565, -0.6144471 44.8880099, -0.6144591 44.8879778)",,
23860382,Avenue d'Aquitaine,tertiary,False,False,92.297,,,"LINESTRING (-0.6062897 44.8802943, -0.6064042 44.880392, -0.6066481 44.8806041, -0.6068831 44.8808172, -0.6069844 44.8809591)",,
23860382,Avenue d'Aquitaine,tertiary,False,True,62.114,,,"LINESTRING (-0.6062897 44.8802943, -0.6062179 44.8802205, -0.6058546 44.8798285)",,
25881492,Rue Pierre Andron,residential,False,True,164.43599999999998,2,,"LINESTRING (-0.6062897 44.8802943, -0.6062321 44.8803303, -0.6061183 44.8804013, -0.6056283 44.8811286, -0.6055731 44.8812105, -0.6055156 44.8812958, -0.6054812 44.8813468, -0.6053887 44.881475, -0.6053607 44.8815136, -0.6053136 44.8815883)",,
23860382,Avenue d'Aquitaine,tertiary,False,False,106.541,,,"LINESTRING (-0.6072794 44.8812496, -0.6075011 44.8813728, -0.6076683 44.8814576, -0.6078827 44.881562, -0.6080429 44.8816298, -0.6080963 44.8816498, -0.6083027 44.8817273, -0.6084123 44.8817686)",,
23860382,Avenue d'Aquitaine,tertiary,False,True,39.992999999999995,,,"LINESTRING (-0.6072794 44.8812496, -0.6071887 44.8811819, -0.6071165 44.8811185, -0.6069844 44.8809591)",,
26329800,Rue Pierre Martin,residential,False,False,162.214,,,"LINESTRING (-0.6072794 44.8812496, -0.6072087 44.8813108, -0.6071762 44.8814073, -0.6072363 44.8817418, -0.6072613 44.8818784, -0.6072223 44.8820142, -0.6071966 44.8822031, -0.6071317 44.8823941, -0.6071318 44.8824765, -0.6070598 44.8826682)",,
23860382,Avenue d'Aquitaine,tertiary,False,True,108.74900000000001,,,"LINESTRING (-0.6114414 44.8820958, -0.6113227 44.8820572, -0.6110783 44.8820038, -0.6107909 44.8819567, -0.6105263 44.8819199, -0.610501 44.8819164, -0.6102475 44.8819018, -0.6100985 44.8818971)",,
"[58436467, 165400339]",Avenue d'Aquitaine,residential,False,True,76.479,,30,"LINESTRING (-0.6114414 44.8820958, -0.6115205 44.8821174, -0.6115812 44.8821363, -0.6122424 44.8823416, -0.6123319 44.8823694)",,
769674464,Avenue de l'Europe,secondary,False,True,143.643,2,50,"LINESTRING (-0.6114414 44.8820958, -0.6115359 44.8819081, -0.6116039 44.8817637, -0.6116606 44.8815944, -0.611682 44.8815066, -0.6117053 44.8814121, -0.6117294 44.881283, -0.6117947 44.880934, -0.6118282 44.8808379)",,
769674467,Avenue de l'Europe,secondary,False,False,47.543000000000006,3,50,"LINESTRING (-0.6114414 44.8820958, -0.6112669 44.8823638, -0.6111755 44.8824793)",,
25881287,Rue Louis Fleuranceau,residential,False,False,93.93299999999999,,,"LINESTRING (-0.6077043 44.8852036, -0.6075333 44.885161, -0.6073721 44.8851408, -0.6067376 44.8849187, -0.6066103 44.8848781)",,
25881287,Rue Louis Fleuranceau,residential,False,True,64.649,,,"LINESTRING (-0.6077043 44.8852036, -0.6079046 44.8852559, -0.6081048 44.8853082, -0.6081838 44.8853285, -0.608475 44.8854032)",,
25881576,Rue des Amandiers,residential,True,False,184.64100000000002,,,"LINESTRING (-0.6077043 44.8852036, -0.6077693 44.8851572, -0.6079896 44.8848661, -0.6080815 44.8847447, -0.6079463 44.8845571, -0.6078758 44.8844675, -0.6068056 44.8843921, -0.6067328 44.884387)",,
25881287,Rue Louis Fleuranceau,residential,False,True,93.933,,,"LINESTRING (-0.6066103 44.8848781, -0.6067376 44.8849187, -0.6073721 44.8851408, -0.6075333 44.885161, -0.6077043 44.8852036)",,
25881374,Chemin de la Hutte,residential,False,False,140.007,2,50,"LINESTRING (-0.6066103 44.8848781, -0.6065545 44.8849224, -0.6063215 44.8854046, -0.6062382 44.8855655, -0.6061454 44.8857065, -0.6061283 44.8857326, -0.6060604 44.8858364, -0.6059696 44.8860467)",,
602681373,Chemin de la Grave,residential,False,False,56.718999999999994,,,"LINESTRING (-0.6066103 44.8848781, -0.606667 44.8848359, -0.6066829 44.8847901, -0.6067328 44.884387)",,
25881287,Rue Louis Fleuranceau,residential,False,False,64.649,,,"LINESTRING (-0.608475 44.8854032, -0.6081838 44.8853285, -0.6081048 44.8853082, -0.6079046 44.8852559, -0.6077043 44.8852036)",,
"[769674471, 25881287]",Rue Louis Fleuranceau,residential,False,True,77.27600000000001,,,"LINESTRING (-0.608475 44.8854032, -0.6085864 44.8854075, -0.6086394 44.8854094, -0.6087385 44.8854155, -0.6087703 44.8854164, -0.6087903 44.885417, -0.6089361 44.8854212, -0.609049 44.8854245, -0.6091 44.8854259, -0.609304 44.8854318, -0.6094545 44.8854384)",,
59140213,Chemin de Picurey,residential,False,False,161.841,,,"LINESTRING (-0.608475 44.8854032, -0.6085293 44.8854557, -0.6085829 44.8855564, -0.6085975 44.885586, -0.6089651 44.8863328, -0.6089458 44.8863702, -0.6087412 44.8867651)",,
"[26329858, 769674470]",Rue Henri Bergson,residential,False,False,154.798,,,"LINESTRING (-0.6094545 44.8854384, -0.6094586 44.8853838, -0.6094627 44.8853279, -0.6095256 44.8852141, -0.6099705 44.8844717, -0.6100014 44.8843918, -0.6099826 44.8843434, -0.6097788 44.8842759, -0.6096963 44.8842612)",,
"[25881287, 769674471]",Rue Louis Fleuranceau,residential,False,False,77.27600000000001,,,"LINESTRING (-0.6094545 44.8854384, -0.609304 44.8854318, -0.6091 44.8854259, -0.609049 44.8854245, -0.6089361 44.8854212, -0.6087903 44.885417, -0.6087703 44.8854164, -0.6087385 44.8854155, -0.6086394 44.8854094, -0.6085864 44.8854075, -0.608475 44.8854032)",,
"[769674472, 769674473, 769674471]",Rue Louis Fleuranceau,residential,False,True,118.43699999999998,3,,"LINESTRING (-0.6094545 44.8854384, -0.6096198 44.8854456, -0.6096739 44.8854479, -0.609722 44.88545, -0.6098882 44.8854572, -0.6101322 44.8854779, -0.610215 44.8854929, -0.6103673 44.8855204, -0.6104399 44.8855335, -0.6107969 44.8855981, -0.6109297 44.8856221)",,
25881374,Chemin de la Hutte,residential,False,True,98.55000000000001,2,50,"LINESTRING (-0.6052508 44.8872983, -0.605303 44.887255, -0.6055707 44.8870327, -0.6056679 44.8868938, -0.6057023 44.8868397, -0.6057534 44.8867062, -0.6058033 44.8865252)",,
25881492,Rue Pierre Andron,residential,False,True,8.63,2,,"LINESTRING (-0.6053136 44.8815883, -0.6052657 44.8816581)",,
25881492,Rue Pierre Andron,residential,False,False,164.436,2,,"LINESTRING (-0.6053136 44.8815883, -0.6053607 44.8815136, -0.6053887 44.881475, -0.6054812 44.8813468, -0.6055156 44.8812958, -0.6055731 44.8812105, -0.6056283 44.8811286, -0.6061183 44.8804013, -0.6062321 44.8803303, -0.6062897 44.8802943)",,
55286893,Chemin de la Grave,residential,True,False,344.387,,,"LINESTRING (-0.6067328 44.884387, -0.6067426 44.8842691, -0.6067462 44.8842263, -0.6067673 44.8840916, -0.60677 44.8840719, -0.6068102 44.8837756, -0.6068388 44.8834901, -0.6068669 44.8832941, -0.6068529 44.8832484, -0.6067472 44.8831217, -0.6055187 44.8818499, -0.6053649 44.881716, -0.6053045 44.881672, -0.6052657 44.8816581)",,
602681373,Chemin de la Grave,residential,False,True,56.718999999999994,,,"LINESTRING (-0.6067328 44.884387, -0.6066829 44.8847901, -0.606667 44.8848359, -0.6066103 44.8848781)",,
26330106,Avenue des Martyrs de la Résistance,residential,True,False,125.991,2,50,"LINESTRING (-0.6118282 44.8808379, -0.611782 44.8808284, -0.6116655 44.8808043, -0.6114777 44.880766, -0.6111035 44.8806966, -0.6110565 44.8806879, -0.6109454 44.8806673, -0.6107234 44.8806431, -0.6102684 44.8805984)",,
769674458,Avenue des Martyrs de la Résistance,residential,False,True,65.532,,,"LINESTRING (-0.6118282 44.8808379, -0.6119747 44.8808659, -0.6120151 44.8808737, -0.6121876 44.8809069, -0.6124737 44.8810096, -0.6125974 44.881054)",,
769674463,Avenue de l'Europe,secondary,False,True,62.997,2,50,"LINESTRING (-0.6118282 44.8808379, -0.6118591 44.8807491, -0.6120557 44.8802949)",,
769674464,Avenue de l'Europe,secondary,False,False,143.643,2,50,"LINESTRING (-0.6118282 44.8808379, -0.6117947 44.880934, -0.6117294 44.881283, -0.6117053 44.8814121, -0.611682 44.8815066, -0.6116606 44.8815944, -0.6116039 44.8817637, -0.6115359 44.8819081, -0.6114414 44.8820958)",,
26329835,Rue Paul Feydieu,residential,False,False,139.91799999999998,,,"LINESTRING (-0.6106569 44.8830326, -0.6107485 44.883071, -0.6107752 44.8830805, -0.6110821 44.8831772, -0.6111386 44.8831832, -0.6111749 44.8831708, -0.6114955 44.8826809, -0.6114739 44.882632, -0.611435 44.882595, -0.6112694 44.8825178, -0.6111755 44.8824793)",,
"[769674465, 769674466, 769674468]",Avenue de l'Europe,secondary,False,True,73.964,"['2', '3']",50,"LINESTRING (-0.6106569 44.8830326, -0.6108314 44.8828594, -0.6109049 44.8827864, -0.6109579 44.8827338, -0.611026 44.8826662, -0.6111011 44.882581, -0.6111755 44.8824793)",,
769674469,Avenue de l'Europe,secondary,False,False,256.126,2,50,"LINESTRING (-0.6106569 44.8830326, -0.610595 44.8831135, -0.6105606 44.8831637, -0.6104337 44.8833488, -0.6103396 44.8836103, -0.6103256 44.8836972, -0.6103304 44.8837875, -0.6103423 44.8839045, -0.6103823 44.8840365, -0.6104665 44.884189, -0.6110453 44.8850231, -0.611056 44.8850515, -0.6110917 44.8851761)",,
515090537,Avenue du Général de Gaulle,secondary,False,False,51.323,3,,"LINESTRING (-0.6110917 44.8851761, -0.6110501 44.8853468, -0.6109817 44.8855169, -0.6109297 44.8856221)",,
769674469,Avenue de l'Europe,secondary,False,True,256.12600000000003,2,50,"LINESTRING (-0.6110917 44.8851761, -0.611056 44.8850515, -0.6110453 44.8850231, -0.6104665 44.884189, -0.6103823 44.8840365, -0.6103423 44.8839045, -0.6103304 44.8837875, -0.6103256 44.8836972, -0.6103396 44.8836103, -0.6104337 44.8833488, -0.6105606 44.8831637, -0.610595 44.8831135, -0.6106569 44.8830326)",,
"[58436468, 1160860542]",Avenue du Général de Gaulle,residential,False,True,92.67699999999999,,30,"LINESTRING (-0.6110917 44.8851761, -0.6112409 44.8850605, -0.6112929 44.8850085, -0.611307 44.8849853, -0.6113908 44.8848261, -0.6115311 44.884553, -0.6115926 44.8844334)",,
48687124,Rue de la Tour de Gassies,tertiary,False,False,236.401,2,50,"LINESTRING (-0.6137108 44.8805168, -0.6137326 44.8805248, -0.6137939 44.8805397, -0.6144942 44.8807101, -0.6146018 44.8807363, -0.6146866 44.8807569, -0.615674 44.8810284, -0.6157351 44.8810452, -0.6160826 44.8811408, -0.6161322 44.8811544, -0.6161678 44.8811642, -0.6164518 44.8812423, -0.6165221 44.881258)",,
82486498,Avenue Charles de Gaulle,residential,True,False,89.67099999999999,,30,"LINESTRING (-0.6137108 44.8805168, -0.613667 44.8805938, -0.6135645 44.880774, -0.6133202 44.8812035, -0.6132863 44.88124, -0.613269 44.8812587)",,
48687124,Rue de la Tour de Gassies,tertiary,False,False,57.669,2,50,"LINESTRING (-0.6165221 44.881258, -0.6166639 44.8812896, -0.6168888 44.8813486, -0.6170322 44.881373, -0.6170837 44.8813806, -0.6172252 44.881397)",,
