osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,tunnel
95082843,True,1,D 94,Rue de Sirène,secondary,50,False,61.995999999999995,"LINESTRING (2.7291009 47.9994374, 2.7289843 47.9994887, 2.7289171 47.9995337, 2.7287511 47.9997286, 2.7286207 47.9998817)",,,
"[696403909, 696403910]",True,,,Carrefour Henri Perruchot,secondary,50,False,11.307,"LINESTRING (2.7291009 47.9994374, 2.7290204 47.9993912, 2.7289925 47.9993668)",roundabout,,
"[594338987, 594338988, 594338989]",True,,,Pont du Québec,secondary,,False,123.039,"LINESTRING (2.7293914 47.9993285, 2.7294514 47.9994121, 2.729551 47.9995159, 2.7300714 47.999943, 2.7302262 48.000066, 2.7303546 48.0001622, 2.7304095 48.0001955)",,yes,
696403912,True,,,Carrefour Henri Perruchot,secondary,50,False,15.277000000000001,"LINESTRING (2.7293914 47.9993285, 2.729356 47.9993731, 2.7293164 47.9994107, 2.7292647 47.9994325)",roundabout,,
594338986,True,,,,secondary,,False,31.604,"LINESTRING (2.7290554 47.9991212, 2.7290432 47.9989987, 2.7290363 47.9989289, 2.7290273 47.9988376)",,,
696403911,True,,,Carrefour Henri Perruchot,secondary,50,False,15.517,"LINESTRING (2.7290554 47.9991212, 2.7291016 47.9990703, 2.729152 47.9990524, 2.7292126 47.9990422)",roundabout,,
28739883,False,,,Avenue du Général de Gaulle,secondary,,False,32.399,"LINESTRING (2.7346589 48.0018598, 2.7347223 48.0019222, 2.7348528 48.0020444, 2.7349075 48.002099)",,,
"[126832374, 230864630, 48121887]",False,,,Boulevard Paul Baudin,secondary,30,True,166.50900000000001,"LINESTRING (2.7346589 48.0018598, 2.7346243 48.0018171, 2.7346146 48.0018081, 2.734594 48.0017892, 2.7345347 48.0017268, 2.7342401 48.0010288, 2.7342009 48.0009474, 2.73419 48.0009247, 2.7340443 48.0006219, 2.7340201 48.0005716, 2.7339662 48.0004417)",,yes,
247944800,True,,,Avenue du Général de Gaulle,living_street,20,False,43.39,"LINESTRING (2.7346589 48.0018598, 2.7345685 48.0019006, 2.7345611 48.0019472, 2.7345933 48.0019963, 2.7347091 48.0021055, 2.7347836 48.0021717)",,,
601739622,False,,,Avenue Adolphe Cochery,tertiary,50,True,30.625,"LINESTRING (2.7346589 48.0018598, 2.7348226 48.0018166, 2.7348296 48.0018133, 2.7348689 48.0018036, 2.7348863 48.0017982, 2.7349765 48.0017906, 2.735051 48.0017843)",,,
23371424,False,2,,Rue du Faubourg de la Chaussée,secondary,30,False,64.643,"LINESTRING (2.7357167 47.9976631, 2.7359195 47.9976755, 2.7361804 47.9976973, 2.7362023 47.9976991, 2.7365079 47.9977246, 2.7365795 47.9977306)",,,
"[126906512, 90451878, 126906511]",True,,,"['Rue du Loing', 'Pont du Loing', 'Rue du Faubourg de la Chaussée']",secondary,30,False,79.68299999999999,"LINESTRING (2.7357167 47.9976631, 2.7355967 47.9976625, 2.7353071 47.9976899, 2.7349392 47.9977672, 2.7346817 47.9978275)",,yes,
