osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,width,ref,lanes,junction
"[11998280, 336729346]","['Rue du Père Eternel', 'Rue Abbé Joseph Martin']",secondary,30,False,False,76.78,"LINESTRING (-2.9822358 47.6643487, -2.982298 47.6644537, -2.9823322 47.6645637, -2.9823388 47.6647373, -2.982336 47.6650287)",,,,,,
"[570115745, 549046627]",Rue Abbé Joseph Martin,secondary,30,False,True,206.74900000000002,"LINESTRING (-2.9822358 47.6643487, -2.9820519 47.6641465, -2.9816695 47.6637698, -2.9815598 47.663659, -2.9811904 47.6632494, -2.9811005 47.6630962, -2.9809252 47.6627258)",,,,,,
"[198595793, 549046628]",Place du Loch,residential,50,False,True,76.11200000000001,"LINESTRING (-2.9822358 47.6643487, -2.9823145 47.6643401, -2.9824203 47.6643383, -2.982555 47.66435, -2.9829819 47.6644826, -2.9830478 47.6645031, -2.9831861 47.664546)",,,,,,
"[11998280, 11999516, 336863896]","['Rue du Père Eternel', 'Avenue Président Wilson']",secondary,30,False,False,42.445,"LINESTRING (-2.9823254 47.6660918, -2.9823603 47.6661433, -2.9824233 47.6661831, -2.9825695 47.6662594, -2.9826111 47.6663054, -2.9826253 47.6663704, -2.9826258 47.6663932)",,,,,,
11998280,Rue du Père Eternel,secondary,30,False,True,118.47500000000001,"LINESTRING (-2.9823254 47.6660918, -2.9822959 47.6659514, -2.9822923 47.6658472, -2.9822867 47.6656737, -2.9823188 47.6653299, -2.9823298 47.6651242, -2.982336 47.6650287)",,,,,,
11998283,Rue du Belvédère,unclassified,50,False,False,158.273,"LINESTRING (-2.9823254 47.6660918, -2.9817271 47.6661177, -2.9817075 47.6661182, -2.9810206 47.6661363, -2.9804217 47.6661591, -2.9803132 47.6661434, -2.9802822 47.6660821)",destination,,,,,
11998283,Rue du Belvédère,unclassified,50,False,True,158.27299999999997,"LINESTRING (-2.9802822 47.6660821, -2.9803132 47.6661434, -2.9804217 47.6661591, -2.9810206 47.6661363, -2.9817075 47.6661182, -2.9817271 47.6661177, -2.9823254 47.6660918)",destination,,,,,
11998288,Rue Philippe Vannier,living_street,30,False,True,28.285,"LINESTRING (-2.9805216 47.6678295, -2.9802657 47.6676424)",,,,,,
11999511,,unclassified,30,False,False,55.382,"LINESTRING (-2.9805216 47.6678295, -2.9804344 47.667869, -2.9798689 47.6677609, -2.9798291 47.6677445)",,,,,,
915614609,Rue Lionel Huette,residential,50,False,False,32.432,"LINESTRING (-2.9805216 47.6678295, -2.9806143 47.6679532, -2.9806886 47.6680979)",,,,,,
11999511,,unclassified,30,False,True,55.382,"LINESTRING (-2.9798291 47.6677445, -2.9798689 47.6677609, -2.9804344 47.667869, -2.9805216 47.6678295)",,,,,,
11999515,Avenue Président Wilson,secondary,30,False,False,170.978,"LINESTRING (-2.9798291 47.6677445, -2.9796088 47.667839, -2.9794622 47.6679019, -2.9786443 47.6682642, -2.9784054 47.668366, -2.9781006 47.6684685, -2.9780487 47.6684838, -2.9779663 47.6685081, -2.9778753 47.6685349)",,,,,,
"[546172034, 11999514, 336863322, 570115742]",Avenue Président Wilson,secondary,30,False,True,216.867,"LINESTRING (-2.9798291 47.6677445, -2.979905 47.6677062, -2.9804229 47.6674562, -2.9806017 47.6673724, -2.9809216 47.6672097, -2.9812787 47.6670452, -2.9820231 47.6667021, -2.9821994 47.6666245)",,yes,,,,
336729345,Avenue Président Wilson,secondary,30,False,True,41.56400000000001,"LINESTRING (-2.9821994 47.6666245, -2.9824976 47.666473, -2.9825869 47.6664368, -2.9826147 47.6664163, -2.9826258 47.6663932)",,,,,,
336863319,Rue de Keriolet,tertiary,50,False,True,11.885,"LINESTRING (-2.9821994 47.6666245, -2.9822174 47.666648, -2.9822294 47.6666636, -2.982286 47.6667136)",,,,,,
"[336863322, 11999514, 570115742, 546172034]",Avenue Président Wilson,secondary,30,False,False,216.86700000000005,"LINESTRING (-2.9821994 47.6666245, -2.9820231 47.6667021, -2.9812787 47.6670452, -2.9809216 47.6672097, -2.9806017 47.6673724, -2.9804229 47.6674562, -2.979905 47.6677062, -2.9798291 47.6677445)",,yes,,,,
11999521,Rue Philippe Vannier,residential,30,True,False,156.373,"LINESTRING (-2.982286 47.6667136, -2.9819925 47.667077, -2.9817112 47.6672705, -2.9814134 47.6674356, -2.9811388 47.6675573, -2.9808462 47.6676955)",,,,,,
336863319,Rue de Keriolet,tertiary,50,False,False,11.885,"LINESTRING (-2.982286 47.6667136, -2.9822294 47.6666636, -2.9822174 47.666648, -2.9821994 47.6666245)",,,,,,
336863321,Rue de Keriolet,tertiary,30,False,True,46.253,"LINESTRING (-2.982286 47.6667136, -2.982729 47.6668874, -2.9827925 47.6669437)",,,,,,
11999955,Rue des Peupliers,residential,50,True,False,25.369,"LINESTRING (-2.9806886 47.6680979, -2.980663 47.6683254)",,,,,,
11999520,Rue Lionel Huette,residential,50,False,False,46.373999999999995,"LINESTRING (-2.9806886 47.6680979, -2.9810286 47.6680547, -2.9812956 47.6680154)",,,,,,
915614609,Rue Lionel Huette,residential,50,False,True,32.432,"LINESTRING (-2.9806886 47.6680979, -2.9806143 47.6679532, -2.9805216 47.6678295)",,,,,,
11999520,Rue Lionel Huette,residential,50,False,False,93.11500000000001,"LINESTRING (-2.9812956 47.6680154, -2.9818135 47.6677895, -2.9819546 47.6677177, -2.9822487 47.6674887)",,,,,,
11999520,Rue Lionel Huette,residential,50,False,True,46.373999999999995,"LINESTRING (-2.9812956 47.6680154, -2.9810286 47.6680547, -2.9806886 47.6680979)",,,,,,
12000082,Rue Yves Nicolazic,residential,50,False,True,65.313,"LINESTRING (-2.9812956 47.6680154, -2.9818504 47.6682501, -2.9819927 47.6682904, -2.9820508 47.6683062)",,,,,,
11999520,Rue Lionel Huette,residential,50,False,True,93.11500000000001,"LINESTRING (-2.9822487 47.6674887, -2.9819546 47.6677177, -2.9818135 47.6677895, -2.9812956 47.6680154)",,,,,,
320643198,Place de Kériolet,residential,50,False,False,38.923,"LINESTRING (-2.9822487 47.6674887, -2.9824807 47.6676279, -2.9826332 47.6677242)",,,,,,
336863315,Rue Lionel Huette,residential,30,False,False,73.213,"LINESTRING (-2.9822487 47.6674887, -2.9825495 47.667231, -2.9827925 47.6669437)",,,,,,
11999955,Rue des Peupliers,residential,50,True,False,51.385,"LINESTRING (-2.980663 47.6683254, -2.9812824 47.6685243)",,,,,,
11999956,Rue des Peupliers,residential,50,False,False,25.17,"LINESTRING (-2.980663 47.6683254, -2.9806107 47.668549)",,,,,,
11999958,Place du Bocéno,residential,50,False,False,29.286,"LINESTRING (-2.9813732 47.6685582, -2.9811189 47.6687583)",,,,,,
11999960,Rue des Peupliers,unclassified,50,False,True,7.774,"LINESTRING (-2.9813732 47.6685582, -2.9812824 47.6685243)",,,,,,
