osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,width,tunnel,access
19350691,True,Rue Basse Perrière,residential,30,False,112.482,"LINESTRING (3.5710698 47.79372, 3.5709285 47.7936051, 3.570675 47.7933991, 3.570522 47.7931157, 3.5704924 47.7930247, 3.5704611 47.7929283, 3.5704247 47.7928293)",,,,,
56400721,False,Place Saint-Mamert,residential,30,False,64.607,"LINESTRING (3.5710698 47.79372, 3.5711129 47.7936476, 3.5715668 47.7933824, 3.5715969 47.7933648, 3.5716393 47.7933401, 3.5716799 47.7933191)",,,,,
66692088,False,Rue Germain Benard,residential,30,True,18.211,"LINESTRING (3.5723079 47.7922259, 3.5722688 47.7922962, 3.5722225 47.7923793)",,,,,
"[66726281, 750444275]",False,Boulevard Davout,primary,50,False,143.41199999999998,"LINESTRING (3.5723079 47.7922259, 3.5722086 47.7922056, 3.5716436 47.7920683, 3.5711751 47.7919577, 3.5705094 47.791776)","['2', '3']",N 151,,,
"[543920569, 106952301]",False,Boulevard Vaulabelle,primary,50,True,162.856,"LINESTRING (3.5723079 47.7922259, 3.5724876 47.792263, 3.5730492 47.7923611, 3.5732384 47.7923956, 3.5740699 47.7925516, 3.5743334 47.792601, 3.5744089 47.7926163)","['2', '3']",N 151,,,
"[66726281, 750444275]",False,Boulevard Davout,primary,50,True,143.412,"LINESTRING (3.5705094 47.791776, 3.5711751 47.7919577, 3.5716436 47.7920683, 3.5722086 47.7922056, 3.5723079 47.7922259)","['2', '3']",N 151,,,
66676513,True,Rue de Paris,residential,30,False,6.977,"LINESTRING (3.5682876 47.8002583, 3.5683202 47.8001995)",,,,,
61783996,False,Rue de Paris,residential,30,True,21.82,"LINESTRING (3.5682876 47.8002583, 3.5682755 47.8002775, 3.5681795 47.8004406)",,,,,
61673007,False,Boulevard Vauban,secondary,50,False,38.849999999999994,"LINESTRING (3.5672326 47.8005458, 3.5671457 47.8004935, 3.5670839 47.8004428, 3.5670273 47.8003835, 3.5669642 47.8003123, 3.5669254 47.8002671)",2,D 89A,,,
226690443,True,Avenue Victor Hugo,residential,,False,12.852,"LINESTRING (3.5646046 47.7954959, 3.5645047 47.795473, 3.5644514 47.7954463)",,,,,
821862156,True,Rue d'Égleny,residential,30,False,37.167,"LINESTRING (3.5646046 47.7954959, 3.5644164 47.7955534, 3.5643684 47.7955676, 3.5641507 47.7956328)",,,,,
171993169,True,Rue d'Égleny,residential,30,False,11.383,"LINESTRING (3.5653094 47.7954378, 3.5652165 47.795444, 3.5651577 47.7954475)",2,,,,
171993169,True,Rue d'Égleny,residential,30,False,14.52,"LINESTRING (3.5659959 47.7954193, 3.5658016 47.7954156)",2,,,,
171988246,True,,residential,30,False,9.337,"LINESTRING (3.5689918 47.796211, 3.5691082 47.7961804)",,,,,
66676522,True,Place Charles Lepère,residential,30,False,68.369,"LINESTRING (3.5689918 47.796211, 3.5689699 47.7961367, 3.5689591 47.796104, 3.5689568 47.7960683, 3.568963 47.7960037, 3.5689602 47.7959781, 3.568954 47.7959594, 3.5689372 47.7959294, 3.5689096 47.7959024, 3.5687431 47.7957837, 3.5686878 47.7957576, 3.5686301 47.7957377, 3.5685697 47.7957221)",,,,,
66667661,True,Rue de l'Étang Saint-Vigile,residential,30,False,85.66900000000001,"LINESTRING (3.5723903 47.7984673, 3.5723468 47.7985102, 3.5722468 47.7986108, 3.5721312 47.7987551, 3.5720758 47.7988295, 3.5718023 47.799128)",,,,,
106952296,True,Rue Fourier,living_street,10,False,76.983,"LINESTRING (3.5706225 47.796651, 3.5707342 47.7966718, 3.5708054 47.79668, 3.571443 47.7970499)",,,,,
"[66676531, 106952299]",True,"['Place des Cordeliers', 'Rue Dampierre']",residential,30,False,85.80499999999999,"LINESTRING (3.5706225 47.796651, 3.5706581 47.7966786, 3.5706667 47.7967037, 3.5706567 47.7967396, 3.5706188 47.7967839, 3.5703631 47.7969951, 3.5703269 47.7970238, 3.5702566 47.7970745, 3.5700222 47.7971781, 3.5699534 47.7972063)",,,,,
"[66676536, 171988245]",False,Rue Fourier,"['residential', 'living_street']",10,True,31.854,"LINESTRING (3.5716876 47.7972762, 3.5716615 47.7972209, 3.5716326 47.7971746, 3.571443 47.7970499)",,,,,
171988249,True,Place Saint-Étienne,residential,30,False,51.17099999999999,"LINESTRING (3.5716876 47.7972762, 3.5717255 47.7973172, 3.5717341 47.7973264, 3.5720356 47.797548, 3.5720873 47.7975854, 3.5721363 47.7976228)",,,,,
66825220,True,Place Charles Lepère,residential,30,False,73.22,"LINESTRING (3.5692819 47.7950341, 3.5692199 47.7950877, 3.5689645 47.7953699, 3.5688646 47.7954833, 3.5687897 47.7955675, 3.5687673 47.795594)",2,,,,
418973787,False,Place du Maréchal Leclerc,residential,30,False,15.566,"LINESTRING (3.5701575 47.7957552, 3.5701234 47.7958933)",,,,,
66690003,True,Place du Maréchal Leclerc,residential,30,False,59.31099999999999,"LINESTRING (3.5701575 47.7957552, 3.5700028 47.7957404, 3.570058 47.795354, 3.5700501 47.7953141)",,,,,
19350696,False,Rue Marie Noël,residential,30,False,89.29599999999999,"LINESTRING (3.5718891 47.7937417, 3.5719275 47.7938356, 3.5721754 47.7941771, 3.5724219 47.7944576)",,,,,
19350696,False,Rue Marie Noël,residential,30,True,49.558,"LINESTRING (3.5718891 47.7937417, 3.5718538 47.7936783, 3.5717672 47.7935225, 3.5717214 47.7934159, 3.5716799 47.7933191)",,,,,
56400717,True,Rue Paul Bert,residential,30,False,133.914,"LINESTRING (3.5718891 47.7937417, 3.5717973 47.7937759, 3.5716947 47.7938141, 3.5715511 47.7938934, 3.571427 47.7940695, 3.5713037 47.7942094, 3.5712366 47.7942642, 3.5712203 47.7942775, 3.5709303 47.7945141, 3.5708765 47.7946096, 3.5708365 47.7946806)",,,,,
19350696,False,Rue Marie Noël,residential,30,True,89.29599999999999,"LINESTRING (3.5724219 47.7944576, 3.5721754 47.7941771, 3.5719275 47.7938356, 3.5718891 47.7937417)",,,,,
56397224,True,Rue Milliaux,residential,30,False,47.126,"LINESTRING (3.5724219 47.7944576, 3.5724427 47.794548, 3.5724785 47.7946608, 3.5725423 47.7948375, 3.5725583 47.794871)",,,,,
224246710,True,Rue du Pont,residential,30,False,113.51899999999999,"LINESTRING (3.5738909 47.7946122, 3.5738043 47.7946281, 3.573713 47.7946343, 3.5736521 47.7946359, 3.5734968 47.79464, 3.5730896 47.7946278, 3.572518 47.7944821, 3.5724961 47.7944765, 3.5724219 47.7944576)",,,,,
224246711,False,Rue du Pont,residential,30,True,38.197,"LINESTRING (3.5738909 47.7946122, 3.5739942 47.7945822, 3.5741923 47.7945218, 3.5743691 47.794495)",,,,,
66609844,False,Rue du Pont,tertiary,30,True,12.226,"LINESTRING (3.5771104 47.7947151, 3.5772256 47.7947932)",,,,,
66690005,True,Rue du Pont,residential,30,False,25.198,"LINESTRING (3.5771104 47.7947151, 3.576861 47.79467, 3.5767853 47.7946547)",,,,,
66667657,False,Rue Sous Murs,residential,30,True,26.112000000000002,"LINESTRING (3.5748203 47.7971811, 3.5747829 47.7971636, 3.574529 47.7970513)",,,,,
249236649,True,Quai de la République,living_street,20,False,100.846,"LINESTRING (3.5748203 47.7971811, 3.5751289 47.7968551, 3.5754772 47.796495, 3.575555 47.7964203)",1,,,,
56328079,True,Rue Lebeuf,residential,,False,125.708,"LINESTRING (3.5744409 47.797875, 3.5743822 47.7978604, 3.5743243 47.797846, 3.5740219 47.7977709, 3.5740023 47.7977614, 3.5739898 47.7977476, 3.5739864 47.7977289, 3.5740212 47.7975058, 3.5740214 47.7973731, 3.5740166 47.7973523, 3.5740064 47.797337, 3.5739875 47.7973246, 3.573957 47.7973158, 3.5734527 47.7972542)",,,,,
249236649,True,Quai de la République,living_street,20,False,83.115,"LINESTRING (3.5744409 47.797875, 3.5744552 47.7977957, 3.5744749 47.7977176, 3.5745084 47.7976208, 3.574549 47.7975345, 3.5746207 47.7974185, 3.5746957 47.7973179, 3.5748203 47.7971811)",1,,,,
292720003,False,Quai de la Marine,living_street,20,True,122.90099999999998,"LINESTRING (3.5744159 47.8001156, 3.5744162 47.8000975, 3.5744252 47.7995975, 3.5744271 47.7995296, 3.5744337 47.7990987, 3.5744348 47.7990476, 3.5744348 47.7990104)",2,,,,
171993168,True,Rue Cadet Roussel,residential,30,False,52.861000000000004,"LINESTRING (3.5755684 47.7957648, 3.5758154 47.7960378, 3.5759314 47.7961232, 3.5759718 47.796153)",,,,,
56328076,False,Rue des Tanneurs,residential,,False,49.2,"LINESTRING (3.5751472 47.7958943, 3.5751673 47.7959959, 3.5752845 47.7960686, 3.5752584 47.7961864, 3.5752161 47.7962965)",,,,,
56397225,True,Rue Saint-Pélerin,residential,30,False,34.603,"LINESTRING (3.5751472 47.7958943, 3.575457 47.7957985, 3.5755159 47.7957803, 3.5755684 47.7957648)",,,,,
56397250,True,Rue Sutil,living_street,15,False,28.63,"LINESTRING (3.5746653 47.7959253, 3.5746477 47.7961825)",,,,,
56397225,True,Rue Saint-Pélerin,residential,30,False,36.241,"LINESTRING (3.5746653 47.7959253, 3.5749245 47.7959179, 3.5750372 47.7959098, 3.5751472 47.7958943)",,,,,
5197015,True,Rue de l'Égalité,residential,30,False,38.67,"LINESTRING (3.5674344 47.7945681, 3.5675545 47.7945234, 3.5677019 47.7944724, 3.5679133 47.7944477)",,,,,
283410686,True,Rue du Temple,living_street,10,False,21.074,"LINESTRING (3.5692439 47.7942547, 3.5693504 47.7944302)",,,3.3,,
42673232,True,Rue Martineau des Chesnez,residential,30,False,31.046,"LINESTRING (3.5693504 47.7944302, 3.5697324 47.7943202)",,,,,
"[171988248, 601305260]",True,Rue du Temple,living_street,10,False,70.857,"LINESTRING (3.5693504 47.7944302, 3.5694475 47.7945923, 3.5694596 47.7946632, 3.5694515 47.7947065, 3.5694379 47.7947451, 3.5693374 47.7949525, 3.5692819 47.7950341)",,,,,
42673231,True,Rue Jehan Régnier,residential,30,False,43.988,"LINESTRING (3.5700453 47.7950853, 3.5706243 47.7951574)",,,,,
224246713,True,Rue Faillot,residential,30,False,24.491999999999997,"LINESTRING (3.5700453 47.7950853, 3.5700045 47.7950294, 3.5699262 47.7949389, 3.5698863 47.7948928)",,,,,
"[172332177, 56400717]",True,"['Place Charles Surugue', 'Rue Paul Bert']",residential,"['30', '10']",False,48.067,"LINESTRING (3.5698863 47.7948928, 3.5697157 47.7949324, 3.5696251 47.794957, 3.5695311 47.7949824, 3.569354 47.7950308, 3.5693164 47.7950353, 3.5692819 47.7950341)",,,,,
"[543920569, 106952301]",False,Boulevard Vaulabelle,primary,50,False,162.85600000000002,"LINESTRING (3.5744089 47.7926163, 3.5743334 47.792601, 3.5740699 47.7925516, 3.5732384 47.7923956, 3.5730492 47.7923611, 3.5724876 47.792263, 3.5723079 47.7922259)","['2', '3']",N 151,,,
543920571,False,Boulevard Vaulabelle,primary,50,True,110.758,"LINESTRING (3.5744089 47.7926163, 3.5745649 47.7926449, 3.5750533 47.7927322, 3.5758431 47.7928688)",2,N 151,,,
66904765,False,Rue du Puits Guérin,residential,30,False,19.232,"LINESTRING (3.5758431 47.7928688, 3.5758089 47.7929498, 3.5757745 47.7930355)",,,,,
543920571,False,Boulevard Vaulabelle,primary,50,False,110.758,"LINESTRING (3.5758431 47.7928688, 3.5750533 47.7927322, 3.5745649 47.7926449, 3.5744089 47.7926163)",2,N 151,,,
630776492,True,Rue du Puits des Dames,residential,,False,25.478,"LINESTRING (3.5743302 47.7930051, 3.5743534 47.7927765)",,,,,
56400721,False,Place Saint-Mamert,residential,30,False,7.256,"LINESTRING (3.5710361 47.7937812, 3.5710698 47.79372)",,,,,
56400717,True,Rue Paul Bert,residential,30,False,74.85,"LINESTRING (3.5708365 47.7946806, 3.5707546 47.7946941, 3.5704904 47.7947458, 3.5704335 47.7947597, 3.5699387 47.7948801, 3.5698863 47.7948928)",,,,,
66609860,True,Rue Nicolas Maure,residential,30,False,58.769,"LINESTRING (3.5708365 47.7946806, 3.5708502 47.794798, 3.57086 47.7949307, 3.5707789 47.7951722, 3.570769 47.7952018)",,,,,
224246707,False,Rue Jehan Régnier,residential,30,False,11.883,"LINESTRING (3.5706243 47.7951574, 3.570769 47.7952018)",,,,,
66689986,True,Rue Lacurne de Sainte-Pallaye,residential,30,False,41.235,"LINESTRING (3.5706243 47.7951574, 3.5705296 47.7953376, 3.5702627 47.795325)",,,,,
224246707,False,Rue Jehan Régnier,residential,30,True,11.883,"LINESTRING (3.570769 47.7952018, 3.5706243 47.7951574)",,,,,
56328066,True,Rue des Boucheries,residential,30,False,154.874,"LINESTRING (3.570769 47.7952018, 3.5708355 47.7953222, 3.5709876 47.7954661, 3.5712473 47.7957022, 3.5713321 47.795738, 3.5714394 47.7957832, 3.5718076 47.7958692, 3.5718971 47.7958979, 3.5720563 47.7959503, 3.5722629 47.7960864)",,,,,
"[418166620, 52819861]",True,"['Rue Denis Larabit', 'Rue de la Laïcité']",unclassified,50,False,96.00999999999999,"LINESTRING (3.5650333 47.7923545, 3.5649888 47.7923206, 3.5649964 47.7922971, 3.5650171 47.792281, 3.565122 47.7922213, 3.5655617 47.7920378, 3.5659823 47.791862)",,,,,
226690443,True,Avenue Victor Hugo,residential,,False,10.826,"LINESTRING (3.5642514 47.7953447, 3.5641351 47.7952866)",,,,,
543920566,True,Boulevard du 11 Novembre,secondary,50,False,33.014,"LINESTRING (3.5642514 47.7953447, 3.5642205 47.7953983, 3.5641953 47.795458, 3.564177 47.7955215, 3.5641507 47.7956328)",2,D 89,,,
61675684,True,Rue Soufflot,residential,30,False,19.153,"LINESTRING (3.5656978 47.7937096, 3.5658561 47.7938025, 3.5658913 47.7938226)",,,,,
66819341,True,Boulevard du 11 Novembre,secondary,50,False,213.259,"LINESTRING (3.5656978 47.7937096, 3.5651396 47.7941632, 3.564962 47.7943191, 3.5648664 47.7944181, 3.5647559 47.7945566, 3.5643099 47.795251, 3.5642514 47.7953447)",2,D 89,,,
52819861,True,Rue Denis Larabit,unclassified,50,False,16.148,"LINESTRING (3.5662951 47.7932635, 3.5661588 47.7932873, 3.5661247 47.7932849, 3.566086 47.7932757)",,,,,
750803402,True,Boulevard du 11 Novembre,secondary,50,False,66.791,"LINESTRING (3.5662951 47.7932635, 3.5658075 47.7936432, 3.5656978 47.7937096)",2,D 89,,,
66676513,True,Rue de Paris,residential,30,False,65.113,"LINESTRING (3.5693634 47.7980858, 3.5694231 47.7979517, 3.5694413 47.7978984, 3.5694534 47.7978406, 3.569458 47.7977836, 3.569453 47.7977169, 3.5694092 47.7975103)",,,,,
1111717872,True,Place des Véens,residential,30,False,49.12199999999999,"LINESTRING (3.5719574 47.7953725, 3.5719214 47.7953746, 3.5718292 47.7953633, 3.5717619 47.795355, 3.5717294 47.7953455, 3.5717136 47.7953324, 3.571719 47.7952505, 3.57172 47.7952192, 3.571722 47.7952016, 3.5717337 47.7951919, 3.5717625 47.7951811, 3.5718771 47.7951711, 3.5719128 47.7951769)",,,,,
61675657,True,Rue Joubert,residential,30,False,4.204,"LINESTRING (3.5731349 47.7954737, 3.5731732 47.795446)",,,,,
61675657,True,Rue Joubert,residential,30,False,5.884,"LINESTRING (3.5724319 47.7959859, 3.5724925 47.7959521)",,,,,
56328071,True,Rue des Bons Enfants,residential,30,False,77.853,"LINESTRING (3.5724925 47.7959521, 3.5723969 47.7958889, 3.5721658 47.7956527, 3.5720488 47.7955453, 3.5719809 47.7955047, 3.5719756 47.7954888, 3.5719574 47.7953725)",,,,,
61675657,True,Rue Joubert,residential,30,False,71.92699999999999,"LINESTRING (3.5724925 47.7959521, 3.5725378 47.7959235, 3.5726321 47.7958794, 3.5729173 47.7956493, 3.5731135 47.7954909, 3.5731349 47.7954737)",,,,,
56397225,True,Rue Saint-Pélerin,residential,30,False,43.85900000000001,"LINESTRING (3.5740818 47.795897, 3.5742654 47.7959215, 3.5743774 47.795924, 3.5745451 47.7959248, 3.5746443 47.7959252, 3.5746653 47.7959253)",,,,,
56328065,False,Impasse Maison Fort,living_street,20,True,30.788,"LINESTRING (3.571443 47.7970499, 3.5711945 47.7972708)",,,,,
61675720,True,Rue Maison Fort,living_street,20,False,49.01,"LINESTRING (3.571443 47.7970499, 3.5716485 47.7968952, 3.5718249 47.7966941)",,,,,
"[66676536, 171988245]",False,Rue Fourier,"['living_street', 'residential']",10,False,31.854,"LINESTRING (3.571443 47.7970499, 3.5716326 47.7971746, 3.5716615 47.7972209, 3.5716876 47.7972762)",,,,,
625074987,True,Rue Joubert,residential,30,False,43.409,"LINESTRING (3.5718249 47.7966941, 3.571877 47.7965757, 3.5720612 47.7963392)",,,,,
56328080,True,Rue des Lombards,residential,30,False,48.561,"LINESTRING (3.5720612 47.7963392, 3.5726183 47.7965643)",,,,,
"[61675657, 625074987]",True,Rue Joubert,residential,30,False,31.897,"LINESTRING (3.5720612 47.7963392, 3.5721118 47.7962714, 3.5722629 47.7960864)",,,,,
56328080,True,Rue des Lombards,residential,30,False,112.89699999999999,"LINESTRING (3.5726183 47.7965643, 3.5732124 47.79679, 3.5733701 47.7968623, 3.5734625 47.7969129, 3.5734911 47.7969421, 3.5734928 47.7969954, 3.5734527 47.7972542)",,,,,
56328081,True,Rue de Milan,residential,,False,51.088,"LINESTRING (3.5726183 47.7965643, 3.5724461 47.7968164, 3.5723071 47.7969727)",,,,,
61675657,True,Rue Joubert,residential,30,False,16.86,"LINESTRING (3.5722629 47.7960864, 3.5723387 47.7960404, 3.5724319 47.7959859)",,,,,
56328078,False,Place de l'Abbé Deschamps,residential,,False,27.395,"LINESTRING (3.5728463 47.7973261, 3.5728812 47.7973326, 3.5729134 47.7973318, 3.5729407 47.7973264, 3.5729666 47.7973174, 3.5729914 47.7973016, 3.5730497 47.7972504, 3.5730764 47.7972358, 3.573115 47.7972283, 3.5731509 47.7972296)",,,,,
429779026,True,Rue Philibert Roux,residential,,False,29.264000000000003,"LINESTRING (3.5728463 47.7973261, 3.5726608 47.7972477, 3.5725418 47.7971637)",,,,,
56328078,False,Place de l'Abbé Deschamps,residential,,True,27.395000000000003,"LINESTRING (3.5731509 47.7972296, 3.573115 47.7972283, 3.5730764 47.7972358, 3.5730497 47.7972504, 3.5729914 47.7973016, 3.5729666 47.7973174, 3.5729407 47.7973264, 3.5729134 47.7973318, 3.5728812 47.7973326, 3.5728463 47.7973261)",,,,,
56328093,True,Rue Philibert Roux,residential,,False,47.636,"LINESTRING (3.5723071 47.7969727, 3.5722219 47.7969101, 3.5718886 47.7967319, 3.5718418 47.7967079, 3.5718249 47.7966941)",,,,,
56328093,True,Rue Philibert Roux,residential,,False,27.611,"LINESTRING (3.5725418 47.7971637, 3.5725181 47.7971443, 3.5724549 47.7970803, 3.5723071 47.7969727)",,,,,
56400725,True,Rue de Caylus,residential,,False,59.874,"LINESTRING (3.5725418 47.7971637, 3.5724378 47.7972746, 3.5723353 47.7974229, 3.5722272 47.7975661, 3.5721363 47.7976228)",,,,,
56328074,False,Place de la Préfecture,residential,30,False,46.93600000000001,"LINESTRING (3.5720133 47.7977005, 3.572026 47.797781, 3.5721625 47.7979448, 3.572302 47.7980663)",,,,,
601280045,True,Place Saint-Étienne,residential,30,False,69.223,"LINESTRING (3.5720133 47.7977005, 3.5719241 47.7976393, 3.5715145 47.7974206, 3.5716369 47.7973185, 3.5716876 47.7972762)",,,,,
56397250,True,Rue Sutil,living_street,15,False,88.49600000000001,"LINESTRING (3.5746477 47.7961825, 3.5745274 47.7965482, 3.5742948 47.7969395)",,,,,
56328063,True,Rue Sous Murs,residential,30,False,113.55199999999999,"LINESTRING (3.5736331 47.796609, 3.5730646 47.7962799, 3.5728009 47.7961477, 3.5724319 47.7959859)",,,,,
56328064,True,Rue Bérault,residential,,False,88.10700000000001,"LINESTRING (3.5736331 47.796609, 3.5737683 47.7964843, 3.5740229 47.7961986, 3.5740417 47.7960131, 3.5740818 47.795897)",,,,,
66667657,False,Rue Sous Murs,residential,30,False,21.461,"LINESTRING (3.5742948 47.7969395, 3.574529 47.7970513)",,,,,
56328063,True,Rue Sous Murs,residential,30,False,61.608000000000004,"LINESTRING (3.5742948 47.7969395, 3.5740429 47.7968061, 3.5736331 47.796609)",,,,,
56328079,True,Rue Lebeuf,residential,,False,22.709,"LINESTRING (3.5734527 47.7972542, 3.5731509 47.7972296)",,,,,
56328075,True,Rue de la Poterne,residential,,False,28.921,"LINESTRING (3.575555 47.7964203, 3.5755121 47.7963987, 3.5754772 47.796381, 3.5753439 47.7963389, 3.5752161 47.7962965)",,,,,
249236649,True,Quai de la République,living_street,20,False,43.074,"LINESTRING (3.575555 47.7964203, 3.5755954 47.7963883, 3.5758659 47.7962175, 3.5759718 47.796153)",1,,,,
56328075,True,Rue de la Poterne,residential,,False,44.331,"LINESTRING (3.5752161 47.7962965, 3.5749529 47.7962373, 3.5746477 47.7961825)",,,,,
56328076,False,Rue des Tanneurs,residential,,True,49.199999999999996,"LINESTRING (3.5752161 47.7962965, 3.5752584 47.7961864, 3.5752845 47.7960686, 3.5751673 47.7959959, 3.5751472 47.7958943)",,,,,
56328060,True,Rue Michelet,living_street,20,False,37.733,"LINESTRING (3.5718023 47.799128, 3.5718491 47.7991467, 3.5722777 47.7992404)",,,,,
66676521,True,Rue Michelet,residential,30,False,215.95700000000002,"LINESTRING (3.5718023 47.799128, 3.5713518 47.7989391, 3.5703852 47.7985029, 3.5698906 47.7983013, 3.5694003 47.7981015, 3.5693634 47.7980858)",,,,,
297200490,True,Rue de l'Étang Saint-Vigile,residential,30,False,121.409,"LINESTRING (3.5718023 47.799128, 3.5713296 47.799702, 3.5710627 47.8000497, 3.5710396 47.8000916)",,,,,
56328098,True,Rue Cochois,living_street,20,False,66.72000000000001,"LINESTRING (3.5731425 47.7995339, 3.5731833 47.7994079, 3.5732755 47.7991237, 3.5733261 47.7989676, 3.5733325 47.7989476)",,,,,
"[56328096, 66892303]",True,"['Rue du Docteur Labosse', ""Rue de l'Yonne""]",living_street,20,False,60.300999999999995,"LINESTRING (3.5731425 47.7995339, 3.5732141 47.7995367, 3.5734045 47.7995802, 3.5735599 47.7997136, 3.5736398 47.7998702, 3.573649 47.7998935)",,,,,
66827795,False,Rue Germain de Charmoy,residential,,True,129.722,"LINESTRING (3.5726044 47.7995383, 3.5725664 47.7995085, 3.5725147 47.7994789, 3.5724366 47.7994564, 3.5722568 47.7994046, 3.5720683 47.7996028, 3.5719459 47.7998105, 3.5718688 47.8000217, 3.571785 47.8002315)",,,,,
283530898,True,Rue Thomas Girardin,residential,,False,69.954,"LINESTRING (3.5726044 47.7995383, 3.5724351 47.7996509, 3.5723316 47.7997342, 3.5722369 47.7998676, 3.572136 47.8000693)",,,,,
56328100,False,Place Saint-Germain,residential,,True,24.635,"LINESTRING (3.572136 47.8000693, 3.5720063 47.800273)",,,,,
283368077,True,Rue du Mont Brenn,living_street,20,False,49.235,"LINESTRING (3.5740528 47.8005265, 3.5739827 47.8005322, 3.5738644 47.8002836, 3.573788 47.8002615, 3.5737779 47.8002313, 3.5737601 47.8001853)",,,,,
283368082,False,Rue du Mont Brenn,living_street,20,True,43.068,"LINESTRING (3.5740528 47.8005265, 3.5741229 47.800401, 3.5741276 47.8001956, 3.5741309 47.8001478)",,,,,
56328097,True,Place du Coche d'Eau,living_street,20,False,21.747,"LINESTRING (3.5741309 47.8001478, 3.5743179 47.8001153, 3.5743564 47.8001154, 3.5744159 47.8001156)",,,,,
283368082,False,Rue du Mont Brenn,living_street,20,False,43.068,"LINESTRING (3.5741309 47.8001478, 3.5741276 47.8001956, 3.5741229 47.800401, 3.5740528 47.8005265)",,,,,
56400723,True,Rue Girard,residential,30,False,106.788,"LINESTRING (3.5767853 47.7946547, 3.5762738 47.7951737, 3.5762596 47.7952197, 3.5764763 47.7954716)",,,,,
"[66690005, 66689999]",True,Rue du Pont,residential,30,False,182.034,"LINESTRING (3.5767853 47.7946547, 3.5764745 47.7945913, 3.5762618 47.7945465, 3.5757507 47.7944553, 3.5756714 47.7944456, 3.5754367 47.79442, 3.5749033 47.794448, 3.5748352 47.7944528, 3.5744741 47.7944813, 3.5744006 47.7944909)",,,,,
56400724,False,Impasse des Collinets,residential,30,False,56.289,"LINESTRING (3.5767077 47.7951609, 3.5771463 47.7948495, 3.5772256 47.7947932)",,,,,
66609844,False,Rue du Pont,tertiary,30,False,12.226,"LINESTRING (3.5772256 47.7947932, 3.5771104 47.7947151)",,,,,
56400724,False,Impasse des Collinets,residential,30,True,56.289,"LINESTRING (3.5772256 47.7947932, 3.5771463 47.7948495, 3.5767077 47.7951609)",,,,,
721933039,True,Rue Saint-Pélerin,residential,30,False,75.325,"LINESTRING (3.5764763 47.7954716, 3.5764407 47.7954847, 3.5760967 47.795611, 3.5760545 47.7956233, 3.575685 47.7957307, 3.5755684 47.7957648)",,,,,
66676528,True,Rue du 4 Septembre 1870,living_street,20,False,44.445,"LINESTRING (3.5728675 47.7987054, 3.572441 47.798486, 3.5723903 47.7984673)",,,,,
56328060,True,Rue Michelet,living_street,20,False,73.076,"LINESTRING (3.5722777 47.7992404, 3.5724613 47.7993114, 3.5725289 47.7993376, 3.5730408 47.79953, 3.5731425 47.7995339)",,,,,
56401239,True,Rue René Laffon,living_street,20,False,74.06,"LINESTRING (3.5722777 47.7992404, 3.5725574 47.7989696, 3.5728675 47.7987054)",,,,,
