osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,width,ref,tunnel
"[173118091, 781289550, 24256248, 24256249, 818482365]","['Rue Michaud', ""Place de l'Hôtel de Ville"", 'Rue des Ursules']",tertiary,30,False,"[False, True]",168.18000000000004,"LINESTRING (6.4796118 46.3736097, 6.47959 46.3736073, 6.4795679 46.3736068, 6.4795478 46.3736073, 6.4795236 46.3736086, 6.4795002 46.3736119, 6.4794767 46.3736161, 6.4794608 46.3736192, 6.4791387 46.3737206, 6.479072 46.3737414, 6.4790557 46.3737446, 6.4790381 46.3737461, 6.4790208 46.3737465, 6.4790026 46.3737451, 6.4789838 46.373741, 6.4789651 46.373734, 6.4789483 46.3737257, 6.4789366 46.3737181, 6.4787801 46.3736002, 6.4786381 46.3734932, 6.4783684 46.3732906, 6.4783461 46.3732738, 6.4783283 46.3732605, 6.4782955 46.3732358, 6.4782739 46.3732172, 6.4782571 46.3731963, 6.4782457 46.3731739, 6.4782399 46.3731504, 6.4782262 46.3731091, 6.4782036 46.3730692, 6.4781806 46.3730412, 6.4781528 46.3730154, 6.4781205 46.3729921, 6.4780839 46.3729717, 6.4780551 46.3729602, 6.4780239 46.3729524)",2,,,,
847103407,Place du Château,residential,30,True,False,31.596,"LINESTRING (6.4796118 46.3736097, 6.4796422 46.373561, 6.479652 46.3735529, 6.4796644 46.3735467, 6.4796777 46.373541, 6.4799403 46.3734582)",1,,,,
866998584,Rue des Ursules,tertiary,30,False,False,47.712,"LINESTRING (6.4796118 46.3736097, 6.4796331 46.3736138, 6.4796536 46.3736185, 6.4799634 46.3736962, 6.4800167 46.3737096, 6.480197 46.3737548)",3,,,,
"[866998584, 866998585]",Rue des Ursules,tertiary,30,False,True,59.961999999999996,"LINESTRING (6.4809347 46.3739329, 6.4808682 46.3739174, 6.4806523 46.3738657, 6.4804549 46.3738185, 6.4803219 46.3737862, 6.480197 46.3737548)","['2', '3']",,,,
867877446,Carrefour du Jet d'Eau,tertiary,30,True,False,14.415,"LINESTRING (6.4809347 46.3739329, 6.480946 46.3739161, 6.4809607 46.3739006, 6.4809785 46.3738867, 6.4809989 46.3738747, 6.4810217 46.3738649, 6.4810463 46.3738574, 6.4810721 46.3738525)",,roundabout,,,
"[24478201, 847205467]",Avenue du Léman,residential,"['30', '50']",False,False,361.4419999999999,"LINESTRING (6.4811112 46.374107, 6.481128 46.3741538, 6.4811508 46.3742288, 6.4811573 46.3742538, 6.4811613 46.3742753, 6.4812304 46.3746063, 6.4812577 46.3747597, 6.4812761 46.3748208, 6.4813069 46.3749231, 6.4813609 46.3750132, 6.4814524 46.3751159, 6.4815219 46.3751807, 6.4816268 46.3752579, 6.4820723 46.3755619, 6.4821495 46.3756332, 6.4821822 46.3756751, 6.4822152 46.3757405, 6.4822327 46.3757997, 6.4822411 46.3758522, 6.4822523 46.37594, 6.4822756 46.3762133, 6.4823145 46.3763623, 6.4823453 46.376464, 6.4823902 46.3765578, 6.4824539 46.3766713, 6.4825666 46.3768166, 6.4826769 46.3769318, 6.4827772 46.3770375)",2,,,,
866998586,Carrefour du Jet d'Eau,tertiary,30,True,False,27.770000000000003,"LINESTRING (6.4811112 46.374107, 6.4810811 46.3741056, 6.4810517 46.3741008, 6.4810239 46.3740928, 6.4809982 46.3740818, 6.4809755 46.3740682, 6.4809563 46.3740521, 6.480941 46.3740342, 6.4809302 46.3740147, 6.4809241 46.3739944, 6.4809228 46.3739736, 6.4809264 46.3739529, 6.4809347 46.3739329)",,roundabout,,,
"[1137043408, 818490740, 818490741]",Avenue Jules Ferry,tertiary,30,True,False,97.549,"LINESTRING (6.4832297 46.3723784, 6.483206 46.3723635, 6.483183 46.3723481, 6.4831608 46.3723321, 6.4831395 46.3723156, 6.4830719 46.3722538, 6.4829973 46.3721785, 6.4829143 46.3720928, 6.482816 46.3719986, 6.4824659 46.3716785)",,,,D 2005,
847085930,Avenue Jules Ferry,unclassified,30,True,False,8.248999999999999,"LINESTRING (6.4832297 46.3723784, 6.4832482 46.3723687, 6.4832712 46.3723576, 6.4832953 46.3723476, 6.4833204 46.3723389)",,,,,
529001821,Avenue Jules Ferry,tertiary,30,True,False,11.991,"LINESTRING (6.4833458 46.3724506, 6.4832297 46.3723784)",,,,D 2005,
24256287,Avenue Saint-François de Sales,tertiary,30,True,False,85.95,"LINESTRING (6.4833458 46.3724506, 6.4832538 46.3724919, 6.4831855 46.3725281, 6.4831223 46.3725671, 6.4829147 46.3727033, 6.4825122 46.3729651)",1,,,,
"[841916764, 24256293]",,tertiary,30,True,False,17.517000000000003,"LINESTRING (6.4809454 46.370147, 6.4809156 46.3701448, 6.4808871 46.3701386, 6.4808607 46.3701288, 6.4808375 46.3701158, 6.4808199 46.3701015, 6.4808062 46.3700854, 6.4807967 46.3700678, 6.4807917 46.3700494)",,roundabout,,,
"[24911330, 129496251, 1090889581]",Avenue des Allobroges,tertiary,30,False,False,151.202,"LINESTRING (6.4807917 46.3700494, 6.4807548 46.3700503, 6.4804821 46.3700571, 6.4803205 46.3700611, 6.4800129 46.3700687, 6.4798132 46.3700737, 6.4797449 46.3700802, 6.4797174 46.3700832, 6.4796912 46.3700872, 6.4796632 46.3700927, 6.4796425 46.3700977, 6.4796207 46.3701038, 6.4795967 46.3701116, 6.4795378 46.3701353, 6.4790049 46.3703491, 6.4789338 46.3703776)",2,,,,
841916765,,tertiary,30,True,False,8.074,"LINESTRING (6.4807917 46.3700494, 6.4807913 46.3700313, 6.4807953 46.3700133, 6.4808037 46.3699961, 6.4808161 46.3699801)",,roundabout,,,
24256325,Boulevard du Canal,tertiary,30,True,False,84.892,"LINESTRING (6.481085 46.370091, 6.4811217 46.3701506, 6.4811399 46.3701756, 6.4811612 46.3702027, 6.4811797 46.3702244, 6.4812946 46.370339, 6.4813288 46.3703712, 6.4817209 46.3707124)",1,,,D 2005,
845651509,,tertiary,30,True,False,13.003,"LINESTRING (6.481085 46.370091, 6.4810693 46.3701072, 6.4810496 46.3701211, 6.4810265 46.3701324, 6.4810009 46.3701406, 6.4809736 46.3701456, 6.4809454 46.370147)",,roundabout,,,
"[781289545, 24256329, 966561429, 847187758]",Boulevard du Canal,tertiary,30,True,False,115.85800000000002,"LINESTRING (6.4817358 46.3709959, 6.4817411 46.3709666, 6.4817433 46.3709371, 6.4817422 46.3709077, 6.4817368 46.3708766, 6.4817281 46.3708452, 6.4817059 46.3707934, 6.4816892 46.3707644, 6.481667 46.3707374, 6.4816404 46.3707118, 6.4812783 46.3704038, 6.4812562 46.370385, 6.4811873 46.3703264, 6.4811296 46.3702773, 6.4811065 46.3702577, 6.4810562 46.3702149, 6.4810243 46.3701907, 6.4809881 46.3701692, 6.4809454 46.370147)",1,,,D 2005,
885119265,,tertiary,30,True,False,11.774000000000001,"LINESTRING (6.4817358 46.3709959, 6.4817461 46.3709847, 6.4817592 46.3709751, 6.4817746 46.3709671, 6.4817917 46.3709612, 6.4818101 46.3709575, 6.4818292 46.3709561, 6.4818483 46.3709571, 6.4818669 46.3709604)",,roundabout,,,
781289553,Quai de Rives,living_street,20,False,False,7.01,"LINESTRING (6.4781096 46.3750304, 6.4780351 46.3749939)",2,,,,
29985491,Quai de Rives,living_street,20,False,False,117.187,"LINESTRING (6.4781096 46.3750304, 6.4780829 46.3750569, 6.4780688 46.375071, 6.4780526 46.3750818, 6.478029 46.3750914, 6.4780068 46.3750956, 6.47798 46.3750979, 6.4779565 46.3750988, 6.477913 46.3750979, 6.4778674 46.3750947, 6.4778459 46.3750914, 6.4778204 46.3750854, 6.477531 46.3749998, 6.4775039 46.374992, 6.4774754 46.3749876, 6.4774483 46.3749855, 6.4774268 46.3749841, 6.4773262 46.3749836, 6.4771972 46.3750105, 6.4771077 46.3750534, 6.4770359 46.3750766, 6.476971 46.3750893, 6.4769132 46.3750877, 6.4766971 46.3750502)",,,,,
"[815624091, 1136027190]",Quai Georges Pianta,living_street,20,False,True,101.92299999999999,"LINESTRING (6.4781096 46.3750304, 6.4782349 46.3750918, 6.4783938 46.3751707, 6.4785436 46.375245, 6.4785762 46.3752626, 6.4786063 46.3752822, 6.4786335 46.3753037, 6.4786577 46.3753269, 6.4786786 46.3753516, 6.4786878 46.3753645, 6.4786961 46.3753775, 6.4788552 46.3756422, 6.4788772 46.3756841, 6.4789011 46.3757267)",2,,,,
"[590068981, 818318458, 818318459, 818318460, 818318461]",Avenue du Général Leclerc,tertiary,30,False,False,310.405,"LINESTRING (6.4755701 46.3737861, 6.4753148 46.3736748, 6.4745573 46.3733639, 6.4743093 46.3732643, 6.4739654 46.3731269, 6.4737113 46.3730239, 6.4736 46.3729753, 6.473492 46.3729239, 6.4733841 46.372867, 6.4732788 46.3728041, 6.4732099 46.3727592, 6.4731187 46.3726926, 6.4730234 46.3726231, 6.4729099 46.3725412, 6.4728523 46.3724996, 6.472384 46.3721517, 6.4723546 46.3721296)","['1', '2']",,,,
"[1245323080, 642847116]",Avenue du Général Leclerc,tertiary,30,False,True,30.069999999999997,"LINESTRING (6.4755701 46.3737861, 6.4757615 46.3738726, 6.4758591 46.3739204, 6.4758946 46.3739377)",2,,,,
24911331,Place Jules Mercier,tertiary,30,False,True,7.829000000000001,"LINESTRING (6.4789338 46.3703776, 6.4789285 46.3703647, 6.4789221 46.370352, 6.4789133 46.3703359, 6.4789047 46.3703241, 6.4788955 46.3703126)",,,,,
"[24911330, 129496251, 1090889581]",Avenue des Allobroges,tertiary,30,False,True,151.202,"LINESTRING (6.4789338 46.3703776, 6.4790049 46.3703491, 6.4795378 46.3701353, 6.4795967 46.3701116, 6.4796207 46.3701038, 6.4796425 46.3700977, 6.4796632 46.3700927, 6.4796912 46.3700872, 6.4797174 46.3700832, 6.4797449 46.3700802, 6.4798132 46.3700737, 6.4800129 46.3700687, 6.4803205 46.3700611, 6.4804821 46.3700571, 6.4807548 46.3700503, 6.4807917 46.3700494)",2,,,,
"[1128430336, 1128430337, 1128430338, 1128430339, 1128430340, 1128430334, 1128430335]",Boulevard Carnot,tertiary,30,True,False,93.19500000000002,"LINESTRING (6.4789338 46.3703776, 6.4788772 46.370416, 6.4788008 46.3704616, 6.4787538 46.3704859, 6.4787281 46.3705002, 6.4787094 46.3705112, 6.4786765 46.3705326, 6.4785626 46.3706064, 6.4784773 46.3706617, 6.4783824 46.3707233, 6.4781737 46.3708586, 6.4781306 46.3708865, 6.4781132 46.3708978, 6.4780405 46.370945)",1,,,,
29985491,Quai de Rives,living_street,20,False,True,117.18700000000001,"LINESTRING (6.4766971 46.3750502, 6.4769132 46.3750877, 6.476971 46.3750893, 6.4770359 46.3750766, 6.4771077 46.3750534, 6.4771972 46.3750105, 6.4773262 46.3749836, 6.4774268 46.3749841, 6.4774483 46.3749855, 6.4774754 46.3749876, 6.4775039 46.374992, 6.477531 46.3749998, 6.4778204 46.3750854, 6.4778459 46.3750914, 6.4778674 46.3750947, 6.477913 46.3750979, 6.4779565 46.3750988, 6.47798 46.3750979, 6.4780068 46.3750956, 6.478029 46.3750914, 6.4780526 46.3750818, 6.4780688 46.375071, 6.4780829 46.3750569, 6.4781096 46.3750304)",,,,,
876556774,Place Jean Moulin,tertiary,50,True,False,3.889,"LINESTRING (6.4751417 46.3727986, 6.4751474 46.3727876, 6.4751547 46.3727771, 6.4751636 46.3727672)",1,roundabout,,,
"[1036697184, 1125719971, 1036697183]","['Rue de la Paix', ""Place de l'Hôtel de Ville""]",tertiary,30,False,True,58.981999999999985,"LINESTRING (6.4774761 46.3725862, 6.4775442 46.3726357, 6.4778764 46.3728793, 6.4778974 46.3728946, 6.4779289 46.3729166, 6.4779495 46.3729291, 6.4779726 46.3729394, 6.4779976 46.3729472, 6.4780239 46.3729524)",2,,,,
"[1126791272, 172425091]",Rue de la Paix,tertiary,30,False,False,50.846,"LINESTRING (6.4774761 46.3725862, 6.4771765 46.3723685, 6.4771257 46.3723345, 6.4770699 46.3723041, 6.4770332 46.372288, 6.4769953 46.3722751)","['2', '3']",,,,
24241801,Boulevard du Général Dessaix,residential,30,False,False,65.205,"LINESTRING (6.4787361 46.3690423, 6.4786554 46.3690429, 6.4782013 46.369046, 6.4781366 46.3690464, 6.4780885 46.3690455, 6.4780433 46.3690417, 6.4779936 46.3690364, 6.4778907 46.3690178)",2,,,,
847205471,Place Jules Mercier,residential,30,True,False,29.066,"LINESTRING (6.4788955 46.3703126, 6.4788746 46.3700516)",1,,,,
24911331,Place Jules Mercier,tertiary,30,False,False,7.829000000000001,"LINESTRING (6.4788955 46.3703126, 6.4789047 46.3703241, 6.4789133 46.3703359, 6.4789221 46.370352, 6.4789285 46.3703647, 6.4789338 46.3703776)",,,,,
815192169,Place Jules Mercier,tertiary,30,False,True,52.831,"LINESTRING (6.4788955 46.3703126, 6.4787829 46.3701986, 6.4787613 46.3701797, 6.4787329 46.3701573, 6.4787082 46.3701398, 6.4786824 46.3701232, 6.4786592 46.3701083, 6.4786343 46.3700959, 6.4786018 46.3700799, 6.4785676 46.3700649, 6.4785334 46.3700516, 6.4784934 46.370038, 6.4784433 46.3700237, 6.4783872 46.370011)",2,,,,
31650716,Impasse du Bastion,residential,30,False,False,121.495,"LINESTRING (6.4780405 46.370945, 6.4780137 46.3709273, 6.4779835 46.3709125, 6.4779506 46.3709011, 6.4765916 46.3705098)",2,,,,
"[1128430322, 1128430323, 1128430324, 1128430325, 1128430326, 1128430327, 1128430328, 1128430329, 1128430330, 1128430331, 1128430332, 1128430333, 1128430334]",Boulevard Carnot,tertiary,30,True,False,101.49200000000002,"LINESTRING (6.4780405 46.370945, 6.477914 46.371027, 6.4778572 46.3710639, 6.4777291 46.371147, 6.4776958 46.3711686, 6.4776731 46.3711833, 6.4776276 46.3712128, 6.4775398 46.3712698, 6.4774923 46.3713005, 6.4774402 46.3713344, 6.4772979 46.3714266, 6.4772571 46.3714531, 6.4771433 46.3715269, 6.4771006 46.3715545, 6.4770766 46.3715701)",1,,,,
31650716,Impasse du Bastion,residential,30,False,True,121.495,"LINESTRING (6.4765916 46.3705098, 6.4779506 46.3709011, 6.4779835 46.3709125, 6.4780137 46.3709273, 6.4780405 46.370945)",2,,,,
1090889584,Avenue de la Gare,unclassified,30,True,False,16.698999999999998,"LINESTRING (6.4814629 46.3693144, 6.4814511 46.3693385, 6.4814357 46.3693611, 6.4814167 46.3693821, 6.4813911 46.3694155, 6.4813705 46.3694499)",1,,,,
"[406957507, 904112255]",Impasse de la Passerelle,residential,30,False,False,65.21600000000001,"LINESTRING (6.4821816 46.3698573, 6.4822108 46.36984, 6.4822332 46.3698224, 6.4822531 46.3698015, 6.4822694 46.3697772, 6.4822776 46.3697588, 6.4822998 46.3696977, 6.4823123 46.3696632, 6.4823512 46.3695563, 6.4824238 46.3693565, 6.4824417 46.3693073)",,,,,
904112254,Rue Jean Blanchard,residential,30,True,False,81.762,"LINESTRING (6.4821816 46.3698573, 6.4820681 46.3697716, 6.4820032 46.3697225, 6.4819973 46.3697181, 6.481956 46.3696869, 6.4815988 46.3694171, 6.4814629 46.3693144)",1,,,,
31650721,Rue Jean Blanchard,residential,30,True,False,114.03099999999998,"LINESTRING (6.4817209 46.3707124, 6.4817449 46.3707247, 6.4817724 46.370733, 6.4818174 46.3707368, 6.4818548 46.3707316, 6.4818833 46.3707217, 6.4818975 46.3707141, 6.481913 46.3707028, 6.4819267 46.3706882, 6.4819361 46.3706723, 6.4820953 46.3702259, 6.482133 46.3701201, 6.4821959 46.3699437, 6.4822048 46.3699187, 6.4822076 46.3699024, 6.4822045 46.3698862, 6.4821957 46.3698708, 6.4821816 46.3698573)",1,,,,
490758551,Boulevard du Canal,tertiary_link,30,True,False,37.742,"LINESTRING (6.4817209 46.3707124, 6.4818191 46.3707983, 6.481848 46.3708223, 6.4818818 46.3708457, 6.4819033 46.3708586, 6.4819266 46.3708712, 6.4819483 46.3708811, 6.4819715 46.3708891, 6.4820109 46.3709007, 6.4820523 46.3709096, 6.4820949 46.3709172)",1,,,D 2005,
733828781,Boulevard du Canal,tertiary,30,True,False,29.907000000000004,"LINESTRING (6.4817209 46.3707124, 6.4817905 46.370805, 6.4818188 46.3708486, 6.4818451 46.3708968, 6.481853 46.3709168, 6.4818669 46.3709604)",1,,,D 2005,
1036697179,,tertiary,30,True,False,5.881,"LINESTRING (6.4818063 46.3711021, 6.4817881 46.3710979, 6.4817713 46.3710916, 6.4817564 46.3710833, 6.4817438 46.3710733)",,roundabout,,,
767964508,Place du Marché,residential,30,False,False,7.483,"LINESTRING (6.4824479 46.3729145, 6.4825122 46.3729651)",,,,,
"[24256280, 866998582, 1137043407]",Avenue Saint-François de Sales,tertiary,30,True,False,84.572,"LINESTRING (6.4824479 46.3729145, 6.4825265 46.3728634, 6.4829034 46.3726083, 6.4829608 46.3725665, 6.4831612 46.372426, 6.4832297 46.3723784)","['1', '2']",,,,
294001603,Place du Marché,residential,30,False,True,110.27500000000002,"LINESTRING (6.4824479 46.3729145, 6.4824124 46.3728864, 6.4824029 46.3728773, 6.4820054 46.3725072, 6.4817909 46.3723073, 6.481766 46.3722878, 6.4817458 46.3722744, 6.481723 46.3722628, 6.4817005 46.3722536, 6.4816795 46.3722473, 6.4814947 46.3722025)",,,,,
39056721,Rue du Port,residential,,True,False,123.44800000000001,"LINESTRING (6.4789566 46.3758961, 6.479065 46.3758617, 6.4794153 46.3756644, 6.4798113 46.375426, 6.4800817 46.375126)",,,,,
815624092,Quai Georges Pianta,living_street,20,False,False,19.331,"LINESTRING (6.4789566 46.3758961, 6.4789425 46.3758418, 6.4789309 46.3758011, 6.4789174 46.3757646, 6.4789011 46.3757267)",2,,,,
39056722,Chemin du Tornieux,residential,50,True,False,330.26800000000003,"LINESTRING (6.4800817 46.375126, 6.4801381 46.3751186, 6.4801714 46.3751152, 6.4802029 46.3751137, 6.4802389 46.3751137, 6.4802632 46.3751148, 6.480292 46.3751173, 6.4803196 46.375122, 6.4803427 46.3751278, 6.480377 46.3751399, 6.4805478 46.3752092, 6.4806491 46.3752576, 6.480703 46.375288, 6.4807679 46.3753299, 6.4808276 46.3753746, 6.4808787 46.3754187, 6.4814113 46.3759973, 6.4815621 46.3762087, 6.4816317 46.3763283, 6.4817458 46.3765371, 6.4818453 46.3766807, 6.4819226 46.3767763, 6.482057 46.3768952, 6.4822063 46.3770017, 6.4824002 46.3771197, 6.4824561 46.3771334, 6.4825626 46.3771349, 6.4826336 46.3771163, 6.4827159 46.3770715, 6.4827772 46.3770375)",1,,,,
"[39463392, 781289551, 1136027189, 755470934, 39463387]","['Rue du Port', 'Rue des Pêcheurs']",residential,,False,"[False, True]",153.96099999999998,"LINESTRING (6.4800817 46.375126, 6.4800229 46.3749875, 6.4798338 46.3745629, 6.4797695 46.3744431, 6.4797399 46.3743948, 6.479562 46.3744373, 6.4795291 46.3744481, 6.4795084 46.3744562, 6.4794841 46.3744678, 6.4793888 46.3745293, 6.4792417 46.3746607, 6.4791045 46.3747995)",,,,,yes
"[755470936, 755470937, 39463388]",Rue de Naples,residential,,True,False,49.403,"LINESTRING (6.4800817 46.375126, 6.4796691 46.3750025, 6.4796108 46.3749841, 6.4795546 46.3749633, 6.4795127 46.3749477, 6.4794963 46.3749415)",,,,,yes
"[24478201, 847205467]",Avenue du Léman,residential,"['50', '30']",False,True,361.442,"LINESTRING (6.4827772 46.3770375, 6.4826769 46.3769318, 6.4825666 46.3768166, 6.4824539 46.3766713, 6.4823902 46.3765578, 6.4823453 46.376464, 6.4823145 46.3763623, 6.4822756 46.3762133, 6.4822523 46.37594, 6.4822411 46.3758522, 6.4822327 46.3757997, 6.4822152 46.3757405, 6.4821822 46.3756751, 6.4821495 46.3756332, 6.4820723 46.3755619, 6.4816268 46.3752579, 6.4815219 46.3751807, 6.4814524 46.3751159, 6.4813609 46.3750132, 6.4813069 46.3749231, 6.4812761 46.3748208, 6.4812577 46.3747597, 6.4812304 46.3746063, 6.4811613 46.3742753, 6.4811573 46.3742538, 6.4811508 46.3742288, 6.481128 46.3741538, 6.4811112 46.374107)",2,,,,
39463392,Rue des Pêcheurs,residential,,False,True,4.847,"LINESTRING (6.4791045 46.3747995, 6.4790704 46.3748362)",,,,,
"[39463392, 781289551, 1136027189, 755470934, 39463387]","['Rue du Port', 'Rue des Pêcheurs']",residential,,False,"[False, True]",153.961,"LINESTRING (6.4791045 46.3747995, 6.4792417 46.3746607, 6.4793888 46.3745293, 6.4794841 46.3744678, 6.4795084 46.3744562, 6.4795291 46.3744481, 6.479562 46.3744373, 6.4797399 46.3743948, 6.4797695 46.3744431, 6.4798338 46.3745629, 6.4800229 46.3749875, 6.4800817 46.375126)",,,,,yes
39463392,Rue des Pêcheurs,residential,,False,False,4.847,"LINESTRING (6.4790704 46.3748362, 6.4791045 46.3747995)",,,,,
781289552,Rue des Pêcheurs,residential,,False,True,53.82,"LINESTRING (6.4790704 46.3748362, 6.4787569 46.3752692)",,,,,
39463391,Rue de Naples,residential,,True,False,58.25,"LINESTRING (6.4790704 46.3748362, 6.4788083 46.3747161, 6.4787135 46.3746898, 6.4783888 46.3746147)",,,,,
221363077,Rue de Naples,residential,,False,False,22.638,"LINESTRING (6.4783888 46.3746147, 6.4781189 46.3745324)",,,,,
