osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,ref
6277772,Allée Mozart,residential,30,False,False,47.535,"LINESTRING (2.3038856 48.9877646, 2.303714 48.9876537, 2.3039124 48.9874178)",,,
35956769,Allée Maurice Ravel,residential,30,False,False,46.556,"LINESTRING (2.3039124 48.9874178, 2.3033599 48.9872084)",,,
35956769,Allée Maurice Ravel,residential,30,False,True,45.985,"LINESTRING (2.3039124 48.9874178, 2.304457 48.9876259)",,,
6277772,Allée Mozart,residential,30,False,False,161.848,"LINESTRING (2.3039124 48.9874178, 2.3040656 48.987217, 2.3046903 48.9869725, 2.3048137 48.9868229, 2.3043682 48.9866462, 2.304529 48.9864285)",,,
6277772,Allée Mozart,residential,30,False,True,47.535,"LINESTRING (2.3039124 48.9874178, 2.303714 48.9876537, 2.3038856 48.9877646)",,,
31843479,Rue Papelard,residential,30,False,False,72.11,"LINESTRING (2.304529 48.9864285, 2.3053923 48.9867441)",,,
31843479,Rue Papelard,residential,30,False,True,32.804,"LINESTRING (2.304529 48.9864285, 2.3041324 48.9862896)",,,
6277772,Allée Mozart,residential,30,False,True,161.84799999999998,"LINESTRING (2.304529 48.9864285, 2.3043682 48.9866462, 2.3048137 48.9868229, 2.3046903 48.9869725, 2.3040656 48.987217, 2.3039124 48.9874178)",,,
31925835,Rue Jean Mermoz,residential,30,True,False,32.589,"LINESTRING (2.3042199 48.9842061, 2.3042483 48.9841748, 2.304296 48.9841351, 2.3043265 48.9840987, 2.3043443 48.9840629, 2.3043738 48.9840083, 2.3044032 48.9839776, 2.304434 48.9839519)",,,
31843479,Rue Papelard,residential,30,False,False,93.683,"LINESTRING (2.3030127 48.9858774, 2.3030587 48.9858939, 2.3041324 48.9862896)",,,
31925835,Rue Jean Mermoz,residential,30,True,False,47.365,"LINESTRING (2.3030127 48.9858774, 2.3030379 48.9858405, 2.3030438 48.9858028, 2.3032669 48.9854875)",,,
31925835,Rue Jean Mermoz,residential,30,True,False,59.344,"LINESTRING (2.3032669 48.9854875, 2.3034301 48.9852711, 2.3035147 48.9851574, 2.3035659 48.9851038, 2.3036013 48.9850591, 2.303637 48.9850126)",,,
36891448,Allée Franz Liszt,residential,30,False,False,116.691,"LINESTRING (2.3032669 48.9854875, 2.3027215 48.9853039, 2.3021154 48.9847934)",,,
27282685,Place Jean Moulin,primary,50,True,False,23.253,"LINESTRING (2.2969287 48.9861154, 2.2969256 48.9861572, 2.2969028 48.9861962, 2.2968624 48.9862286, 2.2968085 48.9862509, 2.2967467 48.9862611)",1,roundabout,
1130976948,Avenue du Général Leclerc,primary,30,False,True,9.528,"LINESTRING (2.2990022 48.9842296, 2.2990631 48.9841538)",,,D 928
1130976945,Avenue de Paris,primary,30,False,False,6.659,"LINESTRING (2.2990022 48.9842296, 2.2989767 48.9842601, 2.2989583 48.9842821)",,,D 928
27282685,Place Jean Moulin,primary,50,True,False,17.41,"LINESTRING (2.296599 48.9862298, 2.2965601 48.9862001, 2.2965362 48.9861642, 2.2965294 48.9861253, 2.2965404 48.9860869)",1,roundabout,
27282685,Place Jean Moulin,primary,50,True,False,15.751000000000001,"LINESTRING (2.2965404 48.9860869, 2.2965589 48.9860613, 2.2965854 48.9860389, 2.2966185 48.9860207, 2.2966568 48.9860076, 2.2966984 48.9860002)",1,roundabout,
934007561,Avenue Kellermann,primary,50,True,False,26.011000000000003,"LINESTRING (2.2965404 48.9860869, 2.2965065 48.9860244, 2.2964832 48.985992, 2.2964675 48.9859731, 2.2964225 48.9859277, 2.2963675 48.9858848)",2,,D 109
27282685,Place Jean Moulin,primary,50,True,False,13.915000000000001,"LINESTRING (2.2966984 48.9860002, 2.2967461 48.9859991, 2.2967927 48.9860053, 2.2968359 48.9860187, 2.296873 48.9860383)",1,roundabout,
27282685,Place Jean Moulin,primary,50,True,False,9.618,"LINESTRING (2.296873 48.9860383, 2.2969106 48.9860738, 2.2969287 48.9861154)",1,roundabout,
27458121,Avenue de Paris,primary,30,True,False,103.20400000000001,"LINESTRING (2.296873 48.9860383, 2.2969721 48.9860198, 2.2970106 48.9860098, 2.2971184 48.9859802, 2.2972498 48.9859063, 2.2975028 48.9857281, 2.2979392 48.9854495)",1,,D 928
31009576,Avenue de Paris,primary,50,True,False,126.94399999999999,"LINESTRING (2.2965163 48.9864669, 2.2962172 48.986651, 2.2956408 48.9870489, 2.2954987 48.9871546, 2.2953146 48.9872915)",2,,D 928
35974429,Rue Carnot,tertiary,30,False,False,8.031,"LINESTRING (2.2953146 48.9872915, 2.2952395 48.9872387)",2,,D 109
"[934007560, 457719816]",Rue Carnot,tertiary,30,False,True,114.28399999999999,"LINESTRING (2.2953146 48.9872915, 2.295486 48.9873251, 2.29553 48.9873337, 2.2956793 48.987363, 2.2958709 48.9874006, 2.2964881 48.9875217, 2.2966915 48.9875567, 2.2968132 48.9875887)",2,,D 109
27282685,Place Jean Moulin,primary,50,True,False,11.595,"LINESTRING (2.2967467 48.9862611, 2.2966938 48.9862594, 2.2966434 48.9862488, 2.296599 48.9862298)",1,roundabout,
31009576,Avenue de Paris,primary,50,True,False,28.442999999999998,"LINESTRING (2.2967467 48.9862611, 2.2966705 48.9863314, 2.2966188 48.9863829, 2.2965891 48.9864126, 2.2965163 48.9864669)",2,,D 928
28754890,Avenue de Paris,primary,30,True,False,105.66700000000002,"LINESTRING (2.2979392 48.9854495, 2.297582 48.9857465, 2.2971841 48.9860216, 2.2971198 48.9860506, 2.2970886 48.9860649, 2.2969714 48.9861025, 2.2969287 48.9861154)",1,,D 928
93530283,Avenue de Paris,primary,30,False,True,149.989,"LINESTRING (2.2979392 48.9854495, 2.2980693 48.9853439, 2.2981953 48.9852277, 2.2982993 48.9851142, 2.298363 48.9850447, 2.2985293 48.9848361, 2.2987098 48.9845987, 2.298869 48.9843889, 2.2989583 48.9842821)",2,,D 928
6278041,Place Henri Sestre,tertiary,30,False,False,48.556,"LINESTRING (2.3009486 48.9878684, 2.3011102 48.9879328, 2.3012616 48.9879952, 2.3013985 48.9880496, 2.3014722 48.9880763, 2.3015218 48.9880892)",1,,D 109
"[934007557, 31843471]",Rue Carnot,tertiary,30,False,False,72.75200000000001,"LINESTRING (2.3009486 48.9878684, 2.3008508 48.9878227, 2.3007581 48.9878001, 2.3006809 48.9877834, 2.3006187 48.9877702, 2.3004277 48.9877158, 2.300268 48.9876802, 2.3000197 48.9876434)",2,,D 109
"[31843476, 934007558]",Rue d'Andilly,tertiary,30,True,False,133.336,"LINESTRING (2.3009486 48.9878684, 2.3008799 48.9880027, 2.3003876 48.9890096)",1,,D 109P
"[31843468, 934007559]",Avenue du Général de Gaulle,residential,30,False,False,240.30800000000002,"LINESTRING (2.3009486 48.9878684, 2.3009432 48.987761, 2.300903 48.9876607, 2.300882 48.9876187, 2.3008696 48.9875939, 2.300632 48.9871187, 2.3004257 48.9867053, 2.3000324 48.9859175, 2.2999776 48.9858077)",2,,
1103811128,,tertiary,30,True,False,0.605,"LINESTRING (2.2970269 48.9876588, 2.297023 48.9876636)",1,roundabout,
31843471,Rue Carnot,tertiary,30,False,True,97.34200000000001,"LINESTRING (2.2970269 48.9876588, 2.297157 48.9876644, 2.297541 48.9876804, 2.2979669 48.9876935, 2.2983591 48.9877038)",2,,D 109
31843479,Rue Papelard,residential,30,False,True,75.751,"LINESTRING (2.3062999 48.9870748, 2.3053923 48.9867441)",,,
35882538,Rue de la Fosse aux Moines,residential,30,False,False,8.338,"LINESTRING (2.3062999 48.9870748, 2.3063464 48.9870063)",,,
35882538,Rue de la Fosse aux Moines,residential,30,False,True,51.257,"LINESTRING (2.3062999 48.9870748, 2.3060218 48.9874981)",,,
35571053,Rue de Montmorency,tertiary,30,False,False,61.650999999999996,"LINESTRING (2.3063676 48.9898052, 2.3067338 48.9901583, 2.3068438 48.9902632)",2,,D 109
35571053,Rue de Montmorency,tertiary,30,False,True,63.117999999999995,"LINESTRING (2.3063676 48.9898052, 2.3062305 48.9896754, 2.3060894 48.9895481, 2.3059875 48.9894596, 2.3058446 48.9893538)",2,,D 109
34934643,,primary,30,True,False,9.956,"LINESTRING (2.2965668 48.9904172, 2.2965337 48.9904377, 2.2964923 48.99045, 2.296447 48.9904527)",,roundabout,
