osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,ref,access
43365469,Rue du 8 Mai 1945,residential,False,True,117.52000000000001,"LINESTRING (-1.6198627 47.1791334, -1.6198736 47.1791088, -1.6199075 47.1790683, -1.6199102 47.179065, -1.6199413 47.1790277, -1.6199782 47.1789475, -1.6200383 47.1787503, -1.620078 47.1784667, -1.6201144 47.1782086, -1.6201292 47.1781007)",,,,,
159991596,Rue Aristide Briand,residential,False,False,41.333999999999996,"LINESTRING (-1.6198627 47.1791334, -1.6203337 47.1792331, -1.6203868 47.1792379)",2,50,,,
"[161769065, 159991596]","['Rue de la Commune de Paris 1871', 'Rue Aristide Briand']",residential,False,True,185.98000000000002,"LINESTRING (-1.6198627 47.1791334, -1.6196047 47.1790803, -1.6195043 47.1790626, -1.6192305 47.1790104, -1.6190269 47.1789762, -1.6189081 47.178971, -1.618658 47.1789363, -1.6185933 47.1789194, -1.6185277 47.1789013, -1.6179943 47.1788349, -1.6179327 47.1788272, -1.6174666 47.1787687)",2,50,,,
41452120,Rue Aristide Briand,residential,False,False,123.589,"LINESTRING (-1.6203868 47.1792379, -1.6205574 47.1792437, -1.6207289 47.1792424, -1.621068 47.1792286, -1.621193 47.1792235, -1.6212514 47.1792211, -1.6217213 47.1792613, -1.6220168 47.1792709)",2,30,,,
141691804,Rue de la Forge,living_street,False,True,281.74999999999994,"LINESTRING (-1.6203868 47.1792379, -1.6203502 47.1795562, -1.6203216 47.1799191, -1.6203358 47.1801745, -1.6203484 47.1804207, -1.6204732 47.1805863, -1.6205433 47.1806414, -1.6206729 47.1807092, -1.6208262 47.1807475, -1.6210031 47.180762, -1.6216367 47.1807421, -1.6216846 47.1806914, -1.6217693 47.1804423)",,20,,,
159991596,Rue Aristide Briand,residential,False,True,41.333999999999996,"LINESTRING (-1.6203868 47.1792379, -1.6203337 47.1792331, -1.6198627 47.1791334)",2,50,,,
41452119,Rue de Beauvoir,residential,False,False,115.771,"LINESTRING (-1.625761 47.1790392, -1.6258537 47.1790116, -1.625946 47.1789896, -1.6260403 47.1789748, -1.6261319 47.1789619, -1.6265083 47.1789163, -1.6272566 47.1788257)",2,50,,,
41452119,Rue de Beauvoir,residential,False,True,15.797,"LINESTRING (-1.625761 47.1790392, -1.6257044 47.1790563, -1.62557 47.1790969)",2,50,,,
55641782,Rue du Prince Grenouille,residential,True,False,54.053,"LINESTRING (-1.625761 47.1790392, -1.6257542 47.1790149, -1.6256349 47.1785918, -1.6256409 47.1785615)",,,,,
161769120,Rond-Point des Pêcheurs,tertiary,True,False,16.683000000000003,"LINESTRING (-1.6286312 47.1787642, -1.6286475 47.1787593, -1.6286661 47.1787517, -1.6286747 47.1787473, -1.6286916 47.1787367, -1.628705 47.1787255, -1.6287127 47.1787173, -1.6287176 47.1787112, -1.6287233 47.1787024, -1.6287293 47.1786897, -1.6287321 47.1786805, -1.6287341 47.1786661, -1.6287336 47.178654, -1.6287316 47.1786439)",2,50,roundabout,,
