osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,tunnel
249742032,True,Place Anatole de Charmasse,tertiary,50,False,33.248000000000005,"LINESTRING (4.3046526 46.9507284, 4.3045098 46.9507014, 4.3044558 46.9507, 4.3042204 46.9507094)",,,
1086957202,True,Place Anatole de Charmasse,tertiary,50,False,21.672,"LINESTRING (4.3037755 46.950938, 4.3036544 46.9507615)",,,
80220455,False,Boulevard Frédéric Latouche,residential,,False,377.12999999999994,"LINESTRING (4.3037755 46.950938, 4.3036919 46.9509837, 4.303319 46.9512623, 4.3031229 46.9514915, 4.3028971 46.9517945, 4.302874 46.9518236, 4.3028236 46.9519106, 4.3027244 46.9520818, 4.3026989 46.9521494, 4.3026722 46.9522202, 4.3025928 46.9524305, 4.3025836 46.9524549, 4.3024645 46.952885, 4.3023052 46.9534606, 4.3022899 46.953519, 4.3022083 46.9537638, 4.3020514 46.9539831, 4.302012 46.9540387)",,,
"[250821490, 250821470]",False,"[""Rue de l'Hôtel de Ville"", 'Rue de Lattre de Tassigny']",residential,50,"[False, True]",106.073,"LINESTRING (4.2986172 46.9502366, 4.2986913 46.9502874, 4.2987499 46.9503142, 4.2989803 46.9504196, 4.2991797 46.9505111, 4.2993743 46.9506004, 4.2994217 46.9506225, 4.2995151 46.9506612, 4.2995981 46.9506937, 4.2996229 46.9508343)",,,
324703656,False,Avenue Charles de Gaulle,tertiary,50,False,93.584,"LINESTRING (4.2986172 46.9502366, 4.298558 46.9502989, 4.2985169 46.9503441, 4.297965 46.9509508)",,,
"[1206487792, 671039850, 249932252, 671039846]",False,"['Place du Champ de Mars', ""Rue de l'Arbalète""]",tertiary,50,"[False, True]",138.36,"LINESTRING (4.2986172 46.9502366, 4.2986789 46.9501773, 4.2987074 46.9501517, 4.2987435 46.9501193, 4.2987989 46.9500792, 4.2990173 46.9499496, 4.2991257 46.9498884, 4.2991759 46.94986, 4.2992654 46.9498152, 4.2993956 46.949764, 4.299463 46.9497449, 4.2995589 46.9497177, 4.2995928 46.9497096, 4.2997279 46.9496773, 4.3000539 46.9495969, 4.3001174 46.9495772)",2,,
341833941,False,Avenue de la République,primary,50,False,57.492,"LINESTRING (4.2942686 46.9549569, 4.2944403 46.9550402, 4.2948827 46.9552596)",2,D 681,
341833941,False,Avenue de la République,primary,50,True,64.254,"LINESTRING (4.2942686 46.9549569, 4.294092 46.9548764, 4.2938069 46.9547476, 4.2935611 46.9546396)",2,D 681,
354805624,False,Avenue Charles de Gaulle,tertiary,50,True,45.114999999999995,"LINESTRING (4.2942686 46.9549569, 4.2943707 46.9548449, 4.294584 46.954613)",,,
26654905,True,Avenue Charles de Gaulle,residential,50,False,25.891,"LINESTRING (4.2947209 46.9544691, 4.294766 46.9546999)",,,
354805624,False,Avenue Charles de Gaulle,tertiary,50,False,19.079,"LINESTRING (4.2947209 46.9544691, 4.294584 46.954613)",,,
354805624,False,Avenue Charles de Gaulle,tertiary,50,True,139.547,"LINESTRING (4.2947209 46.9544691, 4.2947984 46.9543829, 4.2956198 46.953505, 4.2957081 46.9534104)",,,
241511568,False,Rue de la Grille,residential,,True,199.791,"LINESTRING (4.2931337 46.9544585, 4.2931585 46.9544259, 4.2931894 46.9543841, 4.2937658 46.9535477, 4.2942195 46.952881, 4.2942334 46.9528606, 4.2942522 46.9528321)",,,
341833941,False,Avenue de la République,primary,50,False,38.19199999999999,"LINESTRING (4.2931337 46.9544585, 4.2932316 46.9544967, 4.2933355 46.9545401, 4.2934163 46.9545746, 4.2935611 46.9546396)",2,D 681,
55213571,False,Rue de la Grange Vertu,residential,,False,112.843,"LINESTRING (4.2942522 46.9528321, 4.294197 46.9528058, 4.2931029 46.9523353, 4.2929953 46.9522902)",,,
55213571,False,Rue de la Grange Vertu,residential,,True,49.248000000000005,"LINESTRING (4.2942522 46.9528321, 4.2943134 46.9528612, 4.2948079 46.9530605)",,,
241511568,False,Rue de la Grille,residential,,False,199.791,"LINESTRING (4.2942522 46.9528321, 4.2942334 46.9528606, 4.2942195 46.952881, 4.2937658 46.9535477, 4.2931894 46.9543841, 4.2931585 46.9544259, 4.2931337 46.9544585)",,,
241511568,False,Rue de la Grille,residential,,True,213.59699999999998,"LINESTRING (4.2942522 46.9528321, 4.29427 46.9528028, 4.2942807 46.9527843, 4.2943641 46.952664, 4.2948109 46.9522893, 4.2958747 46.9513683, 4.2959215 46.9513328, 4.2959526 46.9513082)",,,
26655077,True,Rue de la Grille,residential,50,False,31.747,"LINESTRING (4.2959526 46.9513082, 4.2960306 46.9512391, 4.2962247 46.9510916)",,,
55213572,False,Rue du Docteur Fernand Renaud,tertiary,,False,119.86200000000001,"LINESTRING (4.2959526 46.9513082, 4.2958877 46.9512591, 4.2949738 46.9505499, 4.2948985 46.9505065)",,,
241511568,False,Rue de la Grille,residential,,False,213.59699999999998,"LINESTRING (4.2959526 46.9513082, 4.2959215 46.9513328, 4.2958747 46.9513683, 4.2948109 46.9522893, 4.2943641 46.952664, 4.2942807 46.9527843, 4.29427 46.9528028, 4.2942522 46.9528321)",,,
250821484,False,Rue Pernette,tertiary,,False,109.339,"LINESTRING (4.2959526 46.9513082, 4.2960357 46.9513636, 4.2970271 46.9518244, 4.2971268 46.9518758)",,,
80195242,False,Rue Eumène,residential,,True,68.358,"LINESTRING (4.2971268 46.9518758, 4.2971949 46.951911, 4.2977491 46.9521939, 4.2978462 46.9522456)",,,
250821484,False,Rue Pernette,tertiary,,True,109.339,"LINESTRING (4.2971268 46.9518758, 4.2970271 46.9518244, 4.2960357 46.9513636, 4.2959526 46.9513082)",,,
324703656,False,Avenue Charles de Gaulle,tertiary,50,True,24.209,"LINESTRING (4.2971268 46.9518758, 4.2971773 46.9518217, 4.2972989 46.9516925)",,,
354805624,False,Avenue Charles de Gaulle,tertiary,50,False,201.775,"LINESTRING (4.2971268 46.9518758, 4.297069 46.9519379, 4.2957811 46.9533315, 4.2957081 46.9534104)",,,
37881723,False,Boulevard Mazagran,unclassified,,True,216.219,"LINESTRING (4.302012 46.9540387, 4.3020853 46.9540713, 4.302704 46.9542972, 4.3032651 46.9545099, 4.3038719 46.9547351, 4.3039529 46.9547656, 4.3043784 46.9549261, 4.3045097 46.9549734)",,,
55921181,False,Rue Mazagran,residential,,False,52.242000000000004,"LINESTRING (4.302012 46.9540387, 4.3019377 46.9540058, 4.3014735 46.9537466)",,,
