osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width,junction,tunnel,lanes
"[828100233, 242279291, 53809245, 54039365]",Avenue Louis Martin,tertiary,30,False,False,133.691,yes,"LINESTRING (-2.0195279 48.6493801, -2.019741 48.6494427, -2.0199408 48.6495109, -2.0201407 48.6495791, -2.02046 48.6496881, -2.0206606 48.649755, -2.0208486 48.6498228, -2.0208967 48.6498505, -2.0209512 48.6498898, -2.0209895 48.6499199, -2.0210361 48.6499542, -2.021077 48.6499873)",,,,
49250081,Rue de Dinan,living_street,20,True,False,27.087,,"LINESTRING (-2.0265871 48.6474485, -2.0265849 48.6473933, -2.0265829 48.6473451, -2.0265608 48.6472057)",,,,
370083721,Place Brevet,living_street,20,False,False,22.893,,"LINESTRING (-2.0265871 48.6474485, -2.026834 48.6474469, -2.0268987 48.6474465)",,,,
49250093,Rue de la Pie qui Boit,living_street,20,True,False,15.459,,"LINESTRING (-2.0280201 48.6480173, -2.0279896 48.6480263, -2.0279394 48.6480305, -2.0278134 48.6480236)",,,,
49250100,Rue de la Crosse,living_street,20,True,False,77.951,,"LINESTRING (-2.0280201 48.6480173, -2.0280581 48.6480326, -2.0280843 48.6480505, -2.0280967 48.6480721, -2.0280715 48.6486955)",,,,
51076791,Rue de la Mettrie,living_street,20,False,False,35.676,,"LINESTRING (-2.0243161 48.6476221, -2.0238308 48.6476336)",,,,
32883576,Rue des Cordiers,living_street,20,True,False,16.878,,"LINESTRING (-2.0243161 48.6476221, -2.0243023 48.6477001, -2.0242977 48.6477733)",,,,
51076805,Rue des Forgeurs,living_street,20,True,False,22.486,,"LINESTRING (-2.0243161 48.6476221, -2.0244164 48.6475984, -2.0246152 48.647587)",,,,
32883576,Rue des Cordiers,living_street,20,True,False,15.228,,"LINESTRING (-2.0242853 48.6479745, -2.0242636 48.6481107)",,,,
53673376,Rue André Desilles,living_street,20,True,False,19.519,,"LINESTRING (-2.0261217 48.647764, -2.0260756 48.6477615, -2.0258643 48.6478006)",,,,
49250103,Rue Thévenard,living_street,20,True,False,39.184,,"LINESTRING (-2.0263852 48.648013, -2.0269051 48.6480917)",,,,
53673367,Rue Broussais,living_street,20,True,False,22.126,,"LINESTRING (-2.0263852 48.648013, -2.026438 48.6478714, -2.0264573 48.6478198)",,,,
32884697,Rue des Champs Vauverts,living_street,20,True,False,62.374,,"LINESTRING (-2.028151 48.6500302, -2.0280127 48.6500666, -2.0279297 48.6500989, -2.0277219 48.6502066, -2.0276961 48.6502077, -2.0276617 48.6502028, -2.0274103 48.6501233)",,,,
32885558,Rue des Bouchers,living_street,20,True,False,59.891999999999996,,"LINESTRING (-2.0279213 48.647399, -2.0279646 48.6476755, -2.0280321 48.6479323)",,,,
49250098,Rue Vincent de Gournay,living_street,20,False,False,24.593,,"LINESTRING (-2.0280715 48.6486955, -2.0277375 48.6486806)",,,,
49250100,Rue de la Crosse,living_street,20,True,False,43.56399999999999,,"LINESTRING (-2.0280715 48.6486955, -2.0280669 48.6487254, -2.0280421 48.6488883, -2.0279946 48.6490838)",,,,
38562243,Rampe des Moulins Colin,living_street,20,True,False,35.499,,"LINESTRING (-2.0282448 48.6467469, -2.0282858 48.647065)",,,,
49250082,Rue d'Estrées,living_street,20,True,False,37.514,,"LINESTRING (-2.0282448 48.6467469, -2.0277444 48.6468141)",4.4,,,
53673367,Rue Broussais,living_street,20,True,False,68.86,,"LINESTRING (-2.0260545 48.6489018, -2.0261784 48.6485945, -2.0262483 48.6484372, -2.0262976 48.6483038)",,,,
53820594,Rue Gouin de Beauchesne,living_street,20,True,False,46.519999999999996,,"LINESTRING (-2.0260545 48.6489018, -2.0262521 48.6489288, -2.0264031 48.6489495, -2.0266723 48.6489933)",,,,
827263750,Rond-Point de l'Île Maurice,secondary,30,True,False,24.793,,"LINESTRING (-2.0238242 48.6460883, -2.0237957 48.6460713, -2.0237637 48.6460573, -2.0237289 48.6460466, -2.0236751 48.6460374, -2.0236196 48.6460359, -2.0235648 48.6460423, -2.0235134 48.6460562)",,roundabout,,
"[53673357, 53673359]","[""Rue d'Estrées"", 'Rue Guy Louvel']",living_street,20,True,False,67.693,,"LINESTRING (-2.0281384 48.6462988, -2.0284526 48.646719, -2.0282448 48.6467469)",,,,
"[292464754, 51076755]","['Rue Saint-Philippe', 'Rue Guy Louvel']",living_street,20,True,False,84.571,,"LINESTRING (-2.0281384 48.6462988, -2.028007 48.6461065, -2.0278984 48.6459271, -2.0278764 48.6459142, -2.027843 48.6459101, -2.0273848 48.6459952)",,,,
49250081,Rue de Dinan,living_street,20,True,False,42.184,,"LINESTRING (-2.0263826 48.6466396, -2.0263694 48.6466061, -2.0262413 48.6462719)",,,,
51076756,Rue de Toulouse,living_street,20,True,False,90.484,,"LINESTRING (-2.0263826 48.6466396, -2.0264441 48.6466279, -2.0275605 48.6464019)",,,,
"[174472747, 1050738861, 792317009, 792317010, 616352215]",Rue de Dinan,living_street,20,True,False,66.22900000000001,,"LINESTRING (-2.0262413 48.6462719, -2.0262286 48.6462433, -2.026224 48.6462335, -2.0262107 48.646203, -2.0261868 48.6461578, -2.0261714 48.6461284, -2.0261245 48.6461013, -2.0259043 48.6460815, -2.0257965 48.6460836, -2.0257229 48.646081, -2.025639 48.6460745, -2.0255408 48.6460259)",2.4,,building_passage,
217624656,Rue de Toulouse,living_street,20,True,False,55.941,,"LINESTRING (-2.0242896 48.6470435, -2.0250168 48.6468943)",,,,
32883575,Rue d'Asfeld,living_street,20,True,False,64.48100000000001,,"LINESTRING (-2.0242896 48.6470435, -2.0242775 48.6473417, -2.024294 48.6474407, -2.0243161 48.6476221)",,,,
"[42762387, 217624654]",Rue de Toulouse,"['unclassified', 'living_street']","['20', '30']",False,False,22.309,,"LINESTRING (-2.0234609 48.6471673, -2.0235116 48.6471668, -2.0236911 48.6471561, -2.0237623 48.6471463)",,,building_passage,
244421323,Quai Saint-Louis,secondary,30,False,False,80.646,,"LINESTRING (-2.0234609 48.6471673, -2.0234043 48.6464795, -2.0234129 48.6464435)",,,,2
