osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,ref,lanes,junction
"[436760696, 45485581]",Voie Panoramique,tertiary,False,False,23.584,"LINESTRING (-0.206297 48.8961063, -0.2063104 48.8960577, -0.2063491 48.895897)",,,,,
46735803,Voie Panoramique,tertiary,False,True,192.523,"LINESTRING (-0.206297 48.8961063, -0.2062711 48.8961839, -0.2061548 48.8965322, -0.2060797 48.8967569, -0.205988 48.8970255, -0.2059534 48.8971084, -0.2058673 48.8972378, -0.2058049 48.8972995, -0.2057107 48.8973674, -0.2055947 48.8974406, -0.2052429 48.8976174)",,,,,
"[618031080, 436760692, 70109845, 133323909]",Voie Panoramique,living_street,True,False,314.77000000000004,"LINESTRING (-0.2064002 48.8954018, -0.2064429 48.8953318, -0.2064832 48.8952454, -0.2064922 48.8951919, -0.2065039 48.8951041, -0.2064939 48.8950058, -0.2064832 48.8948365, -0.2064959 48.8947171, -0.2065281 48.8946333, -0.206577 48.8945544, -0.2066293 48.8944852, -0.2066709 48.8944398, -0.2066974 48.894382, -0.2066982 48.8943372, -0.2066846 48.8942229, -0.2065489 48.8940726, -0.2065045 48.8940338, -0.2063028 48.8938382, -0.2062911 48.8937573, -0.2063033 48.8937221, -0.2063221 48.8936791, -0.2063696 48.8936111, -0.2064956 48.8934469, -0.2065262 48.8933796, -0.2065388 48.8932698, -0.2065212 48.8931083, -0.2064159 48.8927236)",20,,,,
"[436760698, 424600731, 436760699]",Rue du Val d'Ante,residential,False,False,186.596,"LINESTRING (-0.2064002 48.8954018, -0.206349 48.8954055, -0.2063102 48.8954189, -0.2062837 48.895443, -0.2062635 48.8955079, -0.2062089 48.8957081, -0.2061901 48.8957594, -0.206161 48.8957954, -0.2061264 48.8958196, -0.2060941 48.8958319, -0.2060359 48.8958417, -0.2059777 48.8958365, -0.2056882 48.8957533, -0.2055122 48.8957105, -0.2053419 48.8956739, -0.2051799 48.8956486, -0.2050391 48.8956329, -0.2049663 48.8956274, -0.2047347 48.8956309, -0.2043839 48.8956701)",,,,,
436760695,Voie Panoramique,tertiary,False,True,56.775999999999996,"LINESTRING (-0.2064002 48.8954018, -0.2064278 48.8954207, -0.2064463 48.895448, -0.20645 48.8954954, -0.2064369 48.8955429, -0.2064299 48.8955682, -0.2063491 48.895897)",,,,,
"[436760700, 45485590]",Rue du Moulin Bigot,residential,False,False,181.71,"LINESTRING (-0.2043839 48.8956701, -0.204285 48.8957315, -0.2038937 48.8959076, -0.2038199 48.8959647, -0.2037571 48.8960284, -0.2036169 48.896201, -0.2034648 48.8965397, -0.2033181 48.8966832, -0.2032023 48.8967742, -0.2030426 48.8968878, -0.2029431 48.8969453)",,,,,
"[323978690, 436760698, 323978689, 1104888663]","['Rue des Anciennes Tanneries', ""Rue du Val d'Ante"", 'Place de la Mutualité']",residential,False,False,127.19800000000001,"LINESTRING (-0.2043839 48.8956701, -0.2040093 48.8955795, -0.2037968 48.8955329, -0.2037359 48.8955189, -0.2035859 48.8954782, -0.2035498 48.8954555, -0.203521 48.8954225, -0.2034988 48.8953782, -0.2034686 48.8952874, -0.2033999 48.895031, -0.2033609 48.8949196)",,yes,,,
"[436760698, 436760699, 424600731]",Rue du Val d'Ante,residential,False,True,186.59599999999998,"LINESTRING (-0.2043839 48.8956701, -0.2047347 48.8956309, -0.2049663 48.8956274, -0.2050391 48.8956329, -0.2051799 48.8956486, -0.2053419 48.8956739, -0.2055122 48.8957105, -0.2056882 48.8957533, -0.2059777 48.8958365, -0.2060359 48.8958417, -0.2060941 48.8958319, -0.2061264 48.8958196, -0.206161 48.8957954, -0.2061901 48.8957594, -0.2062089 48.8957081, -0.2062635 48.8955079, -0.2062837 48.895443, -0.2063102 48.8954189, -0.206349 48.8954055, -0.2064002 48.8954018)",,,,,
"[436760690, 34996045, 422965742]",Porte Philippe Jean,residential,False,False,143.597,"LINESTRING (-0.2033609 48.8949196, -0.203231 48.8949182, -0.2030669 48.8949558, -0.2028874 48.8950168, -0.202692 48.8951192, -0.2024603 48.8952282, -0.202402 48.8952377, -0.2023377 48.895244, -0.2021912 48.8952296, -0.201805 48.8951488, -0.2015718 48.8950989)",,,,,
"[323978689, 323978690, 436760698, 1104888663]","[""Rue du Val d'Ante"", 'Place de la Mutualité', 'Rue des Anciennes Tanneries']",residential,False,True,127.19800000000001,"LINESTRING (-0.2033609 48.8949196, -0.2033999 48.895031, -0.2034686 48.8952874, -0.2034988 48.8953782, -0.203521 48.8954225, -0.2035498 48.8954555, -0.2035859 48.8954782, -0.2037359 48.8955189, -0.2037968 48.8955329, -0.2040093 48.8955795, -0.2043839 48.8956701)",,yes,,,
"[133323896, 436760691]",Rue de la Roche,residential,False,True,167.83999999999997,"LINESTRING (-0.2033609 48.8949196, -0.2034659 48.8948877, -0.2041012 48.8945889, -0.2042358 48.8945303, -0.2046255 48.8943606, -0.2047763 48.8942907, -0.2049954 48.8941892, -0.2052345 48.8940517)",,,,,
45481753,Rue du Camp Ferme,residential,False,True,42.967,"LINESTRING (-0.2015718 48.8950989, -0.2014694 48.8954794)",30,,,,
"[436760690, 34996045, 422965742]",Porte Philippe Jean,residential,False,True,143.597,"LINESTRING (-0.2015718 48.8950989, -0.201805 48.8951488, -0.2021912 48.8952296, -0.2023377 48.895244, -0.202402 48.8952377, -0.2024603 48.8952282, -0.202692 48.8951192, -0.2028874 48.8950168, -0.2030669 48.8949558, -0.203231 48.8949182, -0.2033609 48.8949196)",,,,,
"[1038372842, 436778781, 45489898]",Rue du Camp Ferme,residential,False,True,54.806999999999995,"LINESTRING (-0.2015718 48.8950989, -0.2015994 48.8950146, -0.2016555 48.8948661, -0.2016646 48.8948411, -0.2016691 48.8948022, -0.2016417 48.8947574, -0.2015139 48.8946446)",30,,,,
436778780,Rue Trinité,living_street,False,False,54.927,"LINESTRING (-0.2009227 48.8949118, -0.2007617 48.8953943)",20,,,,
"[45487345, 993584828]",Rue Gonfroy Fitz de Rou,residential,False,False,60.711,"LINESTRING (-0.2009227 48.8949118, -0.2007405 48.8948554, -0.200577 48.8948181, -0.2001526 48.8947084)",30,,,,
"[1070991370, 45487348]",Rue Rollon,residential,False,True,55.974999999999994,"LINESTRING (-0.2009227 48.8949118, -0.2009679 48.8948161, -0.2009934 48.8947949, -0.2010566 48.8947628, -0.201133 48.8947381, -0.2013034 48.8946887, -0.2015139 48.8946446)",,,,,
200929140,Rue de l'Abbatiale,secondary,False,True,64.537,"LINESTRING (-0.1969594 48.8940881, -0.196716 48.894646)",30,,D 509,,
1111116141,Avenue du Général de Gaulle,secondary,False,False,118.713,"LINESTRING (-0.1969594 48.8940881, -0.1973855 48.8930579)",50,,D 509,,
45419743,Rue des Ursulines,residential,True,False,141.177,"LINESTRING (-0.1969594 48.8940881, -0.1956552 48.8938074, -0.1955024 48.8937638, -0.1952769 48.8936838, -0.1951564 48.8936423)",30,,,,
200929140,Rue de l'Abbatiale,secondary,False,False,64.537,"LINESTRING (-0.196716 48.894646, -0.1969594 48.8940881)",30,,D 509,,
45419731,Rue de l'Int de Levignen,residential,False,False,111.791,"LINESTRING (-0.196716 48.894646, -0.1970351 48.8946963, -0.1971338 48.8947265, -0.1979118 48.8950424, -0.1980622 48.8951047)",,,,,
200929140,Rue de l'Abbatiale,secondary,False,True,64.913,"LINESTRING (-0.196716 48.894646, -0.1965553 48.8950434, -0.1964903 48.8952106)",30,,D 509,,
45419370,Rue Vauquelin,residential,False,False,95.10000000000001,"LINESTRING (-0.1964903 48.8952106, -0.1967763 48.8953395, -0.1975922 48.8956647)",,,,,
200929140,Rue de l'Abbatiale,secondary,False,False,64.913,"LINESTRING (-0.1964903 48.8952106, -0.1965553 48.8950434, -0.196716 48.894646)",30,,D 509,,
