osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,access,width,tunnel,junction,ref
4193291,Rue de la Barre,primary,30,False,False,28.884999999999998,"LINESTRING (4.836902 45.7572235, 4.8366637 45.7572769, 4.8365475 45.7573029)",,,,,,,
4360390,Quai Jules Courmont,primary,50,True,False,17.318,"LINESTRING (4.836902 45.7572235, 4.8369615 45.7573394, 4.8369757 45.7573705)",1,,,,,,
"[82263769, 4109571, 737105609, 777713711]","['Rue du Colonel Chambonnet', 'Avenue Adolphe Max', 'Pont Bonaparte']",primary,30,True,False,144.37900000000002,"LINESTRING (4.8296142 45.7592213, 4.8294312 45.7592778, 4.8293898 45.7592871, 4.8283933 45.7595733, 4.8281291 45.7596725, 4.8280815 45.7596903, 4.8280567 45.7596996, 4.8280398 45.7597049, 4.8280055 45.7597216, 4.8279954 45.7597263, 4.8279856 45.7597308, 4.8279245 45.7597592)",2,yes,yes,,,,
5005368,Quai Tilsitt,primary,30,True,False,27.688,"LINESTRING (4.8296142 45.7592213, 4.8295584 45.7591834, 4.82953 45.7591638, 4.8293632 45.7590443)",2,,,,,,
4378797,Quai Jules Courmont,primary,50,True,False,16.732,"LINESTRING (4.8379393 45.7601703, 4.8377239 45.760178)",1,,,,,,
207002363,Quai Jules Courmont,primary,50,True,False,28.648,"LINESTRING (4.8379393 45.7601703, 4.8379678 45.7602984, 4.8379958 45.7604249)",2,,,,,,
779141047,Quai Jules Courmont,primary,50,True,False,107.989,"LINESTRING (4.8376296 45.7590967, 4.83766 45.7592002, 4.8376792 45.7592678, 4.8378813 45.7599759, 4.8378837 45.7599845, 4.8379033 45.7600489)",4,,,,,,
137803727,Rue des Archers,residential,30,True,False,46.33500000000001,"LINESTRING (4.8339564 45.7593944, 4.8338869 45.7594034, 4.8338603 45.7594069, 4.8334498 45.7594601, 4.8334302 45.7594627, 4.8333692 45.7594706)",1,,,3,,,
671869918,Rue des Archers,residential,30,False,True,68.758,"LINESTRING (4.8339564 45.7593944, 4.834043 45.7593844, 4.8340667 45.7593817, 4.8347566 45.759302, 4.8348308 45.7592934)",1,,,6.8,,,
676990835,Rue du Président Édouard Herriot,tertiary,30,True,False,92.885,"LINESTRING (4.8339564 45.7593944, 4.8339599 45.759452, 4.8340075 45.7600356, 4.8340103 45.7600697, 4.834013 45.7601034, 4.8340145 45.7601221, 4.8340159 45.7601397, 4.8340179 45.7601832, 4.8340179 45.7601946, 4.8340153 45.7602285)",2,,,,,,
136978672,Rue Simon Maupin,residential,30,False,False,58.955000000000005,"LINESTRING (4.8346598 45.7586241, 4.8340207 45.7587238, 4.8339987 45.7587278, 4.8339164 45.7587287)",1,,,,,,
136978672,Rue Simon Maupin,residential,30,False,True,58.955,"LINESTRING (4.8339164 45.7587287, 4.8339987 45.7587278, 4.8340207 45.7587238, 4.8346598 45.7586241)",1,,,,,,
676990835,Rue du Président Édouard Herriot,tertiary,30,True,False,74.08699999999999,"LINESTRING (4.8339164 45.7587287, 4.8339198 45.7587854, 4.8339208 45.7588018, 4.8339269 45.758903, 4.8339529 45.7593365, 4.8339541 45.7593566, 4.8339564 45.7593944)",2,,,,,,
4378897,Rue Gasparin,residential,30,True,False,68.22700000000002,"LINESTRING (4.8332588 45.7588254, 4.8331878 45.7583901, 4.8331683 45.7582759, 4.8331655 45.7582599, 4.8331612 45.7582477, 4.8331446 45.7582181)",2,,,,,,
4378907,Rue Simon Maupin,living_street,,True,False,52.143,"LINESTRING (4.8332588 45.7588254, 4.8332914 45.7588221, 4.8333468 45.7588134, 4.8338229 45.7587416, 4.8338244 45.7587413, 4.8338986 45.758731, 4.8339164 45.7587287)",1,,,,,,
4378897,Rue Gasparin,residential,30,True,False,72.253,"LINESTRING (4.8333692 45.7594706, 4.8333634 45.7594309, 4.8332588 45.7588254)",2,,,,,,
137803727,Rue des Archers,residential,30,True,False,41.964,"LINESTRING (4.8333692 45.7594706, 4.8333043 45.7594793, 4.8328756 45.7595365, 4.8328379 45.7595415)",1,,,3,,,
137803727,Rue des Archers,residential,30,True,False,54.19399999999999,"LINESTRING (4.8328379 45.7595415, 4.8327931 45.7595481, 4.8327601 45.7595531, 4.8322454 45.7596311, 4.8322252 45.7596342, 4.832218 45.7596365, 4.83216 45.7596549)",1,,,3,,,
"[258128932, 843131567]","['Rue Jean Fabre', 'Rue Émile Zola']",residential,30,True,False,92.36899999999999,"LINESTRING (4.8328379 45.7595415, 4.8328472 45.7595742, 4.8330083 45.760204, 4.8330178 45.7602331, 4.8330193 45.7602379, 4.8330299 45.7602623, 4.8330735 45.7602686, 4.8330889 45.7602705, 4.8331671 45.76028)",1,,,,,,
779850123,Rue du Président Édouard Herriot,tertiary,30,True,False,50.03600000000001,"LINESTRING (4.834011 45.7602767, 4.8340272 45.7605139, 4.834031 45.7605949, 4.834033 45.760638, 4.834034 45.7606584, 4.8340421 45.7607261)",3,,,,,,
4378897,Rue Gasparin,residential,30,True,False,87.99000000000001,"LINESTRING (4.8334953 45.760257, 4.8334879 45.760209, 4.8334824 45.7601696, 4.8334795 45.7601514, 4.8333788 45.75953, 4.833377 45.7595189, 4.8333692 45.7594706)",2,,,,,,
88675302,Place des Jacobins,residential,30,True,False,40.485,"LINESTRING (4.8334953 45.760257, 4.8335483 45.7602527, 4.8338062 45.760236, 4.8338587 45.7602326, 4.8338928 45.7602304, 4.8339739 45.7602289, 4.8340153 45.7602285)",1,,,,,,
"[4161409, 1015811219, 485783805]",Place Bellecour,primary,30,True,False,130.14600000000002,"LINESTRING (4.8324815 45.7583959, 4.832423 45.7584116, 4.832376 45.7584242, 4.8313861 45.7586898, 4.8310551 45.7587786, 4.8310051 45.758792, 4.8309157 45.758816)",2,,,,,,
258128932,Rue Émile Zola,residential,30,True,False,130.39600000000002,"LINESTRING (4.8324815 45.7583959, 4.8325022 45.7584355, 4.8325055 45.7584454, 4.8325126 45.7584698, 4.832517 45.758485, 4.8328281 45.7595107, 4.8328379 45.7595415)",1,,,,,,
"[4161409, 485783806]",Place Bellecour,primary,30,True,False,55.112,"LINESTRING (4.8331446 45.7582181, 4.8330864 45.7582336, 4.8326017 45.7583637, 4.8325922 45.7583663, 4.8325337 45.758382, 4.8324815 45.7583959)",2,,,,,,
"[258128928, 779850125]",Rue du Président Édouard Herriot,tertiary,30,True,False,77.702,"LINESTRING (4.8338067 45.7580404, 4.8338385 45.7580962, 4.8338927 45.7582299, 4.8338965 45.7582385, 4.833902 45.7582532, 4.8339148 45.7587003, 4.833915 45.7587024, 4.8339164 45.7587287)","['1', '2']",,,,,,
382989551,Place Bellecour,primary,30,True,False,55.038,"LINESTRING (4.8338067 45.7580404, 4.8337343 45.7580598, 4.8333444 45.7581644, 4.8332749 45.7581846, 4.8332404 45.7581937, 4.8331446 45.7582181)",2,,,,,,
112299363,Quai Tilsitt,primary,30,True,False,93.406,"LINESTRING (4.8269398 45.7568222, 4.826871 45.7567544, 4.8267749 45.7566629, 4.8266242 45.7565192, 4.8265085 45.7564097, 4.8264497 45.7563494, 4.8264001 45.7562886, 4.8263552 45.7562052, 4.8263145 45.756112)",3,,,,,,
4161407,Rue Antoine de Saint-Exupéry,secondary,30,True,False,75.384,"LINESTRING (4.827998 45.757785, 4.828055 45.7577535, 4.8281193 45.757718, 4.82822 45.7576816, 4.8286875 45.7575146, 4.8287424 45.7574965, 4.828775 45.7574854, 4.8288488 45.7574615)",3,,,,,,
"[112299363, 132635103]",Quai Tilsitt,primary,30,True,False,134.915,"LINESTRING (4.827998 45.757785, 4.8279235 45.757714, 4.8269769 45.7568552, 4.8269398 45.7568222)",3,,,,,,
112299363,Quai Tilsitt,primary,30,True,False,29.151,"LINESTRING (4.8263145 45.756112, 4.8262119 45.7558598)",3,,,,,,
5004896,Rue Clotilde Bizolon,residential,30,True,False,86.82000000000001,"LINESTRING (4.8263145 45.756112, 4.826371 45.7560888, 4.8271933 45.7557741, 4.8272101 45.7557677, 4.827295 45.7557357)",,,,,,,
112299363,Quai Tilsitt,primary,30,True,False,106.475,"LINESTRING (4.8262119 45.7558598, 4.8260249 45.7553897, 4.8258623 45.7549661, 4.8258508 45.754936)",3,,,,,,
112299363,Quai Tilsitt,primary,30,True,False,36.368,"LINESTRING (4.8258508 45.754936, 4.8257354 45.754619)",3,,,,,,
5004902,Rue Paul Borel,residential,30,False,False,36.446999999999996,"LINESTRING (4.8258508 45.754936, 4.8259318 45.7549099, 4.8262779 45.7547995)",,,,,,,
422924107,Rue Vaubecour,residential,30,True,False,54.361999999999995,"LINESTRING (4.8257658 45.7533653, 4.8258855 45.7535364, 4.8260462 45.7537657, 4.8260733 45.7538046)",,,,,,,
4999635,Rue Bourgelat,residential,30,True,False,99.629,"LINESTRING (4.8260733 45.7538046, 4.8261394 45.7537787, 4.8268106 45.7535098, 4.8268362 45.7534996, 4.8271562 45.7533806, 4.8271936 45.7533669)",,,,6.4,,,
422924106,Rue Vaubecour,residential,30,True,False,29.308999999999997,"LINESTRING (4.8260733 45.7538046, 4.826108 45.753853, 4.8262188 45.7540076, 4.8262424 45.7540403)",,,,,,,
