osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,width,junction
314788175,Rue Grande,secondary,30,False,False,17.598,,"LINESTRING (2.6999446 48.4038874, 2.7001558 48.4039608)",,,
16617952,Rue de France,tertiary,30,True,False,71.66699999999999,2,"LINESTRING (2.6999446 48.4038874, 2.6997593 48.4039942, 2.6995792 48.4041097, 2.6994312 48.4042284, 2.6993153 48.4042845, 2.6992285 48.4043168)",,,
459398532,Rue Denecourt,secondary,30,False,True,98.376,,"LINESTRING (2.6999446 48.4038874, 2.6997741 48.4038141, 2.6992864 48.4036034, 2.6991914 48.4035628, 2.6988322 48.4034003)",,,
15919953,Rue Montebello,residential,30,False,False,24.533,,"LINESTRING (2.7005803 48.404383, 2.7006649 48.4043712, 2.7008888 48.4043037)",,,
325893084,Rue Grande,secondary,30,False,False,43.089,,"LINESTRING (2.7005803 48.404383, 2.7008279 48.404643, 2.7008911 48.404711)",,,
325893084,Rue Grande,secondary,30,False,True,56.527,,"LINESTRING (2.7005803 48.404383, 2.7005425 48.4043413, 2.70026 48.4040458, 2.700218 48.4040078, 2.7001558 48.4039608)",,,
16083897,Rue Paul Séramy,tertiary,30,False,False,76.86800000000001,,"LINESTRING (2.7013523 48.4051994, 2.7014436 48.4051572, 2.7014727 48.4051438, 2.701593 48.4050882, 2.7017208 48.4050255, 2.7021392 48.4048359, 2.702207 48.4048046)",,,
304496365,Rue Grande,secondary,30,False,False,214.475,2,"LINESTRING (2.7013523 48.4051994, 2.7014118 48.4052614, 2.7014284 48.4052784, 2.7014518 48.4053022, 2.7018335 48.4056909, 2.7019667 48.4058292, 2.7019816 48.4058444, 2.7020307 48.4058946, 2.7020918 48.4059572, 2.7021623 48.4060293, 2.7022092 48.4060773, 2.7028726 48.4067561, 2.702933 48.4068178)",D 210,,
325893084,Rue Grande,secondary,30,False,True,64.098,,"LINESTRING (2.7013523 48.4051994, 2.7013071 48.4051512, 2.7012925 48.4051357, 2.7011576 48.4049921, 2.7010369 48.4048636, 2.7009585 48.4047801, 2.7008911 48.404711)",,,
304496365,Rue Grande,secondary,30,False,False,61.058,2,"LINESTRING (2.703522 48.4074162, 2.7035705 48.4075179, 2.7036209 48.4076237, 2.703659 48.4077058, 2.7037215 48.4078379, 2.7037845 48.4079365)",D 210,,
304496365,Rue Grande,secondary,30,False,True,79.488,2,"LINESTRING (2.703522 48.4074162, 2.7034071 48.407296, 2.7032158 48.4071066, 2.703143 48.407033, 2.702933 48.4068178)",D 210,,
"[1107704957, 94336207]",Rue Royale,secondary,30,False,False,114.85,,"LINESTRING (2.6948539 48.4029002, 2.6949637 48.402865, 2.6949958 48.4028547, 2.6952191 48.4027831, 2.6952804 48.4027634, 2.6957767 48.4026797, 2.6960577 48.402635, 2.6961755 48.402617, 2.6963296 48.4025879)",D 417,,
16071851,Rue de Ferrare,residential,30,True,False,73.988,,"LINESTRING (2.6982153 48.4046581, 2.6981924 48.404621, 2.6980185 48.4043402, 2.6979538 48.4042357, 2.6978597 48.404097, 2.6978173 48.4040479)",,,
