osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,junction,bridge
5053930,2,Rue Tourville,tertiary,30,False,True,88.231,"LINESTRING (-1.4440488 49.0497146, -1.4441442 49.0497425, -1.4451543 49.0500381)",,,,
"[361451242, 736552847]",1,Rue Saint-Nicolas,tertiary,30,True,False,64.80799999999999,"LINESTRING (-1.4440488 49.0497146, -1.4440612 49.0496728, -1.4441939 49.0493024, -1.4442399 49.0491455)",,,,
361451274,2,Rue Tourville,tertiary,30,False,False,45.172000000000004,"LINESTRING (-1.4440488 49.0497146, -1.4439675 49.0496977, -1.4434419 49.0496339)",,,,
182329880,2,Rue Maréchal Joffre,tertiary,30,False,True,47.957,"LINESTRING (-1.4433506 49.0513101, -1.4433473 49.0514421, -1.4433765 49.0516902, -1.443392 49.0517396)",,,,
"[1105995369, 147599941]",1,"['Rue Saint-Nicolas', 'Rue Maréchal Joffre']",tertiary,30,True,False,106.883,"LINESTRING (-1.4433506 49.0513101, -1.4433893 49.0512512, -1.4434016 49.0512325, -1.4434251 49.0511966, -1.4437579 49.0504272, -1.4437737 49.0503907)",,,,
"[124103745, 1157699385]","['2', '3']",Rue Gambetta,tertiary,30,False,True,51.911,"LINESTRING (-1.4433506 49.0513101, -1.4432276 49.0513286, -1.4431651 49.0513418, -1.4430868 49.051369, -1.4429627 49.0514192, -1.4428605 49.0514657, -1.442711 49.0515059)",,,,
5053930,2,Rue Tourville,tertiary,30,False,False,11.503,"LINESTRING (-1.446207 49.0503747, -1.446126 49.0503243, -1.4460918 49.050304)",,,,
5086447,2,Boulevard Alsace-Lorraine,secondary,50,False,False,32.947,"LINESTRING (-1.446207 49.0503747, -1.4461106 49.0504386, -1.4460038 49.0505093, -1.445889 49.0505853)",D 971,,,
5086447,2,Boulevard Alsace-Lorraine,secondary,50,False,True,111.69800000000001,"LINESTRING (-1.446207 49.0503747, -1.4462619 49.0503383, -1.4463683 49.0502679, -1.4463988 49.0502477, -1.4466321 49.0500932, -1.4467275 49.05003, -1.4472851 49.0496607)",D 971,,,
1009701340,,Rue des Piliers,residential,,False,True,51.772000000000006,"LINESTRING (-1.4482511 49.0498317, -1.4483852 49.0498072, -1.4489218 49.0499355)",,,,
1208246516,2,Rue de Saint-Malô,primary,50,False,False,82.935,"LINESTRING (-1.4482511 49.0498317, -1.4481598 49.0497035, -1.4481283 49.0496249, -1.4481176 49.0495116, -1.4481398 49.049448, -1.4481808 49.0493794, -1.4483315 49.0491274)",,,,
1208246516,2,Rue de Saint-Malô,primary,50,False,True,208.498,"LINESTRING (-1.4482511 49.0498317, -1.4483302 49.0498953, -1.4484652 49.0499851, -1.4486879 49.050109, -1.4492552 49.050379, -1.4497949 49.0506359, -1.4502897 49.0508713, -1.4505178 49.0509681)",,,,
808936430,1,Rue de Saint-Malô,primary,50,True,False,24.191,"LINESTRING (-1.4483315 49.0491274, -1.4483818 49.0490133, -1.4483884 49.0489146)",,,,
1208246516,2,Rue de Saint-Malô,primary,50,False,True,82.935,"LINESTRING (-1.4483315 49.0491274, -1.4481808 49.0493794, -1.4481398 49.049448, -1.4481176 49.0495116, -1.4481283 49.0496249, -1.4481598 49.0497035, -1.4482511 49.0498317)",,,,
1157699388,,Rue du Lycée,tertiary,30,True,False,61.233999999999995,"LINESTRING (-1.4441618 49.0462163, -1.4439815 49.0462986, -1.4434699 49.0465287)",,,,
45102286,1,Rue du Maréchal Foch,tertiary,30,True,False,10.83,"LINESTRING (-1.4434699 49.0465287, -1.4433924 49.0466118)",,,,
622450850,2,Rue de la Mission,tertiary,30,False,False,15.025,"LINESTRING (-1.4434699 49.0465287, -1.4434167 49.0465016, -1.4433047 49.0464479)",,,,
93399431,,Rue Duhamel,residential,30,False,False,40.211,"LINESTRING (-1.4427212 49.0471219, -1.4425105 49.0471661, -1.4421828 49.0471379)",,,,
154336319,,Rue de la Halle au Blé,residential,30,False,True,110.322,"LINESTRING (-1.4427212 49.0471219, -1.4426395 49.0471081, -1.4425993 49.0470835, -1.4425725 49.0470395, -1.4425218 49.0469643, -1.4424809 49.0469037, -1.4424251 49.0468032, -1.442423 49.0467698, -1.4424268 49.0467268, -1.4424658 49.0466334, -1.4426332 49.046326, -1.4426871 49.0462343)",,,,
208141601,1,Place du Général de Gaulle,tertiary,30,True,False,60.483,"LINESTRING (-1.4427212 49.0471219, -1.4426128 49.0474842, -1.4426639 49.0476557)",,,,
126052671,2,,tertiary,30,False,True,43.133,"LINESTRING (-1.4462359 49.0478685, -1.4459124 49.0478111, -1.4457471 49.0477818, -1.4456646 49.0477672)",,,,
254368235,2,Rue Daniel,tertiary,30,False,False,51.21,"LINESTRING (-1.4462359 49.0478685, -1.4463808 49.0476315, -1.4464498 49.0475282, -1.4465167 49.0474891, -1.4465647 49.047477)",,,,
749381584,2,Boulevard Alsace-Lorraine,secondary,50,False,False,36.219,"LINESTRING (-1.4475816 49.0493993, -1.4474919 49.0494784, -1.4472851 49.0496607)",D 971,,,
749381584,2,Boulevard Alsace-Lorraine,secondary,50,False,True,65.42,"LINESTRING (-1.4475816 49.0493993, -1.4478411 49.0491706, -1.4480294 49.0490142, -1.4481166 49.0489272)",D 971,,,
1027137030,,Boulevard Encoignard,tertiary,30,True,False,30.922,"LINESTRING (-1.4444148 49.0435, -1.4442542 49.0435506, -1.4441559 49.043575, -1.4440189 49.0435967)",,,,
736552847,1,Rue Saint-Nicolas,tertiary,30,True,False,25.203,"LINESTRING (-1.4442399 49.0491455, -1.444305 49.0489229)",,,,
31968269,2,Rue d'Harcourt,tertiary,30,False,False,26.563,"LINESTRING (-1.444305 49.0489229, -1.4439533 49.0488602)",,,,
622450835,1,Rue Tancrède,tertiary,30,True,False,6.292,"LINESTRING (-1.444305 49.0489229, -1.4443265 49.0488681)",,,,
45101936,,Rue de la Croûte,tertiary,30,False,False,15.432,"LINESTRING (-1.4415273 49.0460731, -1.4414139 49.0461903)",,,,
1027490317,,Rue de la Croûte,tertiary,30,True,False,9.437,"LINESTRING (-1.4415273 49.0460731, -1.4416181 49.0460126)",,,,
1109976209,2,Rue de la Croûte,tertiary,30,False,False,301.95,"LINESTRING (-1.4410449 49.0472359, -1.4410816 49.0473565, -1.4412896 49.0481205, -1.4413277 49.0482752, -1.4414028 49.048548, -1.4414251 49.0486393, -1.4414392 49.0487131, -1.4414275 49.0488545, -1.4413661 49.0492024, -1.4413046 49.0496135, -1.4412675 49.049762, -1.4412203 49.0498469, -1.4411768 49.0499108)",,,,
1109976209,2,Rue de la Croûte,tertiary,30,False,True,121.976,"LINESTRING (-1.4410449 49.0472359, -1.4410283 49.0471183, -1.4410299 49.0470197, -1.4410962 49.0467487, -1.4411626 49.0464772, -1.4414139 49.0461903)",,,,
"[147599957, 1113575382]",,Place de la Croûte,residential,30,False,"[False, True]",129.182,"LINESTRING (-1.4410449 49.0472359, -1.4409437 49.0472581, -1.440684 49.0473229, -1.4405995 49.0473647, -1.4405872 49.0474116, -1.4406016 49.0474767, -1.4407059 49.0476826, -1.4407246 49.0477256, -1.4408665 49.0480127, -1.4408885 49.0480586, -1.4409123 49.0481729)",,,,
"[182329880, 5053938, 182329879]",2,Rue Maréchal Joffre,tertiary,30,False,False,45.58699999999999,"LINESTRING (-1.4435477 49.0521359, -1.4435023 49.0520456, -1.4434906 49.0520201, -1.4434395 49.0519085, -1.443416 49.0518237, -1.443392 49.0517396)",,building_passage,,
1162579104,3,Boulevard Alsace-Lorraine,secondary,50,False,True,69.618,"LINESTRING (-1.4435477 49.0521359, -1.443635 49.0520781, -1.4437164 49.0520242, -1.4437384 49.0520096, -1.4439659 49.0518589, -1.4440807 49.0517829, -1.4442197 49.0516909)",D 971,,,
154336319,,Rue de la Halle au Blé,residential,30,False,False,110.32199999999999,"LINESTRING (-1.4426871 49.0462343, -1.4426332 49.046326, -1.4424658 49.0466334, -1.4424268 49.0467268, -1.442423 49.0467698, -1.4424251 49.0468032, -1.4424809 49.0469037, -1.4425218 49.0469643, -1.4425725 49.0470395, -1.4425993 49.0470835, -1.4426395 49.0471081, -1.4427212 49.0471219)",,,,
622450850,2,Rue de la Mission,tertiary,30,False,True,50.894999999999996,"LINESTRING (-1.4426871 49.0462343, -1.4430222 49.0463502, -1.4433047 49.0464479)",,,,
1027484785,2,Rue de la Mission,tertiary,30,False,False,48.022000000000006,"LINESTRING (-1.4426871 49.0462343, -1.442547 49.0461944, -1.4420709 49.0460818)",,,,
45101942,,Place du Parvis Notre-Dame,residential,30,False,True,79.527,"LINESTRING (-1.4456646 49.0477672, -1.445599 49.0479246, -1.4455738 49.0479851, -1.4448543 49.0478545)",,,,
