osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,bridge,width,access,tunnel
"[25415304, 461970340, 25384175]","['Pont Delamarre', 'Boulevard Delamarre', 'Avenue Jean de Lattre de Tassigny']",tertiary,50,,False,False,182.32600000000002,"LINESTRING (-0.4978564 43.8910581, -0.4978391 43.891077, -0.4978279 43.8910892, -0.4978099 43.8911052, -0.4975451 43.891341, -0.4975181 43.891365, -0.4974838 43.8913956, -0.497456 43.8914227, -0.4974462 43.8914323, -0.4974204 43.8914626, -0.4974072 43.8914852, -0.4974001 43.8914973, -0.4973696 43.8915634, -0.4973622 43.8915832, -0.4972859 43.8920937, -0.4972098 43.8925764)",2,C,yes,,,
461970340,Boulevard Delamarre,tertiary,50,,False,True,18.475,"LINESTRING (-0.4978564 43.8910581, -0.4978726 43.8910312, -0.4978831 43.8910049, -0.4978886 43.8909782, -0.4978899 43.8909529, -0.4978837 43.8909353, -0.4978704 43.8908975)",,C,,,,
49680354,Rond-Point du Midou,tertiary,30,roundabout,True,False,35.279,"LINESTRING (-0.4990653 43.8913289, -0.4990799 43.891357, -0.4991042 43.8913814, -0.4991365 43.8914004, -0.4991746 43.8914126, -0.4992197 43.8914173, -0.4992648 43.8914126, -0.4993062 43.8913988, -0.4993404 43.891377, -0.4993645 43.8913492, -0.4993767 43.8913175)",,,,,,
1111577375,Rue Victor Hugo,secondary,50,,False,False,16.934,"LINESTRING (-0.501693 43.8929896, -0.5014833 43.8930085)",,D 932,,,,
25344081,Rue du 8 Mai 1945,secondary,50,,False,False,64.61200000000001,"LINESTRING (-0.501693 43.8929896, -0.5017433 43.8931494, -0.5017482 43.8931667, -0.5017515 43.8931784, -0.5018399 43.893493, -0.5018444 43.8935086, -0.5018484 43.8935223, -0.5018589 43.8935582)",2,D 634,,,,
"[304766035, 25498054]",Impasse Molière,living_street,20,,False,False,30.592999999999996,"LINESTRING (-0.501859 43.8923259, -0.5018872 43.8923607, -0.5020515 43.8925635)",,,,,,
"[126353377, 812943845]",Rue Robert Wlérick,living_street,20,,True,False,46.867,"LINESTRING (-0.501859 43.8923259, -0.5016603 43.8924279, -0.5014261 43.8925415, -0.5013775 43.8925651)",,,,,,
1111542736,Place Jean Jaurès,secondary,50,circular,True,False,3.449,"LINESTRING (-0.4999205 43.8869398, -0.4998776 43.8869423)",2,,,,,
45352490,Place Joseph Pancaut,tertiary,30,,True,False,21.691,"LINESTRING (-0.5031712 43.8900377, -0.5033064 43.8898687)",,,,,,
45352678,Rue du Pont du Commerce,tertiary,30,,False,False,41.803,"LINESTRING (-0.5031712 43.8900377, -0.5032 43.8900907, -0.5032808 43.8902392, -0.5033616 43.8903877)",,C,,,,
25400318,Rue de la Croix Blanche,tertiary,50,,True,False,150.471,"LINESTRING (-0.4969757 43.888976, -0.4969266 43.8889531, -0.4968362 43.88891, -0.4967027 43.8888382, -0.4965509 43.8887566, -0.4964681 43.8887135, -0.4963272 43.88864, -0.4962544 43.8886021, -0.4960762 43.8885126, -0.496033 43.8884909, -0.495827 43.8884401, -0.4953418 43.8883491)",,C,,,,
49699893,Rue Pierre Lisse,tertiary,30,,True,False,216.80999999999997,"LINESTRING (-0.4969757 43.888976, -0.497145 43.8884273, -0.4971454 43.8879121, -0.4971458 43.8874232, -0.4971416 43.8872005, -0.4970848 43.8870449)",,C,,,,
25389625,Rue Lacataye,residential,20,,False,False,6.701,"LINESTRING (-0.4997013 43.8923056, -0.499749 43.8923551)",,,,,,
25408721,Rue Henri Duparc,residential,50,,True,False,58.259,"LINESTRING (-0.5055456 43.8929735, -0.5055413 43.8929963, -0.5055315 43.8931047, -0.505481 43.8934953)",,,,,,
45018923,Place Porte Campet,residential,30,,False,False,23.424999999999997,"LINESTRING (-0.5055456 43.8929735, -0.5053135 43.8929665, -0.5052535 43.8929677)",,,,,,
"[48505451, 48164499, 48164500]","['Pont du Lycée', 'Avenue Victor Duruy', 'Rue du 8 Mai 1945']",secondary,50,,False,True,152.246,"LINESTRING (-0.5022495 43.8948978, -0.5021983 43.8947279, -0.5021855 43.894656, -0.5020583 43.8942269, -0.5019921 43.8939848, -0.5018861 43.8936372, -0.501882 43.8936237, -0.5018589 43.8935582)",2,D 634,yes,,,
340425208,Place Francis Planté,secondary,50,,False,False,34.501000000000005,"LINESTRING (-0.5022495 43.8948978, -0.5023082 43.8949777, -0.5023585 43.895015, -0.5024155 43.8950434, -0.5024645 43.89506, -0.5025723 43.8950738)",,D 634,,,,
1245911808,Avenue Victor Duruy,unclassified,50,,False,False,43.146,"LINESTRING (-0.5022495 43.8948978, -0.5023005 43.8950537, -0.5023729 43.8952755)",,C,,6.8,,
25389623,Rue Laubaner,living_street,20,,True,False,50.053000000000004,"LINESTRING (-0.5013775 43.8925651, -0.5013888 43.8925917, -0.5014685 43.8929434, -0.501473 43.8929634, -0.5014833 43.8930085)",,,,,,
45103734,Rue Gaston Phoebus,living_street,20,,False,False,7.436,"LINESTRING (-0.499858 43.8926232, -0.4997653 43.8926263)",,,,,,
"[164832369, 25390228, 44156086]","['Rue du Quatre Septembre', 'Rue Cazaillas', 'Rue du 4 Septembre']",residential,30,,True,False,146.12800000000001,"LINESTRING (-0.5001707 43.8893477, -0.5002065 43.8893497, -0.5002336 43.8894023, -0.5002534 43.8895483, -0.5002559 43.8896075, -0.5003403 43.8903883, -0.500319 43.8906309)",,,,,,
"[25415964, 164832365]","['Place Saint-Roch', 'Rue André Bergeron']",living_street,20,,True,False,89.59199999999998,"LINESTRING (-0.5001707 43.8893477, -0.500195 43.889302, -0.5001257 43.8890545, -0.5001585 43.8890434, -0.5001842 43.8890394, -0.5007752 43.8890372, -0.5008214 43.889037)",,,,,,
164832373,Allées Brouchet,residential,30,,False,True,57.174,"LINESTRING (-0.4993021 43.8894849, -0.4985985 43.8895701)",2,,,,,
"[1182639264, 799371923, 164832373]",Allées Brouchet,"['residential', 'living_street']","['20', '30']",,False,False,14.690000000000001,"LINESTRING (-0.4993021 43.8894849, -0.4993269 43.8894781, -0.4993442 43.889471, -0.4993827 43.8894532, -0.4994652 43.8894253)",2,,,,,
"[25414384, 104480695]",Rue du Mirail,"['residential', 'unclassified']",30,,True,False,45.71000000000001,"LINESTRING (-0.4998647 43.8909573, -0.49983 43.8912369, -0.4997958 43.8912992, -0.4997686 43.8913354, -0.4997539 43.8913549)",,,,,,
1169591867,Avenue Aristide Briand,tertiary,30,,True,False,30.515,"LINESTRING (-0.4997539 43.8913549, -0.4995592 43.8913376, -0.4995285 43.8913349, -0.4994455 43.8913254, -0.4993767 43.8913175)",,C,,,,
25400753,Allée des Caroubiers,residential,50,,False,False,67.191,"LINESTRING (-0.4949811 43.8882978, -0.4949781 43.8883169, -0.4948852 43.8888981)",,,,,permissive,
25400753,Allée des Caroubiers,residential,50,,False,True,67.191,"LINESTRING (-0.4948852 43.8888981, -0.4949781 43.8883169, -0.4949811 43.8882978)",,,,,permissive,
255229267,Rue de la Croix Blanche,tertiary,50,,True,False,29.463,"LINESTRING (-0.4953418 43.8883491, -0.4949811 43.8882978)",,C,,,,
25400754,Rue Jean de la Hourtique,residential,50,,False,False,119.32799999999999,"LINESTRING (-0.4953418 43.8883491, -0.4955408 43.887383, -0.4955605 43.8872876)",2,,,,,
25400754,Rue Jean de la Hourtique,residential,50,,False,False,104.36099999999999,"LINESTRING (-0.4955605 43.8872876, -0.4956267 43.8872399, -0.4958039 43.8872125, -0.4959049 43.8871755, -0.4959529 43.8871194, -0.4959479 43.8870585, -0.4957128 43.8867674, -0.4956582 43.8867424, -0.4955936 43.8867376, -0.4954545 43.8867543)",2,,,,,
"[47124316, 47124318, 47124319]",Rue Jean de la Hourtique,residential,50,,False,True,60.109,"LINESTRING (-0.4955605 43.8872876, -0.4955206 43.8872024, -0.4954967 43.8870205, -0.4954545 43.8867543)",,,,,,yes
25400754,Rue Jean de la Hourtique,residential,50,,False,True,119.32799999999999,"LINESTRING (-0.4955605 43.8872876, -0.4955408 43.887383, -0.4953418 43.8883491)",2,,,,,
25400754,Rue Jean de la Hourtique,residential,50,,False,True,19.973,"LINESTRING (-0.4952062 43.8867698, -0.4954545 43.8867543)",2,,,,,
171005279,Rue Maubec,residential,30,,False,False,33.72,"LINESTRING (-0.5032122 43.8932795, -0.5033044 43.8932594, -0.5035583 43.8931138)",,,,,,
50753838,,unclassified,,,False,False,28.125999999999998,"LINESTRING (-0.5025723 43.8950738, -0.5025429 43.8950985, -0.502477 43.8951446, -0.5024417 43.8951755, -0.5023948 43.8952222, -0.5023769 43.8952474, -0.5023729 43.8952755)",,,,,,
"[340425208, 871908933]","['Boulevard Jean Lacoste', 'Place Francis Planté']",secondary,50,,False,False,104.928,"LINESTRING (-0.5025723 43.8950738, -0.5027716 43.8950714, -0.5028482 43.8950708, -0.503779 43.8950635, -0.5038817 43.8950627)",,D 634,,,,
340425208,Place Francis Planté,secondary,50,,False,True,34.501000000000005,"LINESTRING (-0.5025723 43.8950738, -0.5024645 43.89506, -0.5024155 43.8950434, -0.5023585 43.895015, -0.5023082 43.8949777, -0.5022495 43.8948978)",,D 634,,,,
25408717,Rue Jean Robert,residential,50,,True,False,71.82300000000001,"LINESTRING (-0.5042032 43.8947952, -0.5044407 43.8945987, -0.5045042 43.8945307, -0.504521 43.8945122, -0.5045715 43.8944566, -0.504657 43.8942508)",1,,,,,
25409319,Place Nonères,residential,50,,True,False,21.526,"LINESTRING (-0.504657 43.8942508, -0.5049096 43.8943167)",,,,,,
"[25408718, 255647735]",Petite Rue des Landes,residential,"['50', '30']",,True,False,100.796,"LINESTRING (-0.504657 43.8942508, -0.5046581 43.8942069, -0.50502 43.8933847)",,,,,,
25408720,Rue de la Banque,residential,50,,True,False,38.945,"LINESTRING (-0.50502 43.8933847, -0.5052186 43.8934366, -0.5054449 43.8934881, -0.505481 43.8934953)",,,,,,
255647735,Petite Rue des Landes,residential,30,,True,False,50.138999999999996,"LINESTRING (-0.50502 43.8933847, -0.505095 43.8932239, -0.5052401 43.8930073, -0.5052535 43.8929677)",,,,,,
45018923,Place Porte Campet,residential,30,,False,True,23.424999999999997,"LINESTRING (-0.5052535 43.8929677, -0.5053135 43.8929665, -0.5055456 43.8929735)",,,,,,
"[255652081, 45018924]","['Place Raymond Poincaré', 'Rue de la Tannerie']",living_street,,,True,False,156.95199999999997,"LINESTRING (-0.5052535 43.8929677, -0.5052673 43.8929272, -0.5054446 43.8925957, -0.5055678 43.8923653, -0.5056247 43.8922695, -0.5056567 43.8922157, -0.5057053 43.8920607, -0.5057077 43.8919634, -0.5056355 43.8919428, -0.5055683 43.8919126, -0.5055046 43.8918755, -0.5054691 43.8918353, -0.5054484 43.8917982, -0.5054423 43.8917646, -0.5054408 43.8917564, -0.505456 43.8917109)",1,,,,,
"[45018928, 25408251, 255379310, 25383343]","['Rue Armand Dulamon', ""Pont de Saint-Jean-d'Août"", 'Place Porte Campet']",residential,30,,True,False,300.22499999999997,"LINESTRING (-0.5052535 43.8929677, -0.5049083 43.8928434, -0.5045605 43.8927134, -0.5044273 43.8926693, -0.5043459 43.8926423, -0.5042646 43.892622, -0.5041764 43.8926, -0.5040529 43.8925998, -0.5040155 43.8925997, -0.5035766 43.892675, -0.5033252 43.8927181, -0.5030456 43.8927818, -0.5029459 43.8928049, -0.5028053 43.8928389, -0.5027296 43.8928449, -0.5026171 43.8928478, -0.5024392 43.8928897, -0.5023263 43.8929181, -0.5017799 43.892982, -0.5017452 43.8929837, -0.501693 43.8929896)",,,yes,,,
25408721,Rue Henri Duparc,residential,50,,True,False,52.718,"LINESTRING (-0.505481 43.8934953, -0.5054222 43.8939293, -0.5054176 43.8939672)",,,,,,
25408721,Rue Henri Duparc,residential,50,,True,False,109.763,"LINESTRING (-0.5054058 43.8940651, -0.5052938 43.8949411, -0.5052907 43.8949552, -0.5052869 43.8949767, -0.5052836 43.8949947, -0.5052744 43.8950476)",,,,,,
25408724,Rue Adjudant-Chef Clapot,residential,50,,True,False,54.782000000000004,"LINESTRING (-0.5054058 43.8940651, -0.5053646 43.8940611, -0.5052282 43.8940506, -0.505182 43.8940547, -0.5051403 43.8940726, -0.5049096 43.8943167)",,,,,,
25408724,Rue Adjudant-Chef Clapot,residential,50,,True,False,87.971,"LINESTRING (-0.5049096 43.8943167, -0.5047273 43.8945693, -0.5047052 43.8945998, -0.5046829 43.8946686, -0.5045821 43.8949801, -0.5045765 43.8950007, -0.504555 43.8950592)",,,,,,
1111577376,Boulevard Jean Lacoste,secondary,50,,False,True,53.952,"LINESTRING (-0.504555 43.8950592, -0.5038817 43.8950627)",,D 634,,,,
25408725,Rue Dulaurier,residential,30,,True,False,62.788,"LINESTRING (-0.504555 43.8950592, -0.5045292 43.8951377, -0.5043982 43.8956124)",1,,,,,
49416728,Boulevard Jean Lacoste,secondary,50,,False,False,57.66,"LINESTRING (-0.504555 43.8950592, -0.5046085 43.8950589, -0.5051448 43.8950498, -0.5051844 43.8950491, -0.5052007 43.8950487, -0.5052744 43.8950476)",,D 634,,,,
25408727,Rue de la Fraternité,residential,30,,True,False,25.892,"LINESTRING (-0.5040823 43.8955634, -0.5043982 43.8956124)",1,,,,,
45020777,Rue de la Fraternité,residential,30,,False,False,53.285999999999994,"LINESTRING (-0.5040823 43.8955634, -0.5034778 43.8954648, -0.5034337 43.8954576)",,,,,,
343851897,Boulevard Ferdinand de Candau,tertiary,50,,False,False,26.402,"LINESTRING (-0.5071908 43.8922854, -0.5069756 43.8922154, -0.5069512 43.8922075, -0.5068905 43.8921877)",,,,,,
"[1111577378, 25412428, 813166365]",Boulevard Ferdinand de Candau,tertiary,50,,False,False,126.592,"LINESTRING (-0.5068905 43.8921877, -0.5068273 43.8921667, -0.5067865 43.8921531, -0.5061358 43.8919368, -0.5060037 43.8918953, -0.5057069 43.8917954, -0.505456 43.8917109)",,C,,,,
25412430,Rue Fontainebleau,unclassified,,,True,False,83.762,"LINESTRING (-0.5068905 43.8921877, -0.5068507 43.8922566, -0.5067784 43.8923817, -0.5066869 43.8925823, -0.5066331 43.8927003, -0.5065708 43.8928611, -0.5065565 43.8929006)",,,,,,
343851897,Boulevard Ferdinand de Candau,tertiary,50,,False,True,26.402,"LINESTRING (-0.5068905 43.8921877, -0.5069512 43.8922075, -0.5069756 43.8922154, -0.5071908 43.8922854)",,,,,,
256453054,Rue Saint-Jean d'Août,residential,30,,True,False,66.11699999999999,"LINESTRING (-0.5065565 43.8929006, -0.5063267 43.8928892, -0.5057388 43.8929541)",,,,,,
452270215,Rue Sarraute,residential,30,,True,False,53.544999999999995,"LINESTRING (-0.5061705 43.8912559, -0.5060178 43.891574, -0.5060054 43.8915987, -0.5059494 43.8917103)",,,,,,
1111577379,Place Joseph Pancaut,tertiary,30,,True,False,11.797,"LINESTRING (-0.5033064 43.8898687, -0.5033447 43.8898653, -0.5033837 43.8898593, -0.5034478 43.8898414)",,,,,,
"[255363626, 25415315]",Rue du Maréchal Bosquet,tertiary,30,,True,False,77.151,"LINESTRING (-0.5034478 43.8898414, -0.5036978 43.8898158, -0.5037122 43.8898115, -0.5037216 43.8898068, -0.5038793 43.8897303, -0.5041137 43.8895735, -0.5041899 43.8895097, -0.5042294 43.8894806)",1,,,,,
170751442,Place Joseph Pancaut,tertiary,30,,True,False,99.15100000000001,"LINESTRING (-0.5034478 43.8898414, -0.5034758 43.8898104, -0.5034805 43.8897713, -0.5034813 43.8897425, -0.503332 43.8896365, -0.5030268 43.8894197, -0.5027039 43.8891903)",,,,,,
25413715,Rue Montluc,unclassified,30,,True,False,145.78699999999998,"LINESTRING (-0.5024834 43.8890336, -0.5023898 43.8890205, -0.5022264 43.8890098, -0.502027 43.8890011, -0.5017685 43.8890541, -0.5016161 43.8890767, -0.5015666 43.8890766, -0.5015201 43.8890712, -0.5014811 43.8890525, -0.501456 43.8890344, -0.5014057 43.8889725, -0.5013186 43.8888532, -0.5011632 43.8885334)",,,,,,
170751441,Place Joseph Pancaut,tertiary,30,,True,False,21.590000000000003,"LINESTRING (-0.5024834 43.8890336, -0.5024509 43.8891313, -0.5024505 43.8891804, -0.5024621 43.8892242)",,,,,,
25413713,Rue des Cordeliers,tertiary,30,,True,False,121.57000000000002,"LINESTRING (-0.5024621 43.8892242, -0.5023847 43.8892627, -0.5019527 43.8894515, -0.5011791 43.8897614, -0.501149 43.8897706)",,,,,,
255188336,Place Joseph Pancaut,tertiary,30,,True,False,78.067,"LINESTRING (-0.5024621 43.8892242, -0.502503 43.8892756, -0.5025565 43.8893162, -0.5031076 43.8897482)",,,,,,
