osmid,oneway,lanes,ref,highway,reversed,length,name,maxspeed,geometry,junction,tunnel
26281143,True,1,,secondary_link,False,67.962,,50,"LINESTRING (4.086801 43.5637013, 4.0864338 43.563679, 4.0861794 43.5636876, 4.0860761 43.563675, 4.0859854 43.5636231)",,
359822917,True,2,D 62E1,secondary,False,70.102,Avenue Maréchal Leclerc,50,"LINESTRING (4.086801 43.5637013, 4.08611 43.5637512, 4.086043 43.5637555, 4.0859354 43.5637647)",,
359822925,True,1,,residential,False,75.45199999999998,Allée des Palombes,50,"LINESTRING (4.086801 43.5637013, 4.0864367 43.5637652, 4.0861248 43.5638071, 4.08607 43.5638205, 4.0860027 43.5638541, 4.0859786 43.5638816, 4.0859464 43.5639182)",,
430230372,True,1,,secondary_link,False,9.701,,50,"LINESTRING (4.0859854 43.5636231, 4.0858957 43.5635649)",,
430230373,True,1,,secondary_link,False,16.252,,50,"LINESTRING (4.0859854 43.5636231, 4.0859354 43.5637647)",,
430230374,True,1,,secondary_link,False,12.81,,50,"LINESTRING (4.0858415 43.5636732, 4.0858957 43.5635649)",,
430230375,True,1,,secondary_link,False,12.679,,50,"LINESTRING (4.0858415 43.5636732, 4.0859354 43.5637647)",,
26281141,True,,,residential,False,17.091,Allée des Palombes,,"LINESTRING (4.0859354 43.5637647, 4.0859464 43.5639182)",,
359822919,True,1,D 62E1,secondary,False,7.128,Avenue Maréchal Leclerc,,"LINESTRING (4.0859354 43.5637647, 4.0858477 43.5637731)",,
26281145,False,,,residential,False,17.666,Allée des Palombes,,"LINESTRING (4.0859239 43.5640452, 4.0859304 43.564204)",,
26281151,True,,,residential,False,13.707999999999998,Allée des Palombes,,"LINESTRING (4.0859239 43.5640452, 4.085872 43.5639824, 4.0858624 43.5639328)",,
26281142,True,1,,residential,False,36.608999999999995,Allée des Palombes,,"LINESTRING (4.0858624 43.5639328, 4.085735 43.5638557, 4.0856523 43.5638261, 4.0855347 43.5638172, 4.08546 43.5638012)",,
26281151,True,,,residential,False,17.807000000000002,Allée des Palombes,,"LINESTRING (4.0858624 43.5639328, 4.0858531 43.5638016, 4.0858477 43.5637731)",,
"[359823611, 359822924, 429945149]",True,"['2', '3']",D 62E1,secondary,False,310.78799999999995,Avenue Maréchal Leclerc,50,"LINESTRING (4.08546 43.5638012, 4.0840818 43.5639024, 4.0836209 43.5639368, 4.0829319 43.5640168, 4.0824717 43.5640978, 4.0822278 43.5641592, 4.0816904 43.5643155)",,
26281141,True,,,residential,False,14.421,Allée des Palombes,,"LINESTRING (4.0859464 43.5639182, 4.0859501 43.5639782, 4.0859239 43.5640452)",,
26281144,True,1,,secondary_link,False,60.782000000000004,,50,"LINESTRING (4.0850982 43.5636228, 4.0854134 43.5636429, 4.08577 43.5636451, 4.0858415 43.5636732)",,
26281149,True,1,,residential,False,75.02100000000002,Avenue de Melgueil,50,"LINESTRING (4.0850982 43.5636228, 4.085439 43.5635526, 4.085643 43.5635358, 4.0857317 43.5635144, 4.0857878 43.5634924, 4.0859074 43.5634309, 4.0859697 43.563412)",,
429945150,True,2,D 62E1,secondary,False,64.579,Avenue Maréchal Leclerc,50,"LINESTRING (4.0850982 43.5636228, 4.0857871 43.5635725, 4.0858957 43.5635649)",,
"[429945154, 429945156]",True,3,,residential,False,82.77100000000002,Avenue de Melgueil,50,"LINESTRING (4.0859697 43.563412, 4.0861515 43.5631839, 4.0862248 43.5630962, 4.0862495 43.5630673, 4.0864112 43.5628664, 4.0864893 43.5627699)",,
"[36937088, 231620416]",False,2,,"['unclassified', 'residential']",True,407.1629999999999,"['Esplanade Maurice Justin', 'Place du Forum']",30,"LINESTRING (4.0836903 43.5561597, 4.0837037 43.5561417, 4.0837514 43.5560757, 4.0838799 43.5559058, 4.0839639 43.5557946, 4.0839744 43.5557808, 4.0840385 43.5556929, 4.0840629 43.5556835, 4.0840821 43.5556761, 4.0841298 43.5556741, 4.0842108 43.5556883, 4.0846362 43.5558646, 4.084707 43.5558939, 4.0847711 43.5559205, 4.0849351 43.5559884, 4.0852243 43.5561082, 4.0853379 43.5561553, 4.0853587 43.5561639, 4.0854025 43.556182, 4.086061 43.5564548, 4.0862775 43.5565489, 4.08632 43.5565807, 4.0863701 43.5566317, 4.0863755 43.5566702, 4.0863595 43.5567134, 4.0863304 43.556756, 4.0862324 43.5568873, 4.0861961 43.556936, 4.0861608 43.556993, 4.0861699 43.5570475, 4.0861895 43.557086, 4.0862331 43.5571295, 4.0864863 43.5572367, 4.0867616 43.557359, 4.0867843 43.5573761, 4.0868079 43.5574116, 4.0868161 43.5574465, 4.086779 43.5575145)",,
279334458,True,1,,unclassified,False,124.93499999999999,Esplanade Maurice Justin,,"LINESTRING (4.0836903 43.5561597, 4.0836179 43.5562741, 4.0835717 43.5563267, 4.0834658 43.5564621, 4.0834314 43.5564813, 4.0833964 43.556485, 4.0833038 43.5564845, 4.0832279 43.556454, 4.083178 43.5564102, 4.0831684 43.5563549, 4.0831715 43.5563233, 4.0831902 43.5562661, 4.0832428 43.5562218, 4.0835217 43.5561956, 4.0836903 43.5561597)",,
965047681,False,2,,residential,True,6.858,Avenue Robert Fages,30,"LINESTRING (4.0817128 43.5608398, 4.0817814 43.5608763)",,
1073528387,True,2,,residential,False,9.469,Quai Georges Pompidou,,"LINESTRING (4.0817128 43.5608398, 4.0817783 43.5607691)",,
"[779853681, 823145246]",False,2,,residential,False,72.588,Avenue Robert Fages,30,"LINESTRING (4.0817128 43.5608398, 4.0816181 43.5607894, 4.0815881 43.5607767, 4.0813382 43.5606688, 4.0811827 43.5605974, 4.0811128 43.5605609, 4.0809606 43.5604816)",,
430210112,True,2,,residential,False,10.099,Avenue de Montpellier,,"LINESTRING (4.0818966 43.5608287, 4.0818338 43.5609073)",,
"[823130504, 430745073]",True,2,,residential,False,45.038,Avenue Jean Bène,50,"LINESTRING (4.0818966 43.5608287, 4.0819823 43.5608885, 4.0820103 43.5609011, 4.0820483 43.5609159, 4.0821192 43.5609453, 4.0822099 43.5609895, 4.0823511 43.5610618)",,
48597538,False,,,residential,False,70.271,Allée André Malraux,,"LINESTRING (4.0873977 43.5616936, 4.0875061 43.5616907, 4.0875411 43.5617052, 4.0875843 43.5617222, 4.08816 43.5619764)",,
"[367060315, 779836118, 779836127]",False,,,residential,False,281.45500000000004,Avenue de Melgueil,50,"LINESTRING (4.0873977 43.5616936, 4.0874436 43.5616358, 4.0877677 43.5612284, 4.0878606 43.5611118, 4.0879851 43.5609557, 4.0880692 43.5608497, 4.0881304 43.5607727, 4.0883892 43.5604471, 4.0885065 43.5602994, 4.0885379 43.5602599, 4.0885833 43.5602028, 4.0887455 43.5599987, 4.0888011 43.5599287, 4.0890883 43.5595674, 4.0891127 43.5595366, 4.0891415 43.5595004)",,
"[429945152, 367060315]",False,2,,residential,True,94.561,Avenue de Melgueil,50,"LINESTRING (4.0873977 43.5616936, 4.0873396 43.5617682, 4.0872382 43.5618986, 4.087142 43.5620193, 4.0868158 43.5624321)",,
48597538,False,,,residential,False,38.047999999999995,Allée André Malraux,,"LINESTRING (4.08816 43.5619764, 4.0882058 43.561995, 4.0882871 43.5620282, 4.088544 43.5621329, 4.0885722 43.5621433)",,
48597538,False,,,residential,True,70.271,Allée André Malraux,,"LINESTRING (4.08816 43.5619764, 4.0875843 43.5617222, 4.0875411 43.5617052, 4.0875061 43.5616907, 4.0873977 43.5616936)",,
48597539,True,,,residential,False,193.588,Allée André Malraux,,"LINESTRING (4.08816 43.5619764, 4.0879142 43.5622878, 4.0879171 43.5623629, 4.0879451 43.562413, 4.0880308 43.5624643, 4.0887527 43.5627717, 4.0887914 43.5627868, 4.0889677 43.5628558, 4.0894234 43.5630609)",,
48597538,False,,,residential,True,38.048,Allée André Malraux,,"LINESTRING (4.0885722 43.5621433, 4.088544 43.5621329, 4.0882871 43.5620282, 4.0882058 43.561995, 4.08816 43.5619764)",,
279370672,True,,,residential,False,207.16000000000005,Allée André Malraux,,"LINESTRING (4.0894234 43.5630609, 4.0893643 43.5630854, 4.0892889 43.5630851, 4.0889278 43.5629364, 4.0887965 43.5628962, 4.0887144 43.5628977, 4.0886405 43.5629126, 4.0885954 43.5629379, 4.0884802 43.5631008, 4.0884148 43.5631728, 4.088367 43.5631998, 4.0882445 43.56321, 4.0879306 43.5632263, 4.0878711 43.5632129, 4.0874069 43.5630308, 4.0873578 43.562993, 4.0872701 43.5629317)",,
665905762,False,,,residential,False,26.725,Allée André Malraux,,"LINESTRING (4.0894234 43.5630609, 4.0894776 43.5630655, 4.0897539 43.5630501)",,
66666929,False,,,residential,True,73.05199999999999,,,"LINESTRING (4.0867492 43.5644526, 4.0861249 43.5642049, 4.0860732 43.5642014, 4.0859907 43.5642008, 4.0859304 43.564204)",,
279361312,False,,,residential,False,81.551,Allée des Loriots,,"LINESTRING (4.0867492 43.5644526, 4.0875611 43.5643652, 4.0877505 43.5643455)",,
66666894,False,,,residential,False,88.86800000000001,Allée des Loriots,,"LINESTRING (4.0877505 43.5643455, 4.088448 43.5646161, 4.0886132 43.5646932, 4.0886967 43.5647508)",,
66666894,False,,,residential,True,94.369,Allée des Loriots,,"LINESTRING (4.0877505 43.5643455, 4.0877939 43.5642005, 4.0872597 43.5639934, 4.0871927 43.5639989, 4.0871389 43.5639896, 4.0871081 43.5639971, 4.0870081 43.5641271)",,
279361312,False,,,residential,True,81.551,Allée des Loriots,,"LINESTRING (4.0877505 43.5643455, 4.0875611 43.5643652, 4.0867492 43.5644526)",,
26281145,False,,,residential,True,17.666,Allée des Palombes,,"LINESTRING (4.0859304 43.564204, 4.0859239 43.5640452)",,
66666929,False,,,residential,False,73.05199999999999,,,"LINESTRING (4.0859304 43.564204, 4.0859907 43.5642008, 4.0860732 43.5642014, 4.0861249 43.5642049, 4.0867492 43.5644526)",,
66679057,False,,,residential,False,75.54700000000001,Impasse Saint-Augustin,,"LINESTRING (4.0841875 43.5598595, 4.0840347 43.5597767, 4.0840783 43.5597219, 4.0840978 43.5596973, 4.0841464 43.5596363, 4.0843459 43.5593856, 4.0843887 43.5593317, 4.0844077 43.5593079)",,
66679057,False,,,residential,False,7.842,Impasse Saint-Augustin,,"LINESTRING (4.0844077 43.5593079, 4.0844563 43.5592468)",,
"[36937410, 40357982]",True,,,residential,False,88.575,"['Quai Georges Pompidou', 'Rue du Port']",30,"LINESTRING (4.0844077 43.5593079, 4.0841799 43.5592096, 4.0836227 43.5589736, 4.0835019 43.5589459, 4.0834399 43.5589453)",,
66679057,False,,,residential,True,75.547,Impasse Saint-Augustin,,"LINESTRING (4.0844077 43.5593079, 4.0843887 43.5593317, 4.0843459 43.5593856, 4.0841464 43.5596363, 4.0840978 43.5596973, 4.0840783 43.5597219, 4.0840347 43.5597767, 4.0841875 43.5598595)",,
66771149,False,,,residential,False,152.74099999999999,Allée des Jardins,,"LINESTRING (4.0909762 43.5601601, 4.0908936 43.560265, 4.0907762 43.5604171, 4.0900498 43.5613585)",,
359403515,False,,,residential,False,49.217999999999996,Allée des Jardins,,"LINESTRING (4.0909762 43.5601601, 4.0913635 43.5603169, 4.0915095 43.5603759)",,
"[36937035, 359403515]",False,,,"['residential', 'living_street']",True,154.88,Allée des Jardins,20,"LINESTRING (4.0909762 43.5601601, 4.0907875 43.5600819, 4.0901885 43.5598336, 4.0901417 43.5598133, 4.0897629 43.5596572, 4.0894269 43.5595179, 4.0893638 43.5594927, 4.0893067 43.5594699)",,
66771149,False,,,residential,True,152.741,Allée des Jardins,,"LINESTRING (4.0900498 43.5613585, 4.0907762 43.5604171, 4.0908936 43.560265, 4.0909762 43.5601601)",,
359233629,True,,,residential,False,9.985,Allée des Jardins,,"LINESTRING (4.0900498 43.5613585, 4.0900881 43.5614082, 4.0901102 43.5614369)",,
66771144,False,,,living_street,False,146.30399999999997,Allée du Vaccarès,20,"LINESTRING (4.0915659 43.5590725, 4.0909166 43.5588019, 4.0908785 43.558786, 4.0908001 43.5587535, 4.0907613 43.5587374, 4.0907553 43.5587349, 4.0904808 43.5586206, 4.0902102 43.5585096, 4.0901291 43.5584763, 4.0900744 43.5584539, 4.0899899 43.5584192)",,
359233629,True,,,residential,False,238.635,Allée des Jardins,,"LINESTRING (4.0901102 43.5614369, 4.0902052 43.5614724, 4.0905745 43.5616049, 4.0912021 43.5618584, 4.091238 43.5619151, 4.09122 43.5619942, 4.0911366 43.5620468, 4.0911206 43.5620568, 4.0910326 43.5620545, 4.0909755 43.5620308, 4.0908048 43.5618623, 4.0906422 43.561788, 4.0900433 43.5615419, 4.0899927 43.5615041)",,
330032684,False,,,residential,True,68.693,Place de l'Hôtel,,"LINESTRING (4.084076 43.5625925, 4.0839128 43.5625253, 4.0834989 43.5623583, 4.0833531 43.5622688)",,
"[429951331, 26280942]",False,,,residential,False,35.302,Allée des Parcs,30,"LINESTRING (4.084076 43.5625925, 4.0839756 43.5627256, 4.0838924 43.5628408, 4.083846 43.562853)",,
429951332,False,,,residential,True,78.44800000000001,Allée des Parcs,30,"LINESTRING (4.084076 43.5625925, 4.0845031 43.5620612, 4.0845388 43.5620103, 4.0845618 43.5619812)",,
36937016,False,,,living_street,False,133.76500000000001,Avenue de l'Europe,20,"LINESTRING (4.0899899 43.5584192, 4.0902368 43.5581014, 4.0902614 43.5580697, 4.0903746 43.557924, 4.0904362 43.5578447, 4.0904432 43.5578357, 4.0905417 43.5577089, 4.0905906 43.5576459, 4.0907561 43.5574328, 4.0907968 43.5573804, 4.0908042 43.5573709)",,
36937016,False,,,living_street,True,117.716,Avenue de l'Europe,20,"LINESTRING (4.0899899 43.5584192, 4.0895295 43.5590119, 4.0894219 43.5591504, 4.0893 43.5593073, 4.0892705 43.5593405)",,
66771144,False,,,living_street,True,146.304,Allée du Vaccarès,20,"LINESTRING (4.0899899 43.5584192, 4.0900744 43.5584539, 4.0901291 43.5584763, 4.0902102 43.5585096, 4.0904808 43.5586206, 4.0907553 43.5587349, 4.0907613 43.5587374, 4.0908001 43.5587535, 4.0908785 43.558786, 4.0909166 43.5588019, 4.0915659 43.5590725)",,
429951332,False,,,residential,False,78.44800000000001,Allée des Parcs,30,"LINESTRING (4.0845618 43.5619812, 4.0845388 43.5620103, 4.0845031 43.5620612, 4.084076 43.5625925)",,
430745076,False,3,,residential,False,156.88500000000002,Avenue Jean Bène,50,"LINESTRING (4.0845618 43.5619812, 4.0843826 43.5619079, 4.0842742 43.5618635, 4.0842093 43.561837, 4.082991 43.5613193, 4.0828793 43.5612712)",,
430745076,False,3,,residential,True,178.357,Avenue Jean Bène,50,"LINESTRING (4.0845618 43.5619812, 4.0849077 43.5621227, 4.0849977 43.5621596, 4.0853398 43.5622995, 4.0858737 43.562518, 4.0862773 43.5626832, 4.0864448 43.5627517, 4.0864893 43.5627699)",,
"[429945145, 429945148, 172690102]",True,"['2', '3', '4']",D 62E1,secondary,False,233.515,Avenue Maréchal Leclerc,50,"LINESTRING (4.082214 43.563828, 4.0832051 43.5637618, 4.0841024 43.5636893, 4.0850982 43.5636228)",,
36937016,False,,,living_street,False,117.716,Avenue de l'Europe,20,"LINESTRING (4.0892705 43.5593405, 4.0893 43.5593073, 4.0894219 43.5591504, 4.0895295 43.5590119, 4.0899899 43.5584192)",,
159097897,True,,,living_street,False,16.286,,20,"LINESTRING (4.0892705 43.5593405, 4.0892967 43.559357, 4.0893153 43.5593772, 4.089326 43.5594002, 4.0893282 43.5594244, 4.0893216 43.5594481, 4.0893067 43.5594699)",roundabout,
"[36937035, 359403515]",False,,,"['living_street', 'residential']",False,154.88,Allée des Jardins,20,"LINESTRING (4.0893067 43.5594699, 4.0893638 43.5594927, 4.0894269 43.5595179, 4.0897629 43.5596572, 4.0901417 43.5598133, 4.0901885 43.5598336, 4.0907875 43.5600819, 4.0909762 43.5601601)",,
359403537,True,,,living_street,False,15.0,,20,"LINESTRING (4.0893067 43.5594699, 4.0892864 43.5594869, 4.0892611 43.5594998, 4.0892322 43.559508, 4.0892014 43.5595109, 4.0891705 43.5595083, 4.0891415 43.5595004)",roundabout,
"[279320058, 279320059, 359547197]",False,,,"['living_street', 'residential']",True,166.66400000000004,Rue Frédéric Mistral,20,"LINESTRING (4.0890872 43.5593753, 4.0890407 43.5593554, 4.0890142 43.559344, 4.0889582 43.5593201, 4.0889233 43.5593051, 4.0888946 43.5592929, 4.0888215 43.5592616, 4.0886501 43.5591882, 4.0886267 43.5591782, 4.0885256 43.5591349, 4.088452 43.5591034, 4.088323 43.5590482, 4.0882975 43.5590373, 4.0882531 43.5590183, 4.0881747 43.5589631, 4.0881547 43.5588967, 4.0881729 43.558834, 4.0883509 43.5585957, 4.0883697 43.5585716, 4.0883817 43.5585538, 4.0883971 43.5584727, 4.0883979 43.558431, 4.0883743 43.5583928, 4.0883389 43.5583503, 4.0882869 43.5583144)",,building_passage
359403538,True,,,living_street,False,17.152,,20,"LINESTRING (4.0890872 43.5593753, 4.0891069 43.5593548, 4.0891349 43.5593385, 4.0891681 43.5593284, 4.0892038 43.5593254, 4.0892392 43.5593298, 4.0892705 43.5593405)",roundabout,
359403536,True,,,living_street,False,16.171,,20,"LINESTRING (4.0891415 43.5595004, 4.0891142 43.5594867, 4.0890928 43.5594683, 4.0890786 43.5594465, 4.0890727 43.5594229, 4.0890753 43.5593989, 4.0890872 43.5593753)",roundabout,
"[367060315, 779836118, 779836127]",False,,,residential,True,281.45500000000004,Avenue de Melgueil,50,"LINESTRING (4.0891415 43.5595004, 4.0891127 43.5595366, 4.0890883 43.5595674, 4.0888011 43.5599287, 4.0887455 43.5599987, 4.0885833 43.5602028, 4.0885379 43.5602599, 4.0885065 43.5602994, 4.0883892 43.5604471, 4.0881304 43.5607727, 4.0880692 43.5608497, 4.0879851 43.5609557, 4.0878606 43.5611118, 4.0877677 43.5612284, 4.0874436 43.5616358, 4.0873977 43.5616936)",,
224035284,False,,,residential,False,125.66300000000001,Allée Saint-Augustin,,"LINESTRING (4.0836534 43.560291, 4.0835945 43.5603459, 4.0835077 43.5604577, 4.0834646 43.5605133, 4.0829799 43.561138, 4.0829178 43.561218, 4.0828793 43.5612712)",,
908879366,True,,,residential,False,39.91299999999999,Allée Saint-Augustin,,"LINESTRING (4.0836534 43.560291, 4.0836432 43.5602746, 4.0836406 43.5602568, 4.0836457 43.5602392, 4.0836581 43.5602237, 4.0836764 43.5602117, 4.083699 43.5602043, 4.0837237 43.5602024, 4.0837479 43.5602061, 4.0837694 43.5602151, 4.083786 43.5602284, 4.0837961 43.5602448, 4.0837987 43.5602626, 4.0837936 43.5602802, 4.0837813 43.5602957, 4.0837629 43.5603078, 4.0837403 43.5603151, 4.0837156 43.560317, 4.0836914 43.5603133, 4.0836699 43.5603043, 4.0836534 43.560291)",,
430745076,False,3,,residential,False,48.513,Avenue Jean Bène,50,"LINESTRING (4.0828793 43.5612712, 4.0823511 43.5610618)",,
224035284,False,,,residential,True,125.66299999999998,Allée Saint-Augustin,,"LINESTRING (4.0828793 43.5612712, 4.0829178 43.561218, 4.0829799 43.561138, 4.0834646 43.5605133, 4.0835077 43.5604577, 4.0835945 43.5603459, 4.0836534 43.560291)",,
430745076,False,3,,residential,True,156.885,Avenue Jean Bène,50,"LINESTRING (4.0828793 43.5612712, 4.082991 43.5613193, 4.0842093 43.561837, 4.0842742 43.5618635, 4.0843826 43.5619079, 4.0845618 43.5619812)",,
"[412959318, 412959319]",False,,,residential,False,151.57099999999997,Passage du Marché,,"LINESTRING (4.0866938 43.5601901, 4.0866096 43.5601566, 4.0863907 43.5600695, 4.085898 43.5598736, 4.0856794 43.5597893, 4.0854616 43.5597013, 4.0852891 43.5596317, 4.0850887 43.5595555, 4.0850524 43.559528)",,
"[231620407, 279333831]",False,,,residential,True,217.552,"['Place Paul Valéry', ""Allée de l'Épi""]",,"LINESTRING (4.0882522 43.5570888, 4.0884448 43.5571697, 4.0885587 43.5570475, 4.0890622 43.5572547, 4.0891021 43.557291, 4.0890112 43.5574051, 4.0889954 43.557425, 4.0889795 43.557445, 4.0888414 43.5576183, 4.0888101 43.5576576, 4.0887885 43.5576847, 4.0887653 43.5577139, 4.0884804 43.5580715, 4.0884317 43.5581326, 4.0883848 43.5581916, 4.088331 43.5582591, 4.0883063 43.55829, 4.0882869 43.5583144)",,
36937016,False,,,living_street,True,133.765,Avenue de l'Europe,20,"LINESTRING (4.0908042 43.5573709, 4.0907968 43.5573804, 4.0907561 43.5574328, 4.0905906 43.5576459, 4.0905417 43.5577089, 4.0904432 43.5578357, 4.0904362 43.5578447, 4.0903746 43.557924, 4.0902614 43.5580697, 4.0902368 43.5581014, 4.0899899 43.5584192)",,
"[360954310, 914352670]",True,,,living_street,False,56.11800000000001,Avenue de l'Europe,20,"LINESTRING (4.0908042 43.5573709, 4.0909319 43.5572066, 4.0909521 43.5572167, 4.0909677 43.5572244, 4.0909951 43.5572492, 4.0910094 43.5572792, 4.0910091 43.557311, 4.0909942 43.5573408, 4.0909664 43.5573654, 4.0909288 43.5573818, 4.0908859 43.5573881, 4.0908425 43.5573837, 4.0908042 43.5573709)",,
