osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,junction
24555175,Rue de Canéjan,residential,30,False,False,37.779,"LINESTRING (-0.6410885 44.846039, -0.6415586 44.8461049)",,,
24555175,Rue de Canéjan,residential,30,False,True,37.779,"LINESTRING (-0.6415586 44.8461049, -0.6410885 44.846039)",,,
24555175,Rue de Canéjan,residential,30,False,False,37.038,"LINESTRING (-0.6415586 44.8461049, -0.6416254 44.8461178, -0.6420119 44.8461924)",,,
24694900,Rue Massenet,residential,30,False,True,99.871,"LINESTRING (-0.6415586 44.8461049, -0.6415703 44.8460673, -0.6418159 44.8452814, -0.6418326 44.845228)",,,
24555175,Rue de Canéjan,residential,30,False,True,40.902,"LINESTRING (-0.6424702 44.8463648, -0.6420119 44.8461924)",,,
24555180,Rue Léo Delibes,residential,30,False,False,112.58999999999999,"LINESTRING (-0.6424702 44.8463648, -0.6424882 44.8463104, -0.6427769 44.8454376, -0.6427963 44.845379)",,,
24555096,Avenue de la Libération,secondary,50,False,False,51.556000000000004,"LINESTRING (-0.644543 44.8452094, -0.644524 44.8452878, -0.6445122 44.8453668, -0.6445076 44.8454463, -0.6445074 44.8456714)",,,
24555096,Avenue de la Libération,secondary,50,False,True,21.397,"LINESTRING (-0.644543 44.8452094, -0.6445756 44.845116, -0.6446184 44.8450247)",,,
24685505,Rue Charles Lecocq,residential,30,True,False,202.22,"LINESTRING (-0.644543 44.8452094, -0.646524 44.8452691, -0.6469265 44.8452649, -0.6469665 44.8452566, -0.6470066 44.8452482, -0.6470832 44.8452894)",,,
24555096,Avenue de la Libération,secondary,50,False,False,21.428,"LINESTRING (-0.6445074 44.8456714, -0.6445071 44.8457307, -0.6445062 44.8458641)",,,
24555096,Avenue de la Libération,secondary,50,False,True,51.556,"LINESTRING (-0.6445074 44.8456714, -0.6445076 44.8454463, -0.6445122 44.8453668, -0.644524 44.8452878, -0.644543 44.8452094)",,,
24555205,Rue Augustin Thierry,residential,30,False,True,66.047,"LINESTRING (-0.6445074 44.8456714, -0.644418 44.8456564, -0.643692 44.8455351)",,,
24555205,Rue Augustin Thierry,residential,30,False,False,37.273,"LINESTRING (-0.6413718 44.8451531, -0.6414389 44.8451639, -0.6417621 44.8452159, -0.6418326 44.845228)",,,
24685486,Rue Gustave Charpentier,residential,30,True,False,101.00800000000001,"LINESTRING (-0.6413718 44.8451531, -0.6413599 44.8451905, -0.6411053 44.8459865, -0.6410885 44.846039)",,,
24555205,Rue Augustin Thierry,residential,30,False,False,77.81,"LINESTRING (-0.6418326 44.845228, -0.6419014 44.8452388, -0.6427963 44.845379)",,,
24555205,Rue Augustin Thierry,residential,30,False,True,37.273,"LINESTRING (-0.6418326 44.845228, -0.6417621 44.8452159, -0.6414389 44.8451639, -0.6413718 44.8451531)",,,
24694900,Rue Massenet,residential,30,False,False,99.871,"LINESTRING (-0.6418326 44.845228, -0.6418159 44.8452814, -0.6415703 44.8460673, -0.6415586 44.8461049)",,,
24694900,Rue Massenet,residential,30,False,True,72.848,"LINESTRING (-0.6418326 44.845228, -0.6418492 44.8451769, -0.6420213 44.8446402, -0.6420377 44.8445892)",,,
24555180,Rue Léo Delibes,residential,30,False,True,112.58999999999999,"LINESTRING (-0.6427963 44.845379, -0.6427769 44.8454376, -0.6424882 44.8463104, -0.6424702 44.8463648)",,,
24555205,Rue Augustin Thierry,residential,30,False,False,72.718,"LINESTRING (-0.6427963 44.845379, -0.6430969 44.8454305, -0.643692 44.8455351)",,,
24555205,Rue Augustin Thierry,residential,30,False,True,77.81,"LINESTRING (-0.6427963 44.845379, -0.6419014 44.8452388, -0.6418326 44.845228)",,,
