osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,access,width,tunnel,ref,junction
460928678,True,Rue du Château,residential,30,False,13.847,"LINESTRING (5.037251 47.3234276, 5.0372748 47.3234878, 5.0372985 47.3235479)",,,,,,
773104549,True,Rue Chabot-Charny,residential,30,False,41.095,"LINESTRING (5.0434655 47.317852, 5.0434542 47.3182215)",1,no,,,,
1102696356,False,Rue Chabot-Charny,residential,30,False,44.397999999999996,"LINESTRING (5.0434655 47.317852, 5.0434434 47.3176367, 5.0434187 47.317454)",1,,,,,
4868008,True,Rue du Chapeau Rouge,residential,30,False,141.211,"LINESTRING (5.0369039 47.3224711, 5.0368814 47.3224163, 5.0367759 47.3219797, 5.0367241 47.3217428, 5.0366241 47.321429, 5.0365728 47.3212833, 5.0365464 47.3212257)",,no,,,,
4572827,True,Rue Lamonnoye,residential,30,False,75.705,"LINESTRING (5.0434601 47.3212141, 5.0434751 47.3212933, 5.0434818 47.3213451, 5.0435392 47.3217908, 5.0435458 47.321842, 5.0435522 47.321892)",,,,,,
4572829,False,Rue Vaillant,residential,30,False,92.182,"LINESTRING (5.0434601 47.3212141, 5.0435548 47.3211853, 5.0436294 47.3211807, 5.0444332 47.3211309, 5.0446693 47.3211163)",,,,,,
291174744,True,Place du Théâtre,residential,30,False,66.679,"LINESTRING (5.0434601 47.3212141, 5.0433955 47.3211124, 5.0433033 47.3210144, 5.0431773 47.3208726, 5.0430984 47.3207708, 5.0430755 47.3207415, 5.0430643 47.3207107, 5.0430547 47.3206842)",,,,,,
23465051,True,Place Saint-Michel,residential,30,False,26.885999999999996,"LINESTRING (5.0452662 47.3212771, 5.0452601 47.3213362, 5.0452578 47.3213583, 5.0452545 47.3213904, 5.0452512 47.3214226, 5.0452414 47.3215183)",,,,,,
272995857,True,Place Saint-Michel,residential,30,False,60.111000000000004,"LINESTRING (5.0452662 47.3212771, 5.0448484 47.321301, 5.0448102 47.321302, 5.0447704 47.3212961, 5.0447405 47.3212863, 5.0447182 47.3212708, 5.0447042 47.3212503, 5.0446693 47.3211163)",,,,,,
272995857,True,Place Saint-Michel,residential,30,False,50.756,"LINESTRING (5.0458638 47.3211168, 5.045839 47.3211437, 5.0458183 47.3211649, 5.0457979 47.3211815, 5.0457642 47.321201, 5.0457287 47.3212118, 5.045369 47.3212735, 5.0452662 47.3212771)",,,,,,
272995857,True,Place Saint-Michel,residential,30,False,21.526999999999997,"LINESTRING (5.0458909 47.320926, 5.0458917 47.3209541, 5.0458933 47.321012, 5.045891 47.3210511, 5.0458837 47.3210748, 5.0458791 47.3210899, 5.0458638 47.3211168)",,,,,,
4571757,True,Rue Dubois,residential,30,False,87.086,"LINESTRING (5.0469872 47.3206789, 5.0469303 47.3206918, 5.0469186 47.3206944, 5.0459926 47.3209031, 5.0458909 47.320926)",,,,,,
23360802,True,Rue Saumaise,residential,30,False,101.57900000000001,"LINESTRING (5.0469872 47.3206789, 5.0470795 47.3208963, 5.0472789 47.321106, 5.0474815 47.3213358, 5.0475554 47.3214475, 5.0475842 47.321491)",,,3,,,
"[184898619, 184898620, 23344055]",False,Rue Brulard,residential,30,False,51.977000000000004,"LINESTRING (5.0372345 47.3193067, 5.0372453 47.319317, 5.0372906 47.319354, 5.037673 47.3196674)",,,,yes,,
426353557,True,Rue Brulard,residential,30,False,33.779,"LINESTRING (5.0372345 47.3193067, 5.0372693 47.319274, 5.0374801 47.319097, 5.0375134 47.319069)",,,,,,
23330329,True,Rue Berbisey,residential,30,False,157.40699999999998,"LINESTRING (5.0375134 47.319069, 5.0372476 47.3189061, 5.0368316 47.3185899, 5.0366665 47.3184898, 5.0364654 47.3184019, 5.0361711 47.3182872, 5.0359022 47.3181902)",,,,,,
256061498,True,Rue Michelet,residential,30,False,88.856,"LINESTRING (5.0365464 47.3212257, 5.0364291 47.321222, 5.0358292 47.3212022, 5.0356743 47.3211973, 5.0356353 47.321194, 5.035468 47.3211828, 5.0353704 47.321175)",,,,,,
4868011,True,Place Grangier,residential,30,False,56.56,"LINESTRING (5.0365058 47.3234652, 5.0367088 47.3234684, 5.0371111 47.323425, 5.0372016 47.3234272, 5.037251 47.3234276)",,,,,,
121700987,True,Place Grangier,residential,30,False,15.709000000000001,"LINESTRING (5.0365058 47.3234652, 5.0364608 47.3234142, 5.0364031 47.3233886, 5.0363796 47.3233819, 5.0363541 47.3233776)",,,,,,
527594469,False,Boulevard Carnot,secondary,50,True,115.393,"LINESTRING (5.0471821 47.3185731, 5.0460577 47.3178689)",3,,,,,
23451770,True,Rue Prieur de la Côte d'Or,residential,30,False,153.20600000000002,"LINESTRING (5.0471821 47.3185731, 5.0472341 47.3184765, 5.0475274 47.317932, 5.0478928 47.3173837, 5.0479139 47.3173424, 5.047938 47.3172952)",,,,,,
527594469,False,Boulevard Carnot,secondary,50,False,73.34500000000001,"LINESTRING (5.0471821 47.3185731, 5.0472529 47.3186154, 5.0478464 47.3189694, 5.0479146 47.3190072)",3,,,,,
23330318,True,Rue Hernoux,residential,30,False,89.515,"LINESTRING (5.0406236 47.3189608, 5.0406549 47.3189994, 5.0408444 47.3192383, 5.0409962 47.3194504, 5.0411192 47.3196903)",,,,,,
"[4950632, 780947902]",False,Place des Cordeliers,residential,30,True,27.723,"LINESTRING (5.0406236 47.3189608, 5.0406092 47.3189403, 5.0404658 47.3187356)",,,,,,
"[4950632, 780947902]",False,Place des Cordeliers,residential,30,False,27.723,"LINESTRING (5.0404658 47.3187356, 5.0406092 47.3189403, 5.0406236 47.3189608)",,,,,,
23343100,True,Rue Pasteur,residential,30,False,76.91300000000001,"LINESTRING (5.0404658 47.3187356, 5.0405462 47.3186941, 5.0412774 47.3183164)",,,,,,
"[653147728, 28864213, 240572477]",True,Place Bossuet,residential,30,False,27.674,"LINESTRING (5.0370493 47.3209486, 5.0370825 47.3210445, 5.037118 47.3210972, 5.037193 47.3211744)",,,,,,
280260219,True,Place Bossuet,residential,30,False,29.846000000000004,"LINESTRING (5.0370493 47.3209486, 5.0370509 47.3210778, 5.0370417 47.3211078, 5.0370219 47.3211404, 5.0370118 47.3211569, 5.0369626 47.3212012)",,,,,,
41503122,False,Rue Crébillon,residential,30,False,35.135999999999996,"LINESTRING (5.0359022 47.3181902, 5.0356928 47.3183086, 5.0356128 47.3183524, 5.035578 47.3184091)",,,,,,
129880061,False,Rue du Chaignot,residential,30,True,122.552,"LINESTRING (5.0359022 47.3181902, 5.035918 47.3181812, 5.0361145 47.3180695, 5.0370175 47.3173904)",,,,,,
196841020,True,Boulevard Carnot,secondary,50,False,36.859,"LINESTRING (5.0453526 47.3174256, 5.0449911 47.3172024)",3,,,,,
527594469,False,Boulevard Carnot,secondary,50,False,72.491,"LINESTRING (5.0453526 47.3174256, 5.045419 47.3174669, 5.0460577 47.3178689)",3,,,,,
291081967,False,Rue Vannerie,residential,30,True,14.377,"LINESTRING (5.0455352 47.3227834, 5.0454778 47.3226601)",,,,,,
