osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,junction
"[163270921, 163270898]",2,D 8,"['Place Janisson', 'Rue Pêcherie']",secondary,False,False,67.53800000000001,"LINESTRING (4.4327162 45.8968829, 4.4327495 45.8967331, 4.4327555 45.8967061, 4.4327395 45.8965222, 4.4327183 45.8962784)",,
"[163270898, 118210915, 1075566501]",2,D 8,"['Place Janisson', 'Avenue de la Liberté']",secondary,False,True,201.26900000000003,"LINESTRING (4.4327162 45.8968829, 4.4325961 45.8970557, 4.4324331 45.8972903, 4.4324008 45.8973292, 4.4320364 45.8977675, 4.4319356 45.8979275, 4.4319094 45.8980503, 4.4319483 45.8981264, 4.4320011 45.898174, 4.4320772 45.8982736, 4.4320805 45.8982779, 4.4321172 45.8984031, 4.4320539 45.8985158)",,
42377291,,D 307,Avenue Édouard Herriot,primary,True,False,113.382,"LINESTRING (4.4398278 45.8935069, 4.438811 45.894241)",50,
102529109,,,Rue Gambetta,unclassified,True,False,169.39499999999998,"LINESTRING (4.4398278 45.8935069, 4.4396902 45.8935047, 4.4395066 45.8935536, 4.4377666 45.8940003)",,
304656120,,D 307,Rue Étienne Dolet,primary,True,False,52.024,"LINESTRING (4.438811 45.894241, 4.4384084 45.8945484, 4.4383582 45.8945868)",50,
163270897,4,D 8,Place Collio,secondary,False,False,38.766999999999996,"LINESTRING (4.4326001 45.8955073, 4.4325852 45.8954566, 4.4324999 45.8951657)",,
163270921,2,D 8,Rue Pêcherie,secondary,False,True,86.40799999999999,"LINESTRING (4.4326001 45.8955073, 4.4326698 45.895751, 4.4326738 45.8957651, 4.4327044 45.8961172, 4.4327183 45.8962784)",,
163270923,,D 307,Rue de la République,primary,True,False,64.624,"LINESTRING (4.4326001 45.8955073, 4.432409 45.8955173, 4.4317674 45.8955509)",,
"[636903729, 163270895]",,D 307,Boulevard Voltaire,primary,True,False,233.326,"LINESTRING (4.4324999 45.8951657, 4.433439 45.894849, 4.4335325 45.8948181, 4.4335653 45.8948073, 4.4337465 45.8947309, 4.4343005 45.8944967, 4.4349198 45.8942291, 4.4349616 45.894211, 4.4351259 45.89414)",30,
163270897,4,D 8,Place Collio,secondary,False,True,38.766999999999996,"LINESTRING (4.4324999 45.8951657, 4.4325852 45.8954566, 4.4326001 45.8955073)",,
138099926,,,Rue Passerelle,unclassified,False,True,35.311,"LINESTRING (4.4351259 45.89414, 4.4350885 45.8940772, 4.4350725 45.8940504, 4.434951 45.8938467)",,
"[657878208, 636903733]",,D 307,Boulevard Voltaire,primary,True,False,211.13899999999998,"LINESTRING (4.4351259 45.89414, 4.4352053 45.8941129, 4.4352836 45.8940862, 4.435355 45.8940619, 4.4358205 45.8939033, 4.4363982 45.8937648, 4.437264 45.8935573, 4.4375054 45.8934835, 4.4375202 45.8934777, 4.4376486 45.8934272)","['30', '50']",
1061381545,,,Rue Rosset,unclassified,False,False,59.64,"LINESTRING (4.4351259 45.89414, 4.4352269 45.8942264, 4.4352388 45.8942366, 4.4355727 45.8945049, 4.4356262 45.8945479)",,
163270892,2,D 307,Boulevard Lamartine,primary,True,False,104.22,"LINESTRING (4.4311086 45.8949202, 4.431229 45.8949275, 4.4319431 45.8951255, 4.4322783 45.8951736, 4.4323925 45.8951825)",,
163270911,,,Rue Blanchisserie,unclassified,True,False,73.83800000000001,"LINESTRING (4.4311086 45.8949202, 4.4312187 45.8955443, 4.4312248 45.8955793)",,
80865693,,,Chemin du Vert Galant,residential,False,False,106.147,"LINESTRING (4.4406207 45.8916844, 4.44063 45.8916906, 4.4408953 45.8918677, 4.4409899 45.8919308, 4.4412589 45.8921218, 4.4416111 45.8923444)",,
133299330,,,Rue d'Arras,unclassified,True,False,14.285,"LINESTRING (4.4393717 45.8914768, 4.4392151 45.8914088)",30,
