osmid,oneway,ref,highway,reversed,length,geometry
304613725,False,RP 82,secondary,False,464.938,"LINESTRING (29.5905808 -3.6610846, 29.5904034 -3.661237, 29.5903096 -3.6613039, 29.5902103 -3.6614271, 29.5900762 -3.6616573, 29.589865 -3.6620854, 29.5897016 -3.6623191, 29.5896189 -3.6623853, 29.5895237 -3.6624121, 29.5892686 -3.6624117, 29.5890798 -3.6623974, 29.5889858 -3.6624029, 29.5888598 -3.6624335, 29.5886788 -3.6624964, 29.5884213 -3.6626129, 29.5882745 -3.6627292, 29.587581 -3.6636024)"
304613725,False,RP 82,secondary,True,118.50899999999999,"LINESTRING (29.5868254 -3.6690196, 29.5867539 -3.6688395, 29.5865876 -3.6685745, 29.5865156 -3.6684414, 29.5864713 -3.668317, 29.5864244 -3.6680449)"
747367957,False,,residential,True,231.332,"LINESTRING (29.5868254 -3.6690196, 29.5869088 -3.6687847, 29.5869427 -3.6685879, 29.5869303 -3.6684434, 29.5868348 -3.6681359, 29.5869057 -3.6676071, 29.5867393 -3.6669983)"
304613725,False,RP 82,secondary,False,118.509,"LINESTRING (29.5864244 -3.6680449, 29.5864713 -3.668317, 29.5865156 -3.6684414, 29.5865876 -3.6685745, 29.5867539 -3.6688395, 29.5868254 -3.6690196)"
304613725,False,RP 82,secondary,True,167.969,"LINESTRING (29.5864244 -3.6680449, 29.5863999 -3.6678571, 29.5863151 -3.6674651, 29.5862507 -3.667269, 29.5862282 -3.6671532, 29.5861803 -3.6667604, 29.5861877 -3.6665604)"
308409639,False,,tertiary,False,84.346,"LINESTRING (29.5864244 -3.6680449, 29.5863479 -3.6679486, 29.5859937 -3.6674203)"
304613725,False,RP 82,secondary,False,37.833,"LINESTRING (29.587581 -3.6636024, 29.5874302 -3.6638134, 29.5873869 -3.663882)"
304613725,False,RP 82,secondary,True,464.93800000000005,"LINESTRING (29.587581 -3.6636024, 29.5882745 -3.6627292, 29.5884213 -3.6626129, 29.5886788 -3.6624964, 29.5888598 -3.6624335, 29.5889858 -3.6624029, 29.5890798 -3.6623974, 29.5892686 -3.6624117, 29.5895237 -3.6624121, 29.5896189 -3.6623853, 29.5897016 -3.6623191, 29.589865 -3.6620854, 29.5900762 -3.6616573, 29.5902103 -3.6614271, 29.5903096 -3.6613039, 29.5904034 -3.661237, 29.5905808 -3.6610846)"
399993171,False,,residential,False,467.7639999999999,"LINESTRING (29.587581 -3.6636024, 29.5870909 -3.6638134, 29.5869675 -3.6639097, 29.5868415 -3.6640516, 29.5865303 -3.6644424, 29.5863962 -3.664702, 29.5862487 -3.6650206, 29.5861039 -3.6652187, 29.5859309 -3.6653993, 29.5856626 -3.665679, 29.5853716 -3.6659695, 29.5853139 -3.6660846, 29.5853113 -3.6662197, 29.5853528 -3.6664459, 29.585385 -3.6665503, 29.5854222 -3.6666538, 29.5854266 -3.666735, 29.5854275 -3.6668336)"
308409639,False,,tertiary,False,92.74799999999999,"LINESTRING (29.5859937 -3.6674203, 29.5859707 -3.6673873, 29.5855765 -3.666895, 29.5855341 -3.6668632, 29.5854786 -3.6668431, 29.5854275 -3.6668336)"
399993171,False,,residential,True,330.91999999999996,"LINESTRING (29.5859937 -3.6674203, 29.5857605 -3.6681644, 29.5857002 -3.6683089, 29.5856646 -3.6683732, 29.5856298 -3.6683932, 29.5855503 -3.6684175, 29.5853294 -3.6683601, 29.5852295 -3.6682942, 29.5852093 -3.6682514, 29.5851932 -3.668147, 29.5852321 -3.6675728, 29.5852536 -3.6674791, 29.5852858 -3.6673707, 29.5853917 -3.6670669, 29.5854159 -3.6669692, 29.5854275 -3.6668336)"
308409639,False,,tertiary,True,84.346,"LINESTRING (29.5859937 -3.6674203, 29.5863479 -3.6679486, 29.5864244 -3.6680449)"
399993176,False,,residential,True,98.253,"LINESTRING (29.5859937 -3.6674203, 29.5861068 -3.6667926, 29.5861877 -3.6665604)"
304613725,False,RP 82,secondary,False,167.96900000000002,"LINESTRING (29.5861877 -3.6665604, 29.5861803 -3.6667604, 29.5862282 -3.6671532, 29.5862507 -3.667269, 29.5863151 -3.6674651, 29.5863999 -3.6678571, 29.5864244 -3.6680449)"
304613725,False,RP 82,secondary,True,328.967,"LINESTRING (29.5861877 -3.6665604, 29.5862282 -3.6663153, 29.5862661 -3.6661254, 29.58636 -3.6658852, 29.5864472 -3.6657466, 29.5866091 -3.6655043, 29.586765 -3.6652468, 29.5868428 -3.6651129, 29.5869712 -3.6648191, 29.5870681 -3.6645629, 29.5871674 -3.6643059, 29.5872867 -3.6640409, 29.5873869 -3.663882)"
399993176,False,,residential,False,98.253,"LINESTRING (29.5861877 -3.6665604, 29.5861068 -3.6667926, 29.5859937 -3.6674203)"
308409639,False,,tertiary,True,92.748,"LINESTRING (29.5854275 -3.6668336, 29.5854786 -3.6668431, 29.5855341 -3.6668632, 29.5855765 -3.666895, 29.5859707 -3.6673873, 29.5859937 -3.6674203)"
399993171,False,,residential,False,330.92,"LINESTRING (29.5854275 -3.6668336, 29.5854159 -3.6669692, 29.5853917 -3.6670669, 29.5852858 -3.6673707, 29.5852536 -3.6674791, 29.5852321 -3.6675728, 29.5851932 -3.668147, 29.5852093 -3.6682514, 29.5852295 -3.6682942, 29.5853294 -3.6683601, 29.5855503 -3.6684175, 29.5856298 -3.6683932, 29.5856646 -3.6683732, 29.5857002 -3.6683089, 29.5857605 -3.6681644, 29.5859937 -3.6674203)"
399993171,False,,residential,True,467.76400000000007,"LINESTRING (29.5854275 -3.6668336, 29.5854266 -3.666735, 29.5854222 -3.6666538, 29.585385 -3.6665503, 29.5853528 -3.6664459, 29.5853113 -3.6662197, 29.5853139 -3.6660846, 29.5853716 -3.6659695, 29.5856626 -3.665679, 29.5859309 -3.6653993, 29.5861039 -3.6652187, 29.5862487 -3.6650206, 29.5863962 -3.664702, 29.5865303 -3.6644424, 29.5868415 -3.6640516, 29.5869675 -3.6639097, 29.5870909 -3.6638134, 29.587581 -3.6636024)"
