osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,name,geometry,junction
104280017,residential,False,True,17.041,,,,,"LINESTRING (-3.3857916 34.975873, -3.3859429 34.9759631)",
734695086,secondary,False,True,4.22,2,RR511,80,,"LINESTRING (-3.3857916 34.975873, -3.385823 34.9758451)",
104280111,residential,False,False,6.568,,,,,"LINESTRING (-3.3897596 34.9753196, -3.3897664 34.9753784)",
294433971,primary,True,False,35.132,1,RN2,60,Avenue Hassan II شارع الحسن الثاني,"LINESTRING (-3.3897596 34.9753196, -3.3896348 34.9752906, -3.3895621 34.9752774, -3.3894794 34.9752691, -3.3893815 34.9752642)",
104280003,residential,False,True,47.561,,,,,"LINESTRING (-3.3874067 34.9754048, -3.3874154 34.9752048, -3.3874371 34.9749779)",
294433971,primary,True,False,45.745,1,RN2,60,Avenue Hassan II شارع الحسن الثاني,"LINESTRING (-3.3874067 34.9754048, -3.3871961 34.9754059, -3.3870137 34.975407, -3.3869051 34.9753988)",
734695086,secondary,False,False,4.22,2,RR511,80,,"LINESTRING (-3.385823 34.9758451, -3.3857916 34.975873)",
307856624,secondary,True,False,59.825,1,RR511,60,,"LINESTRING (-3.385823 34.9758451, -3.3859214 34.9757878, -3.3860089 34.975704, -3.3861597 34.9755645, -3.386278 34.9754601)",
104280085,tertiary,False,False,50.992,,,,Avenue la Marche Vert شارع المسيرة الخضراء,"LINESTRING (-3.391943 34.9782103, -3.3920476 34.9786608)",
104280085,tertiary,False,True,48.672,,,,Avenue la Marche Vert شارع المسيرة الخضراء,"LINESTRING (-3.391943 34.9782103, -3.3918451 34.97778)",
104280021,residential,False,False,54.497,,,,,"LINESTRING (-3.391943 34.9782103, -3.392124 34.9781839, -3.3925304 34.9781179)",
104280025,residential,False,True,89.372,,,,,"LINESTRING (-3.3855267 34.9786885, -3.3865008 34.9785938)",
104280078,residential,False,True,39.747,,,,,"LINESTRING (-3.3855267 34.9786885, -3.3855617 34.9790448)",
175807072,tertiary,False,False,29.726,,,,Avenue Youssef Ben Tachfine شارع يوسف بن تاشفين,"LINESTRING (-3.3881719 34.9798019, -3.388496 34.9797711)",
175807072,tertiary,False,True,28.826,,,,Avenue Youssef Ben Tachfine شارع يوسف بن تاشفين,"LINESTRING (-3.3881719 34.9798019, -3.3878576 34.9798317)",
104280125,residential,False,False,81.2,,,,,"LINESTRING (-3.3881719 34.9798019, -3.3881463 34.9795783, -3.3881289 34.9794069, -3.3881369 34.9793564, -3.3881691 34.9793157, -3.3882429 34.9792948, -3.3884488 34.9792717)",
104280093,residential,False,True,179.39399999999998,,,,Rue Oued Nekkour شارع واد النکور,"LINESTRING (-3.3910283 34.9737187, -3.390913 34.9736235, -3.3907699 34.9735269, -3.3906918 34.9734491, -3.3904924 34.9733094, -3.390398 34.9732213, -3.3902867 34.9731498, -3.3902049 34.9730938, -3.3901553 34.973063, -3.3901204 34.9730542, -3.3900534 34.9730707, -3.3899984 34.9731158, -3.3899474 34.9731828, -3.3898817 34.9732707, -3.3898281 34.973329, -3.3897556 34.9733982, -3.3897315 34.9734323, -3.3897047 34.9734817, -3.3896926 34.9735301)",
104280107,residential,False,False,42.942,,,,,"LINESTRING (-3.3910283 34.9737187, -3.391078 34.9737225, -3.3911896 34.9737091, -3.3912604 34.9737048, -3.3914944 34.9737385)",
104280107,residential,False,True,50.227000000000004,,,,,"LINESTRING (-3.3910283 34.9737187, -3.3909178 34.9737535, -3.3906927 34.9737983, -3.3904938 34.9738233)",
104280066,residential,False,True,34.483,,,,,"LINESTRING (-3.3929636 34.9728103, -3.3933337 34.9728751)",
104280128,residential,False,True,8.54,,,,,"LINESTRING (-3.3929636 34.9728103, -3.3929364 34.9728838)",
307856901,tertiary,False,False,22.849,,,,Avenue Youssef Ben Tachfine شارع يوسف بن تاشفين,"LINESTRING (-3.3899541 34.9796508, -3.3902036 34.97963)",
318900947,residential,False,True,31.113,,,,,"LINESTRING (-3.3899541 34.9796508, -3.3899917 34.9799289)",
307856901,tertiary,False,True,61.185,,,,Avenue Youssef Ben Tachfine شارع يوسف بن تاشفين,"LINESTRING (-3.3899541 34.9796508, -3.3896175 34.9796739, -3.3892849 34.979697)",
104280076,residential,False,False,51.356,,,,,"LINESTRING (-3.3873215 34.9778251, -3.3867588 34.9778522)",
104280076,residential,False,True,21.879,,,,,"LINESTRING (-3.3873215 34.9778251, -3.3875596 34.9777995)",
104279971,residential,False,False,82.856,,,,,"LINESTRING (-3.3873215 34.9778251, -3.3874581 34.977752, -3.3875626 34.9776798, -3.3876568 34.9775773, -3.3877333 34.9774971, -3.3877882 34.9774114, -3.3878808 34.9772564)",
104280111,residential,False,True,35.117,,,,,"LINESTRING (-3.3884561 34.9763048, -3.3888397 34.9762741)",
104280124,residential,False,True,62.393,,,,,"LINESTRING (-3.3884561 34.9763048, -3.3885258 34.976863)",
307856963,residential,False,False,38.567,,,,,"LINESTRING (-3.3884561 34.9763048, -3.38844 34.9760949, -3.388436 34.9760367, -3.3884333 34.9760081, -3.3884212 34.9759801, -3.3884038 34.9759663)",
104280133,residential,False,False,6.403,,,,,"LINESTRING (-3.3960655 34.9752828, -3.3960736 34.97534)",
294433969,primary,True,False,20.564,2,RN2,60,Avenue Hassan II شارع الحسن الثاني,"LINESTRING (-3.3960655 34.9752828, -3.3958402 34.9752938)",
104280158,residential,False,True,45.823,,,,,"LINESTRING (-3.3893815 34.9752642, -3.3894257 34.9748537)",
294433971,primary,True,False,42.342,1,RN2,60,Avenue Hassan II شارع الحسن الثاني,"LINESTRING (-3.3893815 34.9752642, -3.3889168 34.9752675)",
104280096,residential,False,False,6.069,,,,Boulevard Tariq Ibnou Ziad نهج طارق بن زياد,"LINESTRING (-3.3887069 34.9752922, -3.3887123 34.9753466)",
294433971,primary,True,False,22.099,1,RN2,60,Avenue Hassan II شارع الحسن الثاني,"LINESTRING (-3.3887069 34.9752922, -3.3884648 34.9753043)",
104279977,residential,False,False,36.004,,,,,"LINESTRING (-3.3900869 34.9788223, -3.3900342 34.9785014)",
104279977,residential,False,True,55.06,,,,,"LINESTRING (-3.3900869 34.9788223, -3.3901642 34.9793134)",
104280057,residential,False,False,37.147,,,,,"LINESTRING (-3.3900869 34.9788223, -3.3896819 34.9788608)",
104280057,residential,False,True,63.978,,,,,"LINESTRING (-3.3900869 34.9788223, -3.3904329 34.9787894, -3.3907816 34.9787399)",
307856963,residential,False,False,43.38,,,,,"LINESTRING (-3.386419 34.9759598, -3.3859429 34.9759631)",
307856963,residential,False,True,38.487,,,,,"LINESTRING (-3.386419 34.9759598, -3.3868414 34.9759576)",
104280042,residential,False,False,116.435,,,,,"LINESTRING (-3.386419 34.9759598, -3.3864592 34.9765685, -3.3864994 34.9770048)",
104280096,residential,False,False,31.602,,,,Boulevard Tariq Ibnou Ziad نهج طارق بن زياد,"LINESTRING (-3.3890935 34.9780983, -3.3891094 34.9783822)",
104280096,residential,False,True,7.065,,,,Boulevard Tariq Ibnou Ziad نهج طارق بن زياد,"LINESTRING (-3.3890935 34.9780983, -3.3890868 34.978035)",
104280086,residential,False,False,39.33,,,,Boulevard Abderrahmane Addakhil نهج عبد الرحمن الداخل,"LINESTRING (-3.3890935 34.9780983, -3.3894834 34.9780641, -3.3895229 34.9780625)",
104280021,residential,False,False,36.006,,,,,"LINESTRING (-3.3934883 34.9779818, -3.3938708 34.9779004)",
104280064,residential,False,False,47.071,,,,,"LINESTRING (-3.3934883 34.9779818, -3.393384 34.9775672)",
104280064,residential,False,True,48.069,,,,,"LINESTRING (-3.3934883 34.9779818, -3.3936033 34.9784037)",
104280021,residential,False,True,38.022999999999996,,,,,"LINESTRING (-3.3934883 34.9779818, -3.3932618 34.9780309, -3.3930817 34.9780577)",
104280002,residential,False,False,45.801,,,,,"LINESTRING (-3.3900984 34.9750015, -3.3906005 34.9749817)",
104280093,residential,False,False,15.446,,,,Rue Oued Nekkour شارع واد النکور,"LINESTRING (-3.3900984 34.9750015, -3.390078 34.9748636)",
104280093,residential,False,True,51.49,,,,Rue Oued Nekkour شارع واد النکور,"LINESTRING (-3.3900984 34.9750015, -3.3901553 34.9752828, -3.3901767 34.9753642, -3.3902076 34.9754554)",
104280015,residential,False,False,38.072,,,,,"LINESTRING (-3.3866979 34.9732608, -3.3867224 34.9736026)",
104280015,residential,False,True,42.096,,,,,"LINESTRING (-3.3866979 34.9732608, -3.3866724 34.9728828)",
104280064,residential,False,False,89.608,,,,,"LINESTRING (-3.393384 34.9775672, -3.3931601 34.9767825)",
104280064,residential,False,True,47.071,,,,,"LINESTRING (-3.393384 34.9775672, -3.3934883 34.9779818)",
104280086,residential,False,False,36.37,,,,Boulevard Abderrahmane Addakhil نهج عبد الرحمن الداخل,"LINESTRING (-3.393384 34.9775672, -3.3937685 34.9774793)",
104280086,residential,False,True,36.824,,,,Boulevard Abderrahmane Addakhil نهج عبد الرحمن الداخل,"LINESTRING (-3.393384 34.9775672, -3.3929843 34.9776163)",
104280001,residential,False,False,39.675,,,,,"LINESTRING (-3.3944928 34.976925, -3.3940653 34.9769929)",
294433979,residential,False,False,25.3,,,,,"LINESTRING (-3.3944928 34.976925, -3.3945467 34.9771482)",
294433979,residential,False,True,13.619,,,,,"LINESTRING (-3.3944928 34.976925, -3.394473 34.9768036)",
104280118,residential,False,True,10.242,,,,,"LINESTRING (-3.3902076 34.9754554, -3.3902472 34.9755416)",
294433971,primary,True,False,43.522,1,RN2,60,Avenue Hassan II شارع الحسن الثاني,"LINESTRING (-3.3902076 34.9754554, -3.3897596 34.9753196)",
104280093,residential,False,False,51.489999999999995,,,,Rue Oued Nekkour شارع واد النکور,"LINESTRING (-3.3902076 34.9754554, -3.3901767 34.9753642, -3.3901553 34.9752828, -3.3900984 34.9750015)",
104280138,residential,False,True,9.427,,,,,"LINESTRING (-3.3934464 34.9755054, -3.3934604 34.9755894)",
294433971,primary,True,False,55.369,1,RN2,60,Avenue Hassan II شارع الحسن الثاني,"LINESTRING (-3.3934464 34.9755054, -3.3928431 34.9755652)",
104280063,residential,False,False,15.723,,,,,"LINESTRING (-3.3871422 34.9805047, -3.3869702 34.9805162)",
104280020,residential,False,False,66.923,,,,,"LINESTRING (-3.3871422 34.9805047, -3.3871204 34.9802277, -3.3870949 34.9799041)",
104280063,residential,False,True,70.332,,,,,"LINESTRING (-3.3871422 34.9805047, -3.387771 34.9804625, -3.3878177 34.980458, -3.3878599 34.9804409, -3.3878925 34.9804132)",
104280112,residential,False,False,37.153,,,,,"LINESTRING (-3.3924912 34.9768559, -3.392404 34.9765295)",
104280155,residential,False,False,27.683,,,,,"LINESTRING (-3.3924912 34.9768559, -3.3921957 34.9769138)",
104280155,residential,False,True,26.568,,,,,"LINESTRING (-3.3924912 34.9768559, -3.3927786 34.9768155)",
104280009,residential,False,False,53.045,,,,,"LINESTRING (-3.3884488 34.9792717, -3.3883686 34.9787992)",
104280009,residential,False,True,55.697,,,,,"LINESTRING (-3.3884488 34.9792717, -3.388496 34.9797711)",
104280125,residential,False,False,30.321,,,,,"LINESTRING (-3.3884488 34.9792717, -3.3887806 34.9792506)",
104280125,residential,False,True,81.2,,,,,"LINESTRING (-3.3884488 34.9792717, -3.3882429 34.9792948, -3.3881691 34.9793157, -3.3881369 34.9793564, -3.3881289 34.9794069, -3.3881463 34.9795783, -3.3881719 34.9798019)",
104279967,residential,False,True,11.121,,,,,"LINESTRING (-3.395116 34.9759653, -3.3949953 34.9759802)",
104280162,residential,False,True,42.16,,,,,"LINESTRING (-3.395116 34.9759653, -3.3951792 34.9763409)",
104279967,residential,False,False,64.408,,,,,"LINESTRING (-3.395116 34.9759653, -3.395261 34.9759429, -3.3958107 34.9758581)",
104279980,residential,False,False,41.897,,,,,"LINESTRING (-3.3927946 34.9793959, -3.3927034 34.9790266)",
307856899,tertiary,False,False,56.488,,,,Avenue Youssef Ben Tachfine شارع يوسف بن تاشفين,"LINESTRING (-3.3927946 34.9793959, -3.3934008 34.9792893)",
307856899,tertiary,False,True,53.251,,,,Avenue Youssef Ben Tachfine شارع يوسف بن تاشفين,"LINESTRING (-3.3927946 34.9793959, -3.3922186 34.9794772)",
104280000,residential,False,True,53.182,,,,,"LINESTRING (-3.3928798 34.9772221, -3.3923078 34.9773174)",
104280091,residential,False,False,46.143,,,,Boulevard Salah Eddine نهج صلاح الدين الأيوبي,"LINESTRING (-3.3928798 34.9772221, -3.3927786 34.9768155)",
104280091,residential,False,True,44.855,,,,Boulevard Salah Eddine نهج صلاح الدين الأيوبي,"LINESTRING (-3.3928798 34.9772221, -3.3929843 34.9776163)",
104280093,residential,False,False,69.051,,,,Rue Oued Nekkour شارع واد النکور,"LINESTRING (-3.3900199 34.9746097, -3.3898669 34.9740015)",
104280093,residential,False,True,28.724,,,,Rue Oued Nekkour شارع واد النکور,"LINESTRING (-3.3900199 34.9746097, -3.390078 34.9748636)",
104280159,residential,False,False,52.05,,,,,"LINESTRING (-3.3900199 34.9746097, -3.3894492 34.9745889)",
104279973,residential,False,True,35.216,,,,,"LINESTRING (-3.3907816 34.9787399, -3.3907203 34.9784272)",
104279973,residential,False,False,93.211,,,,,"LINESTRING (-3.3907816 34.9787399, -3.3908755 34.9791794, -3.3909452 34.9795673)",
104280057,residential,False,False,63.978,,,,,"LINESTRING (-3.3907816 34.9787399, -3.3904329 34.9787894, -3.3900869 34.9788223)",
104280158,residential,False,False,29.522,,,,,"LINESTRING (-3.3894492 34.9745889, -3.3894257 34.9748537)",
104280159,residential,False,False,46.017,,,,,"LINESTRING (-3.3894492 34.9745889, -3.3889449 34.9745664)",
104280159,residential,False,True,52.05,,,,,"LINESTRING (-3.3894492 34.9745889, -3.3900199 34.9746097)",
104280118,residential,False,False,68.025,,,,,"LINESTRING (-3.3903218 34.9761503, -3.3902472 34.9755416)",
104280118,residential,False,True,27.581,,,,,"LINESTRING (-3.3903218 34.9761503, -3.390386 34.9763927)",
104280084,residential,False,True,103.06899999999999,,,,,"LINESTRING (-3.3903218 34.9761503, -3.3909746 34.9760813, -3.3914441 34.9760341)",
104280115,residential,False,False,28.16,,,,,"LINESTRING (-3.3914944 34.9737385, -3.3914837 34.9739916)",
104280107,residential,False,False,58.426,,,,,"LINESTRING (-3.3914944 34.9737385, -3.3917474 34.9737616, -3.3921334 34.9737802)",
104280107,residential,False,True,42.942,,,,,"LINESTRING (-3.3914944 34.9737385, -3.3912604 34.9737048, -3.3911896 34.9737091, -3.391078 34.9737225, -3.3910283 34.9737187)",
104280115,residential,False,True,44.807,,,,,"LINESTRING (-3.3914944 34.9737385, -3.3915748 34.9735251, -3.3916023 34.9734823, -3.3916352 34.9734531, -3.3916688 34.9734469, -3.3917444 34.9734599)",
104280120,residential,False,False,32.407,,,,,"LINESTRING (-3.3948733 34.9786815, -3.3945245 34.9787386)",
294433979,residential,False,False,40.666,,,,,"LINESTRING (-3.3948733 34.9786815, -3.3949559 34.9790409)",
294433979,residential,False,True,54.481,,,,,"LINESTRING (-3.3948733 34.9786815, -3.3947673 34.9781993)",
307856963,residential,False,False,29.567,,,,,"LINESTRING (-3.3880873 34.9759543, -3.3877628 34.9759565)",
104280157,residential,False,False,103.608,,,,,"LINESTRING (-3.3880873 34.9759543, -3.3881477 34.9764674, -3.3881973 34.9768817)",
307856963,residential,False,True,29.237,,,,,"LINESTRING (-3.3880873 34.9759543, -3.3883508 34.9759488, -3.388383 34.9759576, -3.3884038 34.9759663)",
294433979,residential,False,False,11.71,,,,,"LINESTRING (-3.3947449 34.9780956, -3.3947673 34.9781993)",
294433979,residential,False,True,38.419,,,,,"LINESTRING (-3.3947449 34.9780956, -3.3946755 34.9777548)",
