osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,junction,name
306906171,False,2,RN6,primary,60,True,47.433,"LINESTRING (-6.0701024 33.8259167, -6.0706156 33.825931)",,
288972314,False,,,residential,,True,182.192,"LINESTRING (-6.0701024 33.8259167, -6.0700587 33.8267659, -6.0700367 33.8275542)",,
409538085,True,2,RR409,secondary,40,False,27.171,"LINESTRING (-6.0710822 33.826242, -6.0711877 33.8260139)",,
306906160,False,2,RR409,secondary,60,False,54.564,"LINESTRING (-6.0710822 33.826242, -6.0710194 33.826658, -6.0710087 33.8267289)",,
604383977,False,2,RR409,secondary,60,True,15.212,"LINESTRING (-6.0698653 33.8296002, -6.0699218 33.8294717)",,
604395345,True,1,RR409,secondary,,False,34.845,"LINESTRING (-6.0698653 33.8296002, -6.0695644 33.8297892)",,
155034280,True,1,RR409,secondary,,False,1.988,"LINESTRING (-6.0697505 33.8299191, -6.0697467 33.8299015)",roundabout,
288972320,False,,,residential,,True,36.22,"LINESTRING (-6.0697505 33.8299191, -6.06996 33.8298156, -6.0700894 33.8297553)",,
140007590,False,,,unclassified,,True,103.66,"LINESTRING (-6.072315 33.8298522, -6.0731302 33.8304929)",,
288972353,False,,,residential,,True,52.466,"LINESTRING (-6.072315 33.8298522, -6.0719233 33.8301939)",,
588653380,False,,,residential,,False,65.625,"LINESTRING (-6.072315 33.8298522, -6.0729104 33.8295302)",,
140007590,False,,,unclassified,,False,139.173,"LINESTRING (-6.072315 33.8298522, -6.0720758 33.8296424, -6.0717744 33.8293972, -6.0713083 33.82897, -6.0712825 33.8289415)",,
306906160,False,2,RR409,secondary,60,True,23.42,"LINESTRING (-6.0705878 33.8279589, -6.0706545 33.8277557)",,
604395343,True,2,RR409,secondary,60,False,13.154,"LINESTRING (-6.0705878 33.8279589, -6.0705084 33.8280571)",,
140007590,False,,,unclassified,,False,116.844,"LINESTRING (-6.0765898 33.8333831, -6.0756748 33.8326575)",,
140007590,False,,,unclassified,,True,39.776,"LINESTRING (-6.0765898 33.8333831, -6.076883 33.8336451)",,
305181917,False,2,,tertiary,,False,59.289,"LINESTRING (-6.0765898 33.8333831, -6.0770623 33.8330222)",,Zenkat Arabit
305181917,False,2,,tertiary,,True,22.802,"LINESTRING (-6.0765898 33.8333831, -6.0763979 33.8335121)",,Zenkat Arabit
588629787,False,,,residential,,True,80.384,"LINESTRING (-6.0696962 33.8278783, -6.0689793 33.8282881)",,
588630063,False,,,residential,,True,45.199,"LINESTRING (-6.0696962 33.8278783, -6.069534 33.8274948)",,
588630063,False,,,residential,,False,84.23,"LINESTRING (-6.0696962 33.8278783, -6.0697635 33.8280646, -6.0698105 33.8283219, -6.0698361 33.8286239)",,
165266639,False,,,residential,,False,74.294,"LINESTRING (-6.0683321 33.8286495, -6.0687774 33.8292059)",,
165266639,False,,,residential,,True,68.082,"LINESTRING (-6.0683321 33.8286495, -6.0679221 33.8281407)",,
588629787,False,,,residential,,False,31.656,"LINESTRING (-6.0683321 33.8286495, -6.0686187 33.8284934)",,
588629787,False,,,residential,,True,32.515,"LINESTRING (-6.0683321 33.8286495, -6.0680424 33.8288156)",,
588646589,False,,,residential,,False,31.399,"LINESTRING (-6.0698102 33.8276594, -6.069534 33.8274948)",,
588646589,False,,,residential,,True,46.092,"LINESTRING (-6.0698102 33.8276594, -6.0702195 33.8278965)",,
588630060,False,,,residential,,True,23.971,"LINESTRING (-6.0698102 33.8276594, -6.0699449 33.8275978, -6.0700367 33.8275542)",,
305181917,False,2,,tertiary,,False,34.069,"LINESTRING (-6.0760868 33.8336767, -6.0763979 33.8335121)",,Zenkat Arabit
305181917,False,2,,tertiary,,True,61.054,"LINESTRING (-6.0760868 33.8336767, -6.0754722 33.8338788)",,Zenkat Arabit
369911950,False,,,residential,,True,34.634,"LINESTRING (-6.0760868 33.8336767, -6.0758362 33.833445)",,
165266639,False,,,residential,,False,40.427,"LINESTRING (-6.0674855 33.8275887, -6.067729 33.8278908)",,
306906182,False,,,residential,,False,73.129,"LINESTRING (-6.0674855 33.8275887, -6.0681352 33.8272129)",,
32512634,False,2,RN6,primary,60,False,28.448,"LINESTRING (-6.0773042 33.826234, -6.0769966 33.8262215)",,
305181917,False,2,,tertiary,,True,68.11,"LINESTRING (-6.0773042 33.826234, -6.0773204 33.8265533, -6.0773398 33.8268458)",,Zenkat Arabit
