osmid,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed,junction
177320072,residential,False,False,30.317,"LINESTRING (-6.9033537 33.8260842, -6.9033938 33.8263548)",,,,,
177320074,residential,False,False,114.377,"LINESTRING (-6.9033537 33.8260842, -6.9021391 33.8262841)",,,,,
177320074,residential,False,True,76.66499999999999,"LINESTRING (-6.9033537 33.8260842, -6.9040335 33.8259743, -6.904166 33.8259441)",,,,,
177320074,residential,False,False,54.671,"LINESTRING (-6.9008291 33.8265066, -6.900249 33.8266041)",,,,,
675194976,residential,False,True,34.72,"LINESTRING (-6.9008291 33.8265066, -6.9008848 33.8268154)",,,,,
177320074,residential,False,True,90.90899999999999,"LINESTRING (-6.9008291 33.8265066, -6.901241 33.826437, -6.9017935 33.8263436)",,,,,
177320074,residential,False,True,22.746,"LINESTRING (-6.8996742 33.826555, -6.8997681 33.8265645, -6.8999178 33.8265846)",,,,,
675194978,residential,False,True,38.881,"LINESTRING (-6.8996742 33.826555, -6.8996662 33.8268224, -6.8996743 33.8269043)",,,,,
177320060,residential,False,False,33.898,"LINESTRING (-6.900249 33.8266041, -6.9003041 33.8269055)",,,,,
177320074,residential,False,False,30.671,"LINESTRING (-6.900249 33.8266041, -6.8999178 33.8265846)",,,,,
177320074,residential,False,True,54.671,"LINESTRING (-6.900249 33.8266041, -6.9008291 33.8265066)",,,,,
177320072,residential,False,False,30.977,"LINESTRING (-6.9034501 33.8266068, -6.9035364 33.826876)",,,,,
177320072,residential,False,True,28.5,"LINESTRING (-6.9034501 33.8266068, -6.9033938 33.8263548)",,,,,
1268856256,residential,False,True,61.001,"LINESTRING (-6.9034501 33.8266068, -6.9040865 33.8264603)",,,,,
177320062,residential,False,False,34.397,"LINESTRING (-6.9035364 33.826876, -6.9031725 33.8269416)",,,,,
177320072,residential,False,False,108.353,"LINESTRING (-6.9035364 33.826876, -6.9039941 33.8277732)",,,,,
177320072,residential,False,True,30.977,"LINESTRING (-6.9035364 33.826876, -6.9034501 33.8266068)",,,,,
1268854797,residential,False,True,59.466,"LINESTRING (-6.9035364 33.826876, -6.9038481 33.8268413, -6.9041629 33.8267611)",,,,,
177320060,residential,False,True,13.54,"LINESTRING (-6.9004067 33.82744, -6.9003818 33.82732)",,,,,
177320062,residential,False,True,25.549,"LINESTRING (-6.9004067 33.82744, -6.900677 33.8273913)",,,,,
177320063,residential,False,False,27.241,"LINESTRING (-6.9004067 33.82744, -6.9001181 33.8274904)",,,,,
177320072,residential,False,False,9.441,"LINESTRING (-6.9039941 33.8277732, -6.9040494 33.8278446)",,,,,
177320072,residential,False,True,108.353,"LINESTRING (-6.9039941 33.8277732, -6.9035364 33.826876)",,,,,
177320073,residential,False,False,27.336,"LINESTRING (-6.9039941 33.8277732, -6.9037029 33.827817)",,,,,
177320073,residential,False,False,27.692,"LINESTRING (-6.9037029 33.827817, -6.9034098 33.8278693)",,,,,
177320073,residential,False,True,27.336,"LINESTRING (-6.9037029 33.827817, -6.9039941 33.8277732)",,,,,
729099969,residential,False,False,84.411,"LINESTRING (-6.9037029 33.827817, -6.9038156 33.828313, -6.9038752 33.8285625)",,,,,
177320073,residential,False,False,12.267999999999999,"LINESTRING (-6.9026743 33.8280429, -6.9026066 33.8281125, -6.9025893 33.8281276)",,,,,
177320073,residential,False,True,14.589999999999998,"LINESTRING (-6.9026743 33.8280429, -6.9027193 33.8280039, -6.9027742 33.827981, -6.9028027 33.8279699)",,,,,
630067060,residential,False,False,124.136,"LINESTRING (-6.9026743 33.8280429, -6.9028218 33.8288355, -6.9028272 33.8288773, -6.9028185 33.8289074, -6.9028017 33.8289274, -6.9027755 33.8289425, -6.9025528 33.8289879)",,,,,
177320062,residential,False,False,25.549,"LINESTRING (-6.900677 33.8273913, -6.9004067 33.82744)",,,,,
177320062,residential,False,True,29.303,"LINESTRING (-6.900677 33.8273913, -6.9009868 33.8273346)",,,,,
177320073,residential,False,True,104.049,"LINESTRING (-6.900677 33.8273913, -6.9007806 33.8277939, -6.900892 33.8283097)",,,,,
177320058,residential,False,True,41.6,"LINESTRING (-6.9045799 33.8284803, -6.9049398 33.8282554)",,,,,
177320072,residential,False,True,18.04,"LINESTRING (-6.9045799 33.8284803, -6.9044637 33.8283499)",,,,,
