osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed
94993184,unclassified,False,False,5.377,"LINESTRING (-3.3365406 35.1170301, -3.3364888 35.1170068)",,
"[1210549068, 1210549069]",residential,False,"[False, True]",115.86999999999999,"LINESTRING (-3.3365406 35.1170301, -3.336479 35.1174026, -3.3356763 35.1172901)",,
153732004,unclassified,False,False,11.368,"LINESTRING (-3.3318572 35.1193744, -3.3319246 35.1192883)",2,80
153732004,unclassified,False,True,22.412,"LINESTRING (-3.3318572 35.1193744, -3.331783 35.1195666)",2,80
585752098,residential,False,False,40.733000000000004,"LINESTRING (-3.3318572 35.1193744, -3.331655 35.1193261, -3.3314283 35.119269)",,
737877906,unclassified,False,False,41.277,"LINESTRING (-3.3328843 35.1179965, -3.3330578 35.1177804, -3.3331397 35.1176898)",2,80
1210565783,unclassified,True,False,21.051000000000002,"LINESTRING (-3.3328843 35.1179965, -3.3327885 35.1180798, -3.3327256 35.1181343)",1,80
153732004,unclassified,False,True,114.013,"LINESTRING (-3.3325235 35.1183918, -3.3322719 35.1186953, -3.3321404 35.1188785, -3.3319246 35.1192883)",2,80
1210565781,unclassified,True,False,23.42,"LINESTRING (-3.3325235 35.1183918, -3.3326156 35.1183379, -3.3326791 35.1183012, -3.3327312 35.1182674)",1,80
145187361,residential,False,False,63.398,"LINESTRING (-3.3353457 35.1225017, -3.3360233 35.1223679)",,
145187361,residential,False,True,32.593,"LINESTRING (-3.3353457 35.1225017, -3.3349959 35.1225654)",,
145187335,residential,False,False,67.739,"LINESTRING (-3.3353457 35.1225017, -3.3355625 35.1226704, -3.3358003 35.1229786)",,
153732004,unclassified,False,True,34.666,"LINESTRING (-3.3316078 35.120071, -3.3315217 35.1203747)",2,80
299297574,residential,False,True,66.222,"LINESTRING (-3.3316078 35.120071, -3.3323094 35.1202302)",,
585752096,residential,False,False,43.129,"LINESTRING (-3.3316078 35.120071, -3.3311373 35.1200227)",,
153732004,unclassified,False,False,28.552,"LINESTRING (-3.3316078 35.120071, -3.3316254 35.1199848, -3.3316795 35.1198213)",2,80
736556489,unclassified,False,True,17.538,"LINESTRING (-3.3348395 35.1236535, -3.3350278 35.1236875)",,
145187339,residential,False,True,121.82600000000001,"LINESTRING (-3.3348395 35.1236535, -3.3349156 35.1231419, -3.3349959 35.1225654)",,
736556489,unclassified,False,False,46.772,"LINESTRING (-3.3348395 35.1236535, -3.3346778 35.1236568, -3.3343264 35.1236798)",,
145187358,residential,False,True,35.42,"LINESTRING (-3.3318441 35.1210417, -3.3322324 35.1210173)",,
145187367,residential,False,False,69.743,"LINESTRING (-3.3318441 35.1210417, -3.3319192 35.1216659)",,
145187358,residential,False,False,41.235,"LINESTRING (-3.3318441 35.1210417, -3.3315638 35.1210549, -3.3313912 35.1210567)",,
1210557102,residential,False,False,36.098,"LINESTRING (-3.3318441 35.1210417, -3.3318285 35.1207912, -3.3318461 35.1207188)",,
