osmid,oneway,lanes,ref,highway,reversed,length,geometry,maxspeed
96451962,False,2,RR608,secondary,True,30.571,"LINESTRING (-2.0184527 34.0091047, -2.0181217 34.0091221)",
96451962,False,2,RR608,secondary,False,28.613,"LINESTRING (-2.0184527 34.0091047, -2.0186181 34.0090902, -2.0187604 34.0090714)",
147222258,False,,,residential,False,39.956,"LINESTRING (-2.0253549 34.0171037, -2.0252791 34.0167499)",
147222258,False,,,residential,True,50.856,"LINESTRING (-2.0253549 34.0171037, -2.0254683 34.0175513)",
147222312,False,,,residential,False,53.131,"LINESTRING (-2.0253549 34.0171037, -2.0259211 34.0170139)",
147222312,False,,,residential,True,52.521,"LINESTRING (-2.0253549 34.0171037, -2.0247986 34.0172061)",
153919506,False,2,RN17,primary,True,126.646,"LINESTRING (-2.0259596 34.0149046, -2.0262131 34.016024)",40
153919506,False,2,RN17,primary,False,84.318,"LINESTRING (-2.0259596 34.0149046, -2.02591 34.0147045, -2.025841 34.0144122, -2.025788 34.0142165, -2.0257711 34.0141627)",40
306662513,False,2,,residential,True,150.826,"LINESTRING (-2.0259596 34.0149046, -2.0244 34.0151438, -2.0243505 34.0151514)",
147222270,False,,,residential,False,53.06,"LINESTRING (-2.0245958 34.0162761, -2.0251592 34.016178)",
147222270,False,,,residential,True,147.775,"LINESTRING (-2.0245958 34.0162761, -2.0230199 34.0165209)",
147222281,False,,,residential,False,63.358,"LINESTRING (-2.0245958 34.0162761, -2.0247181 34.0168368)",
147222281,False,,,residential,True,127.089,"LINESTRING (-2.0245958 34.0162761, -2.024453 34.0156213, -2.0243703 34.0152421, -2.0243505 34.0151514)",
147222281,False,,,residential,True,41.729,"LINESTRING (-2.0247986 34.0172061, -2.0247181 34.0168368)",
147222312,False,,,residential,False,52.521,"LINESTRING (-2.0247986 34.0172061, -2.0253549 34.0171037)",
147222281,False,,,residential,False,49.425000000000004,"LINESTRING (-2.0247986 34.0172061, -2.0248672 34.0175208, -2.024894 34.0176435)",
147222312,False,,,residential,True,145.749,"LINESTRING (-2.0247986 34.0172061, -2.024108 34.0173146, -2.0235794 34.0174048, -2.0232493 34.017468)",
147222278,False,2,,residential,False,127.44,"LINESTRING (-2.0227772 34.0153926, -2.0230199 34.0165209)",
306662513,False,2,,residential,False,138.039,"LINESTRING (-2.0227772 34.0153926, -2.0242499 34.0151668)",
147222278,False,2,,residential,True,531.101,"LINESTRING (-2.0227772 34.0153926, -2.0226833 34.0149424, -2.022627 34.0146812, -2.0225184 34.0141598, -2.0223883 34.0137329, -2.0222273 34.0130448, -2.0220973 34.0124846, -2.0220195 34.0120655, -2.0219658 34.0116964, -2.0219055 34.0114552, -2.0217929 34.0111828, -2.0216809 34.0109088, -2.0216433 34.0107937, -2.0216373 34.0107192)",
306662513,False,2,,residential,True,226.98,"LINESTRING (-2.0227772 34.0153926, -2.0205942 34.0153801, -2.0203552 34.0155004)",
147222270,False,,,residential,False,147.775,"LINESTRING (-2.0230199 34.0165209, -2.0245958 34.0162761)",
147222278,False,2,,residential,True,127.44,"LINESTRING (-2.0230199 34.0165209, -2.0227772 34.0153926)",
147222278,False,2,,residential,False,107.453,"LINESTRING (-2.0230199 34.0165209, -2.0231829 34.0172496, -2.0232493 34.017468)",
147222314,False,,,residential,True,48.123,"LINESTRING (-2.0282596 34.016203, -2.0277414 34.01615)",
306665699,False,,,residential,True,94.116,"LINESTRING (-2.0282596 34.016203, -2.0281186 34.0170413)",
306665505,False,,,residential,False,172.41,"LINESTRING (-2.0282596 34.016203, -2.0282798 34.0158406, -2.0282677 34.0156872, -2.0282221 34.0155382, -2.0281805 34.0154493, -2.0281081 34.0153348, -2.0280035 34.0152725, -2.0279472 34.0152481, -2.0278533 34.0152248, -2.0273581 34.0151638)",
147222278,False,2,,residential,True,107.453,"LINESTRING (-2.0232493 34.017468, -2.0231829 34.0172496, -2.0230199 34.0165209)",
147222312,False,,,residential,False,145.74900000000002,"LINESTRING (-2.0232493 34.017468, -2.0235794 34.0174048, -2.024108 34.0173146, -2.0247986 34.0172061)",
147222314,False,,,residential,False,50.124,"LINESTRING (-2.0272047 34.0160772, -2.0277414 34.01615)",
306665698,False,,,residential,True,48.176,"LINESTRING (-2.0272047 34.0160772, -2.0266874 34.0160151)",
306665703,False,,,residential,False,97.614,"LINESTRING (-2.0272047 34.0160772, -2.0270784 34.0169488)",
306665703,False,,,residential,True,102.545,"LINESTRING (-2.0272047 34.0160772, -2.0273581 34.0151638)",
147222288,False,,,residential,False,101.111,"LINESTRING (-2.0266874 34.0160151, -2.0265712 34.0169193)",
306665698,False,,,residential,False,48.176,"LINESTRING (-2.0266874 34.0160151, -2.0272047 34.0160772)",
306665698,False,,,residential,True,43.726,"LINESTRING (-2.0266874 34.0160151, -2.0262131 34.016024)",
147222312,False,,,residential,False,12.294,"LINESTRING (-2.0264398 34.0169383, -2.0265712 34.0169193)",
147222312,False,,,residential,True,36.224,"LINESTRING (-2.0264398 34.0169383, -2.0260525 34.0169937)",
153919506,False,2,RN17,primary,True,33.747,"LINESTRING (-2.0264398 34.0169383, -2.0265128 34.0172357)",40
153919506,False,2,RN17,primary,False,103.793,"LINESTRING (-2.0264398 34.0169383, -2.0264265 34.0168765, -2.0262828 34.0162997, -2.0262131 34.016024)",40
147222258,False,,,residential,True,64.546,"LINESTRING (-2.0251592 34.016178, -2.0252791 34.0167499)",
147222270,False,,,residential,False,98.633,"LINESTRING (-2.0251592 34.016178, -2.0262131 34.016024)",
147222270,False,,,residential,True,53.06,"LINESTRING (-2.0251592 34.016178, -2.0245958 34.0162761)",
147222288,False,,,residential,False,35.591,"LINESTRING (-2.0265712 34.0169193, -2.0265128 34.0172357)",
147222288,False,,,residential,True,101.111,"LINESTRING (-2.0265712 34.0169193, -2.0266874 34.0160151)",
147222312,False,,,residential,True,12.294,"LINESTRING (-2.0265712 34.0169193, -2.0264398 34.0169383)",
306662514,False,,,residential,False,46.885999999999996,"LINESTRING (-2.0265712 34.0169193, -2.0268314 34.0169276, -2.0270784 34.0169488)",
306662514,False,,,residential,True,50.038,"LINESTRING (-2.0281186 34.0170413, -2.0275803 34.0169828)",
306665699,False,,,residential,False,94.116,"LINESTRING (-2.0281186 34.0170413, -2.0282596 34.016203)",
306662514,False,,,residential,False,46.413,"LINESTRING (-2.0270784 34.0169488, -2.0275803 34.0169828)",
