osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,junction,ref
147224035,False,2,residential,40,False,88.063,"LINESTRING (-4.3213806 34.9372033, -4.3204198 34.9371207)",,,
308292485,False,,residential,,True,151.53500000000003,"LINESTRING (-4.3213806 34.9372033, -4.3213984 34.9370523, -4.3213942 34.9369419, -4.32138 34.9368321, -4.3213257 34.936715, -4.3212875 34.9366441, -4.3212352 34.9365699, -4.3211442 34.9364695, -4.3210642 34.9363973, -4.3209697 34.936328, -4.3208959 34.9362829, -4.3207598 34.9362263, -4.3206444 34.9362032, -4.320553 34.9361846)",,,
308292833,False,,residential,60,False,210.32999999999998,"LINESTRING (-4.3213806 34.9372033, -4.3212781 34.9379064, -4.3211933 34.9385517, -4.3211398 34.9390843)",شارع ولي العهد,,
308285602,False,4,residential,60,False,4.315,"LINESTRING (-4.3206334 34.9414264, -4.3206581 34.9413933)",,,
308285602,False,4,residential,60,True,34.642,"LINESTRING (-4.3206334 34.9414264, -4.3204394 34.9416943)",,,
1138180202,False,,residential,,True,58.822,"LINESTRING (-4.3206334 34.9414264, -4.320042 34.9412147)",,,
735221732,True,,residential,60,False,33.822,"LINESTRING (-4.3182914 34.9439539, -4.3180265 34.9441669)",,,
308285602,False,4,residential,60,False,319.811,"LINESTRING (-4.3182914 34.9439539, -4.3193463 34.943037, -4.3197433 34.9425879, -4.3198712 34.9424362, -4.3200478 34.9422322, -4.3202037 34.9420338, -4.3204394 34.9416943)",,,
147224040,False,,residential,,False,37.128,"LINESTRING (-4.3161826 34.9371707, -4.3165885 34.9371984)",,,
147224040,False,,residential,,True,7.194,"LINESTRING (-4.3161826 34.9371707, -4.3161039 34.9371659)",,,
735246601,True,,residential,60,False,42.642,"LINESTRING (-4.3161826 34.9371707, -4.3162302 34.9367892)",,,
147224070,False,,residential,,True,69.617,"LINESTRING (-4.3204394 34.9416943, -4.3210748 34.9420417)",,,
308285602,False,4,residential,60,False,34.642,"LINESTRING (-4.3204394 34.9416943, -4.3206334 34.9414264)",,,
308285602,False,4,residential,60,True,319.81100000000004,"LINESTRING (-4.3204394 34.9416943, -4.3202037 34.9420338, -4.3200478 34.9422322, -4.3198712 34.9424362, -4.3197433 34.9425879, -4.3193463 34.943037, -4.3182914 34.9439539)",,,
147224063,False,,residential,,True,11.862,"LINESTRING (-4.3229891 34.9430389, -4.3231188 34.9430301)",,,
586421584,False,,residential,,False,28.36,"LINESTRING (-4.3229891 34.9430389, -4.3229596 34.9432928)",,,
147224070,False,,residential,,False,21.942,"LINESTRING (-4.3229891 34.9430389, -4.322885 34.9430095, -4.3227674 34.9429629)",,,
147224040,False,,residential,,False,39.709,"LINESTRING (-4.3165885 34.9371984, -4.3170225 34.9372291)",,,
147224040,False,,residential,,True,37.128,"LINESTRING (-4.3165885 34.9371984, -4.3161826 34.9371707)",,,
