osmid,ref,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction
95633919,RP7040,tertiary,False,True,69.802,"LINESTRING (-5.481534 33.7600413, -5.4821831 33.7600748, -5.4822876 33.7600805)",,,
262896543,,residential,False,False,72.00800000000001,"LINESTRING (-5.481534 33.7600413, -5.481762 33.7597514, -5.4819599 33.7594991)",,,
87773500,RN13,trunk,False,False,86.178,"LINESTRING (-5.4856968 33.7605048, -5.4855402 33.7597408)",4,60,
87773500,RN13,trunk,False,True,70.319,"LINESTRING (-5.4856968 33.7605048, -5.4858246 33.7611282)",4,60,
95633919,RP7040,tertiary,False,False,66.44200000000001,"LINESTRING (-5.4856968 33.7605048, -5.4850679 33.7606045, -5.4849906 33.7605932)",,,
"[288965498, 337440349]",,unclassified,False,False,118.40300000000002,"LINESTRING (-5.4888794 33.7587563, -5.4891696 33.7587876, -5.4892187 33.7587838, -5.4892585 33.7587768, -5.4893741 33.7587486, -5.4894472 33.7587168, -5.4900538 33.7584345)",,,
441510650,RP7062,tertiary,False,True,31.206,"LINESTRING (-5.4888794 33.7587563, -5.4886874 33.7587554, -5.4885423 33.758765)",,,
262896529,RP7062,tertiary,False,True,38.127,"LINESTRING (-5.4878052 33.7590334, -5.4879064 33.7593658)",,,
441510649,,unclassified,False,False,132.679,"LINESTRING (-5.4878052 33.7590334, -5.4874192 33.7580213, -5.4873758 33.7578949)",,,
441510650,RP7062,tertiary,False,False,74.782,"LINESTRING (-5.4878052 33.7590334, -5.488165 33.7588825, -5.4884017 33.7587878, -5.4885423 33.758765)",,,
95633919,RP7040,tertiary,False,False,30.386,"LINESTRING (-5.4826156 33.7600982, -5.4822876 33.7600805)",,,
95633919,RP7040,tertiary,False,True,63.864,"LINESTRING (-5.4826156 33.7600982, -5.4833046 33.7601401)",,,
262896497,,residential,False,False,154.639,"LINESTRING (-5.4826156 33.7600982, -5.4821737 33.7614395)",,,
262896497,,residential,False,True,38.275,"LINESTRING (-5.4826156 33.7600982, -5.4827236 33.7597659)",,,
262896582,,residential,False,False,28.744,"LINESTRING (-5.481699 33.7615142, -5.4813932 33.761561)",,,
262896582,,residential,False,True,39.997,"LINESTRING (-5.481699 33.7615142, -5.4819752 33.7614718, -5.4821238 33.761446)",,,
262896497,,residential,False,False,78.958,"LINESTRING (-5.4830559 33.7586836, -5.4828537 33.7593735)",,,
262896497,,residential,False,True,39.429,"LINESTRING (-5.4830559 33.7586836, -5.4831584 33.7583394)",,,
262896578,,residential,False,True,39.457,"LINESTRING (-5.4830559 33.7586836, -5.4834647 33.7587856)",,,
889973783,,residential,False,True,34.855,"LINESTRING (-5.4830559 33.7586836, -5.4826847 33.7586287)",,,
203584809,,residential,False,False,41.843,"LINESTRING (-5.4850757 33.7610131, -5.4851662 33.7613818)",,,
262896582,,residential,False,False,114.499,"LINESTRING (-5.4850757 33.7610131, -5.4838546 33.7611855)",,,
203584809,,residential,False,True,47.370999999999995,"LINESTRING (-5.4850757 33.7610131, -5.4850435 33.7608153, -5.4849906 33.7605932)",,,
95633919,RP7040,tertiary,False,False,111.089,"LINESTRING (-5.4849906 33.7605932, -5.4849183 33.7605827, -5.4839277 33.7602253, -5.4838807 33.7602156)",,,
95633919,RP7040,tertiary,False,True,66.44200000000001,"LINESTRING (-5.4849906 33.7605932, -5.4850679 33.7606045, -5.4856968 33.7605048)",,,
203584809,,residential,False,False,47.370999999999995,"LINESTRING (-5.4849906 33.7605932, -5.4850435 33.7608153, -5.4850757 33.7610131)",,,
262896497,,residential,False,True,154.639,"LINESTRING (-5.4821737 33.7614395, -5.4826156 33.7600982)",,,
262896582,,residential,False,False,4.669,"LINESTRING (-5.4821737 33.7614395, -5.4821238 33.761446)",,,
262896582,,residential,False,True,157.934,"LINESTRING (-5.4821737 33.7614395, -5.4838546 33.7611855)",,,
203584812,,residential,False,False,76.585,"LINESTRING (-5.4842281 33.7589645, -5.4840244 33.7596321)",,,
203584812,,residential,False,True,75.486,"LINESTRING (-5.4842281 33.7589645, -5.4844798 33.7583187)",,,
262896578,,residential,False,False,35.077,"LINESTRING (-5.4842281 33.7589645, -5.4838629 33.7588789)",,,
262896578,,residential,False,True,8.274,"LINESTRING (-5.4842281 33.7589645, -5.4843031 33.7590051)",,,
262896529,RP7062,tertiary,False,False,124.66000000000001,"LINESTRING (-5.4877222 33.7608508, -5.4879724 33.7604764, -5.4880744 33.7602445, -5.4880905 33.7599813, -5.4880422 33.7598119, -5.4880398 33.7598039)",,,
583835773,,residential,False,False,187.013,"LINESTRING (-5.4877222 33.7608508, -5.4875914 33.7608182, -5.487454 33.7607856, -5.4872501 33.7607396, -5.4871961 33.7607279, -5.4871613 33.7607279, -5.4871274 33.7607332, -5.4870788 33.7607577, -5.4869933 33.7608118, -5.4868672 33.7608887, -5.4867622 33.7609357, -5.4866665 33.7609661, -5.4866336 33.7609765, -5.4864998 33.7610085, -5.4863009 33.7610428, -5.4859536 33.761105, -5.4858246 33.7611282)",,,
262896535,,residential,False,False,44.518,"LINESTRING (-5.4860057 33.7596117, -5.48614 33.7592464, -5.4861471 33.759229)",,,
262896535,,residential,False,True,118.957,"LINESTRING (-5.4860057 33.7596117, -5.4859869 33.7595454, -5.485798 33.7585561)",,,
262896578,,residential,False,False,45.365,"LINESTRING (-5.4860057 33.7596117, -5.4856861 33.7597003, -5.4855402 33.7597408)",,,
262896578,,residential,False,True,192.716,"LINESTRING (-5.4860057 33.7596117, -5.4861923 33.7596004, -5.4862906 33.7595948, -5.4863524 33.7595844, -5.4864088 33.7595685, -5.4864884 33.7595432, -5.486544 33.7595326, -5.4865937 33.7595284, -5.4866577 33.7595332, -5.4880398 33.7598039)",,,
87773500,RN13,trunk,False,True,86.178,"LINESTRING (-5.4855402 33.7597408, -5.4856968 33.7605048)",4,60,
87773500,RN13,trunk,False,False,101.44200000000001,"LINESTRING (-5.4855402 33.7597408, -5.485424 33.759174, -5.4853578 33.7588412)",4,60,
262896578,,residential,False,False,140.616,"LINESTRING (-5.4855402 33.7597408, -5.4848611 33.7593302, -5.4843031 33.7590051)",,,
262896578,,residential,False,True,45.365,"LINESTRING (-5.4855402 33.7597408, -5.4856861 33.7597003, -5.4860057 33.7596117)",,,
262896569,,residential,False,False,25.703,"LINESTRING (-5.4898683 33.7558907, -5.4896009 33.755954)",,,
262896569,,residential,False,True,23.185,"LINESTRING (-5.4898683 33.7558907, -5.4901095 33.7558336)",,,
1053839454,,residential,False,True,45.737,"LINESTRING (-5.4898683 33.7558907, -5.4899932 33.7562887)",,,
262896506,,residential,False,False,4.075,"LINESTRING (-5.4894569 33.7545486, -5.4894212 33.7545271)",,,
262896506,,residential,False,True,24.203,"LINESTRING (-5.4894569 33.7545486, -5.4896682 33.7546771)",,,
262896533,,residential,False,False,33.94,"LINESTRING (-5.4894569 33.7545486, -5.4893014 33.7548251)",,,
262896531,,residential,False,True,26.654,"LINESTRING (-5.4851654 33.7535138, -5.4848876 33.7535779)",,,
262896597,,residential,False,False,31.703,"LINESTRING (-5.4851654 33.7535138, -5.4852804 33.7537824)",,,
262896597,,residential,False,True,31.774,"LINESTRING (-5.4851654 33.7535138, -5.4850313 33.7532507)",,,
262896531,,residential,False,False,48.658,"LINESTRING (-5.4851654 33.7535138, -5.485362 33.7534675, -5.4856763 33.7534094)",,,
262896506,,residential,False,False,20.144,"LINESTRING (-5.4877693 33.7535316, -5.4875988 33.7534188)",,,
262896506,,residential,False,True,13.909,"LINESTRING (-5.4877693 33.7535316, -5.4878887 33.7536077)",,,
262896577,,residential,False,False,60.03,"LINESTRING (-5.4877693 33.7535316, -5.4876009 33.753768, -5.487438 33.7539959)",,,
262896557,,residential,False,False,40.707,"LINESTRING (-5.4859392 33.7529443, -5.4855367 33.7530927)",,,
583835912,,residential,False,False,78.574,"LINESTRING (-5.4859392 33.7529443, -5.4861511 33.7533589, -5.4861896 33.7534458, -5.4862463 33.7536024)",,,
262896543,,residential,False,True,26.003,"LINESTRING (-5.4826847 33.7586287, -5.4825243 33.7588208)",,,
889973783,,residential,False,False,34.855,"LINESTRING (-5.4826847 33.7586287, -5.4830559 33.7586836)",,,
889973783,,residential,False,True,18.893,"LINESTRING (-5.4826847 33.7586287, -5.482492 33.7585721)",,,
262896506,,residential,False,False,27.529,"LINESTRING (-5.4901303 33.7549579, -5.4898899 33.7548118)",,,
