osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,ref
638170937,False,Κύπρου,residential,True,102.033,"LINESTRING (23.8795893 37.8958671, 23.8790446 37.8966778)",,,
"[84964850, 1240658669]",False,Μιχαήλ Θάνου,residential,"[False, True]",129.407,"LINESTRING (23.8795893 37.8958671, 23.8790245 37.8956186, 23.8785964 37.8950592)",,,
638170937,False,Κύπρου,residential,True,10.827,"LINESTRING (23.8779626 37.8981989, 23.877891 37.8982782)",,,
638170937,False,Κύπρου,residential,False,97.57,"LINESTRING (23.8779626 37.8981989, 23.8784577 37.8975042, 23.8785077 37.8974341)",,,
638170937,False,Κύπρου,residential,False,68.865,"LINESTRING (23.8766204 37.8993867, 23.8771726 37.8989466)",,,
638170937,False,Κύπρου,residential,True,7.798,"LINESTRING (23.8766204 37.8993867, 23.8765858 37.8994513)",,,
660578957,False,Β. Παπαμαμιχάλη,residential,False,24.445,"LINESTRING (23.8766204 37.8993867, 23.876572 37.8993313, 23.8765368 37.8992923, 23.8764601 37.8992069)",,,
32049868,True,Κ. Παπαμιχάλη,residential,False,98.542,"LINESTRING (23.8789869 37.8985623, 23.8779626 37.8981989)",,,
311980919,False,Μεν. Παπαμιχαλη,residential,False,63.575,"LINESTRING (23.8789869 37.8985623, 23.878731 37.8990972)",,,
311980919,False,Μεν. Παπαμιχαλη,residential,True,92.522,"LINESTRING (23.8789869 37.8985623, 23.8793376 37.8977776)",,,
311980919,False,Μεν. Παπαμιχαλη,residential,False,92.522,"LINESTRING (23.8793376 37.8977776, 23.8789869 37.8985623)",,,
311980919,False,Μεν. Παπαμιχαλη,residential,True,76.01,"LINESTRING (23.8793376 37.8977776, 23.8794113 37.8976423, 23.8797212 37.897165)",,,
727316319,False,Νικ. Κουλοχέρη,residential,False,102.119,"LINESTRING (23.8788941 37.9012264, 23.8777417 37.901355)",,,
727316319,False,Νικ. Κουλοχέρη,residential,True,64.041,"LINESTRING (23.8788941 37.9012264, 23.8796168 37.9011458)",,,
32052976,False,Αημ. Γυμναστηρίου,residential,True,68.026,"LINESTRING (23.8788941 37.9012264, 23.8788288 37.9011855, 23.8783222 37.9008136)",,,
638170935,False,Αημ. Γυμναστηρίου,residential,False,104.40299999999999,"LINESTRING (23.8788941 37.9012264, 23.8790233 37.9020803, 23.8790351 37.9021587)",,,
727316319,False,Νικ. Κουλοχέρη,residential,True,102.119,"LINESTRING (23.8777417 37.901355, 23.8788941 37.9012264)",,,
32052969,False,Νικ. Κουλοχέρη,residential,False,60.753,"LINESTRING (23.8777417 37.901355, 23.8776054 37.9013723, 23.8771463 37.9014306, 23.8770581 37.9014419)",,,
32052971,False,Θάσου,residential,True,97.61699999999999,"LINESTRING (23.8777417 37.901355, 23.8775933 37.900551, 23.8775853 37.9004859)",30,,
727316318,False,Θάσου,residential,False,100.384,"LINESTRING (23.8777417 37.901355, 23.8778559 37.9018976, 23.8779027 37.9022484)",30,,
235266752,False,Μυκηνών,residential,True,15.415,"LINESTRING (23.8779027 37.9022484, 23.8780758 37.9022247)",,,
638170938,False,Τροίας,residential,False,85.386,"LINESTRING (23.8779027 37.9022484, 23.8773596 37.9028856)",50,2,
235266752,False,Μυκηνών,residential,False,122.011,"LINESTRING (23.8779027 37.9022484, 23.8777956 37.902247, 23.8769134 37.902332, 23.8767167 37.9023595, 23.8765235 37.9023802)",,,
727316318,False,Θάσου,residential,True,100.384,"LINESTRING (23.8779027 37.9022484, 23.8778559 37.9018976, 23.8777417 37.901355)",30,,
32052988,False,Λήμνου,residential,True,26.548,"LINESTRING (23.8790351 37.9021587, 23.8792086 37.9023543)",,,
235266752,False,Μυκηνών,residential,False,11.189,"LINESTRING (23.8790351 37.9021587, 23.8789245 37.9021086)",,,
638170935,False,Αημ. Γυμναστηρίου,residential,True,104.40299999999999,"LINESTRING (23.8790351 37.9021587, 23.8790233 37.9020803, 23.8788941 37.9012264)",,,
32052988,False,Λήμνου,residential,False,86.392,"LINESTRING (23.8797455 37.9029965, 23.8797508 37.9029678, 23.8792086 37.9023543)",,,
