osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,name
222767701,residential,False,True,61.11,"LINESTRING (22.5378608 40.9811266, 22.5379573 40.981617, 22.5379531 40.9816707)",,,,
222767707,residential,False,True,78.973,"LINESTRING (22.5378608 40.9811266, 22.5376303 40.9811412, 22.5375775 40.9811548, 22.5375482 40.9811927, 22.5375482 40.9812322, 22.5376582 40.9816338)",,,,
"[222767588, 163773334, 222767646]",tertiary,False,False,48.984,"LINESTRING (22.5365855 40.9811911, 22.5366001 40.9812406, 22.5366187 40.9813121, 22.5366602 40.9814107, 22.5367441 40.9814982, 22.5368203 40.9815866)",2,50,yes,
222767594,residential,False,False,68.35,"LINESTRING (22.5431214 40.981281, 22.5423072 40.9812869)",,,,
222767707,residential,False,False,59.896,"LINESTRING (22.5431214 40.981281, 22.543122 40.9812979, 22.5431125 40.9818196)",,,,
222767594,residential,False,True,68.35,"LINESTRING (22.5423072 40.9812869, 22.5431214 40.981281)",,,,
222767558,residential,False,True,59.053,"LINESTRING (22.5423072 40.9812869, 22.5423074 40.981301, 22.542302 40.9813829, 22.5422724 40.981658, 22.5422505 40.9818161)",,,,
222767584,residential,False,False,75.616,"LINESTRING (22.5407455 40.9815088, 22.539936 40.9815078, 22.5398447 40.9815084)",,,,
222767623,residential,False,True,37.967,"LINESTRING (22.5407455 40.9815088, 22.540755 40.9816555, 22.5407337 40.9818494)",,,,
222767584,residential,False,False,81.436,"LINESTRING (22.5398447 40.9815084, 22.5396869 40.9815094, 22.5394272 40.981517, 22.53922 40.9815233, 22.5390589 40.9815391, 22.5388773 40.9815535)",,,,
222767584,residential,False,True,75.616,"LINESTRING (22.5398447 40.9815084, 22.539936 40.9815078, 22.5407455 40.9815088)",,,,
222767713,residential,False,False,146.59,"LINESTRING (22.5398447 40.9815084, 22.5398667 40.9819195, 22.5398716 40.9821769, 22.5398962 40.982286, 22.539948 40.9824548, 22.5400246 40.9828157)",,,,
222767584,residential,False,False,78.713,"LINESTRING (22.5388773 40.9815535, 22.5383543 40.9816078, 22.5379531 40.9816707)",,,,
222767584,residential,False,True,81.43599999999999,"LINESTRING (22.5388773 40.9815535, 22.5390589 40.9815391, 22.53922 40.9815233, 22.5394272 40.981517, 22.5396869 40.9815094, 22.5398447 40.9815084)",,,,
222767616,residential,False,False,166.44299999999998,"LINESTRING (22.5388773 40.9815535, 22.5389389 40.9818362, 22.5389593 40.9819312, 22.5389786 40.982021, 22.5390241 40.9821983, 22.5390289 40.9822169, 22.5390561 40.9822801, 22.5390968 40.9823573, 22.5394642 40.9829059, 22.5394993 40.982959)",,,,
222767646,tertiary,False,False,27.518,"LINESTRING (22.5368203 40.9815866, 22.5368933 40.9816621, 22.5370171 40.9817845)",2,50,,
"[163773334, 222767588, 222767646]",tertiary,False,True,48.984,"LINESTRING (22.5368203 40.9815866, 22.5367441 40.9814982, 22.5366602 40.9814107, 22.5366187 40.9813121, 22.5366001 40.9812406, 22.5365855 40.9811911)",2,50,yes,
222767584,residential,False,False,57.354,"LINESTRING (22.5376582 40.9816338, 22.537626 40.9816287, 22.537555 40.9816265, 22.5374632 40.9816388, 22.5370171 40.9817845)",,,,
222767584,residential,False,True,26.12,"LINESTRING (22.5376582 40.9816338, 22.5377528 40.9816662, 22.537811 40.9816843, 22.5378672 40.9816855, 22.5379531 40.9816707)",,,,
222767707,residential,False,False,78.97300000000001,"LINESTRING (22.5376582 40.9816338, 22.5375482 40.9812322, 22.5375482 40.9811927, 22.5375775 40.9811548, 22.5376303 40.9811412, 22.5378608 40.9811266)",,,,
222767584,residential,False,False,26.119999999999997,"LINESTRING (22.5379531 40.9816707, 22.5378672 40.9816855, 22.537811 40.9816843, 22.5377528 40.9816662, 22.5376582 40.9816338)",,,,
222767584,residential,False,True,78.713,"LINESTRING (22.5379531 40.9816707, 22.5383543 40.9816078, 22.5388773 40.9815535)",,,,
222767701,residential,False,False,61.11,"LINESTRING (22.5379531 40.9816707, 22.5379573 40.981617, 22.5378608 40.9811266)",,,,
222767701,residential,False,True,59.515,"LINESTRING (22.5379531 40.9816707, 22.5379405 40.9817181, 22.5379196 40.9817608, 22.5377847 40.982001, 22.537668 40.9821585)",,,,
222767584,residential,False,True,57.354,"LINESTRING (22.5370171 40.9817845, 22.5374632 40.9816388, 22.537555 40.9816265, 22.537626 40.9816287, 22.5376582 40.9816338)",,,,
