osmid,oneway,highway,reversed,length,lanes,ref,name,maxspeed,geometry
25609977,True,residential,False,8.313,,,,,"LINESTRING (23.9778781 38.084471, 23.9779672 38.0844969)"
847426716,True,primary,False,38.721,2,ΕΟ83,Μαραθώνος,50,"LINESTRING (23.9778781 38.084471, 23.9780517 38.0841507)"
88876695,False,residential,False,71.646,,,,,"LINESTRING (23.9809983 38.0788934, 23.9817532 38.0791425)"
32001128,True,primary,False,53.931,2,ΕΟ83,Μαραθώνος,40,"LINESTRING (23.9809983 38.0788934, 23.9809708 38.078941, 23.9809387 38.0789965, 23.980848 38.0791726, 23.9807613 38.079341)"
25626366,False,residential,False,87.821,,,Τόπη Ιωάννου,,"LINESTRING (23.9803467 38.0801305, 23.9812542 38.0804674)"
"[1031136880, 1268585141]",True,primary,False,169.645,2,ΕΟ83,Μαραθώνος,"['40', '50']","LINESTRING (23.9803467 38.0801305, 23.9802961 38.0802264, 23.9798348 38.0811, 23.9796351 38.0814582, 23.9796152 38.0814956, 23.9795927 38.0815359)"
25610040,True,residential,False,62.948,,,Πλαστήρα Ν.,,"LINESTRING (23.9789812 38.0826323, 23.9796496 38.0828413)"
932353486,True,primary,False,89.464,,ΕΟ83,Μαραθώνος,50,"LINESTRING (23.9789812 38.0826323, 23.9785779 38.0833716)"
365909706,True,residential,False,60.959,,,Μωσαίου,,"LINESTRING (23.9779672 38.0844969, 23.9786078 38.0847121)"
365909701,True,primary,False,158.911,2,ΕΟ83,Μαραθώνος,50,"LINESTRING (23.9779672 38.0844969, 23.9778016 38.0848068, 23.977725 38.084946, 23.9774809 38.0853894, 23.9772542 38.0858112)"
25512253,False,residential,False,43.839,,,Καραγεωργίου,,"LINESTRING (23.976625 38.080373, 23.976404 38.0807268)"
303847106,False,residential,True,50.53,,,,,"LINESTRING (23.976625 38.080373, 23.9771609 38.080542)"
303847106,False,residential,False,152.233,,,,,"LINESTRING (23.976625 38.080373, 23.9755596 38.0800125, 23.9750222 38.0798416)"
25512253,False,residential,False,25.478,,,Καραγεωργίου,,"LINESTRING (23.9757829 38.0816056, 23.9756636 38.0818146)"
25512253,False,residential,True,73.364,,,Καραγεωργίου,,"LINESTRING (23.9757829 38.0816056, 23.9761801 38.0810246)"
25512444,False,residential,True,118.269,,,,,"LINESTRING (23.9757829 38.0816056, 23.9756294 38.0815695, 23.9753556 38.081503, 23.9751225 38.0814485, 23.9748808 38.0813881, 23.9744932 38.0812884)"
25626421,False,residential,True,56.955999999999996,,,Καραβασίλη Μ.,,"LINESTRING (23.9757829 38.0816056, 23.9759217 38.0816466, 23.9764041 38.0817573)"
25512253,False,residential,False,44.39,,,Καραγεωργίου,,"LINESTRING (23.9752003 38.0826886, 23.9750022 38.0830561)"
25512253,False,residential,True,105.305,,,Καραγεωργίου,,"LINESTRING (23.9752003 38.0826886, 23.9756636 38.0818146)"
137449040,False,tertiary,True,68.839,,,Αγίας Παρασκευής,,"LINESTRING (23.9752003 38.0826886, 23.9759536 38.0828666)"
25512253,False,residential,False,41.384,,,Καραγεωργίου,,"LINESTRING (23.9742006 38.0847275, 23.9741169 38.0850938)"
25512253,False,residential,True,27.763,,,Καραγεωργίου,,"LINESTRING (23.9742006 38.0847275, 23.9742898 38.0844879)"
25626461,False,residential,False,73.727,,,,,"LINESTRING (23.9742006 38.0847275, 23.9750233 38.08487)"
25512256,False,residential,False,41.211,,,,,"LINESTRING (23.9770607 38.0830979, 23.9769073 38.0834483)"
25626419,False,residential,True,123.628,,,,,"LINESTRING (23.9770607 38.0830979, 23.9773124 38.0825544, 23.9775412 38.0820524)"
137449040,False,tertiary,False,100.256,,,Αγίας Παρασκευής,,"LINESTRING (23.9770607 38.0830979, 23.9765181 38.0829806, 23.9759536 38.0828666)"
25512256,False,residential,False,43.099,,,,,"LINESTRING (23.9766113 38.0841569, 23.9764414 38.0845207)"
