osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,ref,width
"[499358072, 839777526]",True,"['1', '2']",Κάτω Νευροκόπι - Ποταμοί,primary,False,137.465,"LINESTRING (23.8702573 41.3452562, 23.870304 41.3453599, 23.8703263 41.3454435, 23.8703693 41.3455319, 23.870431 41.3456171, 23.8704774 41.3456711, 23.870537 41.3457267, 23.8711259 41.3462884)",,,,
"[839778849, 247946372]",False,,Φλογηταίνων,residential,True,52.345,"LINESTRING (23.8702573 41.3452562, 23.8700293 41.3453241, 23.8696589 41.3453935)",50,,,
839778852,False,2,Λάμπρου Λαμπριανίδη,primary,True,112.964,"LINESTRING (23.8702573 41.3452562, 23.8702825 41.3451174, 23.8703161 41.34498, 23.8703687 41.3448349, 23.8704471 41.3446879, 23.8706773 41.344297)",,,,
343080652,False,2,Ζαΐμη,residential,False,60.864,"LINESTRING (23.8612573 41.3434521, 23.8617169 41.3430272)",,,,
248247690,False,2,Εθνικής Αμύνης,tertiary,False,78.961,"LINESTRING (23.8612573 41.3434521, 23.8614868 41.3435731, 23.8620132 41.3438787)",,,,
561084263,False,2,,residential,True,7.098,"LINESTRING (23.8623504 41.3423789, 23.8623096 41.3424349)",,,,
247944735,False,2,Ελευθερίου Βενιζέλου,tertiary,False,47.43300000000001,"LINESTRING (23.8623504 41.3423789, 23.8624841 41.3424418, 23.8628507 41.3425803)",,,,
"[247944746, 27256086, 679175623]",False,2,Ζαΐμη,tertiary,True,122.476,"LINESTRING (23.8623504 41.3423789, 23.8623779 41.3423348, 23.8624072 41.3422918, 23.8625873 41.3420242, 23.8629145 41.341565, 23.8629716 41.341493, 23.8630458 41.3414099)",50,yes,,
248249848,False,,Φιλικής Εταιρείας,residential,True,51.287,"LINESTRING (23.8635693 41.3429094, 23.8632133 41.3432853)",,,,
247944735,False,2,Ελευθερίου Βενιζέλου,tertiary,False,130.793,"LINESTRING (23.8635693 41.3429094, 23.8636581 41.34297, 23.8640139 41.3432989, 23.8645876 41.343764, 23.8646135 41.3437849)",,,,
247944735,False,2,Ελευθερίου Βενιζέλου,tertiary,True,70.308,"LINESTRING (23.8635693 41.3429094, 23.8634533 41.3428473, 23.8628507 41.3425803)",,,,
27255945,False,2,Ελευθερίου Βενιζέλου,secondary,False,7.274,"LINESTRING (23.8656093 41.344606, 23.86566 41.3446592)",,,ΕΟ57,
"[27256088, 27256089, 21414971]",False,2,Δράμας - Εξοχής,secondary,False,85.542,"LINESTRING (23.8656093 41.344606, 23.8658668 41.3444904, 23.8663795 41.3442826, 23.8665053 41.3442331)",,yes,ΕΟ57,
418470885,False,2,Ελευθερίου Βενιζέλου,tertiary,True,39.585,"LINESTRING (23.8656093 41.344606, 23.8655663 41.3445641, 23.8653029 41.3443344)",,,,
27255942,False,2,Αγίου Δημητρίου,tertiary,True,32.879,"LINESTRING (23.868115 41.3439212, 23.8677332 41.3439938)",50,,,
229129389,False,,Αποστόλου Παύλου,residential,True,119.322,"LINESTRING (23.868115 41.3439212, 23.8683585 41.3449786)",50,,,
27255942,False,2,Αγίου Δημητρίου,tertiary,False,36.171,"LINESTRING (23.868115 41.3439212, 23.8684053 41.3438688, 23.8685363 41.3438452)",50,,,
27255942,False,2,Αγίου Δημητρίου,tertiary,False,30.855,"LINESTRING (23.8685363 41.3438452, 23.8688946 41.3437771)",50,,,
27255942,False,2,Αγίου Δημητρίου,tertiary,True,36.171,"LINESTRING (23.8685363 41.3438452, 23.8684053 41.3438688, 23.868115 41.3439212)",50,,,
247944738,False,,Μαυροκορδάτου,residential,False,107.411,"LINESTRING (23.8685363 41.3438452, 23.8688691 41.3444112, 23.8690559 41.3447289)",50,,,
27255942,False,2,Αγίου Δημητρίου,tertiary,True,10.836,"LINESTRING (23.869407 41.3436568, 23.8692843 41.3436886)",50,,,
27255942,False,2,Αγίου Δημητρίου,tertiary,False,75.129,"LINESTRING (23.869407 41.3436568, 23.8695133 41.3436404, 23.8696123 41.3436686, 23.8701524 41.3439856)",50,,,
229129388,False,,Σφαγιασθέντων Προκρίτων,residential,True,41.442,"LINESTRING (23.869407 41.3436568, 23.8694303 41.3435614, 23.8696245 41.3433274)",50,,,
13803336,False,2,Νικολάου Πλαστήρα,secondary,True,98.036,"LINESTRING (23.8658612 41.339545, 23.8657979 41.3397123, 23.8656269 41.3404083)",,,ΕΟ57,
561084262,False,2,,tertiary,False,136.19400000000002,"LINESTRING (23.8658612 41.339545, 23.8657359 41.3395545, 23.8654977 41.3396163, 23.864418 41.3399221, 23.8643359 41.3399642)",,,,
13803336,False,2,Νικολάου Πλαστήρα,secondary,False,118.414,"LINESTRING (23.8665053 41.3442331, 23.8659315 41.3432592)",,,ΕΟ57,
27255942,False,2,Αγίου Δημητρίου,tertiary,False,48.471,"LINESTRING (23.8665053 41.3442331, 23.8669493 41.3441261, 23.8670632 41.3441188)",50,,,
"[27256088, 27256089, 21414971]",False,2,Δράμας - Εξοχής,secondary,True,85.542,"LINESTRING (23.8665053 41.3442331, 23.8663795 41.3442826, 23.8658668 41.3444904, 23.8656093 41.344606)",,yes,ΕΟ57,
27255942,False,2,Αγίου Δημητρίου,tertiary,True,55.849,"LINESTRING (23.8706773 41.344297, 23.8701524 41.3439856)",50,,,
839778852,False,2,Λάμπρου Λαμπριανίδη,primary,True,170.627,"LINESTRING (23.8706773 41.344297, 23.8715099 41.3428956)",,,,
"[679177857, 248244747]",False,2,Αγίου Δημητρίου,residential,False,93.36500000000001,"LINESTRING (23.8706773 41.344297, 23.8712847 41.3448885, 23.8713641 41.3448174)",50,,,
839778852,False,2,Λάμπρου Λαμπριανίδη,primary,False,112.96400000000001,"LINESTRING (23.8706773 41.344297, 23.8704471 41.3446879, 23.8703687 41.3448349, 23.8703161 41.34498, 23.8702825 41.3451174, 23.8702573 41.3452562)",,,,
247946357,False,,Σμύρνης,residential,True,52.939,"LINESTRING (23.8696589 41.3453935, 23.8699325 41.345823)",50,,,
247946372,False,,Φλογηταίνων,residential,True,60.58,"LINESTRING (23.8696589 41.3453935, 23.8689867 41.3451882)",50,,,
"[247946358, 679167727]",False,,Θεμιστοκλέους,residential,False,174.80700000000002,"LINESTRING (23.8696589 41.3453935, 23.8691842 41.3461738, 23.8691407 41.3462171, 23.8690761 41.3462042, 23.8683488 41.3459326)",50,,,
"[839778849, 247946372]",False,,Φλογηταίνων,residential,False,52.345,"LINESTRING (23.8696589 41.3453935, 23.8700293 41.3453241, 23.8702573 41.3452562)",50,,,
229129390,False,,Κολοκοτρώνη,residential,False,48.471,"LINESTRING (23.8693353 41.3408533, 23.8698927 41.3409753)",50,,,
229129390,False,,Κολοκοτρώνη,residential,True,62.432,"LINESTRING (23.8693353 41.3408533, 23.8686205 41.3406883)",50,,,
540089067,False,,Αβραμίδη Αν.,residential,False,77.507,"LINESTRING (23.8693353 41.3408533, 23.8695174 41.3401698)",50,,,
540089067,False,,Αβραμίδη Αν.,residential,True,53.418,"LINESTRING (23.8693353 41.3408533, 23.8691422 41.3413113)",50,,,
229129389,False,,Αποστόλου Παύλου,residential,False,119.322,"LINESTRING (23.8683585 41.3449786, 23.868115 41.3439212)",50,,,
247946372,False,,Φλογηταίνων,residential,False,36.735,"LINESTRING (23.8683585 41.3449786, 23.8687562 41.34512)",50,,,
247946383,False,,,residential,False,47.682,"LINESTRING (23.8683585 41.3449786, 23.8681228 41.3453692)",50,,,
247946372,False,,Φλογηταίνων,residential,True,137.86100000000002,"LINESTRING (23.8683585 41.3449786, 23.8682451 41.3449109, 23.8671061 41.3441706)",50,,,
229129380,False,,Σαμψούντος,residential,False,23.427,"LINESTRING (23.8697797 41.3418494, 23.8698068 41.3416397)",50,,,
229129380,False,,Σαμψούντος,residential,True,48.007,"LINESTRING (23.8697797 41.3418494, 23.8698176 41.3422802)",50,,,
247944734,False,,Καρατάσου,residential,True,30.097,"LINESTRING (23.8697797 41.3418494, 23.8694215 41.3418188)",50,,,
